Layer	  log(P)	nClouds	Molec.   7	Cloud    7	Molec.   9	Cloud    9
1	7.198020	0	4.5594e-03	0.0000e+00	1.2122e-07	0.0000e+00
2	7.095009	0	4.5586e-03	0.0000e+00	9.8044e-08	0.0000e+00
3	6.991999	0	4.5584e-03	0.0000e+00	7.9386e-08	0.0000e+00
4	6.888989	0	4.5504e-03	0.0000e+00	6.4721e-08	0.0000e+00
5	6.785978	0	4.5346e-03	0.0000e+00	5.3103e-08	0.0000e+00
6	6.682968	0	4.5090e-03	0.0000e+00	4.3893e-08	0.0000e+00
7	6.579958	0	4.4732e-03	0.0000e+00	3.6547e-08	0.0000e+00
8	6.476948	0	4.4286e-03	0.0000e+00	3.0622e-08	0.0000e+00
9	6.373937	0	4.3778e-03	0.0000e+00	2.5766e-08	0.0000e+00
10	6.270927	0	4.3241e-03	0.0000e+00	2.1724e-08	0.0000e+00
11	6.167917	0	4.2708e-03	0.0000e+00	1.8309e-08	0.0000e+00
12	6.064906	0	4.2207e-03	0.0000e+00	1.5400e-08	0.0000e+00
13	5.961896	0	4.1749e-03	0.0000e+00	1.2917e-08	0.0000e+00
14	5.858886	0	4.1330e-03	0.0000e+00	1.0807e-08	0.0000e+00
15	5.755875	0	4.0935e-03	0.0000e+00	9.0274e-09	0.0000e+00
16	5.652865	0	4.0540e-03	0.0000e+00	7.5414e-09	0.0000e+00
17	5.549855	0	4.0115e-03	0.0000e+00	6.3123e-09	0.0000e+00
18	5.446845	0	3.9624e-03	0.0000e+00	5.3041e-09	0.0000e+00
19	5.343834	0	3.9049e-03	0.0000e+00	4.4811e-09	0.0000e+00
20	5.240824	0	3.8371e-03	0.0000e+00	3.8109e-09	0.0000e+00
21	5.137814	0	3.7576e-03	0.0000e+00	3.2648e-09	0.0000e+00
22	5.034803	0	3.6658e-03	0.0000e+00	2.8195e-09	0.0000e+00
23	4.931793	0	3.5599e-03	0.0000e+00	2.4571e-09	0.0000e+00
