#wavelengths (mu)	size parameter  	extinction cross section (cm^2)  	scattering cross section (cm^2)  	absorption cross section (cm^2)  	single scattering albedo         	asymmetry parameter              
1.0000000000e-03	4.9909225851e+02	2.7266508392e-11                 	1.9902349154e-11                 	7.3641592380e-12                 	7.2991924261e-01                 	9.9997282301e-01                 
1.0120000000e-03	4.9317416848e+02	2.7981015636e-11                 	2.0390687827e-11                 	7.5903278091e-12                 	7.2873294137e-01                 	9.9997220577e-01                 
1.0230000000e-03	4.8787122044e+02	2.8762295629e-11                 	2.0929173709e-11                 	7.8331219206e-12                 	7.2766005810e-01                 	9.9997162854e-01                 
1.0350000000e-03	4.8221474252e+02	2.9519790221e-11                 	2.1447294571e-11                 	8.0724956496e-12                 	7.2653953198e-01                 	9.9997099967e-01                 
1.0470000000e-03	4.7668792598e+02	3.0300040701e-11                 	2.1984412955e-11                 	8.3156277458e-12                 	7.2555720872e-01                 	9.9997035723e-01                 
1.0590000000e-03	4.7128636308e+02	3.1109625375e-11                 	2.2540161687e-11                 	8.5694636879e-12                 	7.2453979806e-01                 	9.9996971521e-01                 
1.0720000000e-03	4.6557113667e+02	3.1902557155e-11                 	2.3072336089e-11                 	8.8302210657e-12                 	7.2321274991e-01                 	9.9996900561e-01                 
1.0840000000e-03	4.6041721264e+02	3.2781627556e-11                 	2.3673013974e-11                 	9.1086135816e-12                 	7.2214272869e-01                 	9.9996834773e-01                 
1.0960000000e-03	4.5537614827e+02	3.3679970493e-11                 	2.4283596418e-11                 	9.3963740747e-12                 	7.2101002652e-01                 	9.9996768137e-01                 
1.1090000000e-03	4.5003810505e+02	3.4553680455e-11                 	2.4869046318e-11                 	9.6846341373e-12                 	7.1972206695e-01                 	9.9996694710e-01                 
1.1220000000e-03	4.4482375981e+02	3.5453019134e-11                 	2.5471802268e-11                 	9.9812168655e-12                 	7.1846637862e-01                 	9.9996621121e-01                 
1.1350000000e-03	4.3972886212e+02	3.6392341053e-11                 	2.6100013056e-11                 	1.0292327997e-11                 	7.1718422890e-01                 	9.9996546777e-01                 
1.1480000000e-03	4.3474935410e+02	3.7370954899e-11                 	2.6753584140e-11                 	1.0617370759e-11                 	7.1589244140e-01                 	9.9996471130e-01                 
1.1610000000e-03	4.2988135961e+02	3.8369059825e-11                 	2.7415412290e-11                 	1.0953647534e-11                 	7.1451874024e-01                 	9.9996394569e-01                 
1.1750000000e-03	4.2475936894e+02	3.9343792716e-11                 	2.8056606313e-11                 	1.1287186403e-11                 	7.1311392156e-01                 	9.9996311344e-01                 
1.1890000000e-03	4.1975799706e+02	4.0342280310e-11                 	2.8713533919e-11                 	1.1628746390e-11                 	7.1174791556e-01                 	9.9996227678e-01                 
1.2020000000e-03	4.1521818511e+02	4.1412305470e-11                 	2.9424714680e-11                 	1.1987590791e-11                 	7.1053070689e-01                 	9.9996148434e-01                 
1.2160000000e-03	4.1043771259e+02	4.2447198806e-11                 	3.0104914484e-11                 	1.2342284322e-11                 	7.0923206550e-01                 	9.9996062745e-01                 
1.2300000000e-03	4.0576606383e+02	4.3500880048e-11                 	3.0800828079e-11                 	1.2700051970e-11                 	7.0805068873e-01                 	9.9995975998e-01                 
1.2450000000e-03	4.0087731607e+02	4.4527227493e-11                 	3.1462866013e-11                 	1.3064361480e-11                 	7.0659836205e-01                 	9.9995882554e-01                 
1.2590000000e-03	3.9641958579e+02	4.5697268748e-11                 	3.2229209375e-11                 	1.3468059373e-11                 	7.0527649154e-01                 	9.9995793313e-01                 
