Type	Std	Rate
R1	1.545868e-25	9.160685e-26	5.347718e-26	2.985965e-26	1.504984e-26	6.336010e-27	2.066384e-27	4.930207e-28	8.340308e-29	1.005747e-29	9.020386e-31	6.518627e-32	4.277276e-33	2.926791e-34	2.367592e-35	-5.077920e-38	-6.617600e-39	-4.367213e-40	-5.471993e-42	-3.130626e-20	-1.110158e-20	-3.656577e-50	-4.001950e-53	-6.923427e-56	8.940500e-58	1.431979e-58	3.033894e-59	8.531765e-60	2.800969e-60	9.985568e-61	3.714832e-61	1.414493e-61	5.454001e-62	2.116379e-62	8.227869e-63	3.194859e-63	1.235893e-63	4.752763e-64	1.813246e-64	6.850746e-65	2.558953e-65	9.432339e-66	3.423952e-66	1.221777e-66	4.279656e-67	1.472599e-67	4.995794e-68	1.683299e-68	5.682287e-69	1.935608e-69	6.679539e-70	2.336342e-70	8.270052e-71	2.955626e-71	1.063992e-71	3.851016e-72	1.399087e-72	5.097369e-73	1.860784e-73	6.802351e-74	
R6	-2.819645e+08	-2.000872e+08	-1.413981e+08	-9.926514e+07	-6.891823e+07	-4.704811e+07	-3.139004e+07	-2.033950e+07	-1.270924e+07	-7.605335e+06	-4.334763e+06	-2.350356e+06	-1.221508e+06	-6.190143e+05	-3.129238e+05	-3.130432e-07	-9.649585e-08	-2.047921e-08	-1.692548e-09	-4.217251e-09	-2.173418e-10	-3.294575e-14	-7.080288e-16	-2.706904e-17	-2.435999e-18	-4.747823e-19	-1.607873e-19	-7.346083e-20	-3.862333e-20	-2.153494e-20	-1.227166e-20	-7.036697e-21	-4.031207e-21	-2.299485e-21	-1.303638e-21	-7.337186e-22	-4.095847e-22	-2.265369e-22	-1.239965e-22	-6.705843e-23	-3.575450e-23	-1.874131e-23	-9.619596e-24	-4.811781e-24	-2.332432e-24	-1.090100e-24	-4.895844e-25	-2.112984e-25	-8.790055e-26	-3.542516e-26	-1.391428e-26	-5.357716e-27	-2.033014e-27	-7.634746e-28	-2.846828e-28	-1.056431e-28	-3.907347e-29	-1.442020e-29	-5.313845e-30	-1.956073e-30	
R9	-3.301941e-63	-1.162607e-63	-4.031245e-64	-1.348999e-64	-4.191797e-65	-1.149928e-65	-2.653389e-66	-4.958836e-67	-7.328144e-68	-8.536402e-69	-7.998025e-70	-6.314680e-71	-4.536187e-72	-3.251610e-73	-2.535041e-74	-1.331214e-79	-1.112548e-80	-5.209085e-82	-5.655002e-73	-9.259572e-23	-2.810441e-23	-1.305616e-74	-7.388513e-95	-2.556018e-97	-2.913300e-99	-9.250136e-101	-5.842736e-102	-5.516756e-103	-6.490169e-104	-8.577172e-105	-1.207506e-105	-1.763426e-106	-2.629561e-107	-3.964326e-108	-5.994776e-109	-9.040468e-110	-1.352944e-110	-2.000880e-111	-2.912344e-112	-4.157237e-113	-5.800345e-114	-7.880773e-115	-1.038451e-115	-1.322254e-116	-1.622363e-117	-1.920882e-118	-2.210752e-119	-2.509869e-120	-2.860061e-121	-3.318676e-122	-3.952070e-123	-4.835074e-124	-6.058236e-125	-7.738032e-126	-1.002785e-126	-1.313656e-127	-1.733879e-128	-2.301554e-129	-3.067051e-130	-4.098715e-131	
R11	-1.003864e-67	-2.638935e-68	-6.785211e-69	-1.684389e-69	-3.948176e-70	-8.506649e-71	-1.641878e-71	-2.768545e-72	-3.971785e-73	-4.741637e-74	-4.666801e-75	-3.842971e-76	-2.783326e-77	-1.914092e-78	-1.356860e-79	-6.306213e-85	-4.332063e-86	-1.747972e-87	-9.256351e-73	-1.484151e-22	-4.988180e-23	-2.271416e-74	-1.357551e-100	-3.725994e-103	-3.202521e-105	-7.283865e-107	-3.182081e-108	-2.042595e-109	-1.623758e-110	-1.448737e-111	-1.377709e-112	-1.359674e-113	-1.369579e-114	-1.392577e-115	-1.415783e-116	-1.428338e-117	-1.419655e-118	-1.380416e-119	-1.303031e-120	-1.184247e-121	-1.026619e-122	-8.391829e-124	-6.380445e-125	-4.446575e-126	-2.802417e-127	-1.588421e-128	-8.159375e-130	-3.889654e-131	-1.775882e-132	-7.992026e-134	-3.614316e-135	-1.657279e-136	-7.719946e-138	-3.647739e-139	-1.743609e-140	-8.409907e-142	-4.082302e-143	-1.991530e-144	-9.750245e-146	-4.785656e-147	
R12	-1.056501e-79	-2.350313e-80	-5.093511e-81	-1.058582e-81	-2.054015e-82	-3.603268e-83	-5.544687e-84	-7.275629e-85	-7.913266e-86	-6.983180e-87	-4.975805e-88	-2.929941e-89	-1.514500e-90	-7.480246e-92	-3.847335e-93	6.030591e-100	2.610681e-101	6.100452e-103	-7.203396e-88	-3.497131e-37	-1.865979e-37	-1.144639e-88	-1.443587e-116	-3.517452e-119	-2.561725e-121	-4.855070e-123	-1.757646e-124	-9.332460e-126	-6.131062e-127	-4.516602e-128	-3.542461e-129	-2.879754e-130	-2.385685e-131	-1.991286e-132	-1.657788e-133	-1.365170e-134	-1.102857e-135	-8.667515e-137	-6.564075e-138	-4.739748e-139	-3.222954e-140	-2.032136e-141	-1.166250e-142	-5.969861e-144	-2.674446e-145	-1.038955e-146	-3.526646e-148	-1.075615e-149	-3.062406e-151	-8.432672e-153	-2.301165e-154	-6.298127e-156	-1.734554e-157	-4.799590e-159	-1.329147e-160	-3.665497e-162	-1.000145e-163	-2.681185e-165	-6.996783e-167	-1.756801e-168	
R13	2.375999e-54	6.193747e-55	1.569900e-55	3.814427e-56	8.657736e-57	1.777343e-57	3.198563e-58	4.901825e-59	6.217710e-60	6.384916e-61	5.262397e-62	3.539282e-63	2.053995e-64	1.124522e-65	6.417413e-67	8.327054e-74	6.672476e-75	3.442717e-76	1.449253e-72	5.897278e-54	1.351020e-54	2.788829e-76	3.050912e-88	1.051861e-90	1.008160e-92	2.428799e-94	1.098230e-95	7.151536e-97	5.670129e-98	5.000919e-99	4.717490e-100	4.701427e-101	4.943050e-102	5.493888e-103	6.444384e-104	7.918057e-105	1.004937e-105	1.294694e-106	1.662621e-107	2.091474e-108	2.534517e-109	2.908479e-110	3.102345e-111	3.016244e-112	2.622972e-113	2.015761e-114	1.369322e-115	8.355835e-117	4.699533e-118	2.501608e-119	1.287492e-120	6.498385e-122	3.244816e-123	1.611008e-124	7.976133e-126	3.944324e-127	1.949196e-128	9.632154e-130	4.760347e-131	2.352755e-132	
R14	-2.096253e-54	1.238060e-54	8.105665e-55	3.271664e-55	1.044092e-55	2.714061e-56	5.684150e-57	9.363232e-58	1.171515e-58	1.064995e-59	6.531015e-61	2.089164e-62	-5.966416e-64	-1.574638e-64	-1.745180e-65	-1.915449e-70	-1.859833e-71	-1.191547e-72	-8.318397e-69	-8.357968e-37	-2.447893e-37	-1.572918e-72	-1.061131e-83	-6.446151e-86	-9.278343e-88	-2.837533e-89	-1.470008e-90	-1.065961e-91	-9.591731e-93	-9.973746e-94	-1.148701e-94	-1.423465e-95	-1.852903e-96	-2.484845e-97	-3.377421e-98	-4.593940e-99	-6.186297e-100	-8.169204e-101	-1.047838e-101	-1.292439e-102	-1.515546e-103	-1.666156e-104	-1.688723e-105	-1.548845e-106	-1.262529e-107	-9.051797e-109	-5.727021e-110	-3.263608e-111	-1.726153e-112	-8.726991e-114	-4.312212e-115	-2.110629e-116	-1.030474e-117	-5.034298e-119	-2.463984e-120	-1.208527e-121	-5.937203e-123	-2.921468e-124	-1.439354e-125	-7.097547e-127	
R18	-1.806871e-82	-3.185992e-83	-5.566237e-84	-9.528654e-85	-1.571631e-85	-2.451550e-86	-3.554453e-87	-4.700843e-88	-5.539271e-89	-5.686049e-90	-5.017828e-91	-3.812013e-92	-2.539738e-93	-1.536168e-94	-8.870295e-96	-1.754919e-101	-8.460437e-103	-2.519452e-104	-7.903056e-90	-2.083929e-39	-6.735585e-40	-2.249521e-91	-8.754254e-118	-1.622047e-120	-8.123223e-123	-9.580816e-125	-2.013720e-126	-5.956048e-128	-2.130161e-129	-8.436061e-131	-3.530209e-132	-1.522910e-133	-6.665548e-135	-2.927539e-136	-1.277377e-137	-5.490408e-139	-2.304696e-140	-9.363553e-142	-3.643933e-143	-1.342214e-144	-4.613184e-146	-1.453219e-147	-4.105748e-149	-1.015824e-150	-2.152265e-152	-3.862358e-154	-5.925123e-156	-8.042437e-158	-1.015044e-159	-1.253291e-161	-1.578227e-163	-2.083959e-165	-2.925580e-167	-4.372842e-169	-6.907988e-171	-1.140185e-172	-1.942267e-174	-3.382344e-176	-5.977142e-178	-1.066227e-179	
R21	-2.387319e-71	-4.685487e-72	-8.933420e-73	-1.645143e-73	-2.908860e-74	-4.922396e-75	-7.947146e-76	-1.209076e-76	-1.683866e-77	-2.060212e-78	-2.130031e-79	-1.829418e-80	-1.335880e-81	-8.813677e-83	-5.680872e-84	-1.440503e-88	-8.202826e-90	-2.886651e-91	-7.610753e-71	-1.225788e-20	-4.684139e-21	-2.145328e-72	-1.385717e-104	-3.072225e-107	-2.014914e-109	-3.305137e-111	-1.002041e-112	-4.379526e-114	-2.354079e-115	-1.418380e-116	-9.112456e-118	-6.077778e-119	-4.135539e-120	-2.836050e-121	-1.938504e-122	-1.308332e-123	-8.636409e-125	-5.521365e-126	-3.379984e-127	-1.955813e-128	-1.053445e-129	-5.180742e-131	-2.272811e-132	-8.669302e-134	-2.806500e-135	-7.615148e-137	-1.745908e-138	-3.494768e-140	-6.392935e-142	-1.115826e-143	-1.916351e-145	-3.293333e-147	-5.703348e-149	-9.969298e-151	-1.757672e-152	-3.121393e-154	-5.572359e-156	-9.990799e-158	-1.797040e-159	-3.239536e-161	
R22	-6.525707e-84	-1.142185e-84	-1.932638e-85	-3.137000e-86	-4.837141e-87	-7.024766e-88	-9.516977e-89	-1.179312e-89	-1.288274e-90	-1.183163e-91	-8.764858e-93	-5.166537e-94	-2.508959e-95	-1.086128e-96	-4.622841e-98	-2.690218e-98	-1.112506e-99	-2.617090e-101	7.487117e-96	2.034811e-45	4.587900e-46	1.985892e-97	-1.585088e-116	-1.416418e-119	-4.501605e-122	-4.249077e-124	-8.285126e-126	-2.454347e-127	-9.080631e-129	-3.752681e-130	-1.635687e-131	-7.307499e-133	-3.289040e-134	-1.475004e-135	-6.526938e-137	-2.827040e-138	-1.188687e-139	-4.809723e-141	-1.853351e-142	-6.719217e-144	-2.258554e-145	-6.908314e-147	-1.879563e-148	-4.435343e-150	-8.864340e-152	-1.482212e-153	-2.090834e-155	-2.571463e-157	-2.886605e-159	-3.088359e-161	-3.248032e-163	-3.415155e-165	-3.615648e-167	-3.860904e-169	-4.155760e-171	-4.502926e-173	-4.902198e-175	-5.357350e-177	-5.871072e-179	-6.445874e-181	
