#Solar element abundances lodders 2020
e-  0.00
Al  0.000
C	10.0072
Ca  0.000 
Fe  0.000
H   12.00          
He	10.9940
K   0.000
Mg  0.000
N	9.3872
Na  0.000
O	10.5682
P	6.9672
S	8.6872
Si  0.000
Ti	6.4372
V	5.4872
