#Solar element abundances based on Asplund et al. (2020), A&A, 653, A141
e-  0.00
Al  6.43
C   8.46
Ca  6.30
Fe  7.46
H   12.00          
He  10.914
K   5.07
Mg  7.55
N   7.83
Na  6.22
O   8.69
P   5.41
S   7.12
Si  7.51
Ti  4.97
