#Solar element abundances lodders 2020
e-  0.00
Al  6.51
C   8.56
Ca  6.36 
Fe  7.54
H   12.00          
He  10.994
K   5.16
Mg  7.61
N   7.94
Na  6.36
O   8.82
P   5.52
S   7.24
Si  7.60
Ti  4.99
V  4.04
