#Solar element abundances lodders 2020
e-  0.00
Al  6.51
C	9.4351
Ca  6.36 
Fe  7.54
H   12.00          
He  10.994
K   5.16
Mg  7.61
N	8.8151
Na  6.36
O	9.9961
P   5.52
S	8.1151
Si  7.60
Ti	5.8651
V	4.9151
