Layer	  log(P)	nClouds	Molec.   7	Cloud    7	Molec.   9	Cloud    9
1	7.198020	0	2.1960e-03	0.0000e+00	1.9070e-11	0.0000e+00
2	7.095009	0	2.1960e-03	0.0000e+00	1.5744e-11	0.0000e+00
3	6.991999	0	2.1959e-03	0.0000e+00	1.3029e-11	0.0000e+00
4	6.888989	0	2.1959e-03	0.0000e+00	1.0869e-11	0.0000e+00
5	6.785978	0	2.1960e-03	0.0000e+00	9.0730e-12	0.0000e+00
6	6.682968	0	2.1959e-03	0.0000e+00	7.5978e-12	0.0000e+00
7	6.579958	0	2.1958e-03	0.0000e+00	6.3445e-12	0.0000e+00
8	6.476948	0	2.1957e-03	0.0000e+00	5.2924e-12	0.0000e+00
9	6.373937	0	2.1956e-03	0.0000e+00	4.3943e-12	0.0000e+00
10	6.270927	0	2.1955e-03	0.0000e+00	3.6480e-12	0.0000e+00
11	6.167917	0	2.1953e-03	0.0000e+00	3.0235e-12	0.0000e+00
12	6.064906	0	2.1951e-03	0.0000e+00	2.5007e-12	0.0000e+00
13	5.961896	0	2.1949e-03	0.0000e+00	2.0731e-12	0.0000e+00
14	5.858886	0	2.1947e-03	0.0000e+00	1.7172e-12	0.0000e+00
15	5.755875	0	2.1945e-03	0.0000e+00	1.4259e-12	0.0000e+00
16	5.652865	0	2.1942e-03	0.0000e+00	1.1893e-12	0.0000e+00
17	5.549855	0	2.1940e-03	0.0000e+00	9.9550e-13	0.0000e+00
18	5.446845	0	2.1938e-03	0.0000e+00	8.3714e-13	0.0000e+00
19	5.343834	0	2.1935e-03	0.0000e+00	7.0734e-13	0.0000e+00
20	5.240824	0	2.1931e-03	0.0000e+00	6.0342e-13	0.0000e+00
21	5.137814	0	2.1928e-03	0.0000e+00	5.1811e-13	0.0000e+00
22	5.034803	0	2.1924e-03	0.0000e+00	4.4789e-13	0.0000e+00
23	4.931793	0	2.1920e-03	0.0000e+00	3.8937e-13	0.0000e+00
24	4.828783	0	2.1915e-03	0.0000e+00	3.4107e-13	0.0000e+00
25	4.725772	0	2.1911e-03	0.0000e+00	2.9879e-13	0.0000e+00
26	4.622762	0	2.1909e-03	0.0000e+00	2.6146e-13	0.0000e+00
27	4.519752	0	2.1907e-03	0.0000e+00	2.2753e-13	0.0000e+00
28	4.416742	0	2.1907e-03	0.0000e+00	1.9691e-13	0.0000e+00
29	4.313731	0	2.1909e-03	0.0000e+00	1.6886e-13	0.0000e+00
30	4.210721	0	2.1912e-03	0.0000e+00	1.4399e-13	0.0000e+00
31	4.107711	0	2.1916e-03	0.0000e+00	1.2206e-13	0.0000e+00
32	4.004700	0	2.1920e-03	0.0000e+00	1.0281e-13	0.0000e+00
33	3.901690	0	2.1925e-03	0.0000e+00	8.6355e-14	0.0000e+00
34	3.798680	0	2.1929e-03	0.0000e+00	7.2331e-14	0.0000e+00
