Layer	  log(P)	nClouds	Molec.   7	Cloud    7	Molec.   9	Cloud    9
1	7.198020	0	4.1995e-03	0.0000e+00	1.5886e-07	0.0000e+00
2	7.095009	0	4.1747e-03	0.0000e+00	1.3006e-07	0.0000e+00
3	6.991999	0	4.1497e-03	0.0000e+00	1.0663e-07	0.0000e+00
4	6.888989	0	4.1178e-03	0.0000e+00	8.7963e-08	0.0000e+00
5	6.785978	0	4.0824e-03	0.0000e+00	7.2817e-08	0.0000e+00
6	6.682968	0	4.0462e-03	0.0000e+00	6.0357e-08	0.0000e+00
7	6.579958	0	4.0114e-03	0.0000e+00	5.0016e-08	0.0000e+00
8	6.476948	0	3.9797e-03	0.0000e+00	4.1390e-08	0.0000e+00
9	6.373937	0	3.9515e-03	0.0000e+00	3.4196e-08	0.0000e+00
10	6.270927	0	3.9263e-03	0.0000e+00	2.8215e-08	0.0000e+00
11	6.167917	0	3.9029e-03	0.0000e+00	2.3270e-08	0.0000e+00
12	6.064906	0	3.8795e-03	0.0000e+00	1.9205e-08	0.0000e+00
13	5.961896	0	3.8535e-03	0.0000e+00	1.5885e-08	0.0000e+00
14	5.858886	0	3.8222e-03	0.0000e+00	1.3188e-08	0.0000e+00
15	5.755875	0	3.7836e-03	0.0000e+00	1.1005e-08	0.0000e+00
16	5.652865	0	3.7355e-03	0.0000e+00	9.2399e-09	0.0000e+00
17	5.549855	0	3.6772e-03	0.0000e+00	7.8095e-09	0.0000e+00
18	5.446845	0	3.6078e-03	0.0000e+00	6.6466e-09	0.0000e+00
19	5.343834	0	3.5266e-03	0.0000e+00	5.7004e-09	0.0000e+00
20	5.240824	0	3.4318e-03	0.0000e+00	4.9317e-09	0.0000e+00
21	5.137814	0	3.3218e-03	0.0000e+00	4.3081e-09	0.0000e+00
22	5.034803	0	3.1981e-03	0.0000e+00	3.7983e-09	0.0000e+00
23	4.931793	0	3.0631e-03	0.0000e+00	3.3749e-09	0.0000e+00
24	4.828783	0	2.9201e-03	0.0000e+00	3.0173e-09	0.0000e+00
25	4.725772	0	2.7723e-03	0.0000e+00	2.7099e-09	0.0000e+00
26	4.622762	0	2.6226e-03	0.0000e+00	2.4419e-09	0.0000e+00
27	4.519752	0	2.4738e-03	0.0000e+00	2.2047e-09	0.0000e+00
28	4.416742	0	2.3263e-03	0.0000e+00	1.9949e-09	0.0000e+00
29	4.313731	0	2.1802e-03	0.0000e+00	1.8108e-09	0.0000e+00
30	4.210721	0	2.0352e-03	0.0000e+00	1.6501e-09	0.0000e+00
31	4.107711	0	1.8971e-03	0.0000e+00	1.5039e-09	0.0000e+00
32	4.004700	0	1.7740e-03	0.0000e+00	1.3608e-09	0.0000e+00
33	3.901690	0	1.6674e-03	0.0000e+00	1.2188e-09	0.0000e+00
34	3.798680	0	1.5718e-03	0.0000e+00	1.0846e-09	0.0000e+00
35	3.695669	0	1.4810e-03	0.0000e+00	9.6457e-10	0.0000e+00
36	3.592659	0	1.3934e-03	0.0000e+00	8.5869e-10	0.0000e+00
37	3.489649	0	1.3109e-03	0.0000e+00	7.6378e-10	0.0000e+00
38	3.386639	0	1.2341e-03	0.0000e+00	6.7796e-10	0.0000e+00
