Layer	  Height	  log(P)	Temp_bound.	     Rflux	 isequil	dt
0	0.000000	8.000000	1536.636655	  0.012050	0	1.517859e-28
1	120.440469	7.908333	1509.143687	 -0.000000	1	1.356566e-07
2	238.586438	7.816667	1477.497506	  0.000000	1	1.356566e-07
3	354.409786	7.725000	1449.394635	  0.000000	1	1.356566e-07
4	468.321698	7.633333	1428.145012	 -0.000000	1	1.356566e-07
5	580.657078	7.541667	1408.472965	 -0.000000	1	1.356566e-07
6	691.576261	7.450000	1391.019809	 -0.000000	1	1.356566e-07
7	801.264608	7.358333	1375.431037	 -0.000000	1	1.356566e-07
8	910.148235	7.266667	1367.625263	 -0.000000	1	1.356566e-07
9	1019.120037	7.175000	1372.998064	 -0.000000	1	1.356566e-07
10	1128.442440	7.083333	1370.465904	 -0.000000	1	1.356566e-07
11	1237.787528	6.991667	1366.677691	 -0.000000	1	1.356566e-07
12	1347.116494	6.900000	1362.564266	  0.000000	1	1.356566e-07
13	1456.454088	6.808333	1358.651381	  0.000000	1	1.356566e-07
14	1565.833778	6.716667	1354.747562	  0.000000	1	1.356566e-07
15	1675.241988	6.625000	1350.316575	  0.000000	1	1.356566e-07
16	1784.610826	6.533333	1344.974509	 -0.000000	1	1.356566e-07
17	1893.847524	6.441667	1338.982683	 -0.000000	1	1.356566e-07
18	2002.801177	6.350000	1331.032984	 -0.000000	1	1.356566e-07
19	2111.265856	6.258333	1321.258847	  0.000000	1	1.356566e-07
20	2219.004974	6.166667	1308.814635	  0.000000	1	1.356566e-07
21	2325.748281	6.075000	1293.831201	  0.000000	1	1.356566e-07
22	2431.205476	5.983333	1275.669815	  0.000000	1	1.356566e-07
23	2535.073662	5.891667	1254.762454	 -0.000000	1	1.356566e-07
24	2637.068375	5.800000	1231.055327	 -0.000000	1	1.356566e-07
25	2736.944173	5.708333	1205.336888	  0.000000	1	1.356566e-07
26	2834.512291	5.616667	1177.911445	  0.000000	1	1.356566e-07
27	2929.635877	5.525000	1149.262357	  0.000000	1	1.356566e-07
28	3022.233693	5.433333	1120.020291	 -0.000000	1	1.356566e-07
29	3112.289146	5.341667	1090.920351	 -0.000000	1	1.356566e-07
30	3199.820040	5.250000	1061.935198	 -0.000000	1	1.356566e-07
31	3284.855013	5.158333	1033.307303	  0.000000	1	1.356566e-07
32	3367.448566	5.066667	1005.424787	 -0.000000	1	1.356566e-07
33	3447.669929	4.975000	978.525269	 -0.000000	1	1.356566e-07
34	3525.491743	4.883333	950.675951	 -0.000000	1	1.356566e-07
35	3600.705569	4.791667	920.615710	  0.000000	1	1.356566e-07
36	3672.576955	4.700000	877.271414	 -0.000000	0	1.356566e-07
37	3740.301367	4.608333	826.792618	 -0.000000	0	1.356566e-07
38	3803.901759	4.516667	779.072990	 -0.000000	0	1.356566e-07
39	3863.754686	4.425000	733.875766	  0.000000	0	1.356566e-07
40	3920.112019	4.333333	691.119419	  0.000000	0	1.356566e-07
41	3973.174819	4.241667	650.679314	 -0.000000	1	1.356566e-07
42	4023.124442	4.150000	612.475960	  0.000000	0	1.356566e-07
43	4070.132772	4.058333	576.395694	 -0.000000	0	1.356566e-07
44	4114.361286	3.966667	542.339961	 -0.000000	0	1.356566e-07
45	4155.964915	3.875000	510.218142	 -0.000000	0	1.356566e-07
46	4195.359829	3.783333	486.762238	 -0.000000	0	1.356566e-07
47	4233.021263	3.691667	466.711157	 -0.000000	0	1.356566e-07
48	4269.006649	3.600000	444.881627	 -0.000000	0	1.356566e-07
49	4303.121534	3.508333	420.197825	 -0.000000	1	1.356566e-07
50	4335.233220	3.416667	395.155822	 -0.000001	0	1.356566e-07
51	4365.393884	3.325000	371.505994	 -0.000003	0	1.356566e-07
52	4393.734233	3.233333	349.215262	 -0.000006	0	1.356566e-07
53	4420.369183	3.141667	328.201661	 -0.000013	0	1.356566e-07
54	4445.673810	3.050000	315.401974	 -0.000030	0	1.356566e-07
55	4470.216175	2.958333	308.810847	 -0.000084	0	1.356566e-07
56	4494.279230	2.866667	303.217983	 -0.000391	0	1.356566e-07
57	4517.931676	2.775000	298.360876	 -0.001947	0	1.356566e-07
58	4541.214806	2.683333	293.827921	 -0.006257	0	1.356566e-07
59	4564.155269	2.591667	289.640175	 -0.013039	0	1.356566e-07
60	4586.782048	2.500000	285.842506	 -0.022758	0	1.356566e-07
61	4609.126544	2.408333	282.469835	 -0.040439	1	1.356566e-07
62	4631.225623	2.316667	279.602699	 -0.070173	1	1.356566e-07
63	4653.127399	2.225000	277.445690	 -0.120326	1	1.356566e-07
64	4674.906580	2.133333	276.488373	 -0.143201	1	2.238334e-07
65	4696.694361	2.041667	277.659649	 -0.396642	1	2.238334e-07
66	4718.592695	1.950000	279.311856	 -0.425041	1	6.093864e-07
67	4740.550683	1.858333	279.167064	 -1.057624	1	2.238334e-07
68	4762.493744	1.766667	278.933310	  7.819037	1	6.093864e-07
69	4784.417453	1.675000	278.670091	  1.591151	1	3.693251e-07
70	4806.324634	1.583333	278.517357	 -7.300492	1	1.005487e-06
71	4828.229158	1.491667	278.598488	 -7.305239	1	6.093864e-07
72	4850.156236	1.400000	279.080390	 -0.113931	1	6.093864e-07
73	4872.146922	1.308333	280.206879	 -0.583574	1	1.659054e-06
74	4894.264918	1.216667	282.280178	-17.940907	1	3.693251e-07
75	4916.597753	1.125000	285.591802	-30.113449	1	1.659054e-06
76	4939.246048	1.033333	290.132555	  6.225059	1	1.005487e-06
77	4962.213844	0.941667	293.387507	 42.074527	1	6.093864e-07
78	4985.361009	0.850000	294.347751	 29.630437	1	1.005487e-06
79	5008.581148	0.758333	294.913034	 10.361720	1	2.737440e-06
80	5031.851038	0.666667	295.297627	 -0.159634	1	2.737440e-06
81	5055.163663	0.575000	295.707839	 -6.583110	1	1.005487e-06
82	5078.520161	0.483333	296.150723	-12.614834	1	7.452680e-06
83	5101.918641	0.391667	296.541061	-15.305869	1	6.093864e-07
84	5125.353759	0.300000	296.875859	 -4.547929	1	4.516776e-06
85	5148.826834	0.208333	297.337832	 11.962960	1	1.659054e-06
86	5172.355205	0.116667	298.111576	  0.000011	1	4.516776e-06
87	5195.957185	0.025000	299.083921	  0.233625	1	6.093864e-07
88	5219.625358	-0.066667	299.691109	  0.000001	1	7.452680e-06
89	5243.327054	-0.158333	299.849749	  0.000056	1	1.005487e-06
90	5267.043878	-0.250000	300.028432	  0.000002	1	1.659054e-06
91	5290.780817	-0.341667	300.322415	 -0.000003	1	1.005487e-06
92	5314.549435	-0.433333	300.787064	 -0.039689	1	6.093864e-07
93	5338.361002	-0.525000	301.379054	  0.000007	1	1.229692e-05
94	5362.221076	-0.616667	301.996717	 -0.079153	1	3.693251e-07
95	5386.128095	-0.708333	302.544750	  0.000003	1	7.452680e-06
96	5410.073866	-0.800000	302.962929	 -0.286065	1	2.238334e-07
97	5434.046693	-0.891667	303.213526	 -0.000107	1	5.523931e-05
98	5458.031424	-0.983333	303.249720	 -0.298502	1	2.238334e-07
99	5482.008397	-1.075000	303.025649	 -0.000030	1	2.028992e-05
100	5505.959447	-1.166667	302.587417	 -0.245475	1	1.356566e-07
101	5529.869923	-1.258333	301.997812	  0.000085	1	9.114486e-05
102	5553.727655	-1.350000	301.251168	 -0.171398	1	1.356566e-07
103	5577.518302	-1.441667	300.293249	 -0.000034	1	5.523931e-05
104	5601.220828	-1.533333	299.011605	 -0.060760	1	3.693251e-07
105	5624.807588	-1.625000	297.362020	 -0.000003	1	1.005487e-06
106	5648.249013	-1.716667	295.350409	  0.000000	1	4.516776e-06
107	5671.515365	-1.808333	292.942118	 -0.011735	1	3.693251e-07
108	5694.574969	-1.900000	290.111830	  0.000000	1	7.452680e-06
109	5717.393518	-1.991667	286.857768	 -0.002791	1	6.093864e-07
110	5739.939803	-2.083333	283.213521	 -0.000000	1	2.737440e-06
111	5762.184609	-2.175000	279.242257	 -0.000080	1	1.005487e-06
112	5784.105094	-2.266667	275.021819	 -0.015004	1	6.093864e-07
113	5805.685607	-2.358333	270.634309	 -0.000001	1	1.659054e-06
114	5826.915424	-2.450000	266.164978	 -0.007491	1	7.452680e-06
115	5847.791562	-2.541667	261.702968	  0.001336	1	3.693251e-07
116	5868.318319	-2.633333	257.315018	  0.000000	1	4.516776e-06
117	5888.499231	-2.725000	252.961509	 -0.000047	1	3.693251e-07
118	5908.329157	-2.816667	248.450143	 -0.000000	1	2.737440e-06
119	5927.728232	-2.908333	242.078682	 -0.000000	1	1.005487e-06
120	5946.711109	-3.000000	237.931166	 -0.000000	1	1.005487e-06
