Layer	  log(P)	nClouds	Molec.   7	Cloud    7	Molec.   9	Cloud    9
1	7.198020	0	2.0778e-03	0.0000e+00	6.9272e-06	0.0000e+00
2	7.095009	0	1.9598e-03	0.0000e+00	5.6715e-06	0.0000e+00
3	6.991999	0	1.8619e-03	0.0000e+00	4.6445e-06	0.0000e+00
4	6.888989	0	1.7785e-03	0.0000e+00	3.8600e-06	0.0000e+00
5	6.785978	0	1.7047e-03	0.0000e+00	3.2592e-06	0.0000e+00
6	6.682968	0	1.6397e-03	0.0000e+00	2.7961e-06	0.0000e+00
7	6.579958	0	1.5751e-03	0.0000e+00	2.4363e-06	0.0000e+00
8	6.476948	0	1.5155e-03	0.0000e+00	2.1548e-06	0.0000e+00
9	6.373937	0	1.4572e-03	0.0000e+00	1.9322e-06	0.0000e+00
10	6.270927	0	1.3956e-03	0.0000e+00	1.7524e-06	0.0000e+00
11	6.167917	0	1.3372e-03	0.0000e+00	1.5996e-06	0.0000e+00
12	6.064906	0	1.2811e-03	0.0000e+00	1.4541e-06	0.0000e+00
13	5.961896	0	1.2346e-03	0.0000e+00	1.2937e-06	0.0000e+00
14	5.858886	0	1.1989e-03	0.0000e+00	1.1056e-06	0.0000e+00
15	5.755875	0	1.1792e-03	0.0000e+00	8.9918e-07	0.0000e+00
16	5.652865	0	1.1796e-03	0.0000e+00	6.9996e-07	0.0000e+00
17	5.549855	0	1.1863e-03	0.0000e+00	5.2977e-07	0.0000e+00
18	5.446845	0	1.1989e-03	0.0000e+00	3.9629e-07	0.0000e+00
19	5.343834	0	1.2134e-03	0.0000e+00	2.9654e-07	0.0000e+00
20	5.240824	0	1.2275e-03	0.0000e+00	2.2349e-07	0.0000e+00
21	5.137814	0	1.2378e-03	0.0000e+00	1.7014e-07	0.0000e+00
22	5.034803	0	1.2426e-03	0.0000e+00	1.3089e-07	0.0000e+00
23	4.931793	0	1.2482e-03	0.0000e+00	1.0164e-07	0.0000e+00
24	4.828783	0	1.2486e-03	0.0000e+00	7.9554e-08	0.0000e+00
25	4.725772	0	1.2473e-03	0.0000e+00	6.2667e-08	0.0000e+00
26	4.622762	0	1.2454e-03	0.0000e+00	4.9630e-08	0.0000e+00
27	4.519752	0	1.2412e-03	0.0000e+00	3.9483e-08	0.0000e+00
28	4.416742	0	1.2369e-03	0.0000e+00	3.1534e-08	0.0000e+00
29	4.313731	0	1.2299e-03	0.0000e+00	2.5278e-08	0.0000e+00
30	4.210721	0	1.2232e-03	0.0000e+00	2.0338e-08	0.0000e+00
31	4.107711	0	1.2170e-03	0.0000e+00	1.6420e-08	0.0000e+00
32	4.004700	0	1.2057e-03	0.0000e+00	1.3287e-08	0.0000e+00
33	3.901690	0	1.1989e-03	0.0000e+00	1.0770e-08	0.0000e+00
34	3.798680	0	1.1890e-03	0.0000e+00	8.7472e-09	0.0000e+00
35	3.695669	0	1.1795e-03	0.0000e+00	7.1252e-09	0.0000e+00
36	3.592659	0	1.1656e-03	0.0000e+00	5.8228e-09	0.0000e+00
37	3.489649	0	1.1547e-03	0.0000e+00	4.7709e-09	0.0000e+00
38	3.386639	0	1.1405e-03	0.0000e+00	3.9170e-09	0.0000e+00
