#grid point     	iterations      	chem_iter       	cond_iter       	converged       	elem_conserved  	p (bar)         	T (K)           	n_<tot> (cm-3)  	n_g (cm-3)      	m (u)           	e-   	Al   	C    	Ca   	Fe   	H    	He   	K    	Mg   	N    	Na   	O    	P    	S    	Si   	Ti   	V    
0               	5               	5               	0               	ok              	ok              	1.0000000000e-06	1.0000000000e+02	1.3451785637e+14	7.2429705160e+13	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
1               	5               	5               	0               	ok              	ok              	2.1540000000e-06	1.0000000000e+02	2.8975146261e+14	1.5601358492e+14	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2               	5               	5               	0               	ok              	ok              	4.6420000000e-06	1.0000000000e+02	6.2443188925e+14	3.3621869135e+14	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
3               	5               	5               	0               	ok              	ok              	1.0000000000e-05	1.0000000000e+02	1.3451785637e+15	7.2429705160e+14	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
4               	5               	5               	0               	ok              	ok              	2.1540000000e-05	1.0000000000e+02	2.8975146261e+15	1.5601358492e+15	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
5               	5               	5               	0               	ok              	ok              	4.6420000000e-05	1.0000000000e+02	6.2443188925e+15	3.3621869135e+15	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
6               	5               	5               	0               	ok              	ok              	1.0000000000e-04	1.0000000000e+02	1.3451785637e+16	7.2429705160e+15	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
7               	5               	5               	0               	ok              	ok              	2.1540000000e-04	1.0000000000e+02	2.8975146261e+16	1.5601358492e+16	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
8               	5               	5               	0               	ok              	ok              	4.6420000000e-04	1.0000000000e+02	6.2443188925e+16	3.3621869135e+16	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
9               	5               	5               	0               	ok              	ok              	1.0000000000e-03	1.0000000000e+02	1.3451785637e+17	7.2429705160e+16	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
10              	5               	5               	0               	ok              	ok              	2.1540000000e-03	1.0000000000e+02	2.8975146261e+17	1.5601358492e+17	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
11              	5               	5               	0               	ok              	ok              	4.6420000000e-03	1.0000000000e+02	6.2443188925e+17	3.3621869135e+17	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
12              	5               	5               	0               	ok              	ok              	1.0000000000e-02	1.0000000000e+02	1.3451785637e+18	7.2429705160e+17	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
13              	5               	5               	0               	ok              	ok              	2.1540000000e-02	1.0000000000e+02	2.8975146261e+18	1.5601358492e+18	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
14              	5               	5               	0               	ok              	ok              	4.6420000000e-02	1.0000000000e+02	6.2443188925e+18	3.3621869135e+18	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
15              	5               	5               	0               	ok              	ok              	1.0000000000e-01	1.0000000000e+02	1.3451785637e+19	7.2429705160e+18	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
16              	5               	5               	0               	ok              	ok              	2.1540000000e-01	1.0000000000e+02	2.8975146261e+19	1.5601358492e+19	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
17              	5               	5               	0               	ok              	ok              	4.6420000000e-01	1.0000000000e+02	6.2443188925e+19	3.3621869135e+19	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
18              	5               	5               	0               	ok              	ok              	1.0000000000e+00	1.0000000000e+02	1.3451785637e+20	7.2429705160e+19	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
19              	5               	5               	0               	ok              	ok              	2.1540000000e+00	1.0000000000e+02	2.8975146261e+20	1.5601358492e+20	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
20              	5               	5               	0               	ok              	ok              	4.6420000000e+00	1.0000000000e+02	6.2443188925e+20	3.3621869135e+20	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
21              	5               	5               	0               	ok              	ok              	1.0000000000e+01	1.0000000000e+02	1.3451785637e+21	7.2429705160e+20	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
22              	5               	5               	0               	ok              	ok              	2.1540000000e+01	1.0000000000e+02	2.8975146261e+21	1.5601358492e+21	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
23              	5               	5               	0               	ok              	ok              	4.6420000000e+01	1.0000000000e+02	6.2443188925e+21	3.3621869135e+21	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
24              	5               	5               	0               	ok              	ok              	1.0000000000e+02	1.0000000000e+02	1.3451785637e+22	7.2429705160e+21	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
25              	5               	5               	0               	ok              	ok              	2.1540000000e+02	1.0000000000e+02	2.8975146261e+22	1.5601358492e+22	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
26              	5               	5               	0               	ok              	ok              	4.6420000000e+02	1.0000000000e+02	6.2443188925e+22	3.3621869135e+22	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
27              	5               	5               	0               	ok              	ok              	1.0000000000e+03	1.0000000000e+02	1.3451785637e+23	7.2429705160e+22	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
28              	4               	4               	0               	ok              	ok              	1.0000000000e-06	1.5000000000e+02	8.9678570910e+13	4.8286470107e+13	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
29              	4               	4               	0               	ok              	ok              	2.1540000000e-06	1.5000000000e+02	1.9316764174e+14	1.0400905661e+14	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
30              	4               	4               	0               	ok              	ok              	4.6420000000e-06	1.5000000000e+02	4.1628792617e+14	2.2414579424e+14	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
31              	4               	4               	0               	ok              	ok              	1.0000000000e-05	1.5000000000e+02	8.9678570910e+14	4.8286470107e+14	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
32              	4               	4               	0               	ok              	ok              	2.1540000000e-05	1.5000000000e+02	1.9316764174e+15	1.0400905661e+15	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
33              	4               	4               	0               	ok              	ok              	4.6420000000e-05	1.5000000000e+02	4.1628792617e+15	2.2414579424e+15	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
34              	4               	4               	0               	ok              	ok              	1.0000000000e-04	1.5000000000e+02	8.9678570910e+15	4.8286470107e+15	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
35              	4               	4               	0               	ok              	ok              	2.1540000000e-04	1.5000000000e+02	1.9316764174e+16	1.0400905661e+16	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
36              	4               	4               	0               	ok              	ok              	4.6420000000e-04	1.5000000000e+02	4.1628792617e+16	2.2414579424e+16	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
37              	4               	4               	0               	ok              	ok              	1.0000000000e-03	1.5000000000e+02	8.9678570910e+16	4.8286470107e+16	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
38              	4               	4               	0               	ok              	ok              	2.1540000000e-03	1.5000000000e+02	1.9316764174e+17	1.0400905661e+17	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
39              	4               	4               	0               	ok              	ok              	4.6420000000e-03	1.5000000000e+02	4.1628792617e+17	2.2414579424e+17	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
40              	4               	4               	0               	ok              	ok              	1.0000000000e-02	1.5000000000e+02	8.9678570910e+17	4.8286470107e+17	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
41              	4               	4               	0               	ok              	ok              	2.1540000000e-02	1.5000000000e+02	1.9316764174e+18	1.0400905661e+18	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
42              	4               	4               	0               	ok              	ok              	4.6420000000e-02	1.5000000000e+02	4.1628792617e+18	2.2414579424e+18	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
43              	4               	4               	0               	ok              	ok              	1.0000000000e-01	1.5000000000e+02	8.9678570910e+18	4.8286470107e+18	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
44              	4               	4               	0               	ok              	ok              	2.1540000000e-01	1.5000000000e+02	1.9316764174e+19	1.0400905661e+19	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
45              	4               	4               	0               	ok              	ok              	4.6420000000e-01	1.5000000000e+02	4.1628792617e+19	2.2414579424e+19	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
46              	4               	4               	0               	ok              	ok              	1.0000000000e+00	1.5000000000e+02	8.9678570910e+19	4.8286470107e+19	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
47              	4               	4               	0               	ok              	ok              	2.1540000000e+00	1.5000000000e+02	1.9316764174e+20	1.0400905661e+20	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
48              	4               	4               	0               	ok              	ok              	4.6420000000e+00	1.5000000000e+02	4.1628792617e+20	2.2414579424e+20	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
49              	4               	4               	0               	ok              	ok              	1.0000000000e+01	1.5000000000e+02	8.9678570910e+20	4.8286470107e+20	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
50              	4               	4               	0               	ok              	ok              	2.1540000000e+01	1.5000000000e+02	1.9316764174e+21	1.0400905661e+21	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
51              	4               	4               	0               	ok              	ok              	4.6420000000e+01	1.5000000000e+02	4.1628792617e+21	2.2414579424e+21	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
52              	4               	4               	0               	ok              	ok              	1.0000000000e+02	1.5000000000e+02	8.9678570910e+21	4.8286470107e+21	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
53              	4               	4               	0               	ok              	ok              	2.1540000000e+02	1.5000000000e+02	1.9316764174e+22	1.0400905661e+22	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
54              	4               	4               	0               	ok              	ok              	4.6420000000e+02	1.5000000000e+02	4.1628792617e+22	2.2414579424e+22	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
55              	4               	4               	0               	ok              	ok              	1.0000000000e+03	1.5000000000e+02	8.9678570910e+22	4.8286470107e+22	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
56              	4               	4               	0               	ok              	ok              	1.0000000000e-06	2.0000000000e+02	6.7258928099e+13	3.6214852580e+13	2.3341733491e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
57              	4               	4               	0               	ok              	ok              	2.1540000000e-06	2.0000000000e+02	1.4487573127e+14	7.8006792458e+13	2.3341733514e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
58              	4               	4               	0               	ok              	ok              	4.6420000000e-06	2.0000000000e+02	3.1221594461e+14	1.6810934568e+14	2.3341733519e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
59              	4               	4               	0               	ok              	ok              	1.0000000000e-05	2.0000000000e+02	6.7258928182e+14	3.6214852580e+14	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
60              	4               	4               	0               	ok              	ok              	2.1540000000e-05	2.0000000000e+02	1.4487573131e+15	7.8006792458e+14	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
61              	4               	4               	0               	ok              	ok              	4.6420000000e-05	2.0000000000e+02	3.1221594462e+15	1.6810934568e+15	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
62              	4               	4               	0               	ok              	ok              	1.0000000000e-04	2.0000000000e+02	6.7258928183e+15	3.6214852580e+15	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
63              	4               	4               	0               	ok              	ok              	2.1540000000e-04	2.0000000000e+02	1.4487573131e+16	7.8006792458e+15	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
64              	4               	4               	0               	ok              	ok              	4.6420000000e-04	2.0000000000e+02	3.1221594462e+16	1.6810934568e+16	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
65              	4               	4               	0               	ok              	ok              	1.0000000000e-03	2.0000000000e+02	6.7258928183e+16	3.6214852580e+16	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
66              	4               	4               	0               	ok              	ok              	2.1540000000e-03	2.0000000000e+02	1.4487573131e+17	7.8006792458e+16	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
67              	4               	4               	0               	ok              	ok              	4.6420000000e-03	2.0000000000e+02	3.1221594462e+17	1.6810934568e+17	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
68              	4               	4               	0               	ok              	ok              	1.0000000000e-02	2.0000000000e+02	6.7258928183e+17	3.6214852580e+17	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
69              	4               	4               	0               	ok              	ok              	2.1540000000e-02	2.0000000000e+02	1.4487573131e+18	7.8006792458e+17	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
70              	4               	4               	0               	ok              	ok              	4.6420000000e-02	2.0000000000e+02	3.1221594463e+18	1.6810934568e+18	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
71              	4               	4               	0               	ok              	ok              	1.0000000000e-01	2.0000000000e+02	6.7258928183e+18	3.6214852580e+18	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
72              	4               	4               	0               	ok              	ok              	2.1540000000e-01	2.0000000000e+02	1.4487573131e+19	7.8006792458e+18	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
73              	4               	4               	0               	ok              	ok              	4.6420000000e-01	2.0000000000e+02	3.1221594463e+19	1.6810934568e+19	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
74              	4               	4               	0               	ok              	ok              	1.0000000000e+00	2.0000000000e+02	6.7258928183e+19	3.6214852580e+19	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
75              	4               	4               	0               	ok              	ok              	2.1540000000e+00	2.0000000000e+02	1.4487573131e+20	7.8006792458e+19	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
76              	4               	4               	0               	ok              	ok              	4.6420000000e+00	2.0000000000e+02	3.1221594463e+20	1.6810934568e+20	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
77              	4               	4               	0               	ok              	ok              	1.0000000000e+01	2.0000000000e+02	6.7258928183e+20	3.6214852580e+20	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
78              	4               	4               	0               	ok              	ok              	2.1540000000e+01	2.0000000000e+02	1.4487573131e+21	7.8006792458e+20	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
79              	4               	4               	0               	ok              	ok              	4.6420000000e+01	2.0000000000e+02	3.1221594463e+21	1.6810934568e+21	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
80              	4               	4               	0               	ok              	ok              	1.0000000000e+02	2.0000000000e+02	6.7258928183e+21	3.6214852580e+21	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
81              	4               	4               	0               	ok              	ok              	2.1540000000e+02	2.0000000000e+02	1.4487573131e+22	7.8006792458e+21	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
82              	4               	4               	0               	ok              	ok              	4.6420000000e+02	2.0000000000e+02	3.1221594463e+22	1.6810934568e+22	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
83              	4               	4               	0               	ok              	ok              	1.0000000000e+03	2.0000000000e+02	6.7258928183e+22	3.6214852580e+22	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
84              	6               	6               	0               	ok              	ok              	1.0000000000e-06	2.5000000000e+02	5.3805054609e+13	2.8971882064e+13	2.3340827765e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
85              	5               	5               	0               	ok              	ok              	2.1540000000e-06	2.5000000000e+02	1.1589914990e+14	6.2405433966e+13	2.3341444488e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
86              	4               	4               	0               	ok              	ok              	4.6420000000e-06	2.5000000000e+02	2.4977199875e+14	1.3448747654e+14	2.3341662782e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
87              	4               	4               	0               	ok              	ok              	1.0000000000e-05	2.5000000000e+02	5.3807106285e+14	2.8971882064e+14	2.3341717789e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
88              	4               	4               	0               	ok              	ok              	2.1540000000e-05	2.5000000000e+02	1.1590056809e+15	6.2405433966e+14	2.3341730105e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
89              	4               	4               	0               	ok              	ok              	4.6420000000e-05	2.5000000000e+02	2.4977274782e+15	1.3448747654e+15	2.3341732783e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
90              	4               	4               	0               	ok              	ok              	1.0000000000e-04	2.5000000000e+02	5.3807142181e+15	2.8971882064e+15	2.3341733361e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
91              	4               	4               	0               	ok              	ok              	2.1540000000e-04	2.5000000000e+02	1.1590058488e+16	6.2405433966e+15	2.3341733485e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
92              	4               	4               	0               	ok              	ok              	4.6420000000e-04	2.5000000000e+02	2.4977275562e+16	1.3448747654e+16	2.3341733512e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
93              	4               	4               	0               	ok              	ok              	1.0000000000e-03	2.5000000000e+02	5.3807142543e+16	2.8971882064e+16	2.3341733518e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
94              	4               	4               	0               	ok              	ok              	2.1540000000e-03	2.5000000000e+02	1.1590058504e+17	6.2405433966e+16	2.3341733519e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
95              	4               	4               	0               	ok              	ok              	4.6420000000e-03	2.5000000000e+02	2.4977275570e+17	1.3448747654e+17	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
96              	4               	4               	0               	ok              	ok              	1.0000000000e-02	2.5000000000e+02	5.3807142547e+17	2.8971882064e+17	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
97              	4               	4               	0               	ok              	ok              	2.1540000000e-02	2.5000000000e+02	1.1590058505e+18	6.2405433966e+17	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
98              	4               	4               	0               	ok              	ok              	4.6420000000e-02	2.5000000000e+02	2.4977275570e+18	1.3448747654e+18	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
99              	4               	4               	0               	ok              	ok              	1.0000000000e-01	2.5000000000e+02	5.3807142547e+18	2.8971882064e+18	2.3341733520e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
