#grid point     	iterations      	chem_iter       	cond_iter       	converged       	elem_conserved  	p (bar)         	T (K)           	n_<tot> (cm-3)  	n_g (cm-3)      	m (u)           	e-   	Al   	C    	Ca   	Fe   	H    	He   	K    	Mg   	N    	Na   	O    	P    	S    	Si   	Ti   	V    
2685            	12              	12              	0               	ok              	ok              	2.1540000000e+02	4.8500000000e+03	5.1199000721e+20	3.2167749467e+20	2.0003716655e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2686            	12              	12              	0               	ok              	ok              	4.6420000000e+02	4.8500000000e+03	1.1541304857e+21	6.9323441516e+20	2.0923998726e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2687            	11              	11              	0               	ok              	ok              	1.0000000000e+03	4.8500000000e+03	2.5690618052e+21	1.4933959827e+21	2.1620685546e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2688            	8               	8               	0               	ok              	ok              	1.0000000000e-06	4.9000000000e+03	1.4746741930e+12	1.4781572482e+12	1.2538518478e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2689            	8               	8               	0               	ok              	ok              	2.1540000000e-06	4.9000000000e+03	3.1787777694e+12	3.1839507126e+12	1.2547705987e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2690            	9               	9               	0               	ok              	ok              	4.6420000000e-06	4.9000000000e+03	6.8538851255e+12	6.8616059460e+12	1.2553977933e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2691            	9               	9               	0               	ok              	ok              	1.0000000000e-05	4.9000000000e+03	1.4769972028e+13	1.4781572482e+13	1.2558252748e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2692            	10              	10              	0               	ok              	ok              	2.1540000000e-05	4.9000000000e+03	3.1821908862e+13	3.1839507126e+13	1.2561166933e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2693            	11              	11              	0               	ok              	ok              	4.6420000000e-05	4.9000000000e+03	6.8588999120e+13	6.8616059460e+13	1.2563155295e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2694            	12              	12              	0               	ok              	ok              	1.0000000000e-04	4.9000000000e+03	1.4777342008e+14	1.4781572482e+14	1.2564513668e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2695            	13              	13              	0               	ok              	ok              	2.1540000000e-04	4.9000000000e+03	3.1832777316e+14	3.1839507126e+14	1.2565453385e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2696            	15              	15              	0               	ok              	ok              	4.6420000000e-04	4.9000000000e+03	6.8605280733e+14	6.8616059460e+14	1.2566135051e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2697            	17              	17              	0               	ok              	ok              	1.0000000000e-03	4.9000000000e+03	1.4779921461e+15	1.4781572482e+15	1.2566705218e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2698            	19              	19              	0               	ok              	ok              	2.1540000000e-03	4.9000000000e+03	3.1837580687e+15	3.1839507126e+15	1.2567348365e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2699            	20              	20              	0               	ok              	ok              	4.6420000000e-03	4.9000000000e+03	6.8617469650e+15	6.8616059460e+15	1.2568366951e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2700            	20              	20              	0               	ok              	ok              	1.0000000000e-02	4.9000000000e+03	1.4784182771e+16	1.4781572482e+16	1.2570327954e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2701            	20              	20              	0               	ok              	ok              	2.1540000000e-02	4.9000000000e+03	3.1855357945e+16	3.1839507126e+16	1.2574365281e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2702            	19              	19              	0               	ok              	ok              	4.6420000000e-02	4.9000000000e+03	6.8696370158e+16	6.8616059460e+16	1.2582818488e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2703            	18              	18              	0               	ok              	ok              	1.0000000000e-01	4.9000000000e+03	1.4819733144e+17	1.4781572482e+17	1.2600554502e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2704            	17              	17              	0               	ok              	ok              	2.1540000000e-01	4.9000000000e+03	3.2016027933e+17	3.1839507126e+17	1.2637786687e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2705            	16              	16              	0               	ok              	ok              	4.6420000000e-01	4.9000000000e+03	6.9421464980e+17	6.8616059460e+17	1.2715630616e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2706            	14              	14              	0               	ok              	ok              	1.0000000000e+00	4.9000000000e+03	1.5142785447e+18	1.4781572482e+18	1.2875231026e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2707            	13              	13              	0               	ok              	ok              	2.1540000000e+00	4.9000000000e+03	3.3411918372e+18	3.1839507126e+18	1.3188790544e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2708            	13              	13              	0               	ok              	ok              	4.6420000000e+00	4.9000000000e+03	7.5110574724e+18	6.8616059460e+18	1.3757680036e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2709            	12              	12              	0               	ok              	ok              	1.0000000000e+01	4.9000000000e+03	1.7248056027e+19	1.4781572482e+19	1.4665247881e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2710            	12              	12              	0               	ok              	ok              	2.1540000000e+01	4.9000000000e+03	4.0261773523e+19	3.1839507126e+19	1.5892654972e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2711            	11              	11              	0               	ok              	ok              	4.6420000000e+01	4.9000000000e+03	9.4390160959e+19	6.8616059460e+19	1.7289038521e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2712            	10              	10              	0               	ok              	ok              	1.0000000000e+02	4.9000000000e+03	2.1938360957e+20	1.4781572482e+20	1.8653203506e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2713            	12              	12              	0               	ok              	ok              	2.1540000000e+02	4.9000000000e+03	5.0266572050e+20	3.1839507126e+20	1.9841880078e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2714            	12              	12              	0               	ok              	ok              	4.6420000000e+02	4.9000000000e+03	1.1355021099e+21	6.8616059460e+20	2.0798502136e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2715            	11              	11              	0               	ok              	ok              	1.0000000000e+03	4.9000000000e+03	2.5318757742e+21	1.4781572482e+21	2.1527403087e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2716            	8               	8               	0               	ok              	ok              	1.0000000000e-06	4.9500000000e+03	1.4591354564e+12	1.4632263669e+12	1.2533000049e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2717            	8               	8               	0               	ok              	ok              	2.1540000000e-06	4.9500000000e+03	3.1457236371e+12	3.1517895943e+12	1.2543939925e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2718            	8               	8               	0               	ok              	ok              	4.6420000000e-06	4.9500000000e+03	6.7832650090e+12	6.7922967950e+12	1.2551410130e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2719            	9               	9               	0               	ok              	ok              	1.0000000000e-05	4.9500000000e+03	1.4618741281e+13	1.4632263669e+13	1.2556502821e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2720            	9               	9               	0               	ok              	ok              	2.1540000000e-05	4.9500000000e+03	3.1497484834e+13	3.1517895943e+13	1.2559975437e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2721            	10              	10              	0               	ok              	ok              	4.6420000000e-05	4.9500000000e+03	6.7891800149e+13	6.7922967950e+13	1.2562345401e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2722            	11              	11              	0               	ok              	ok              	1.0000000000e-04	4.9500000000e+03	1.4627435454e+14	1.4632263669e+14	1.2563964022e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2723            	12              	12              	0               	ok              	ok              	2.1540000000e-04	4.9500000000e+03	3.1510297126e+14	3.1517895943e+14	1.2565080071e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2724            	14              	14              	0               	ok              	ok              	4.6420000000e-04	4.9500000000e+03	6.7910904074e+14	6.7922967950e+14	1.2565877316e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2725            	16              	16              	0               	ok              	ok              	1.0000000000e-03	4.9500000000e+03	1.4630404950e+15	1.4632263669e+15	1.2566512629e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2726            	18              	18              	0               	ok              	ok              	2.1540000000e-03	4.9500000000e+03	3.1515533813e+15	3.1517895943e+15	1.2567166951e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2727            	20              	20              	0               	ok              	ok              	4.6420000000e-03	4.9500000000e+03	6.7923030171e+15	6.7922967950e+15	1.2568120218e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2728            	20              	20              	0               	ok              	ok              	1.0000000000e-02	4.9500000000e+03	1.4634333569e+16	1.4632263669e+16	1.2569886484e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2729            	20              	20              	0               	ok              	ok              	2.1540000000e-02	4.9500000000e+03	3.1531385791e+16	3.1517895943e+16	1.2573487698e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2730            	19              	19              	0               	ok              	ok              	4.6420000000e-02	4.9500000000e+03	6.7992785582e+16	6.7922967950e+16	1.2581027046e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2731            	18              	18              	0               	ok              	ok              	1.0000000000e-01	4.9500000000e+03	1.4665751173e+17	1.4632263669e+17	1.2596871701e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2732            	17              	17              	0               	ok              	ok              	2.1540000000e-01	4.9500000000e+03	3.1673553177e+17	3.1517895943e+17	1.2630178149e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2733            	16              	16              	0               	ok              	ok              	4.6420000000e-01	4.9500000000e+03	6.8635428120e+17	6.7922967950e+17	1.2699937864e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2734            	15              	15              	0               	ok              	ok              	1.0000000000e+00	4.9500000000e+03	1.4952932798e+18	1.4632263669e+18	1.2843540600e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2735            	14              	14              	0               	ok              	ok              	2.1540000000e+00	4.9500000000e+03	3.2922121096e+18	3.1517895943e+18	1.3128058010e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2736            	13              	13              	0               	ok              	ok              	4.6420000000e+00	4.9500000000e+03	7.3780911381e+18	6.7922967950e+18	1.3652030654e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2737            	12              	12              	0               	ok              	ok              	1.0000000000e+01	4.9500000000e+03	1.6889070931e+19	1.4632263669e+19	1.4506549787e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2738            	12              	12              	0               	ok              	ok              	2.1540000000e+01	4.9500000000e+03	3.9354125682e+19	3.1517895943e+19	1.5692890375e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2739            	11              	11              	0               	ok              	ok              	4.6420000000e+01	4.9500000000e+03	9.2291019411e+19	6.7922967950e+19	1.7077043216e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2740            	10              	10              	0               	ok              	ok              	1.0000000000e+02	4.9500000000e+03	2.1488605516e+20	1.4632263669e+20	1.8457233351e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2741            	12              	12              	0               	ok              	ok              	2.1540000000e+02	4.9500000000e+03	4.9347569196e+20	3.1517895943e+20	1.9677885756e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2742            	12              	12              	0               	ok              	ok              	4.6420000000e+02	4.9500000000e+03	1.1171035918e+21	6.7922967950e+20	2.0670295285e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2743            	11              	11              	0               	ok              	ok              	1.0000000000e+03	4.9500000000e+03	2.4951465207e+21	1.4632263669e+21	2.1431591458e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2744            	8               	8               	0               	ok              	ok              	1.0000000000e-06	5.0000000000e+03	1.4438021213e+12	1.4485941032e+12	1.2526568192e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2745            	8               	8               	0               	ok              	ok              	2.1540000000e-06	5.0000000000e+03	3.1131752991e+12	3.1202716983e+12	1.2539548926e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2746            	8               	8               	0               	ok              	ok              	4.6420000000e-06	5.0000000000e+03	6.7138286231e+12	6.7243738271e+12	1.2548415304e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2747            	9               	9               	0               	ok              	ok              	1.0000000000e-05	5.0000000000e+03	1.4470198598e+13	1.4485941032e+13	1.2554461155e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2748            	9               	9               	0               	ok              	ok              	2.1540000000e-05	5.0000000000e+03	3.1179053792e+13	3.1202716983e+13	1.2558584535e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2749            	10              	10              	0               	ok              	ok              	4.6420000000e-05	5.0000000000e+03	6.7207814541e+13	6.7243738271e+13	1.2561399072e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2750            	11              	11              	0               	ok              	ok              	1.0000000000e-04	5.0000000000e+03	1.4480419131e+14	1.4485941032e+14	1.2563320844e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2751            	12              	12              	0               	ok              	ok              	2.1540000000e-04	5.0000000000e+03	3.1194107384e+14	3.1202716983e+14	1.2564642707e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2752            	13              	13              	0               	ok              	ok              	4.6420000000e-04	5.0000000000e+03	6.7230184702e+14	6.7243738271e+14	1.2565576588e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2753            	15              	15              	0               	ok              	ok              	1.0000000000e-03	5.0000000000e+03	1.4483848705e+15	1.4485941032e+15	1.2566293982e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2754            	17              	17              	0               	ok              	ok              	2.1540000000e-03	5.0000000000e+03	3.1199905986e+15	3.1202716983e+15	1.2566976738e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2755            	19              	19              	0               	ok              	ok              	4.6420000000e-03	5.0000000000e+03	6.7242553159e+15	6.7243738271e+15	1.2567887266e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2756            	20              	20              	0               	ok              	ok              	1.0000000000e-02	5.0000000000e+03	1.4487537399e+16	1.4485941032e+16	1.2569493645e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2757            	20              	20              	0               	ok              	ok              	2.1540000000e-02	5.0000000000e+03	3.1214163230e+16	3.1202716983e+16	1.2572718930e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2758            	19              	19              	0               	ok              	ok              	4.6420000000e-02	5.0000000000e+03	6.7304459030e+16	6.7243738271e+16	1.2579457333e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2759            	19              	19              	0               	ok              	ok              	1.0000000000e-01	5.0000000000e+03	1.4515364706e+17	1.4485941032e+17	1.2593636467e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2760            	17              	17              	0               	ok              	ok              	2.1540000000e-01	5.0000000000e+03	3.1340200873e+17	3.1202716983e+17	1.2623485133e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2761            	16              	16              	0               	ok              	ok              	4.6420000000e-01	5.0000000000e+03	6.7875091716e+17	6.7243738271e+17	1.2686110360e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2762            	15              	15              	0               	ok              	ok              	1.0000000000e+00	5.0000000000e+03	1.4771068258e+18	1.4485941032e+18	1.2815486363e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2763            	14              	14              	0               	ok              	ok              	2.1540000000e+00	5.0000000000e+03	3.2458056568e+18	3.1202716983e+18	1.3073744645e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2764            	13              	13              	0               	ok              	ok              	4.6420000000e+00	5.0000000000e+03	7.2528619002e+18	6.7243738271e+18	1.3555871816e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2765            	12              	12              	0               	ok              	ok              	1.0000000000e+01	5.0000000000e+03	1.6549585711e+19	1.4485941032e+19	1.4358540767e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2766            	12              	12              	0               	ok              	ok              	2.1540000000e+01	5.0000000000e+03	3.8485494148e+19	3.1202716983e+19	1.5501529305e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2767            	11              	11              	0               	ok              	ok              	4.6420000000e+01	5.0000000000e+03	9.0255523081e+19	6.7243738271e+19	1.6869096692e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2768            	10              	10              	0               	ok              	ok              	1.0000000000e+02	5.0000000000e+03	2.1048136075e+20	1.4485941032e+20	1.8261515576e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2769            	12              	12              	0               	ok              	ok              	2.1540000000e+02	5.0000000000e+03	4.8442330603e+20	3.1202716983e+20	1.9512032242e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2770            	12              	12              	0               	ok              	ok              	4.6420000000e+02	5.0000000000e+03	1.0989363557e+21	6.7243738271e+20	2.0539533678e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2771            	11              	11              	0               	ok              	ok              	1.0000000000e+03	5.0000000000e+03	2.4588683907e+21	1.4485941032e+21	2.1333320495e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2772            	8               	8               	0               	ok              	ok              	1.0000000000e-06	5.0500000000e+03	1.4286536414e+12	1.4342515873e+12	1.2519096436e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2773            	8               	8               	0               	ok              	ok              	2.1540000000e-06	5.0500000000e+03	3.0810963247e+12	3.0893779191e+12	1.2534445977e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2774            	8               	8               	0               	ok              	ok              	4.6420000000e-06	5.0500000000e+03	6.6455091884e+12	6.6577958684e+12	1.2544933819e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2775            	8               	8               	0               	ok              	ok              	1.0000000000e-05	5.0500000000e+03	1.4324217576e+13	1.4342515873e+13	1.2552086986e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2776            	9               	9               	0               	ok              	ok              	2.1540000000e-05	5.0500000000e+03	3.0866369359e+13	3.0893779191e+13	1.2556966439e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2777            	10              	10              	0               	ok              	ok              	4.6420000000e-05	5.0500000000e+03	6.6536549697e+13	6.6577958684e+13	1.2560297423e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2778            	10              	10              	0               	ok              	ok              	1.0000000000e-04	5.0500000000e+03	1.4336192562e+14	1.4342515873e+14	1.2562571326e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2779            	11              	11              	0               	ok              	ok              	2.1540000000e-04	5.0500000000e+03	3.0883999734e+14	3.0893779191e+14	1.2564132551e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2780            	13              	13              	0               	ok              	ok              	4.6420000000e-04	5.0500000000e+03	6.6562683899e+14	6.6577958684e+14	1.2565226631e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2781            	14              	14              	0               	ok              	ok              	1.0000000000e-03	5.0500000000e+03	1.4340158914e+15	1.4342515873e+15	1.2566044128e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2782            	16              	16              	0               	ok              	ok              	2.1540000000e-03	5.0500000000e+03	3.0890493053e+15	3.0893779191e+15	1.2566772243e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
2783            	18              	18              	0               	ok              	ok              	4.6420000000e-03	5.0500000000e+03	6.6575585842e+15	6.6577958684e+15	1.2567660917e+00	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   	ok   
