Layer	  log(P)	nClouds	Molec.   7	Cloud    7	Molec.   9	Cloud    9
1	4.900000	0	5.1402e-06	0.0000e+00	2.1721e-14	0.0000e+00
2	4.800000	0	5.3351e-06	0.0000e+00	2.0361e-14	0.0000e+00
3	4.700000	0	5.4982e-06	0.0000e+00	1.8824e-14	0.0000e+00
4	4.600000	0	5.5485e-06	0.0000e+00	1.6132e-14	0.0000e+00
5	4.500000	0	5.5617e-06	0.0000e+00	1.3474e-14	0.0000e+00
6	4.400000	0	5.5543e-06	0.0000e+00	1.1095e-14	0.0000e+00
7	4.300000	0	5.5341e-06	0.0000e+00	9.0612e-15	0.0000e+00
8	4.200000	0	5.5043e-06	0.0000e+00	7.3587e-15	0.0000e+00
9	4.100000	0	5.4656e-06	0.0000e+00	5.9467e-15	0.0000e+00
10	4.000000	0	5.4163e-06	0.0000e+00	4.7771e-15	0.0000e+00
11	3.900000	0	5.3562e-06	0.0000e+00	3.8167e-15	0.0000e+00
12	3.800000	0	5.2896e-06	0.0000e+00	3.0423e-15	0.0000e+00
13	3.700000	0	5.2237e-06	0.0000e+00	2.4298e-15	0.0000e+00
14	3.600000	0	5.1623e-06	0.0000e+00	1.9497e-15	0.0000e+00
15	3.500000	0	5.1078e-06	0.0000e+00	1.5729e-15	0.0000e+00
16	3.400000	0	5.0610e-06	0.0000e+00	1.2764e-15	0.0000e+00
17	3.300000	0	5.0213e-06	0.0000e+00	1.0412e-15	0.0000e+00
18	3.200000	0	4.9865e-06	0.0000e+00	8.5235e-16	0.0000e+00
19	3.100000	0	4.9518e-06	0.0000e+00	6.9845e-16	0.0000e+00
20	3.000000	0	4.9152e-06	0.0000e+00	5.7195e-16	0.0000e+00
21	2.900000	0	4.8764e-06	0.0000e+00	4.6805e-16	0.0000e+00
22	2.800000	0	4.8371e-06	0.0000e+00	3.8309e-16	0.0000e+00
23	2.700000	0	4.7973e-06	0.0000e+00	3.1369e-16	0.0000e+00
24	2.600000	0	4.7569e-06	0.0000e+00	2.5684e-16	0.0000e+00
25	2.500000	0	4.7155e-06	0.0000e+00	2.1030e-16	0.0000e+00
26	2.400000	0	4.6755e-06	0.0000e+00	1.7240e-16	0.0000e+00
27	2.300000	0	4.6395e-06	0.0000e+00	1.4174e-16	0.0000e+00
28	2.200000	0	4.6097e-06	0.0000e+00	1.1702e-16	0.0000e+00
29	2.100000	0	4.5880e-06	0.0000e+00	9.7103e-17	0.0000e+00
30	2.000000	0	4.5766e-06	0.0000e+00	8.1109e-17	0.0000e+00
