Layer	  Height	  log(P)	Temp_bound.	     Rflux	 isequil	dt
0	0.000000	7.301030	1835.270991	 -0.000059	0	1.226646e-04
1	6.386266	7.198020	1824.951036	  0.000023	0	8.066667e-01
2	12.739397	7.095009	1810.133577	  0.000029	0	8.066667e-01
3	19.045859	6.991999	1793.057065	  0.000014	0	8.066667e-01
4	25.295697	6.888989	1773.721823	  0.000006	0	8.066667e-01
5	31.477386	6.785978	1750.962666	  0.000006	0	8.066667e-01
6	37.583133	6.682968	1727.861852	  0.000013	0	8.066667e-01
7	43.612309	6.579958	1705.205590	  0.000028	0	8.066667e-01
8	49.566596	6.476948	1683.403691	  0.000049	0	8.066667e-01
9	55.447736	6.373937	1662.024229	  0.000069	0	8.066667e-01
10	61.256589	6.270927	1640.972813	  0.000079	0	8.066667e-01
11	66.993697	6.167917	1620.135363	  0.000075	0	8.066667e-01
12	72.659052	6.064906	1599.287688	  0.000060	0	8.066667e-01
13	78.252106	5.961896	1578.312194	  0.000044	0	8.066667e-01
14	83.770029	5.858886	1556.034779	  0.000035	0	8.066667e-01
15	89.206662	5.755875	1531.713377	  0.000025	0	8.066667e-01
16	94.554401	5.652865	1505.239787	  0.000003	0	8.066667e-01
17	99.805529	5.549855	1476.666050	 -0.000042	0	8.066667e-01
18	104.953608	5.446845	1446.588593	 -0.000107	0	8.066667e-01
19	109.994856	5.343834	1415.927364	 -0.000169	0	8.066667e-01
20	114.928698	5.240824	1385.574206	 -0.000185	0	8.066667e-01
21	119.757651	5.137814	1356.345422	 -0.000186	0	8.066667e-01
22	124.486932	5.034803	1328.955937	 -0.000186	0	8.066667e-01
23	129.123611	4.931793	1303.739475	 -0.000153	0	8.066667e-01
24	133.672230	4.828783	1278.930747	 -0.000117	0	8.066667e-01
25	138.133310	4.725772	1254.015434	 -0.000088	0	8.066667e-01
26	142.505435	4.622762	1228.437475	 -0.000018	0	8.066667e-01
27	146.785341	4.519752	1201.720528	  0.000037	0	8.066667e-01
28	150.968163	4.416742	1173.447293	  0.000111	0	8.066667e-01
29	155.048781	4.313731	1143.898071	  0.000128	0	8.066667e-01
