0.000000 5.005609 300.000000
2.000000 4.905863 288.960000
4.000000 4.802231 277.920000
6.000000 4.694177 265.760000
8.000000 4.580819 252.480000
10.000000 4.461337 239.200000
12.000000 4.334301 223.240000
14.000000 4.197845 207.280000
16.000000 4.053710 200.300000
18.000000 3.907791 202.300000
20.000000 3.763308 204.300000
22.000000 3.621367 209.580000
24.000000 3.482956 214.860000
26.000000 3.347689 219.440000
28.000000 3.215006 223.320000
30.000000 3.084608 227.200000
32.000000 2.957042 233.320000
34.000000 2.832778 239.440000
36.000000 2.711521 245.040000
38.000000 2.592879 250.120000
40.000000 2.476622 255.200000
42.000000 2.362293 258.640000
44.000000 2.249475 262.080000
46.000000 2.137933 264.600000
48.000000 2.027257 266.200000
50.000000 1.917245 267.800000
52.000000 1.807298 266.520000
54.000000 1.696822 265.240000
56.000000 1.585453 262.260000
58.000000 1.472444 257.580000
60.000000 1.357363 252.900000
62.000000 1.239558 245.780000
64.000000 1.118291 238.660000
66.000000 0.993404 231.740000
68.000000 0.864787 225.020000
70.000000 0.732272 218.300000
72.000000 0.596823 215.420000
74.000000 0.459552 212.540000
76.000000 0.320513 209.980000
78.000000 0.179876 207.740000
80.000000 0.037714 205.500000
82.000000 -0.106343 202.300000
84.000000 -0.252698 199.100000
86.000000 -0.401349 196.100000
