Layer	  log(P)	nClouds	Molec.   7	Cloud    7	Molec.   9	Cloud    9
1	7.198020	0	2.1934e-03	0.0000e+00	1.5799e-11	0.0000e+00
2	7.095009	0	2.1943e-03	0.0000e+00	1.3638e-11	0.0000e+00
3	6.991999	0	2.1950e-03	0.0000e+00	1.1838e-11	0.0000e+00
4	6.888989	0	2.1957e-03	0.0000e+00	1.0525e-11	0.0000e+00
5	6.785978	0	2.1961e-03	0.0000e+00	9.4497e-12	0.0000e+00
6	6.682968	0	2.1962e-03	0.0000e+00	8.4796e-12	0.0000e+00
7	6.579958	0	2.1962e-03	0.0000e+00	7.5234e-12	0.0000e+00
8	6.476948	0	2.1963e-03	0.0000e+00	6.5806e-12	0.0000e+00
9	6.373937	0	2.1963e-03	0.0000e+00	5.6794e-12	0.0000e+00
10	6.270927	0	2.1965e-03	0.0000e+00	4.8542e-12	0.0000e+00
11	6.167917	0	2.1966e-03	0.0000e+00	4.1138e-12	0.0000e+00
12	6.064906	0	2.1968e-03	0.0000e+00	3.4689e-12	0.0000e+00
13	5.961896	0	2.1969e-03	0.0000e+00	2.9171e-12	0.0000e+00
14	5.858886	0	2.1971e-03	0.0000e+00	2.4501e-12	0.0000e+00
15	5.755875	0	2.1971e-03	0.0000e+00	2.0574e-12	0.0000e+00
16	5.652865	0	2.1972e-03	0.0000e+00	1.7267e-12	0.0000e+00
17	5.549855	0	2.1975e-03	0.0000e+00	1.4459e-12	0.0000e+00
18	5.446845	0	2.1978e-03	0.0000e+00	1.2103e-12	0.0000e+00
19	5.343834	0	2.1983e-03	0.0000e+00	1.0107e-12	0.0000e+00
20	5.240824	0	2.1990e-03	0.0000e+00	8.3915e-13	0.0000e+00
21	5.137814	0	2.2000e-03	0.0000e+00	6.9329e-13	0.0000e+00
22	5.034803	0	2.2012e-03	0.0000e+00	5.6854e-13	0.0000e+00
23	4.931793	0	2.2025e-03	0.0000e+00	4.6270e-13	0.0000e+00
24	4.828783	0	2.2039e-03	0.0000e+00	3.7470e-13	0.0000e+00
25	4.725772	0	2.2053e-03	0.0000e+00	3.0189e-13	0.0000e+00
26	4.622762	0	2.2066e-03	0.0000e+00	2.4211e-13	0.0000e+00
27	4.519752	0	2.2080e-03	0.0000e+00	1.9376e-13	0.0000e+00
28	4.416742	0	2.2092e-03	0.0000e+00	1.5474e-13	0.0000e+00
