Layer	  Height	  log(P)	Temp_bound.	     Rflux	 isequil	dt
0	0.000000	5.000000	1561.797428	 -0.000000	0	1.414547e-04
1	9.475482	4.885714	1471.147637	  0.000000	0	8.163772e-02
2	18.399340	4.771429	1385.231752	  0.000000	0	2.998631e-02
3	26.800438	4.657143	1303.820997	 -0.000000	0	4.947741e-02
4	34.706216	4.542857	1226.692143	  0.000000	0	2.998631e-02
5	42.142644	4.428571	1153.629258	 -0.000000	0	8.163772e-02
6	49.133831	4.314286	1084.424711	 -0.000000	0	8.163772e-02
7	55.696820	4.200000	1018.879620	  0.000000	0	4.947741e-02
8	61.829197	4.085714	956.803849	  0.000000	0	8.163772e-02
9	67.546175	3.971429	903.025505	 -0.000000	0	1.347022e-01
10	72.899232	3.857143	857.603083	  0.000000	0	3.667269e-01
11	77.941992	3.742857	816.033323	  0.000000	0	1.347022e-01
12	82.709836	3.628571	778.506807	 -0.000000	0	6.050993e-01
13	87.238344	3.514286	744.317416	  0.000000	0	3.667269e-01
14	91.552630	3.400000	711.961050	 -0.000000	0	6.050993e-01
15	95.663491	3.285714	678.453192	  0.000000	0	3.667269e-01
16	99.554015	3.171429	638.972830	  0.000000	0	2.222587e-01
17	103.209802	3.057143	599.505419	  0.000000	0	2.222587e-01
18	106.698344	2.942857	582.647409	  0.000000	0	2.222587e-01
19	110.070842	2.828571	560.275343	  0.000000	0	2.222587e-01
20	113.308278	2.714286	536.930510	  0.000000	0	2.222587e-01
21	116.405599	2.600000	512.810120	  0.000000	0	2.222587e-01
22	119.357629	2.485714	487.694192	  0.000000	0	2.222587e-01
23	122.159464	2.371429	461.909230	  0.000000	0	2.222587e-01
24	124.811573	2.257143	436.949657	  0.000000	0	2.222587e-01
25	127.348900	2.142857	415.043712	  0.000000	0	2.222587e-01
26	129.778919	2.028571	400.692712	  0.000000	0	2.222587e-01
27	132.150303	1.914286	397.152722	  0.000000	0	2.222587e-01
28	134.486346	1.800000	391.673572	  0.000000	0	2.222587e-01
29	136.782006	1.685714	386.377150	  0.000000	0	2.222587e-01
30	139.047007	1.571429	381.282926	  0.000001	0	2.222587e-01
31	141.283095	1.457143	376.577380	  0.000001	0	2.222587e-01
32	143.503393	1.342857	372.751059	  0.000001	0	2.222587e-01
33	145.707039	1.228571	370.909259	  0.000001	0	2.222587e-01
34	147.907488	1.114286	372.519518	  0.000002	0	2.222587e-01
35	150.130565	1.000000	377.450594	  0.000002	0	2.222587e-01
36	152.375902	0.885714	382.909722	  0.000003	0	3.667269e-01
37	154.652212	0.771429	388.565214	  0.000004	0	3.667269e-01
38	156.965847	0.657143	395.527418	  0.000005	0	3.667269e-01
39	159.324224	0.542857	403.681248	  0.000007	0	2.222587e-01
40	161.733565	0.428571	412.728737	  0.000009	0	2.222587e-01
41	164.198240	0.314286	422.208345	  0.000011	0	2.222587e-01
42	166.719976	0.200000	431.664095	  0.000015	0	3.667269e-01
43	169.298253	0.085714	440.779391	  0.000019	0	3.667269e-01
44	171.933317	-0.028571	449.309491	  0.000024	0	3.667269e-01
45	174.625429	-0.142857	457.540634	  0.000030	0	2.222587e-01
46	177.377772	-0.257143	466.028026	  0.000036	0	3.667269e-01
47	180.201851	-0.371429	475.164703	  0.000044	0	3.667269e-01
48	183.105156	-0.485714	484.874068	  0.000053	0	3.667269e-01
49	186.097468	-0.600000	494.751161	  0.000065	0	3.667269e-01
50	189.183855	-0.714286	504.355762	  0.000078	0	3.667269e-01
51	192.331486	-0.828571	513.341710	  0.000094	0	3.667269e-01
52	195.696638	-0.942857	522.887729	  0.000114	0	3.667269e-01
53	199.822291	-1.057143	537.056344	  0.000131	0	3.667269e-01
54	205.620382	-1.171429	565.945736	  0.000141	0	3.667269e-01
55	214.426235	-1.285714	639.497520	  0.000146	0	3.667269e-01
56	228.031033	-1.400000	931.835677	  0.000142	0	3.667269e-01
57	252.053486	-1.514286	1727.053529	  0.000119	0	3.667269e-01
58	284.229818	-1.628571	1807.166233	  0.000040	0	3.667269e-01
59	317.370088	-1.742857	1827.102413	 -0.000251	0	3.667269e-01
60	350.835913	-1.857143	1840.982800	 -0.001747	0	3.667269e-01
61	384.520971	-1.971429	1850.650228	 -0.010500	0	3.667269e-01
62	418.360770	-2.085714	1857.835938	  0.008841	0	3.667269e-01
63	452.315209	-2.200000	1863.187986	  0.011414	0	3.667269e-01
64	486.355365	-2.314286	1867.221507	  0.002697	0	3.667269e-01
65	520.460247	-2.428571	1870.277117	  0.005867	0	3.667269e-01
66	554.614240	-2.542857	1872.601611	  0.016543	0	3.667269e-01
67	588.805636	-2.657143	1874.374769	  0.035688	0	3.667269e-01
68	623.025586	-2.771429	1875.730118	  0.057214	0	3.667269e-01
69	657.267371	-2.885714	1876.767322	  0.128831	0	3.667269e-01
70	691.525887	-3.000000	1877.563491	-31.740131	0	3.667269e-01
