Layer	    Height	  log(P)	      cp	   lapse	nClouds	isconv	Conv_Region	  Pot_Temp	Temp_center
1	  7.674820	7.198020	59.146756	0.140574	0	0	0	0.000000e+00	2027.478379
2	 15.347390	7.095009	59.137156	0.140596	0	0	0	0.000000e+00	2026.812103
3	 22.983341	6.991999	59.104268	0.140675	0	0	0	0.000000e+00	2017.082362
4	 30.570675	6.888989	59.064398	0.140770	0	0	0	0.000000e+00	2004.205577
5	 38.098798	6.785978	59.017140	0.140882	0	0	0	0.000000e+00	1988.543770
6	 45.560496	6.682968	58.965151	0.141007	0	0	0	0.000000e+00	1970.992239
7	 52.953271	6.579958	58.909935	0.141139	0	0	0	0.000000e+00	1952.778104
8	 60.278053	6.476948	58.855126	0.141270	0	0	0	0.000000e+00	1934.818723
9	 67.538715	6.373937	58.802100	0.141398	0	0	0	0.000000e+00	1917.877945
10	 74.740414	6.270927	58.751732	0.141519	0	0	0	0.000000e+00	1902.292415
11	 81.887455	6.167917	58.703799	0.141634	0	0	0	0.000000e+00	1887.842111
12	 88.983080	6.064906	58.656830	0.141748	0	0	0	0.000000e+00	1874.239516
13	 96.029698	5.961896	58.612517	0.141855	0	0	0	0.000000e+00	1861.282148
14	103.028396	5.858886	58.568767	0.141961	0	0	0	0.000000e+00	1848.615824
15	109.978699	5.755875	58.523377	0.142071	0	0	0	0.000000e+00	1835.818556
16	116.878974	5.652865	58.475858	0.142186	0	0	0	0.000000e+00	1822.590920
17	123.726277	5.549855	58.426029	0.142308	0	0	0	0.000000e+00	1808.595525
18	130.516610	5.446845	58.371283	0.142441	0	0	0	0.000000e+00	1793.541519
19	137.245335	5.343834	58.312740	0.142584	0	0	0	0.000000e+00	1777.275922
20	143.907304	5.240824	58.248113	0.142742	0	0	0	0.000000e+00	1759.653415
21	150.496375	5.137814	58.176206	0.142919	0	0	0	0.000000e+00	1740.410044
22	157.005103	5.034803	58.097146	0.143113	0	0	0	0.000000e+00	1719.219033
23	163.426309	4.931793	58.009443	0.143330	0	0	0	0.000000e+00	1696.138224
24	169.752038	4.828783	57.912162	0.143570	0	0	0	0.000000e+00	1670.970270
25	175.973623	4.725772	57.804794	0.143837	0	0	0	0.000000e+00	1643.533974
26	182.084631	4.622762	57.690297	0.144123	0	0	0	0.000000e+00	1614.429995
27	188.081692	4.519752	57.570262	0.144423	0	0	0	0.000000e+00	1584.458067
28	193.964548	4.416742	57.450823	0.144723	0	0	0	0.000000e+00	1554.459776
29	199.736121	4.313731	57.332016	0.145023	0	0	0	0.000000e+00	1525.241530
30	205.401758	4.210721	57.217650	0.145313	0	0	0	0.000000e+00	1497.454189
31	210.968174	4.107711	57.108148	0.145592	0	0	0	0.000000e+00	1471.440315
32	216.443278	4.004700	57.003311	0.145859	0	0	0	0.000000e+00	1447.499989
33	221.835269	3.901690	56.905134	0.146111	0	0	0	0.000000e+00	1425.714020
34	227.149417	3.798680	56.808559	0.146359	0	0	0	0.000000e+00	1405.303556
35	232.388470	3.695669	56.713021	0.146606	0	0	0	0.000000e+00	1385.617264
36	237.554794	3.592659	56.616709	0.146855	0	0	0	0.000000e+00	1366.549045
37	242.650228	3.489649	56.519161	0.147109	0	0	0	0.000000e+00	1347.959856
38	247.676558	3.386639	56.420509	0.147366	0	0	0	0.000000e+00	1329.837818
39	252.636092	3.283628	56.321486	0.147625	0	0	0	0.000000e+00	1312.317556
40	257.531927	3.180618	56.221770	0.147887	0	0	0	0.000000e+00	1295.600784
41	262.368220	3.077608	56.124668	0.148143	0	0	0	0.000000e+00	1279.966917
42	267.149808	2.974597	56.032091	0.148388	0	0	0	0.000000e+00	1265.600558
43	271.878532	2.871587	55.939158	0.148634	0	0	0	0.000000e+00	1251.711879
44	276.553026	2.768577	55.840752	0.148896	0	0	0	0.000000e+00	1237.463755
45	281.172414	2.665566	55.737679	0.149171	0	0	0	0.000000e+00	1222.985418
46	285.736514	2.562556	55.631319	0.149457	0	0	0	0.000000e+00	1208.461587
47	290.245002	2.459546	55.556033	0.149659	0	0	0	0.000000e+00	1193.849769
48	294.697210	2.356536	55.446248	0.149956	0	0	0	0.000000e+00	1179.057082
49	299.092760	2.253525	55.333102	0.150262	0	0	0	0.000000e+00	1164.164844
50	303.432708	2.150515	55.218591	0.150574	0	0	0	0.000000e+00	1149.544102
51	307.720652	2.047505	55.108286	0.150875	0	0	0	0.000000e+00	1135.861530
52	311.960291	1.944494	55.003306	0.151163	0	0	0	0.000000e+00	1123.151773
53	316.150393	1.841484	54.892708	0.151468	0	0	0	0.000000e+00	1110.111972
54	320.288073	1.738474	54.772392	0.151800	0	0	0	0.000000e+00	1096.305935
55	324.372423	1.635463	54.647331	0.152148	0	0	0	0.000000e+00	1082.266100
56	328.403481	1.532453	54.518403	0.152508	0	0	0	0.000000e+00	1068.227481
57	332.382516	1.429443	54.388423	0.152872	0	0	0	0.000000e+00	1054.516868
58	336.311750	1.326433	54.259969	0.153234	0	0	0	0.000000e+00	1041.386049
