0.000000	9.000000	-nan
-nan	8.880000	-nan
-nan	8.760000	-nan
-nan	8.640000	-nan
-nan	8.520000	-nan
-nan	8.400000	-nan
-nan	8.280000	-nan
-nan	8.160000	-nan
-nan	8.040000	-nan
-nan	7.920000	-nan
-nan	7.800000	-nan
-nan	7.680000	-nan
-nan	7.560000	-nan
-nan	7.440000	-nan
-nan	7.320000	-nan
-nan	7.200000	-nan
-nan	7.080000	-nan
-nan	6.960000	-nan
-nan	6.840000	-nan
-nan	6.720000	-nan
-nan	6.600000	-nan
-nan	6.480000	-nan
-nan	6.360000	-nan
-nan	6.240000	-nan
-nan	6.120000	-nan
-nan	6.000000	-nan
-nan	5.880000	-nan
-nan	5.760000	-nan
-nan	5.640000	-nan
-nan	5.520000	-nan
-nan	5.400000	-nan
-nan	5.280000	-nan
-nan	5.160000	-nan
-nan	5.040000	-nan
-nan	4.920000	-nan
-nan	4.800000	-nan
-nan	4.680000	-nan
-nan	4.560000	-nan
-nan	4.440000	-nan
-nan	4.320000	-nan
-nan	4.200000	-nan
-nan	4.080000	-nan
-nan	3.960000	-nan
-nan	3.840000	-nan
-nan	3.720000	-nan
-nan	3.600000	-nan
-nan	3.480000	-nan
-nan	3.360000	nan
-nan	3.240000	nan
-nan	3.120000	nan
-nan	3.000000	nan
-nan	2.880000	nan
-nan	2.760000	nan
-nan	2.640000	nan
-nan	2.520000	nan
-nan	2.400000	nan
-nan	2.280000	nan
-nan	2.160000	nan
-nan	2.040000	nan
-nan	1.920000	nan
-nan	1.800000	nan
-nan	1.680000	nan
-nan	1.560000	nan
-nan	1.440000	nan
-nan	1.320000	nan
-nan	1.200000	nan
-nan	1.080000	nan
-nan	0.960000	nan
-nan	0.840000	nan
-nan	0.720000	nan
-nan	0.600000	nan
-nan	0.480000	nan
-nan	0.360000	nan
-nan	0.240000	nan
-nan	0.120000	nan
-nan	0.000000	nan
-nan	-0.120000	nan
-nan	-0.240000	nan
-nan	-0.360000	nan
-nan	-0.480000	nan
-nan	-0.600000	nan
-nan	-0.720000	nan
-nan	-0.840000	nan
-nan	-0.960000	nan
-nan	-1.080000	nan
-nan	-1.200000	nan
-nan	-1.320000	nan
-nan	-1.440000	nan
-nan	-1.560000	nan
-nan	-1.680000	nan
-nan	-1.800000	nan
-nan	-1.920000	nan
-nan	-2.040000	nan
-nan	-2.160000	nan
-nan	-2.280000	nan
-nan	-2.400000	nan
-nan	-2.520000	nan
-nan	-2.640000	nan
-nan	-2.760000	nan
-nan	-2.880000	nan
-nan	-3.000000	nan
