19	59	2	58	58	0
19	38	2	26	8	0
19	53	2	58	3	0
19	45	2	58	46	0
19	55	2	38	8	0
19	54	2	20	1	0
19	49	2	20	50	0
19	43	2	20	42	0
64	28	2	27	27	0
53	29	2	30	3	0
64	30	2	29	27	0
64	31	2	27	30	0
64	71	2	62	32	0
64	24	2	27	62	0
27	30	2	31	64	0
27	31	2	30	28	0
27	38	2	37	64	0
28	35	2	29	34	0
29	30	2	28	31	0
29	38	2	37	28	0
30	28	2	29	29	0
30	28	2	31	27	0
30	35	2	31	34	0
30	39	2	37	35	0
30	39	2	72	29	0
36	54	2	35	5	0
31	28	2	30	29	0
31	34	2	35	30	0
31	38	2	37	30	0
58	31	2	29	60	0
58	58	1	27	0	0
58	22	1	34	0	0
58	21	2	29	3	0
59	64	2	27	58	0
59	33	2	29	20	0
59	28	2	27	60	0
59	34	2	33	60	0
59	30	2	29	60	0
59	31	2	30	60	0
57	4	2	10	1	0
53	27	2	28	3	0
59	59	2	27	53	0
59	59	3	27	3	3
59	60	2	29	3	0
59	62	2	29	4	0
59	62	2	22	60	0
59	71	2	22	62	0
59	21	2	60	60	0
59	24	2	60	62	0
59	61	2	20	60	0
22	28	2	29	61	0
22	34	2	35	61	0
22	30	2	31	61	0
22	71	2	61	25	0
22	38	2	37	61	0
22	39	2	72	61	0
60	27	2	21	64	0
60	33	2	20	30	0
60	28	2	21	27	0
60	34	2	31	20	0
60	34	2	21	33	0
60	29	2	21	28	0
60	35	2	21	34	0
60	30	2	21	29	0
60	31	2	21	30	0
60	22	2	21	61	0
60	62	2	22	21	0
60	71	2	62	62	0
60	24	2	21	62	0
60	61	1	35	0	0
60	61	2	21	20	0
60	39	2	22	37	0
62	64	2	22	27	0
62	27	2	28	22	0
62	28	2	29	22	0
62	30	2	29	24	0
62	30	2	31	22	0
62	31	2	30	24	0
62	22	2	24	61	0
62	71	2	22	25	0
62	54	2	22	5	0
71	28	2	62	34	0
71	30	2	36	62	0
71	31	2	30	25	0
71	71	3	62	62	54
71	71	3	24	22	54
71	24	2	25	62	0
51	20	2	49	60	0
51	54	2	60	43	0
51	2	2	62	43	0
21	64	2	27	60	0
21	27	2	28	60	0
21	28	2	29	60	0
21	30	2	31	60	0
21	60	2	53	30	0
21	62	2	24	60	0
21	71	2	60	25	0
21	61	2	22	60	0
21	38	2	37	60	0
21	39	2	60	72	0
24	38	2	37	62	0
69	38	2	37	51	0
69	3	2	60	45	0
69	3	2	53	51	0
69	14	2	51	18	0
69	1	2	60	47	0
69	4	2	7	51	0
61	64	2	27	20	0
61	28	2	29	20	0
61	34	2	35	20	0
61	35	3	21	20	61
61	30	2	31	20	0
61	62	2	24	20	0
61	62	2	22	22	0
61	24	2	22	62	0
61	38	2	37	20	0
61	39	2	72	20	0
61	54	2	20	5	0
38	72	2	37	39	0
20	27	2	64	61	0
20	29	2	28	61	0
20	60	2	27	4	0
52	59	2	22	20	0
52	38	2	39	20	0
50	1	2	20	40	0
50	2	2	54	49	0
3	64	1	27	0	0
3	64	2	53	26	0
3	27	2	64	53	0
3	33	2	20	60	0
3	28	1	29	0	0
3	28	2	27	53	0
3	34	2	61	60	0
3	34	2	33	53	0
3	29	2	28	53	0
3	35	1	36	0	0
3	35	2	34	53	0
3	35	2	21	61	0
3	11	2	55	4	0
3	30	2	60	60	0
3	30	2	29	53	0
3	36	2	35	53	0
3	31	2	30	53	0
3	32	2	20	59	0
3	58	2	19	53	0
3	59	2	58	53	0
3	22	1	62	0	0
3	22	2	53	61	0
3	60	2	59	53	0
3	65	2	24	12	0
3	65	2	60	17	0
3	62	1	24	0	0
3	62	2	60	4	0
3	62	2	22	53	0
3	71	2	62	4	0
3	71	2	21	54	0
3	21	2	60	53	0
3	24	2	60	7	0
3	24	2	62	53	0
3	25	2	62	7	0
3	25	2	53	71	0
3	61	2	20	53	0
3	39	2	20	57	0
3	39	2	37	1	0
3	52	2	20	4	0
3	7	2	53	4	0
3	6	2	4	7	0
3	6	2	53	5	0
3	72	2	53	39	0
3	72	2	38	7	0
3	72	2	20	10	0
3	16	2	53	12	0
3	16	2	4	57	0
3	16	2	10	1	0
3	17	2	4	16	0
3	17	2	53	13	0
3	17	2	7	12	0
3	18	2	7	13	0
3	18	2	53	14	0
3	5	2	4	4	0
3	5	2	1	7	0
3	5	2	53	54	0
3	11	2	12	57	0
3	57	2	53	8	0
3	10	2	53	57	0
3	9	2	53	10	0
3	12	2	57	1	0
3	12	2	4	8	0
3	13	2	4	12	0
3	14	2	4	13	0
3	54	2	1	4	0
3	2	2	4	54	0
53	19	2	58	3	0
53	26	2	64	3	0
53	64	2	27	3	0
53	27	1	29	0	0
53	28	2	29	3	0
53	30	2	31	3	0
53	32	1	34	0	0
53	32	2	60	20	0
57	12	2	4	55	0
53	58	2	59	3	0
53	60	2	21	3	0
53	62	2	24	3	0
53	71	2	25	3	0
53	61	2	22	3	0
53	38	2	37	3	0
53	16	2	57	7	0
53	5	2	6	3	0
53	11	2	7	55	0
53	57	2	10	3	0
53	10	2	9	3	0
53	13	2	3	17	0
7	19	2	58	4	0
7	64	2	27	4	0
47	2	2	48	54	0
7	30	2	31	4	0
7	58	1	62	0	0
7	38	2	37	4	0
7	39	2	72	4	0
6	28	2	29	5	0
6	34	2	35	5	0
6	30	2	31	5	0
6	60	2	21	5	0
6	62	2	24	5	0
6	71	2	25	5	0
6	61	2	22	5	0
45	58	2	46	59	0
45	59	2	46	60	0
45	3	2	53	46	0
45	1	2	4	46	0
45	4	2	7	46	0
37	39	2	72	38	0
16	30	2	31	12	0
16	60	2	21	12	0
16	62	2	24	12	0
16	61	2	22	12	0
16	38	2	37	12	0
16	39	2	72	12	0
16	20	2	52	57	0
17	60	2	21	13	0
17	38	2	37	13	0
17	39	2	72	13	0
5	27	2	28	54	0
5	27	2	33	4	0
5	28	3	4	60	20
5	34	3	4	60	52
5	29	2	35	4	0
5	35	2	34	6	0
5	30	2	29	6	0
5	30	2	31	54	0
5	22	2	61	6	0
5	22	2	62	54	0
5	71	2	25	54	0
5	24	2	62	6	0
5	39	2	72	54	0
5	5	2	6	54	0
5	10	2	9	54	0
5	12	2	4	13	0
5	14	3	4	13	54
5	2	3	4	54	54
46	60	1	69	0	0
46	5	2	4	47	0
46	46	2	40	45	0
46	13	2	12	47	0
46	1	2	3	42	0
46	61	2	45	20	0
46	54	2	42	4	0
46	2	2	54	47	0
47	13	2	48	12	0
47	2	3	46	54	54
46	22	2	45	61	0
48	54	2	5	43	0
68	1	2	4	44	0
68	54	2	5	44	0
8	26	2	38	19	0
8	28	2	67	3	0
8	28	2	27	57	0
8	29	2	37	60	0
8	58	2	19	57	0
8	58	2	38	3	0
8	60	2	53	37	0
8	24	2	60	16	0
8	38	2	19	55	0
8	39	2	20	55	0
8	39	2	38	12	0
8	7	2	4	57	0
8	72	2	57	39	0
8	57	2	55	3	0
8	10	2	57	57	0
8	12	2	1	55	0
8	13	2	11	1	0
8	54	2	12	1	0
