8	2	2	12	54	0
8	4	2	12	3	0
11	19	2	20	55	0
11	58	2	37	12	0
11	38	2	55	39	0
11	37	2	72	55	0
57	9	2	10	10	0
57	12	2	11	3	0
57	13	2	12	16	0
57	13	2	4	11	0
57	1	2	12	3	0
57	1	2	4	8	0
57	54	2	4	12	0
57	54	2	1	16	0
57	4	2	3	16	0
57	4	2	7	8	0
10	19	2	58	57	0
10	27	2	64	9	0
10	29	2	28	9	0
10	35	2	34	9	0
10	30	2	31	57	0
10	31	2	30	9	0
10	60	2	21	57	0
10	21	2	60	9	0
10	39	2	72	57	0
10	7	2	4	9	0
10	12	2	7	55	0
10	13	2	7	11	0
10	1	2	3	16	0
10	1	2	4	57	0
10	1	2	53	12	0
10	2	2	7	13	0
10	4	2	7	57	0
9	58	3	37	53	3
9	60	2	21	10	0
9	38	2	37	10	0
9	39	2	20	107	0
12	19	2	20	8	0
12	19	2	38	1	0
12	64	2	37	20	0
12	28	2	22	37	0
12	36	2	35	16	0
12	32	2	20	72	0
12	32	2	37	52	0
12	58	2	8	61	0
12	58	2	3	39	0
12	58	2	20	57	0
12	58	2	1	37	0
12	58	2	38	4	0
12	59	2	72	3	0
12	59	2	37	4	0
12	60	2	37	7	0
12	62	2	22	16	0
12	71	2	62	13	0
12	61	2	20	16	0
12	38	2	20	55	0
12	39	2	20	11	0
12	39	2	52	55	0
12	39	3	20	55	1
12	14	2	13	13	0
12	2	2	13	54	0
13	19	2	20	12	0
13	64	2	32	12	0
13	28	2	34	12	0
13	34	3	52	60	12
13	36	2	35	17	0
13	32	2	52	72	0
13	32	3	20	61	12
13	58	2	61	12	0
13	59	2	22	12	0
13	60	2	62	12	0
13	60	2	22	16	0
13	62	2	22	17	0
13	21	2	17	60	0
13	61	2	12	63	0
13	61	3	12	20	4
13	61	3	12	52	3
13	38	2	12	39	0
13	38	2	20	11	0
13	38	2	52	55	0
13	39	2	52	11	0
13	39	3	20	12	12
13	14	3	12	13	54
13	2	2	14	54	0
14	34	2	33	18	0
14	35	2	34	18	0
14	30	2	36	13	0
14	60	2	62	13	0
14	62	2	71	13	0
14	62	2	22	18	0
14	71	3	62	13	54
14	24	2	62	18	0
14	72	3	52	12	16
14	14	3	13	13	54
1	26	2	20	19	0
1	64	2	20	58	0
1	27	2	3	32	0
1	27	2	20	59	0
1	67	2	22	38	0
1	28	1	34	0	0
1	28	2	27	4	0
1	28	2	33	3	0
1	29	2	34	3	0
1	29	2	28	4	0
1	29	2	60	61	0
1	29	2	33	53	0
1	29	2	22	59	0
1	35	2	34	4	0
1	30	1	36	0	0
1	30	2	35	3	0
1	30	2	29	4	0
1	30	2	22	60	0
1	31	2	30	4	0
1	58	2	4	19	0
1	58	2	20	3	0
1	59	2	58	4	0
1	59	2	61	3	0
1	59	3	20	3	3
1	59	2	20	53	0
1	22	2	61	4	0
1	60	1	62	0	0
1	60	2	22	3	0
1	60	3	20	53	3
1	65	3	4	22	12
1	66	3	4	22	13
1	62	2	22	4	0
1	62	2	60	54	0
2	27	2	20	23	0
1	71	2	62	54	0
1	21	2	60	4	0
1	24	2	62	4	0
1	25	2	71	4	0
1	61	2	20	4	0
1	61	2	52	3	0
1	63	2	52	4	0
1	38	2	19	12	0
1	38	2	20	8	0
1	39	2	20	12	0
1	39	2	38	54	0
1	53	2	3	4	0
1	6	2	4	5	0
1	37	2	3	39	0
1	37	2	20	57	0
1	72	2	39	4	0
1	72	2	52	57	0
1	16	2	4	12	0
1	70	2	18	54	0
1	5	2	4	54	0
1	13	2	12	54	0
1	14	2	13	54	0
1	2	2	54	54	0
1	4	2	54	3	0
1	41	2	40	42	0
56	29	2	28	4	0
56	31	2	30	4	0
56	21	2	62	3	0
56	21	2	60	4	0
56	21	2	22	53	0
56	24	2	71	3	0
56	24	2	62	4	0
56	52	2	52	1	0
56	53	2	3	4	0
56	7	2	4	4	0
56	72	2	52	57	0
56	55	2	1	55	0
56	11	2	54	55	0
56	11	2	12	12	0
56	9	2	4	10	0
56	12	2	54	8	0
56	13	2	54	12	0
56	54	2	1	54	0
56	2	2	54	54	0
56	2	3	54	1	1
56	49	2	20	42	0
2	29	2	22	23	0
2	30	2	36	54	0
2	60	2	62	54	0
2	62	2	71	54	0
2	71	3	62	54	54
49	4	2	52	46	0
49	58	2	61	50	0
49	1	2	20	42	0
4	26	2	20	58	0
4	64	2	20	59	0
4	64	2	27	1	0
4	27	2	33	3	0
4	27	2	64	7	0
4	27	2	32	53	0
4	27	2	20	60	0
4	33	2	20	62	0
4	33	2	52	60	0
4	28	1	35	0	0
4	28	2	27	7	0
4	34	2	33	7	0
4	29	2	28	7	0
4	35	2	34	7	0
4	30	2	29	7	0
4	31	2	30	7	0
4	59	2	22	3	0
4	22	2	61	7	0
4	23	2	63	7	0
4	60	2	62	3	0
4	60	2	59	7	0
4	60	2	22	53	0
4	66	3	22	13	7
4	62	2	22	7	0
4	71	2	24	54	0
4	21	2	60	7	0
4	24	2	62	7	0
4	25	2	71	7	0
4	61	2	20	7	0
4	63	2	52	7	0
4	38	2	3	39	0
4	38	2	1	37	0
4	39	2	61	12	0
4	39	2	72	1	0
4	39	3	20	12	3
4	20	2	52	3	0
4	53	2	7	3	0
4	6	2	7	5	0
4	37	2	72	3	0
4	37	2	20	10	0
4	37	2	38	7	0
4	72	2	39	7	0
4	72	2	52	10	0
4	16	2	7	12	0
4	17	2	7	13	0
4	70	3	7	13	54
4	5	2	7	54	0
4	9	2	7	10	0
4	14	2	5	13	0
4	2	2	5	54	0
4	4	2	7	1	0
4	40	2	3	42	0
4	42	2	43	3	0
40	31	2	30	46	0
40	21	2	60	46	0
40	53	2	3	46	0
40	45	2	46	46	0
40	46	2	3	41	0
40	12	2	42	8	0
40	13	2	12	42	0
40	54	2	42	1	0
40	2	2	54	42	0
40	49	2	20	41	0
40	43	2	42	42	0
50	54	2	49	1	0
42	13	2	43	12	0
50	13	2	49	12	0
42	61	2	47	20	0
42	54	2	43	1	0
42	2	2	43	54	0
43	64	3	20	49	3
43	58	2	61	42	0
43	59	2	22	42	0
43	38	2	39	42	0
43	3	2	4	42	0
43	5	2	48	54	0
43	13	2	44	12	0
43	1	2	42	54	0
44	3	2	4	43	0
44	1	2	43	54	0
44	4	2	5	43	0
44	42	2	43	43	0
47	54	2	4	43	0
42	42	2	43	40	0
46	3	2	53	40	0
61	61	2	22	20	0
74	54	2	1	44	0
74	43	2	42	44	0
75	43	2	42	44	0	
44	7	1	73	0	0
68	4	2	7	44	0
68	3	2	53	44	0
13	61	2	20	17	0
40	61	2	46	20	0
40	5	2	46	54	0
40	5	2	42	4	0
40	52	2	42	20	0
47	12	2	16	42	0
47	4	2	7	42	0
47	3	2	46	4	0	
47	3	2	53	42	0
47	46	2	45	42	0
47	1	2	4	42	0
47	40	2	46	42	0
3	84	2	3	83	0
3	85	2	83	53	0
3	85	2	84	53	0
3	85	2	21	27	0
3	86	2	85	53	0
3	87	2	86	53	0
3	87	2	30	60	0
3	91	2	27	27	0
3	91	2	90	53	0
3	93	2	92	53	0
3	98	2	97	53	0
3	102	2	27	90	0
3	102	2	101	53	0
58	27	2	81	3	0
58	29	2	84	3	0	
58	31	2	86	3	0
80	53	2	59	53	0
80	53	2	60	3	0
80	21	2	59	21	0
80	21	2	60	60	0
59	27	2	81	53	0
59	27	2	82	3	0
60	28	2	85	3	0
60	85	2	21	83	0
60	85	2	21	84	0
60	87	2	21	86	0
60	88	2	21	87	0
60	93	2	21	92	0
26	21	2	64	60	0
64	27	2	90	3	0
64	29	2	92	3	0
12	38	2	39	8	0
64	88	2	27	87	0
64	90	2	101	3	0
64	99	2	27	98	0
64	101	2	104	3	0
64	104	1	105	0	0
28	28	2	29	27	0
30	30	2	31	29	0
81	27	2	90	59	0
82	27	2	90	60	0
85	53	2	86	3	0
87	53	2	88	3	0
89	53	2	90	3	0
89	21	2	90	60	0
89	27	2	101	3	0
89	31	2	90	30	0
89	90	2	104	3	0
89	101	1	105	0	0
89	104	1	105	0	0
93	53	2	94	3	0
93	27	2	103	3	0
100	53	2	101	3	0
100	21	2	101	60	0
100	27	2	104	3	0
100	31	2	101	30	0
100	90	1	105	0	0	
100	101	1	105	0	0
100	104	1	105	0	0
108	3	2	107	53	0
13	60	1	65	0	0
107	3	2	10	10	0
107	107	2	108	106	0
107	107	3	9	9	55
10	4	2	9	1	0
54	63	2	5	52	0
