X3	4.050911e+25	3.683595e-04
X53	8.358440e+28	7.600540e-01
X1	1.657488e+20	1.507195e-09
X56	3.464315e+15	3.150188e-14
X54	3.259362e+18	2.963820e-11
X2	2.709051e+07	2.463409e-22
X4	2.924913e+23	2.659697e-06
X5	8.800303e+16	8.002337e-13
X7	4.156117e+27	3.779261e-02
X6	1.122046e+18	1.020305e-11
X52	7.972179e+25	7.249303e-04
X20	8.596715e+27	7.817209e-02
X22	1.972316e+24	1.793477e-05
X61	2.295237e+23	2.087116e-06
X19	1.755275e+17	1.596115e-12
X58	1.331775e+18	1.211017e-11
X59	1.363225e+21	1.239615e-08
X80	6.610453e+19	6.011051e-10
X60	2.396637e+24	2.179323e-05
X21	3.179663e+26	2.891348e-03
X62	7.520321e+19	6.838417e-10
X24	5.653557e+22	5.140921e-07
X63	3.648759e+20	3.317908e-09
X23	3.517267e+17	3.198339e-12
X71	3.116577e+12	2.833982e-17
X25	3.687885e+08	3.353486e-21
X26	9.891160e+13	8.994280e-16
X64	2.197904e+20	1.998609e-09
X27	5.150246e+23	4.683248e-06
X28	1.332986e+21	1.212118e-08
X29	5.112285e+23	4.648730e-06
X30	1.285522e+21	1.168958e-08
X31	8.671914e+18	7.885590e-11
X32	8.671681e+19	7.885377e-10
X33	7.141977e+18	6.494379e-11
X34	2.837117e+20	2.579862e-09
X35	7.334204e+17	6.669176e-12
X36	6.680863e+16	6.075076e-13
