Type	Std	Rate
R1	-2.762243e+00	-1.793812e+00	-1.051046e+00	-4.873756e-01	-2.212814e-01	-9.587549e-02	-4.002924e-02	-1.663392e-02	-6.763713e-03	-2.729815e-03	-1.090925e-03	-4.337814e-04	-1.712738e-04	-6.711199e-05	-2.609496e-05	-1.006591e-05	-3.849667e-06	-1.457677e-06	-5.459351e-07	-2.019486e-07	-7.372320e-08	-2.649375e-08	-9.310963e-09	-3.152530e-09	-9.796444e-10	-2.489715e-10	-4.354915e-11	-4.550949e-12	-8.050461e-14	5.253983e-15	1.732867e-16	5.290389e-18	1.363509e-19	-3.238988e-22	-3.551252e-26	-2.252370e-32	-1.202391e-35	-6.640485e-38	-4.153341e-39	-9.545056e-39	-7.838966e-36	-1.935756e-31	-3.155152e-28	-9.349324e-26	-1.003759e-23	-4.893035e-22	-7.921582e-21	-2.159416e-21	6.719325e-20	2.757982e-21	1.758832e-23	2.675827e-26	5.920572e-30	2.107580e-34	7.449161e-35	5.468438e-31	1.892863e-27	4.074114e-26	4.672220e-20	3.501193e-21	
R6	-3.481170e+04	-5.121841e+04	-5.904625e+04	-4.802933e+04	-3.703745e+04	-2.743114e+04	-1.943864e+04	-1.378427e+04	-9.501413e+03	-6.538020e+03	-4.451434e+03	-3.010558e+03	-2.016212e+03	-1.335037e+03	-8.739433e+02	-5.652101e+02	-3.611296e+02	-2.277772e+02	-1.413985e+02	-8.615236e+01	-5.133845e+01	-2.983422e+01	-1.670821e+01	-8.809882e+00	-4.117363e+00	-1.469937e+00	-3.204472e-01	-3.088076e-02	-2.382796e-04	5.489789e-06	2.859031e-07	1.829667e-08	4.858239e-10	-1.081087e-12	-3.278433e-16	-2.091691e-21	8.494042e-23	7.792096e-23	1.536863e-22	1.589257e-21	5.907371e-19	2.045736e-15	1.395948e-12	3.466674e-10	4.334916e-08	3.310758e-06	1.572362e-04	4.302081e-03	4.747254e-02	9.728458e-02	1.060699e-01	5.184677e-02	6.695863e-03	2.394522e-04	7.349676e-04	3.589122e-01	2.320497e+02	2.745861e+04	1.128231e+04	6.215872e+02	
R9	-9.965476e+08	-4.610283e+08	-1.607226e+08	-4.159447e+07	-1.025023e+07	-2.317791e+06	-4.899388e+05	-1.009906e+05	-1.997236e+04	-3.849034e+03	-7.226774e+02	-1.331421e+02	-2.413448e+01	-4.321605e+00	-7.677017e-01	-1.357223e-01	-2.392030e-02	-4.207677e-03	-7.423105e-04	-1.331664e-04	-2.505301e-05	-5.177385e-06	-1.223826e-06	-3.308712e-07	-9.752459e-08	-2.940859e-08	-8.609010e-09	-2.358675e-09	-5.578703e-10	-1.059179e-10	-1.593291e-11	-1.532071e-12	7.757991e-13	-3.391878e-13	-8.532983e-16	3.745840e-20	6.000458e-24	1.049298e-25	2.000509e-26	3.382245e-26	1.086447e-24	1.667466e-22	4.458836e-21	2.992475e-20	6.919298e-20	6.212611e-20	2.304452e-20	3.509420e-21	9.283703e-23	6.866171e-25	9.372020e-27	1.554803e-29	3.114685e-33	1.059709e-37	7.007997e-43	9.214519e-45	1.953576e-39	1.430250e-35	1.416585e-27	4.505303e-30	
R11	-9.567521e+09	-2.814792e+09	-7.043436e+08	-1.332990e+08	-2.382292e+07	-3.962000e+06	-6.242919e+05	-9.679583e+04	-1.458042e+04	-2.169450e+03	-3.186614e+02	-4.647483e+01	-6.721850e+00	-9.640349e-01	-1.371299e-01	-1.934679e-02	-2.705962e-03	-3.747419e-04	-5.134248e-05	-6.950100e-06	-9.289809e-07	-1.223349e-07	-1.578993e-08	-1.987741e-09	-2.427109e-10	-2.839786e-11	-3.117819e-12	-3.224386e-13	-2.196672e-14	1.140848e-14	1.047210e-14	7.811748e-15	7.519661e-15	7.690648e-15	1.582676e-16	2.121963e-19	4.521283e-22	1.414310e-22	1.422231e-22	2.849806e-22	5.833690e-21	5.488531e-19	1.184576e-17	8.476401e-17	2.372684e-16	2.707120e-16	1.286662e-16	2.451940e-17	7.442842e-19	3.510614e-22	8.501061e-26	1.167840e-28	2.338999e-32	7.957827e-37	5.260667e-42	6.912317e-44	1.455247e-38	9.702122e-35	6.914108e-27	1.640119e-29	
R12	-1.882840e+08	-4.856152e+07	-1.071712e+07	-1.789494e+06	-2.819916e+05	-4.140963e+04	-5.772123e+03	-7.935030e+02	-1.062660e+02	-1.409544e+01	-1.849542e+00	-2.411472e-01	-3.115747e-02	-3.983084e-03	-5.033911e-04	-6.287024e-05	-7.755942e-06	-9.437812e-07	-1.130069e-07	-1.324907e-08	-1.506738e-09	-1.623220e-10	-1.559301e-11	-1.070803e-12	3.638410e-14	4.065786e-14	1.398590e-14	4.336532e-15	1.710064e-15	9.817776e-16	8.222332e-16	2.202225e-15	1.929612e-14	-2.714626e-14	-1.889329e-16	5.446347e-18	7.259941e-18	6.352306e-17	9.970579e-17	1.382552e-16	7.708625e-16	1.086364e-14	5.628058e-14	1.435025e-13	2.036896e-13	1.561831e-13	5.394961e-14	5.973588e-15	8.023966e-17	1.576324e-20	2.799846e-25	6.245015e-31	1.272109e-35	2.660928e-40	1.070400e-45	8.316278e-48	9.276336e-43	3.844364e-39	1.461308e-31	1.370924e-34	
R13	-6.357184e+03	-4.296629e+03	-2.123780e+03	-7.036744e+02	-2.128596e+02	-6.036245e+01	-1.610814e+01	-4.255537e+00	-1.085230e+00	-2.751307e-01	-6.883759e-02	-1.707898e-02	-4.191875e-03	-1.016612e-03	-2.436608e-04	-5.768868e-05	-1.349320e-05	-3.115893e-06	-7.083068e-07	-1.580756e-07	-3.451761e-08	-7.355093e-09	-1.512592e-09	-2.948639e-10	-5.244823e-11	-7.733774e-12	-8.171441e-13	-4.895501e-14	-6.145592e-16	-3.976162e-18	-2.738912e-18	-4.557402e-19	-2.327609e-20	-4.083783e-21	-2.172129e-23	-5.672730e-28	-6.214204e-32	-2.346793e-36	2.785148e-36	4.589913e-36	2.620281e-35	3.838295e-34	2.977268e-33	1.354963e-32	3.891296e-32	6.353894e-32	6.516023e-32	4.031592e-32	9.116987e-33	2.479706e-34	1.611173e-36	1.970226e-39	2.799031e-43	5.393341e-48	4.342885e-51	3.336484e-50	9.238166e-46	2.260144e-44	3.537064e-37	1.892153e-45	
R14	1.030274e+12	5.066647e+11	1.976183e+11	5.514347e+10	1.435915e+10	3.509399e+09	8.122953e+08	1.859497e+08	4.127301e+07	9.082126e+06	1.973399e+06	4.255415e+05	9.091413e+04	1.922656e+04	4.025507e+03	8.342103e+02	1.710800e+02	3.468736e+01	6.939852e+00	1.367185e+00	2.646914e-01	5.022842e-02	9.271237e-03	1.648468e-03	2.787046e-04	4.338828e-05	5.911227e-06	6.381706e-07	4.020965e-08	1.853826e-09	1.131065e-08	6.010767e-08	3.621883e-07	-6.206572e-07	-8.511268e-08	-8.689203e-11	-1.096318e-12	-1.168569e-12	-5.131552e-13	-8.300512e-14	-1.463728e-14	-2.106305e-15	-1.077995e-15	-4.181848e-15	-1.197152e-14	-2.079779e-14	-1.913851e-14	-7.168836e-15	-5.999923e-16	-3.208369e-18	-2.644278e-21	-2.119479e-25	1.391917e-29	3.542898e-34	2.626760e-37	1.033035e-36	9.611046e-33	2.638683e-32	2.888400e-28	5.943702e-33	
R18	1.698960e+06	5.333333e+05	1.327161e+05	2.337681e+04	3.791540e+03	5.707495e+02	8.078574e+01	1.125106e+01	1.514533e+00	2.018668e-01	2.654130e-02	3.461798e-03	4.470887e-04	5.715360e-05	7.234038e-06	9.064260e-07	1.124161e-07	1.378738e-08	1.669265e-09	1.991337e-10	2.335944e-11	2.687480e-12	3.006030e-13	3.235608e-14	3.305320e-15	3.073332e-16	2.266249e-17	1.663358e-19	-5.752901e-19	-2.459468e-19	-7.033449e-20	4.404830e-21	4.930812e-20	1.334453e-19	1.797817e-20	7.789280e-22	1.899579e-22	8.150878e-23	5.487115e-23	6.025549e-23	1.112265e-21	1.124011e-19	1.123958e-18	2.235788e-18	1.526780e-18	4.413437e-19	5.372907e-20	2.318456e-21	9.854909e-24	4.000557e-27	3.937600e-30	8.433708e-34	2.606928e-38	1.296968e-43	2.113232e-47	1.557815e-47	1.292198e-44	5.354563e-45	5.356833e-37	9.301395e-40	
R21	-3.654697e+11	-8.470020e+10	-1.663446e+10	-2.464228e+09	-3.440147e+08	-4.461501e+07	-5.476243e+06	-6.609685e+05	-7.746952e+04	-8.966560e+03	-1.024346e+03	-1.161807e+02	-1.306727e+01	-1.457357e+00	-1.612077e-01	-1.768735e-02	-1.924016e-03	-2.072647e-04	-2.210118e-05	-2.332139e-06	-2.440201e-07	-2.541997e-08	-2.660698e-09	-2.871691e-10	-3.369816e-11	-4.636643e-12	-8.001782e-13	-1.775502e-13	-5.613484e-14	-2.361086e-14	-9.067286e-15	1.024499e-15	1.793334e-14	7.432571e-14	7.082548e-15	6.515046e-17	1.469982e-19	5.579264e-22	3.139162e-23	2.800032e-23	1.041970e-21	2.965529e-19	8.074513e-18	3.519577e-17	3.780114e-17	1.176425e-17	1.134502e-18	3.202553e-20	4.838854e-23	1.293423e-27	2.312446e-31	2.850556e-34	5.405085e-38	1.761183e-42	1.106798e-47	1.355859e-49	2.551628e-44	1.353258e-40	5.176898e-33	7.917787e-36	
R22	6.934886e+11	1.502235e+11	2.853174e+10	4.114560e+09	5.573650e+08	7.062613e+07	8.537359e+06	1.022124e+06	1.199873e+05	1.405239e+04	1.638910e+03	1.908783e+02	2.207930e+01	2.526390e+00	2.852169e-01	3.172653e-02	3.474325e-03	3.738368e-04	3.934299e-05	4.003568e-06	3.831971e-07	3.178591e-08	1.572262e-09	-1.892377e-10	-8.997346e-11	-2.388361e-11	-5.771243e-12	-1.433030e-12	-4.570543e-13	-2.038275e-13	-1.151231e-13	-1.537098e-13	-8.106325e-13	5.976645e-13	-9.929065e-15	-1.167240e-17	-1.157569e-18	-1.296876e-19	-7.792490e-21	-1.790292e-21	-1.204247e-21	1.584219e-19	4.400523e-18	1.919497e-17	2.061755e-17	6.416536e-18	6.187794e-19	1.746680e-20	2.638366e-23	7.043323e-28	1.261172e-31	1.554848e-34	2.948228e-38	9.606453e-43	6.037078e-48	7.395592e-50	1.391797e-44	7.381406e-41	2.823763e-33	4.318793e-36	
