#wavelengths (mu)	size parameter  	extinction cross section (cm^2)  	scattering cross section (cm^2)  	absorption cross section (cm^2)  	single scattering albedo         	asymmetry parameter              
1.2398400000e-04	3.1975404902e+03	5.9730157003e-14                 	5.1784880291e-14                 	7.9452767117e-15                 	8.6698048171e-01                 	9.9999916542e-01                 
1.5498000000e-04	2.5580323922e+03	8.9182502695e-14                 	8.0193537646e-14                 	8.9889650487e-15                 	8.9920707788e-01                 	9.9999873009e-01                 
2.0664000000e-04	1.9185242941e+03	1.6583746587e-13                 	1.4153176446e-13                 	2.4305701409e-14                 	8.5343660866e-01                 	9.9999782054e-01                 
2.4796800000e-04	1.5987702451e+03	2.4737676295e-13                 	2.0478274292e-13                 	4.2594020035e-14                 	8.2781721482e-01                 	9.9999693299e-01                 
3.0996000000e-04	1.2790161961e+03	4.0765902404e-13                 	3.2288975662e-13                 	8.4769267413e-14                 	7.9205840564e-01                 	9.9999534380e-01                 
4.1328000000e-04	9.5926214707e+02	7.8513341186e-13                 	5.8155248788e-13                 	2.0358092397e-13                 	7.4070531085e-01                 	9.9999203404e-01                 
4.9593600000e-04	7.9938512256e+02	1.1948159931e-12                 	8.4296786435e-13                 	3.5184812877e-13                 	7.0552107538e-01                 	9.9998881173e-01                 
6.1992000000e-04	6.3950809805e+02	2.0193081887e-12                 	1.3360589844e-12                 	6.8324920428e-13                 	6.6164193851e-01                 	9.9998305362e-01                 
6.5254740000e-04	6.0753266374e+02	2.2843529417e-12                 	1.4896765079e-12                 	7.9467643385e-13                 	6.5212186815e-01                 	9.9998135992e-01                 
6.8880000000e-04	5.7555728824e+02	2.5936301532e-12                 	1.6625874575e-12                 	9.3104269572e-13                 	6.4102719327e-01                 	9.9997938763e-01                 
7.2931770000e-04	5.4358184388e+02	2.9698990888e-12                 	1.8696523262e-12                 	1.1002467626e-12                 	6.2953395731e-01                 	9.9997707948e-01                 
7.7490000000e-04	5.1160647844e+02	3.4307778275e-12                 	2.1190687967e-12                 	1.3117090307e-12                 	6.1766424505e-01                 	9.9997434897e-01                 
8.2656000000e-04	4.7963107354e+02	4.0039698877e-12                 	2.4231750297e-12                 	1.5807948580e-12                 	6.0519312024e-01                 	9.9997107873e-01                 
8.8560000000e-04	4.4765566863e+02	4.7232966519e-12                 	2.7971694652e-12                 	1.9261271866e-12                 	5.9220702645e-01                 	9.9996712905e-01                 
9.5372310000e-04	4.1568025367e+02	5.6352444688e-12                 	3.2570162286e-12                 	2.3782282403e-12                 	5.7797248133e-01                 	9.9996227834e-01                 
1.0332000000e-03	3.8370485883e+02	6.8268525061e-12                 	3.8442385731e-12                 	2.9826139330e-12                 	5.6310555555e-01                 	9.9995622471e-01                 
1.1271270000e-03	3.5172953903e+02	8.3996671140e-12                 	4.5968556989e-12                 	3.8028114151e-12                 	5.4726641384e-01                 	9.9994854921e-01                 
1.2398400000e-03	3.1975404902e+02	1.0524618980e-11                 	5.5792417560e-12                 	4.9453772236e-12                 	5.3011341948e-01                 	9.9993855760e-01                 
1.3050950000e-03	3.0376628532e+02	1.1874316834e-11                 	6.1872854336e-12                 	5.6870314005e-12                 	5.2106453955e-01                 	9.9993238989e-01                 
1.3776000000e-03	2.8777864412e+02	1.3475799487e-11                 	6.8965964365e-12                 	6.5792030501e-12                 	5.1177642138e-01                 	9.9992522055e-01                 
1.4586350000e-03	2.7179099647e+02	1.5392789246e-11                 	7.7293384587e-12                 	7.6634507877e-12                 	5.0214021221e-01                 	9.9991680908e-01                 
1.5498000000e-03	2.5580323922e+02	1.7686181703e-11                 	8.6990559826e-12                 	8.9871257203e-12                 	4.9185607887e-01                 	9.9990682587e-01                 
1.6531200000e-03	2.3981553677e+02	2.0476768547e-11                 	9.8484140373e-12                 	1.0628354510e-11                 	4.8095547960e-01                 	9.9989482908e-01                 
1.7712000000e-03	2.2382783432e+02	2.3884031854e-11                 	1.1216208448e-11                 	1.2667823406e-11                 	4.6961118278e-01                 	9.9988024019e-01                 
1.9074460000e-03	2.0784014863e+02	2.8082728336e-11                 	1.2852297145e-11                 	1.5230431192e-11                 	4.5765842231e-01                 	9.9986226011e-01                 
2.0664000000e-03	1.9185242941e+02	3.3270624954e-11                 	1.4781263273e-11                 	1.8489361681e-11                 	4.4427368868e-01                 	9.9983971496e-01                 
2.2542550000e-03	1.7586469150e+02	3.9741775547e-11                 	1.7082959782e-11                 	2.2658815765e-11                 	4.2984893219e-01                 	9.9981080245e-01                 
2.4796800000e-03	1.5987702451e+02	4.7764010527e-11                 	1.9733797603e-11                 	2.8030212924e-11                 	4.1315202358e-01                 	9.9977273134e-01                 
2.7552000000e-03	1.4388932206e+02	5.7736651782e-11                 	2.2765068117e-11                 	3.4971583665e-11                 	3.9429144945e-01                 	9.9972103041e-01                 
3.0996000000e-03	1.2790161961e+02	6.9544002206e-11                 	2.5623869840e-11                 	4.3920132366e-11                 	3.6845549619e-01                 	9.9964830583e-01                 
3.2627370000e-03	1.2150653275e+02	7.4813420898e-11                 	2.6670408098e-11                 	4.8143012801e-11                 	3.5649229480e-01                 	9.9961062156e-01                 
3.4440000000e-03	1.1511145765e+02	8.0252812903e-11                 	2.7498395235e-11                 	5.2754417668e-11                 	3.4264712027e-01                 	9.9956631130e-01                 
3.6465880000e-03	1.0871638368e+02	8.5681329567e-11                 	2.7887342541e-11                 	5.7793987026e-11                 	3.2547747196e-01                 	9.9951375310e-01                 
3.7570910000e-03	1.0551883362e+02	8.8169964300e-11                 	2.8263528021e-11                 	5.9906436279e-11                 	3.2055732636e-01                 	9.9948429044e-01                 
3.8745000000e-03	1.0232129569e+02	9.3369131595e-11                 	3.0426056392e-11                 	6.2943075203e-11                 	3.2586847358e-01                 	9.9944945399e-01                 
3.9360000000e-03	1.0072252544e+02	1.0419169487e-10                 	3.3957964072e-11                 	7.0233730796e-11                 	3.2591814650e-01                 	9.9941839717e-01                 
3.9994840000e-03	9.9123751999e+01	1.1283917333e-10                 	3.4139902306e-11                 	7.8699271024e-11                 	3.0255363717e-01                 	9.9938301271e-01                 
4.0124270000e-03	9.8804005691e+01	1.1379452796e-10                 	3.3527576247e-11                 	8.0266951709e-11                 	2.9463258778e-01                 	9.9937626584e-01                 
4.0254550000e-03	9.8484235979e+01	1.1322418849e-10                 	3.1918975618e-11                 	8.1305212874e-11                 	2.8190951106e-01                 	9.9937164370e-01                 
4.0385670000e-03	9.8164487587e+01	1.0873442682e-10                 	2.8872860471e-11                 	7.9861566352e-11                 	2.6553559268e-01                 	9.9937464995e-01                 
4.0517650000e-03	9.7844731899e+01	1.0364420737e-10                 	2.6388140695e-11                 	7.7256066676e-11                 	2.5460314054e-01                 	9.9937952068e-01                 
4.0650490000e-03	9.7524989279e+01	1.0170557448e-10                 	2.5539749746e-11                 	7.6165824732e-11                 	2.5111455176e-01                 	9.9937926033e-01                 
4.0784210000e-03	9.7205232158e+01	1.0027384629e-10                 	2.4648773653e-11                 	7.5625072634e-11                 	2.4581458242e-01                 	9.9937773126e-01                 
4.0918810000e-03	9.6885481308e+01	9.6752936279e-11                 	2.2828288604e-11                 	7.3924647675e-11                 	2.3594414270e-01                 	9.9937923496e-01                 
4.1054310000e-03	9.6565710188e+01	9.1065793942e-11                 	2.0825166709e-11                 	7.0240627232e-11                 	2.2868264590e-01                 	9.9938438881e-01                 
4.1190700000e-03	9.6245963322e+01	8.9955049600e-11                 	2.1013742695e-11                 	6.8941306905e-11                 	2.3360270255e-01                 	9.9938306992e-01                 
4.1328000000e-03	9.5926214707e+01	9.0208509441e-11                 	2.1933619035e-11                 	6.8274890406e-11                 	2.4314357005e-01                 	9.9938014091e-01                 
4.1466220000e-03	9.5606462355e+01	9.5067007667e-11                 	2.4196418446e-11                 	7.0870589221e-11                 	2.5451961769e-01                 	9.9936979374e-01                 
4.1605370000e-03	9.5286704611e+01	9.7993818466e-11                 	2.5250780253e-11                 	7.2743038213e-11                 	2.5767727647e-01                 	9.9936124362e-01                 
4.1745450000e-03	9.4966962901e+01	1.0155870308e-10                 	2.7039204305e-11                 	7.4519498775e-11                 	2.6624211894e-01                 	9.9935189349e-01                 
4.1886490000e-03	9.4647190572e+01	1.1052547807e-10                 	3.0043997723e-11                 	8.0481480347e-11                 	2.7182870636e-01                 	9.9933067464e-01                 
4.2028470000e-03	9.4327454733e+01	1.1184396762e-10                 	2.9352930385e-11                 	8.2491037230e-11                 	2.6244536036e-01                 	9.9932217590e-01                 
4.2171430000e-03	9.4007687228e+01	1.1284414361e-10                 	2.8894824874e-11                 	8.3949318740e-11                 	2.5605958758e-01                 	9.9931467266e-01                 
4.2315360000e-03	9.3687932737e+01	1.1301626724e-10                 	2.8082964768e-11                 	8.4933302474e-11                 	2.4848604058e-01                 	9.9930873632e-01                 
4.2445740000e-03	9.3400152793e+01	1.0720791616e-10                 	2.4983384806e-11                 	8.2224531351e-11                 	2.3303675420e-01                 	9.9931592352e-01                 
4.2460280000e-03	9.3368169061e+01	1.1060413222e-10                 	2.6481930446e-11                 	8.4122201770e-11                 	2.3942984693e-01                 	9.9930873763e-01                 
4.2503940000e-03	9.3272261381e+01	1.1433993868e-10                 	2.8344449158e-11                 	8.5995489517e-11                 	2.4789631241e-01                 	9.9930009186e-01                 
4.2518520000e-03	9.3240277447e+01	1.0888082544e-10                 	2.6021736589e-11                 	8.2859088849e-11                 	2.3899282986e-01                 	9.9931097822e-01                 
4.2533110000e-03	9.3208293525e+01	1.0034033614e-10                 	2.2552602927e-11                 	7.7787733217e-11                 	2.2476108606e-01                 	9.9932636625e-01                 
4.2591550000e-03	9.3080402132e+01	7.1520050554e-11                 	1.1577753993e-11                 	5.9942296561e-11                 	1.6188123335e-01                 	9.9936616754e-01                 
4.2606190000e-03	9.3048418585e+01	6.7708185254e-11                 	1.0203297763e-11                 	5.7504887491e-11                 	1.5069518884e-01                 	9.9937040434e-01                 
4.2753100000e-03	9.2728681696e+01	7.2301339746e-11                 	1.2420593240e-11                 	5.9880746506e-11                 	1.7178925430e-01                 	9.9936309963e-01                 
4.2901040000e-03	9.2408915994e+01	8.3434099109e-11                 	1.6903931385e-11                 	6.6530167724e-11                 	2.0260219221e-01                 	9.9934533516e-01                 
4.3050000000e-03	9.2089166119e+01	9.0084746691e-11                 	1.9556018794e-11                 	7.0528727896e-11                 	2.1708468429e-01                 	9.9933151098e-01                 
4.3200000000e-03	9.1769412070e+01	9.8984968031e-11                 	2.4232134225e-11                 	7.4752833807e-11                 	2.4480620347e-01                 	9.9931402294e-01                 
4.3275390000e-03	9.1609540698e+01	1.1476133428e-10                 	3.2209142926e-11                 	8.2552191352e-11                 	2.8066197669e-01                 	9.9928303593e-01                 
4.3351050000e-03	9.1449655808e+01	1.4037344312e-10                 	4.6237860183e-11                 	9.4135582935e-11                 	3.2939179346e-01                 	9.9921706854e-01                 
4.3381390000e-03	9.1385697909e+01	1.6309293547e-10                 	5.7913003555e-11                 	1.0517993191e-10                 	3.5509204239e-01                 	9.9912241863e-01                 
4.3396570000e-03	9.1353731445e+01	1.6906862445e-10                 	6.1145973758e-11                 	1.0792265069e-10                 	3.6166363781e-01                 	9.9908907828e-01                 
4.3411770000e-03	9.1321745264e+01	1.7257416939e-10                 	6.2820546945e-11                 	1.0975362244e-10                 	3.6402056674e-01                 	9.9906743752e-01                 
4.3426970000e-03	9.1289781475e+01	1.7527504395e-10                 	6.4337903987e-11                 	1.1093713996e-10                 	3.6706825192e-01                 	9.9905369126e-01                 
4.3442190000e-03	9.1257798040e+01	1.7829186216e-10                 	6.6539803747e-11                 	1.1175205841e-10                 	3.7320718368e-01                 	9.9904161584e-01                 
4.3457420000e-03	9.1225816015e+01	1.7847254266e-10                 	6.7138377238e-11                 	1.1133416542e-10                 	3.7618322817e-01                 	9.9905023993e-01                 
4.3472650000e-03	9.1193856400e+01	1.7770472873e-10                 	6.7566169740e-11                 	1.1013855899e-10                 	3.8021593585e-01                 	9.9906750845e-01                 
4.3487900000e-03	9.1161877244e+01	1.7737388370e-10                 	6.8820535737e-11                 	1.0855334796e-10                 	3.8799700555e-01                 	9.9908397720e-01                 
4.3503160000e-03	9.1129899562e+01	1.7667028989e-10                 	7.0186893434e-11                 	1.0648339645e-10                 	3.9727615480e-01                 	9.9910146426e-01                 
4.3518430000e-03	9.1097923372e+01	1.7459463132e-10                 	7.1138914602e-11                 	1.0345571671e-10                 	4.0745190196e-01                 	9.9912401866e-01                 
4.3549000000e-03	9.1033975554e+01	1.6864767993e-10                 	7.3701954252e-11                 	9.4945725678e-11                 	4.3701730307e-01                 	9.9916958917e-01                 
4.3579610000e-03	9.0970033954e+01	1.5679574680e-10                 	7.5571189720e-11                 	8.1224557085e-11                 	4.8197219159e-01                 	9.9921948677e-01                 
4.3610270000e-03	9.0906077890e+01	1.3400290177e-10                 	7.3767759993e-11                 	6.0235141782e-11                 	5.5049375063e-01                 	9.9927165178e-01                 
4.3640970000e-03	9.0842128427e+01	9.1106203464e-11                 	6.4081414000e-11                 	2.7024789463e-11                 	7.0337047933e-01                 	9.9932523484e-01                 
4.3656340000e-03	9.0810145821e+01	7.2635364108e-11                 	5.6444241376e-11                 	1.6191122733e-11                 	7.7709036182e-01                 	9.9934065455e-01                 
4.3733330000e-03	9.0650279808e+01	3.1249257967e-11                 	2.2491176435e-11                 	8.7580815311e-12                 	7.1973473609e-01                 	9.9937063584e-01                 
4.3810600000e-03	9.0490397333e+01	1.8871900111e-11                 	1.1650357756e-11                 	7.2215423557e-12                 	6.1733888411e-01                 	9.9937811341e-01                 
4.3965960000e-03	9.0170636588e+01	9.3389992785e-12                 	3.6483382362e-12                 	5.6906610423e-12                 	3.9065622851e-01                 	9.9938144016e-01                 
4.4280000000e-03	8.9531133727e+01	5.9854565264e-12                 	2.0263254835e-13                 	5.7828239781e-12                 	3.3854150883e-02                 	9.9937769343e-01                 
4.5085090000e-03	8.7932365255e+01	7.8596386304e-12                 	1.8305290256e-12                 	6.0291096047e-12                 	2.3290244141e-01                 	9.9935888521e-01                 
4.5920000000e-03	8.6333593236e+01	1.1196955642e-11                 	4.9017655439e-12                 	6.2951900981e-12                 	4.3777663327e-01                 	9.9933687999e-01                 
4.7686160000e-03	8.3136042018e+01	1.7572622834e-11                 	1.0694662465e-11                 	6.8779603690e-12                 	6.0859796320e-01                 	9.9928821674e-01                 
5.1660000000e-03	7.6740971766e+01	2.9150379947e-11                 	2.0867103468e-11                 	8.2832764793e-12                 	7.1584327565e-01                 	9.9917221384e-01                 
5.6356360000e-03	7.0345895324e+01	4.0987568193e-11                 	3.0884152583e-11                 	1.0103415609e-11                 	7.5350048674e-01                 	9.9902408625e-01                 
6.1992000000e-03	6.3950809805e+01	5.4425075860e-11                 	4.1926679408e-11                 	1.2498396452e-11                 	7.7035592042e-01                 	9.9883006242e-01                 
6.5254740000e-03	6.0753266374e+01	6.2155496727e-11                 	4.8181564328e-11                 	1.3973932400e-11                 	7.7517785014e-01                 	9.9870929506e-01                 
6.8880000000e-03	5.7555728824e+01	7.0741521481e-11                 	5.5048864277e-11                 	1.5692657204e-11                 	7.7816907418e-01                 	9.9856766093e-01                 
7.0848000000e-03	5.5956958579e+01	7.5438754662e-11                 	5.8783708228e-11                 	1.6655046433e-11                 	7.7922426599e-01                 	9.9848749745e-01                 
7.2931770000e-03	5.4358184388e+01	8.0455217326e-11                 	6.2751368356e-11                 	1.7703848969e-11                 	7.7995399729e-01                 	9.9839989700e-01                 
7.7490000000e-03	5.1160647844e+01	9.1331553101e-11                 	7.1275963555e-11                 	2.0055589545e-11                 	7.8040897297e-01                 	9.9819869958e-01                 
8.2656010000e-03	4.7963101551e+01	1.0364210494e-10                 	8.0808786313e-11                 	2.2833318627e-11                 	7.7969070929e-01                 	9.9795384373e-01                 
8.8560000000e-03	4.4765566863e+01	1.1768206703e-10                 	9.1562418576e-11                 	2.6119648456e-11                 	7.7804903402e-01                 	9.9765113499e-01                 
9.5372310000e-03	4.1568025367e+01	1.3350877426e-10                 	1.0349496196e-10                 	3.0013812303e-11                 	7.7519221138e-01                 	9.9726892828e-01                 
1.0332000000e-02	3.8370485883e+01	1.5131672577e-10                 	1.1665226311e-10                 	3.4664462667e-11                 	7.7091453381e-01                 	9.9677329277e-01                 
1.1271270000e-02	3.5172953903e+01	1.7120615975e-10                 	1.3101995198e-10                 	4.0186207774e-11                 	7.6527592330e-01                 	9.9611072972e-01                 
1.2398400000e-02	3.1975404902e+01	1.9248158419e-10                 	1.4575838800e-10                 	4.6723196190e-11                 	7.5725887551e-01                 	9.9519136118e-01                 
1.3050950000e-02	3.0376628532e+01	2.0354296883e-10                 	1.5311214718e-10                 	5.0430821652e-11                 	7.5223500992e-01                 	9.9458470319e-01                 
1.3776000000e-02	2.8777864412e+01	2.1454801127e-10                 	1.6013305744e-10                 	5.4414953834e-11                 	7.4637400034e-01                 	9.9384294412e-01                 
1.4586350000e-02	2.7179099647e+01	2.2516122368e-10                 	1.6649787742e-10                 	5.8663346257e-11                 	7.3946070598e-01                 	9.9292023858e-01                 
