0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	5.55e+04	7.20e+04	8.86e+04	1.04e+05	1.16e+05	1.23e+05	1.27e+05	1.29e+05	1.30e+05	1.30e+05	1.30e+05	1.30e+05	1.30e+05	1.30e+05	1.30e+05	1.30e+05	1.30e+05	1.30e+05	1.30e+05	1.30e+05	1.30e+05	1.30e+05	1.30e+05	1.30e+05	1.30e+05	1.30e+05	1.30e+05	1.30e+05	1.30e+05	1.30e+05	1.30e+05	1.30e+05	1.30e+05	1.30e+05	1.30e+05	1.30e+05	1.30e+05	1.30e+05	1.30e+05	
0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	3.44e+05	3.28e+05	3.12e+05	2.97e+05	2.85e+05	2.77e+05	2.73e+05	2.72e+05	2.71e+05	2.71e+05	2.71e+05	2.71e+05	2.71e+05	2.71e+05	2.71e+05	2.71e+05	2.71e+05	2.71e+05	2.71e+05	2.71e+05	2.71e+05	2.71e+05	2.71e+05	2.71e+05	2.71e+05	2.71e+05	2.71e+05	2.71e+05	2.71e+05	2.71e+05	2.71e+05	2.71e+05	2.71e+05	2.71e+05	2.71e+05	2.71e+05	2.71e+05	2.71e+05	2.71e+05	
0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	4.70e+04	6.20e+04	7.70e+04	9.07e+04	1.01e+05	1.08e+05	1.12e+05	1.13e+05	1.14e+05	1.14e+05	1.14e+05	1.14e+05	1.14e+05	1.14e+05	1.14e+05	1.14e+05	1.14e+05	1.14e+05	1.14e+05	1.14e+05	1.14e+05	1.14e+05	1.14e+05	1.14e+05	1.14e+05	1.14e+05	1.14e+05	1.14e+05	1.14e+05	1.14e+05	1.14e+05	1.14e+05	1.14e+05	1.14e+05	1.14e+05	1.14e+05	1.14e+05	1.14e+05	1.14e+05	
0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	-4.02e+03	-7.79e+02	2.52e+03	5.56e+03	7.97e+03	9.54e+03	1.04e+04	1.07e+04	1.09e+04	1.09e+04	1.09e+04	1.09e+04	1.09e+04	1.09e+04	1.09e+04	1.09e+04	1.09e+04	1.09e+04	1.09e+04	1.09e+04	1.09e+04	1.09e+04	1.09e+04	1.09e+04	1.09e+04	1.09e+04	1.09e+04	1.09e+04	1.09e+04	1.09e+04	1.09e+04	1.09e+04	1.09e+04	1.09e+04	1.09e+04	1.09e+04	1.09e+04	1.09e+04	1.09e+04	
0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	1.43e+05	1.31e+05	1.19e+05	1.08e+05	9.98e+04	9.42e+04	9.12e+04	9.00e+04	8.96e+04	8.94e+04	8.93e+04	8.93e+04	8.93e+04	8.93e+04	8.93e+04	8.93e+04	8.93e+04	8.93e+04	8.93e+04	8.93e+04	8.93e+04	8.93e+04	8.93e+04	8.93e+04	8.93e+04	8.93e+04	8.93e+04	8.93e+04	8.93e+04	8.93e+04	8.93e+04	8.93e+04	8.93e+04	8.93e+04	8.93e+04	8.93e+04	8.93e+04	8.93e+04	8.93e+04	
0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	1.94e+05	1.67e+05	1.39e+05	1.14e+05	9.38e+04	8.09e+04	7.41e+04	7.12e+04	7.02e+04	6.98e+04	6.97e+04	6.97e+04	6.97e+04	6.96e+04	6.96e+04	6.96e+04	6.96e+04	6.96e+04	6.96e+04	6.96e+04	6.96e+04	6.96e+04	6.96e+04	6.96e+04	6.96e+04	6.96e+04	6.96e+04	6.96e+04	6.96e+04	6.96e+04	6.96e+04	6.96e+04	6.96e+04	6.96e+04	6.96e+04	6.96e+04	6.96e+04	6.96e+04	6.96e+04	
0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	-7.82e+04	-9.25e+04	-1.07e+05	-1.20e+05	-1.30e+05	-1.37e+05	-1.40e+05	-1.42e+05	-1.42e+05	-1.43e+05	-1.43e+05	-1.43e+05	-1.43e+05	-1.43e+05	-1.43e+05	-1.43e+05	-1.43e+05	-1.43e+05	-1.43e+05	-1.43e+05	-1.43e+05	-1.43e+05	-1.43e+05	-1.43e+05	-1.43e+05	-1.43e+05	-1.43e+05	-1.43e+05	-1.43e+05	-1.43e+05	-1.43e+05	-1.43e+05	-1.43e+05	-1.43e+05	-1.43e+05	-1.43e+05	-1.43e+05	-1.43e+05	-1.43e+05	
0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	2.80e+05	2.97e+05	3.13e+05	3.29e+05	3.40e+05	3.48e+05	3.52e+05	3.54e+05	3.54e+05	3.55e+05	3.55e+05	3.55e+05	3.55e+05	3.55e+05	3.55e+05	3.55e+05	3.55e+05	3.55e+05	3.55e+05	3.55e+05	3.55e+05	3.55e+05	3.55e+05	3.55e+05	3.55e+05	3.55e+05	3.55e+05	3.55e+05	3.55e+05	3.55e+05	3.55e+05	3.55e+05	3.55e+05	3.55e+05	3.55e+05	3.55e+05	3.55e+05	3.55e+05	3.55e+05	
0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	2.94e+05	2.65e+05	2.37e+05	2.11e+05	1.90e+05	1.77e+05	1.69e+05	1.66e+05	1.65e+05	1.65e+05	1.65e+05	1.65e+05	1.65e+05	1.65e+05	1.65e+05	1.65e+05	1.65e+05	1.65e+05	1.65e+05	1.65e+05	1.65e+05	1.65e+05	1.65e+05	1.65e+05	1.65e+05	1.65e+05	1.65e+05	1.65e+05	1.65e+05	1.65e+05	1.65e+05	1.65e+05	1.65e+05	1.65e+05	1.65e+05	1.65e+05	1.65e+05	1.65e+05	1.65e+05	
0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	3.10e+05	3.00e+05	2.89e+05	2.80e+05	2.72e+05	2.67e+05	2.65e+05	2.64e+05	2.63e+05	2.63e+05	2.63e+05	2.63e+05	2.63e+05	2.63e+05	2.63e+05	2.63e+05	2.63e+05	2.63e+05	2.63e+05	2.63e+05	2.63e+05	2.63e+05	2.63e+05	2.63e+05	2.63e+05	2.63e+05	2.63e+05	2.63e+05	2.63e+05	2.63e+05	2.63e+05	2.63e+05	2.63e+05	2.63e+05	2.63e+05	2.63e+05	2.63e+05	2.63e+05	2.63e+05	
