1992.587307 0.001111 217.836914 3.695011e+11
1975.912937 0.001372 217.836914 4.563336e+11
1959.238566 0.001695 217.836914 5.635716e+11
1942.564195 0.002093 217.836914 6.960104e+11
1925.889824 0.002585 217.836914 8.595723e+11
1909.215453 0.003193 217.836914 1.061571e+12
1892.541083 0.003943 217.836914 1.311039e+12
1875.866712 0.004870 217.836914 1.619133e+12
1859.192341 0.006014 217.836914 1.999627e+12
1842.517970 0.007427 217.836914 2.469538e+12
1825.843600 0.009173 217.836914 3.049878e+12
1809.169229 0.011328 217.836914 3.766596e+12
1792.494858 0.013991 217.836914 4.651743e+12
1775.820487 0.017278 217.836914 5.744899e+12
1759.146116 0.021339 217.836914 7.094946e+12
1742.471746 0.026353 217.836914 8.762252e+12
1725.797375 0.032546 217.836914 1.082137e+13
1709.123004 0.040195 217.836914 1.336439e+13
1692.448633 0.049640 217.836914 1.650501e+13
1675.774263 0.061306 217.836914 2.038367e+13
1659.099892 0.075712 217.836914 2.517382e+13
1642.425521 0.093505 217.836914 3.108964e+13
1625.751150 0.115478 217.836914 3.839568e+13
1609.076780 0.142615 217.836914 4.741864e+13
1592.402409 0.176130 217.836914 5.856198e+13
1575.728038 0.217520 217.836914 7.232400e+13
1559.053667 0.268638 217.836914 8.932007e+13
1542.379296 0.331767 217.836914 1.103102e+14
1525.704926 0.409732 217.836914 1.362330e+14
1509.030555 0.506019 217.836914 1.682477e+14
1492.356184 0.624933 217.836914 2.077857e+14
1475.681813 0.771792 217.836914 2.566152e+14
1459.007443 0.953162 217.836914 3.169196e+14
1442.333072 1.177154 217.836914 3.913954e+14
1425.658701 1.453784 217.836914 4.833730e+14
1408.984330 1.795423 217.836914 5.969653e+14
1392.309959 2.217345 217.836914 7.372516e+14
1375.635589 2.738420 217.836914 9.105052e+14
1358.961218 3.381946 217.836914 1.124473e+15
1342.286847 4.176700 217.836914 1.388723e+15
1325.612476 5.158222 217.836914 1.715072e+15
1308.938106 6.370399 217.836914 2.118113e+15
1292.263735 7.867438 217.836914 2.615868e+15
1275.589364 9.716280 217.836914 3.230594e+15
1258.914993 11.999597 217.836914 3.989781e+15
1242.240623 14.819493 217.836914 4.927376e+15
1225.566252 18.302061 217.836914 6.085306e+15
1208.891881 22.603030 217.836914 7.515348e+15
1192.217510 27.914724 217.836914 9.281448e+15
1175.543139 34.474661 217.836914 1.146258e+16
1158.868769 42.576177 217.836914 1.415628e+16
1142.194398 52.581544 217.836914 1.748299e+16
1125.520027 64.938163 217.836914 2.159148e+16
1108.845656 80.198578 217.836914 2.666546e+16
