Type		STD		Rate at Bottom		Rate at Top
R		1		1.138219e-14		9.302331e-18		1.138219e-14		3.904598e-16
R		6		2.287671e-11		2.937384e-11		2.287671e-11		4.384531e-27
R		9		1.600000e-12		1.600000e-12		1.600000e-12		7.116307e-20
R		11		3.000000e-12		3.000000e-12		3.000000e-12		1.181686e-19
R		12		6.000000e-12		6.000000e-12		6.000000e-12		1.031424e-17
R		13		4.000000e-11		4.000000e-11		4.000000e-11		2.139583e-19
R		14		2.000000e-12		2.000000e-12		2.000000e-12		5.769699e-13
R		18		8.791446e-14		5.032039e-14		8.791446e-14		3.964786e-20
R		21		4.400000e-11		4.400000e-11		4.400000e-11		1.138649e-17
R		22		2.400000e-11		2.400000e-11		2.400000e-11		6.209547e-13
R		26		5.545771e-14		4.698097e-14		5.545771e-14		3.583004e-14
R		27		2.901760e-10		3.774312e-12		2.901760e-10		4.262655e-17
R		28		3.842213e-11		2.717203e-13		3.842213e-11		3.894832e-12
R		30		1.300000e-10		1.300000e-10		1.300000e-10		3.468992e-23
R		31		2.000000e-10		2.000000e-10		3.358469e+08		7.631020e-10
R		32		1.667549e-10		1.803574e-10		2.800206e+08		2.878603e+02
R		33		1.700000e-11		1.700000e-11		1.700000e-11		5.937922e-17
R		34		3.000000e-11		3.000000e-11		3.000000e-11		1.014323e-11
R		35		2.100000e-10		2.100000e-10		2.100000e-10		1.533436e-23
R		36		3.000000e-11		3.000000e-11		3.000000e-11		1.777886e-18
R		37		3.000000e-11		3.000000e-11		3.000000e-11		2.380291e-14
R		38		3.000000e-11		3.000000e-11		3.000000e-11		1.574527e-18
R		39		4.252498e-12		1.280373e-12		4.252498e-12		2.932719e-18
R		42		6.503757e-10		1.061607e-10		6.503757e-10		2.262401e-23
R		43		9.211525e-11		1.737809e-11		5.485551e-29		2.237345e-36
R		44		7.000000e-11		7.000000e-11		7.000000e-11		1.838944e-15
R		45		4.000000e-11		4.000000e-11		4.000000e-11		1.980829e-18
R		46		2.000000e-12		2.000000e-12		2.000000e-12		7.647309e-22
R		47		3.000000e-11		3.000000e-11		3.000000e-11		4.897175e-24
R		48		2.208024e-12		4.814439e-13		2.208024e-12		2.883790e-14
R		49		1.975336e-12		5.207783e-14		1.975336e-12		2.001815e-14
R		50		3.000000e-11		3.000000e-11		3.000000e-11		8.822205e-21
R		51		7.431860e-11		2.936215e-12		7.431860e-11		3.183190e-14
R		52		6.647326e-14		9.359772e-15		6.647326e-14		1.287847e-10
R		53		7.542371e-11		2.979876e-12		7.542371e-11		2.860424e-09
R		54		8.462006e-13		1.440821e-13		8.462006e-13		1.457824e-08
R		58		8.300000e-12		8.300000e-12		8.300000e-12		1.154771e-17
R		59		1.640047e-11		1.841977e-11		1.640047e-11		1.822422e-17
R		60		5.400000e-11		5.400000e-11		5.400000e-11		2.602474e-14
R		61		4.150225e-13		8.083218e-13		4.150225e-13		1.070718e-14
R		63		7.827515e-10		4.899390e-12		7.827515e-10		1.307047e-17
R		64		4.941553e-13		7.495643e-13		4.941553e-13		6.567797e-19
R		65		7.906598e-10		2.130393e-12		7.906598e-10		8.146589e-17
R		66		1.527673e-09		7.027876e-12		1.527673e-09		2.579718e-13
R		67		4.000000e-11		4.000000e-11		4.000000e-11		2.553411e-19
R		68		4.000000e-11		4.000000e-11		4.000000e-11		1.707677e-14
R		69		1.975336e-12		5.207783e-14		1.975336e-12		3.341997e-13
R		70		3.000000e-11		3.000000e-11		5.037703e+07		6.139579e+10
R		71		2.000000e-10		2.000000e-10		2.000000e-10		9.819016e-19
R		73		6.000000e-11		6.000000e-11		6.000000e-11		1.721797e-20
R		74		4.199173e-13		1.071389e-13		4.199173e-13		6.912629e-16
R		75		4.000000e-11		4.000000e-11		4.000000e-11		7.541317e-20
R		76		4.000000e-12		4.000000e-12		4.000000e-12		5.461573e-19
R		77		4.000000e-11		4.000000e-11		4.000000e-11		6.677359e-15
R		78		1.748246e-13		5.956588e-14		1.748246e-13		3.549445e-19
R		79		1.200650e-13		7.637368e-14		1.200650e-13		4.368564e-16
R		80		5.000000e-13		5.000000e-13		5.000000e-13		8.797869e-15
R		81		9.100000e-12		9.100000e-12		9.100000e-12		1.105168e-15
R		82		4.000000e-11		4.000000e-11		4.000000e-11		3.593019e-19
R		83		4.000000e-11		4.000000e-11		4.000000e-11		9.967708e-15
R		84		4.900000e-13		4.900000e-13		4.900000e-13		5.164863e-11
R		85		6.458333e-14		7.264461e-14		3.845999e-32		6.994466e-39
R		86		3.940678e-14		4.432552e-14		2.346711e-32		4.245342e-48
R		87		6.058591e-13		7.561313e-14		6.058591e-13		1.337510e-06
R		91		2.831061e-12		2.625450e-12		2.831061e-12		1.180249e-13
R		93		5.550605e-10		9.222212e-12		5.550605e-10		2.723714e-12
R		95		1.127517e-12		3.409843e-14		1.127517e-12		6.900098e-13
R		97		3.473521e-14		2.102348e-15		3.473521e-14		5.794973e-09
R		108		1.000000e-10		1.000000e-10		1.000000e-10		2.207029e-20
R		109		1.500000e-10		1.500000e-10		1.500000e-10		2.174982e-19
R		110		1.500000e-11		1.500000e-11		1.500000e-11		2.760450e-14
R		111		1.178126e-11		1.006209e-11		7.015851e-30		2.413842e-41
R		112		2.000000e-10		2.000000e-10		2.000000e-10		2.567745e-14
R		113		1.500000e-10		1.500000e-10		1.500000e-10		1.147562e-19
R		114		3.000000e-10		3.000000e-10		3.000000e-10		5.217156e-17
R		118		5.200000e-12		5.200000e-12		5.200000e-12		4.856991e-16
R		123		3.900000e-14		3.900000e-14		3.900000e-14		2.428237e-20
R		127		3.000000e-10		3.000000e-10		5.037703e+08		5.521880e+02
R		128		2.234510e-12		3.092349e-14		2.234510e-12		9.241383e-11
R		130		1.741730e-10		3.412101e-11		1.741730e-10		9.484139e-20
R		131		3.447221e-10		2.918038e-10		5.788692e+08		3.528687e+03
R		132		2.000000e-11		2.000000e-11		2.000000e-11		7.999705e-19
R		133		2.200000e-11		2.200000e-11		2.200000e-11		1.649878e-13
R		134		1.200000e-11		1.200000e-11		1.200000e-11		6.426160e-15
R		136		6.302814e-12		2.385844e-12		1.058390e+07		2.436904e+06
R		137		4.061332e-11		2.142568e-11		4.061332e-11		2.310805e-18
R		138		6.605781e-11		3.484900e-11		6.605781e-11		6.972182e-19
R		140		6.000000e-11		6.000000e-11		6.000000e-11		1.198698e-13
R		141		3.000000e-12		3.000000e-12		3.000000e-12		1.062702e-19
R		142		3.320000e-11		3.320000e-11		3.320000e-11		5.380426e-17
R		143		2.852733e-10		2.654086e-11		2.852733e-10		4.103084e-17
R		144		4.980000e-11		4.980000e-11		4.980000e-11		2.335684e-15
R		145		1.284258e-10		1.251527e-10		1.284258e-10		9.066089e-13
R		146		1.232025e-11		1.616230e-11		1.232025e-11		4.914364e-12
R		148		5.566686e-10		7.537880e-11		5.566686e-10		1.118605e-13
R		149		1.716993e-11		1.735029e-12		1.716993e-11		1.171031e-12
R		152		3.216040e-10		3.110611e-10		5.400484e+08		1.984670e+03
R		153		0.000000e+00		0.000000e+00		0.000000e+00		0.000000e+00
R		154		1.000000e-11		1.000000e-11		1.000000e-11		2.580715e-21
R		155		1.600000e-10		1.600000e-10		1.600000e-10		1.287604e-16
R		156		2.576005e-11		8.866254e-13		2.576005e-11		8.187313e-21
R		157		6.928738e-10		1.681958e-11		6.928738e-10		6.799772e-13
R		158		1.787723e-10		7.990589e-11		1.787723e-10		3.110464e-15
R		159		1.112664e-10		2.183541e-12		1.112664e-10		5.664920e-13
R		160		9.739599e-14		7.344160e-14		9.739599e-14		6.899765e-29
R		162		1.500000e-10		1.500000e-10		1.500000e-10		2.977204e-20
R		167		1.113391e-11		6.469645e-12		1.113391e-11		1.027892e-20
R		168		1.813031e-12		1.025297e-12		1.813031e-12		2.370106e-15
R		180		7.200000e-11		7.200000e-11		7.200000e-11		6.217044e-16
R		181		1.600000e-12		1.600000e-12		1.600000e-12		1.489258e-18
R		182		6.900000e-12		6.900000e-12		6.900000e-12		1.466231e-17
R		192		1.255465e-10		1.089540e-10		1.255465e-10		4.114439e-21
R		195		8.345394e-10		9.426700e-11		8.345394e-10		1.048215e-10
R		196		5.309277e-15		1.436203e-17		8.915520e+03		4.342040e+03
R		197		6.702157e-11		2.047481e-12		6.702157e-11		1.495778e-11
R		199		6.289604e-12		3.440802e-12		1.056172e+07		2.658960e+08
R		200		7.547525e-12		4.128963e-12		7.547525e-12		2.869223e-16
R		205		2.393017e-12		4.589595e-14		2.393017e-12		3.129261e-06
R		214		1.305519e-14		3.284348e-17		1.305519e-14		5.696028e-14
R		215		2.458545e-10		1.728470e-11		2.458545e-10		2.414655e-10
R		217		9.080170e-14		1.261702e-15		9.080170e-14		1.025331e-08
R		218		1.035309e-11		1.161029e-11		1.738526e+07		6.241350e+05
R		221		2.144058e-14		2.347097e-14		2.144058e-14		3.963659e-16
R		222		1.148872e-13		3.296149e-14		1.148872e-13		7.064741e-10
R		223		1.294287e-14		1.116477e-14		1.294287e-14		1.669446e-11
R		224		2.144058e-14		2.347097e-14		2.144058e-14		1.342053e-15
R		225		3.698922e-15		2.499187e-15		3.698922e-15		2.226816e-17
R		226		1.254926e-12		2.777853e-13		1.254926e-12		4.378191e-08
R		227		7.524617e-14		2.626382e-14		7.524617e-14		4.091179e-14
R		244		7.073597e-13		2.153451e-14		7.073597e-13		1.144048e-12
R		245		3.955637e-15		1.183722e-15		3.955637e-15		1.527443e-18
R		246		5.000000e-11		5.000000e-11		2.977548e-29		4.333413e-42
R		247		5.000000e-11		5.000000e-11		2.977548e-29		1.264819e-40
R		248		3.955637e-15		1.183722e-15		3.955637e-15		1.447981e-16
R		250		5.000000e-13		5.000000e-13		5.000000e-13		7.662000e-18
R		251		5.000000e-13		5.000000e-13		5.000000e-13		6.872710e-13
R		254		4.878655e-13		6.116972e-13		4.878655e-13		8.862519e-11
R		257		3.866910e-13		4.402367e-13		3.866910e-13		4.046891e-16
R		261		8.926120e-15		7.699839e-15		5.315589e-33		3.732738e-43
R		388		6.000000e-10		6.000000e-10		6.000000e-10		1.017975e-22
R		389		1.700000e-11		1.700000e-11		1.700000e-11		1.189882e-18
R		390		8.841416e-12		4.445118e-12		8.841416e-12		1.961998e-14
R		391		1.578060e-10		3.499071e-11		1.578060e-10		7.243572e-18
R		393		9.865712e-11		8.910691e-11		1.656684e+08		1.215689e+00
R		394		9.865712e-11		8.910691e-11		9.865712e-11		2.631809e-18
R		395		1.600000e-10		1.600000e-10		1.600000e-10		7.061981e-16
R		396		5.730135e-11		1.163693e-11		5.730135e-11		1.312887e-14
R		397		1.416714e-10		1.636157e-11		1.416714e-10		1.653776e-12
R		398		8.981646e-11		2.313471e-11		8.981646e-11		1.957412e-16
R		399		8.185907e-12		1.662418e-12		8.185907e-12		1.004384e-18
R		400		6.968817e-12		5.551352e-12		6.968817e-12		2.136244e-14
R		401		1.394811e-11		1.001003e-11		1.394811e-11		7.971920e-19
R		402		7.147264e-11		7.400762e-11		1.200193e+08		2.801067e+04
R		403		1.330000e-10		1.330000e-10		1.330000e-10		4.928359e-14
R		404		7.147264e-12		7.400762e-12		7.147264e-12		1.935823e-19
R		405		2.670000e-11		2.670000e-11		2.670000e-11		5.392525e-21
R		406		2.389633e-10		2.838102e-11		2.389633e-10		3.239830e-17
R		407		1.451317e-11		7.079875e-12		1.451317e-11		3.787077e-14
R		408		6.600000e-11		6.600000e-11		6.600000e-11		9.576034e-30
R		409		7.200000e-12		7.200000e-12		7.200000e-12		1.616574e-12
R		410		5.000000e-11		5.000000e-11		5.000000e-11		1.111370e-20
R		411		1.200000e-10		1.200000e-10		7.146114e-29		3.198248e-42
R		412		7.300000e-11		7.300000e-11		7.300000e-11		3.220541e-30
R		413		5.915600e-11		2.419114e-11		5.915600e-11		2.650836e-14
R		414		2.418664e-16		1.287229e-15		4.061503e+02		8.346671e-01
R		415		1.400000e-10		1.400000e-10		1.400000e-10		1.415307e-17
R		416		5.720000e-11		5.720000e-11		3.406314e-29		1.028936e-42
R		419		7.000000e-11		7.000000e-11		7.000000e-11		1.333942e-20
R		420		2.500000e-11		2.500000e-11		2.500000e-11		8.563619e-15
R		421		3.865252e-15		1.122412e-15		3.865252e-15		2.283683e-34
R		422		8.300000e-11		8.300000e-11		8.300000e-11		1.213783e-17
R		423		3.332532e-10		1.683697e-11		3.332532e-10		5.026229e-13
R		424		9.604695e-12		4.713750e-12		9.604695e-12		9.030212e-13
R		425		1.896133e-11		9.221940e-12		1.896133e-11		9.987432e-20
R		426		5.000000e-11		5.000000e-11		5.000000e-11		7.328013e-21
R		427		5.000000e-11		5.000000e-11		5.000000e-11		2.387382e-21
R		428		1.440000e-11		1.440000e-11		1.440000e-11		1.956007e-22
R		433		2.075656e-10		8.649765e-12		2.075656e-10		6.387094e-12
R		434		8.805446e-13		4.817123e-13		8.805446e-13		8.222517e-16
R		441		3.142382e-11		3.337761e-11		3.142382e-11		5.237301e-17
R		444		4.962174e-12		2.665935e-12		4.962174e-12		1.829439e-23
R		445		2.262066e-11		2.345433e-11		2.262066e-11		4.262103e-12
