Layer	    Height	  log(P)	      cp	   lapse	nClouds	isconv	Conv_Region	  Pot_Temp	Temp_center
1	  9.526567	7.198020	40.267787	0.206479	0	0	0	0.000000e+00	2039.871381
2	 19.033437	7.095009	40.257550	0.206532	0	0	0	0.000000e+00	2035.242980
3	 28.497087	6.991999	40.238162	0.206632	0	0	0	0.000000e+00	2025.543995
4	 37.908457	6.888989	40.215988	0.206745	0	0	0	0.000000e+00	2013.950959
5	 47.256022	6.785978	40.189599	0.206881	0	0	0	0.000000e+00	1999.915535
6	 56.529688	6.682968	40.159491	0.207036	0	0	0	0.000000e+00	1983.756560
7	 65.723157	6.579958	40.126836	0.207205	0	0	0	0.000000e+00	1966.277610
8	 74.835481	6.476948	40.093404	0.207378	0	0	0	0.000000e+00	1948.610043
9	 83.871058	6.373937	40.061111	0.207545	0	0	0	0.000000e+00	1931.885022
10	 92.837346	6.270927	40.030780	0.207702	0	0	0	0.000000e+00	1916.733554
11	101.742576	6.167917	40.003088	0.207846	0	0	0	0.000000e+00	1903.329258
12	110.594154	6.064906	39.978100	0.207976	0	0	0	0.000000e+00	1891.507834
13	119.397577	5.961896	39.954680	0.208098	0	0	0	0.000000e+00	1880.848597
14	128.155333	5.858886	39.932181	0.208215	0	0	0	0.000000e+00	1870.734584
15	136.866358	5.755875	39.909289	0.208334	0	0	0	0.000000e+00	1860.417344
16	145.527084	5.652865	39.884507	0.208464	0	0	0	0.000000e+00	1849.351094
17	154.132218	5.549855	39.857756	0.208604	0	0	0	0.000000e+00	1837.196771
18	162.674967	5.446845	39.828174	0.208759	0	0	0	0.000000e+00	1823.630314
19	171.147674	5.343834	39.795095	0.208932	0	0	0	0.000000e+00	1808.462621
20	179.542443	5.240824	39.758415	0.209125	0	0	0	0.000000e+00	1791.648468
21	187.851303	5.137814	39.718193	0.209337	0	0	0	0.000000e+00	1773.182284
22	196.066337	5.034803	39.673727	0.209571	0	0	0	0.000000e+00	1753.057531
23	204.179456	4.931793	39.624538	0.209831	0	0	0	0.000000e+00	1731.234125
24	212.180077	4.828783	39.569695	0.210122	0	0	0	0.000000e+00	1707.205577
25	220.055083	4.725772	39.506733	0.210457	0	0	0	0.000000e+00	1680.407669
26	227.791832	4.622762	39.435517	0.210837	0	0	0	0.000000e+00	1650.960187
27	235.380978	4.519752	39.356087	0.211263	0	0	0	0.000000e+00	1619.534200
28	242.817872	4.416742	39.269960	0.211726	0	0	0	0.000000e+00	1587.116900
29	250.102203	4.313731	39.180010	0.212212	0	0	0	0.000000e+00	1554.656539
30	257.237161	4.210721	39.087299	0.212715	0	0	0	0.000000e+00	1522.868857
31	264.227947	4.107711	38.993410	0.213228	0	0	0	0.000000e+00	1492.187286
32	271.083180	4.004700	38.900635	0.213736	0	0	0	0.000000e+00	1463.326933
33	277.816325	3.901690	38.812856	0.214220	0	0	0	0.000000e+00	1437.313177
34	284.434936	3.798680	38.727185	0.214693	0	0	0	0.000000e+00	1412.909199
35	290.939481	3.695669	38.638600	0.215186	0	0	0	0.000000e+00	1388.614714
36	297.331545	3.592659	38.547057	0.215697	0	0	0	0.000000e+00	1364.648293
37	303.613508	3.489649	38.453587	0.216221	0	0	0	0.000000e+00	1341.189015
38	309.789524	3.386639	38.360032	0.216748	0	0	0	0.000000e+00	1318.618843
39	315.866210	3.283628	38.248476	0.217380	0	0	0	0.000000e+00	1297.444436
40	321.852936	3.180618	38.174235	0.217803	0	0	0	0.000000e+00	1278.245995
41	327.762325	3.077608	38.106569	0.218190	0	0	0	0.000000e+00	1261.719035
42	333.606881	2.974597	38.047124	0.218531	0	0	0	0.000000e+00	1247.842031
43	339.391203	2.871587	37.989511	0.218862	0	0	0	0.000000e+00	1234.933984
44	345.114101	2.768577	37.928472	0.219215	0	0	0	0.000000e+00	1221.769327
45	350.775378	2.665566	37.865340	0.219580	0	0	0	0.000000e+00	1208.572005
46	356.375355	2.562556	37.806799	0.219920	0	0	0	0.000000e+00	1195.456663
47	361.913557	2.459546	37.740837	0.220304	0	0	0	0.000000e+00	1182.248096
48	367.388910	2.356536	37.671462	0.220710	0	0	0	0.000000e+00	1168.805595
49	372.800425	2.253525	37.599240	0.221134	0	0	0	0.000000e+00	1155.160194
50	378.148490	2.150515	37.525974	0.221566	0	0	0	0.000000e+00	1141.608997
51	383.436102	2.047505	37.453828	0.221993	0	0	0	0.000000e+00	1128.681802
52	388.666371	1.944494	37.384375	0.222405	0	0	0	0.000000e+00	1116.430536
53	393.838409	1.841484	37.311952	0.222837	0	0	0	0.000000e+00	1103.985171
54	398.949976	1.738474	37.235318	0.223295	0	0	0	0.000000e+00	1091.071016
55	404.000976	1.635463	37.157189	0.223765	0	0	0	0.000000e+00	1078.146601
56	408.992371	1.532453	37.078502	0.224240	0	0	0	0.000000e+00	1065.423750
57	413.925743	1.429443	37.001003	0.224709	0	0	0	0.000000e+00	1053.051452
58	418.803318	1.326433	36.924339	0.225176	0	0	0	0.000000e+00	1041.135301
59	423.627888	1.223422	36.850481	0.225627	0	0	0	0.000000e+00	1029.816873
60	428.403142	1.120412	36.780255	0.226058	0	0	0	0.000000e+00	1019.271601
61	433.133049	1.017402	36.714567	0.226462	0	0	0	0.000000e+00	1009.565204
62	437.820245	0.914391	36.652470	0.226846	0	0	0	0.000000e+00	1000.430950
63	442.465884	0.811381	36.590572	0.227230	0	0	0	0.000000e+00	991.526944
64	447.071182	0.708371	36.530217	0.227605	0	0	0	0.000000e+00	982.890513
65	451.638115	0.605360	36.471868	0.227969	0	0	0	0.000000e+00	974.667925
66	456.168664	0.502350	36.415926	0.228320	0	0	0	0.000000e+00	966.865987
67	460.664736	0.399340	36.362244	0.228657	0	0	0	0.000000e+00	959.466799
68	465.127957	0.296330	36.310989	0.228979	0	0	0	0.000000e+00	952.420940
69	469.559683	0.193319	36.260611	0.229298	0	0	0	0.000000e+00	945.647790
70	473.960620	0.090309	36.212078	0.229605	0	0	0	0.000000e+00	939.048287
71	478.331223	-0.012701	36.163157	0.229916	0	0	0	0.000000e+00	932.532835
72	482.671626	-0.115712	36.114501	0.230225	0	0	0	0.000000e+00	926.055384
73	486.982164	-0.218722	36.065069	0.230541	0	0	0	0.000000e+00	919.632204
74	491.263264	-0.321732	36.017061	0.230848	0	0	0	0.000000e+00	913.322080
75	495.515832	-0.424743	35.969535	0.231153	0	0	0	0.000000e+00	907.192467
76	499.740878	-0.527753	35.923658	0.231448	0	0	0	0.000000e+00	901.284580
77	503.939512	-0.630763	35.879101	0.231736	0	0	0	0.000000e+00	895.608857
78	508.112931	-0.733773	35.836524	0.232011	0	0	0	0.000000e+00	890.192907
79	512.262506	-0.836784	35.796006	0.232274	0	0	0	0.000000e+00	885.069037
80	516.389598	-0.939794	35.757670	0.232523	0	0	0	0.000000e+00	880.237220
81	520.495467	-1.042804	35.721450	0.232759	0	0	0	0.000000e+00	875.677339
82	524.581354	-1.145815	35.686180	0.232989	0	0	0	0.000000e+00	871.363108
83	528.648231	-1.248825	35.652992	0.233205	0	0	0	0.000000e+00	867.268019
84	532.696976	-1.351835	35.621366	0.233412	0	0	0	0.000000e+00	863.364071
85	536.728349	-1.454846	35.590767	0.233613	0	0	0	0.000000e+00	859.620211
86	540.742871	-1.557856	35.562059	0.233802	0	0	0	0.000000e+00	856.009251
87	544.741308	-1.660866	35.532568	0.233996	0	0	0	0.000000e+00	852.524994
88	548.724292	-1.763876	35.505169	0.234176	0	0	0	0.000000e+00	849.196647
89	552.692877	-1.866887	35.479699	0.234344	0	0	0	0.000000e+00	846.096800
90	556.648715	-1.969897	35.456583	0.234497	0	0	0	0.000000e+00	843.340983
91	560.594033	-2.072907	35.437789	0.234622	0	0	0	0.000000e+00	841.068709
92	564.531686	-2.175918	35.423972	0.234713	0	0	0	0.000000e+00	839.404386
93	568.464859	-2.278928	35.415312	0.234771	0	0	0	0.000000e+00	838.411541
94	572.396592	-2.381938	35.411926	0.234793	0	0	0	0.000000e+00	838.065587
95	576.329390	-2.484949	35.413333	0.234784	0	0	0	0.000000e+00	838.261694
96	580.265142	-2.587959	35.417791	0.234754	0	0	0	0.000000e+00	838.857183
97	584.205201	-2.690969	35.424409	0.234710	0	0	0	0.000000e+00	839.738435
98	588.150836	-2.793979	35.433887	0.234647	0	0	0	0.000000e+00	840.904031
99	592.104242	-2.896990	35.447671	0.234556	0	0	0	0.000000e+00	842.547279
100	596.069775	-3.000000	35.467855	0.234423	0	0	0	0.000000e+00	845.098407
