Layer	  Height	  log(P)	Temp_bound.	     Rflux	 isequil	dt
0	0.000000	7.301030	2832.271256	 -0.000000	0	1.226646e-04
1	4.426597	7.198020	2738.798926	 -0.000000	0	4.546201e-01
2	8.695350	7.095009	2648.807298	  0.000000	0	4.546201e-01
3	12.813759	6.991999	2562.096911	 -0.000000	0	1.237703e+00
4	16.789345	6.888989	2478.449887	  0.000000	0	1.237703e+00
5	20.628970	6.785978	2397.666242	  0.000000	0	1.237703e+00
6	24.338902	6.682968	2319.562687	 -0.000000	0	1.237703e+00
7	27.924838	6.579958	2243.973439	 -0.000000	0	1.237703e+00
8	31.391887	6.476948	2170.753446	 -0.000000	0	1.237703e+00
9	34.744586	6.373937	2099.780415	  0.000000	0	1.237703e+00
10	37.986979	6.270927	2030.953374	  0.000000	0	1.237703e+00
11	41.153207	6.167917	2002.992998	  0.000000	0	1.237703e+00
12	44.307898	6.064906	2016.231559	 -0.000000	0	1.237703e+00
13	47.491954	5.961896	2040.126224	  0.000000	0	1.237703e+00
14	50.717685	5.858886	2068.732836	 -0.000000	0	1.237703e+00
15	53.989470	5.755875	2097.742102	  0.000000	0	1.237703e+00
16	57.306300	5.652865	2124.362363	 -0.000000	0	1.237703e+00
17	60.663947	5.549855	2147.201019	  0.000000	0	1.237703e+00
18	64.056540	5.446845	2165.639100	  0.000000	0	1.237703e+00
19	67.477357	5.343834	2179.408783	 -0.000000	0	1.237703e+00
20	70.919271	5.240824	2188.550410	 -0.000000	0	1.237703e+00
21	74.374949	5.137814	2193.050792	 -0.000000	0	1.237703e+00
22	77.837025	5.034803	2193.132492	 -0.000000	0	1.237703e+00
23	81.298553	4.931793	2189.315154	  0.000000	0	1.237703e+00
24	84.752948	4.828783	2181.688225	 -0.000000	0	1.237703e+00
25	88.194025	4.725772	2170.733220	 -0.000000	0	1.237703e+00
26	91.616528	4.622762	2157.141523	 -0.000000	0	1.237703e+00
27	95.016414	4.519752	2141.652342	 -0.000000	0	1.237703e+00
28	98.390891	4.416742	2124.970193	 -0.000000	0	1.237703e+00
29	101.738379	4.313731	2107.757979	 -0.000000	0	1.237703e+00
30	105.058396	4.210721	2090.595998	 -0.000000	0	1.237703e+00
31	108.351398	4.107711	2073.959110	 -0.000000	0	1.237703e+00
