Layer	  log(P)	nClouds	Molec.   7	Cloud    7	Molec.   9	Cloud    9
1	7.198020	0	1.5247e-03	0.0000e+00	5.6408e-05	0.0000e+00
2	7.095009	0	1.2447e-03	0.0000e+00	4.6190e-05	0.0000e+00
3	6.991999	0	1.0128e-03	0.0000e+00	3.7863e-05	0.0000e+00
4	6.888989	0	8.2664e-04	0.0000e+00	3.1461e-05	0.0000e+00
5	6.785978	0	6.7684e-04	0.0000e+00	2.6464e-05	0.0000e+00
6	6.682968	0	5.5609e-04	0.0000e+00	2.2527e-05	0.0000e+00
7	6.579958	0	4.5936e-04	0.0000e+00	1.9420e-05	0.0000e+00
8	6.476948	0	3.8226e-04	0.0000e+00	1.6953e-05	0.0000e+00
9	6.373937	0	3.2079e-04	0.0000e+00	1.4950e-05	0.0000e+00
10	6.270927	0	2.7064e-04	0.0000e+00	1.3220e-05	0.0000e+00
11	6.167917	0	2.2791e-04	0.0000e+00	1.1607e-05	0.0000e+00
12	6.064906	0	1.8961e-04	0.0000e+00	1.0033e-05	0.0000e+00
13	5.961896	0	1.5504e-04	0.0000e+00	8.5200e-06	0.0000e+00
14	5.858886	0	1.2485e-04	0.0000e+00	7.1376e-06	0.0000e+00
15	5.755875	0	9.9961e-05	0.0000e+00	5.9477e-06	0.0000e+00
16	5.652865	0	8.0075e-05	0.0000e+00	4.9624e-06	0.0000e+00
17	5.549855	0	6.4283e-05	0.0000e+00	4.1495e-06	0.0000e+00
18	5.446845	0	5.1463e-05	0.0000e+00	3.4622e-06	0.0000e+00
19	5.343834	0	4.0930e-05	0.0000e+00	2.8695e-06	0.0000e+00
20	5.240824	0	3.2331e-05	0.0000e+00	2.3608e-06	0.0000e+00
21	5.137814	0	2.5468e-05	0.0000e+00	1.9341e-06	0.0000e+00
22	5.034803	0	2.0071e-05	0.0000e+00	1.5833e-06	0.0000e+00
23	4.931793	0	1.5852e-05	0.0000e+00	1.2979e-06	0.0000e+00
24	4.828783	0	1.2557e-05	0.0000e+00	1.0663e-06	0.0000e+00
25	4.725772	0	9.9706e-06	0.0000e+00	8.7814e-07	0.0000e+00
26	4.622762	0	7.9389e-06	0.0000e+00	7.2520e-07	0.0000e+00
27	4.519752	0	6.3353e-06	0.0000e+00	6.0059e-07	0.0000e+00
28	4.416742	0	5.0700e-06	0.0000e+00	4.9897e-07	0.0000e+00
29	4.313731	0	4.0676e-06	0.0000e+00	4.1616e-07	0.0000e+00
30	4.210721	0	3.2735e-06	0.0000e+00	3.4861e-07	0.0000e+00
31	4.107711	0	2.6394e-06	0.0000e+00	2.9263e-07	0.0000e+00
32	4.004700	0	2.1201e-06	0.0000e+00	2.4436e-07	0.0000e+00
33	3.901690	0	1.6938e-06	0.0000e+00	2.0216e-07	0.0000e+00
34	3.798680	0	1.3482e-06	0.0000e+00	1.6610e-07	0.0000e+00
35	3.695669	0	1.0727e-06	0.0000e+00	1.3631e-07	0.0000e+00
36	3.592659	0	8.5545e-07	0.0000e+00	1.1206e-07	0.0000e+00
37	3.489649	0	6.8227e-07	0.0000e+00	9.2162e-08	0.0000e+00
38	3.386639	0	5.4463e-07	0.0000e+00	7.5815e-08	0.0000e+00
39	3.283628	0	4.3467e-07	0.0000e+00	6.2318e-08	0.0000e+00
40	3.180618	0	3.4651e-07	0.0000e+00	5.1055e-08	0.0000e+00
41	3.077608	0	2.7562e-07	0.0000e+00	4.1567e-08	0.0000e+00
42	2.974597	0	2.1871e-07	0.0000e+00	3.3643e-08	0.0000e+00
43	2.871587	0	1.7355e-07	0.0000e+00	2.7180e-08	0.0000e+00
44	2.768577	0	1.3791e-07	0.0000e+00	2.2003e-08	0.0000e+00
45	2.665566	0	1.0973e-07	0.0000e+00	1.7855e-08	0.0000e+00
46	2.562556	0	8.7359e-08	0.0000e+00	1.4490e-08	0.0000e+00
47	2.459546	0	6.9576e-08	0.0000e+00	1.1740e-08	0.0000e+00
48	2.356536	0	5.5292e-08	0.0000e+00	9.4838e-09	0.0000e+00
49	2.253525	0	4.3903e-08	0.0000e+00	7.6253e-09	0.0000e+00
50	2.150515	0	3.4773e-08	0.0000e+00	6.0878e-09	0.0000e+00
51	2.047505	0	2.7477e-08	0.0000e+00	4.8259e-09	0.0000e+00
52	1.944494	0	2.1701e-08	0.0000e+00	3.8176e-09	0.0000e+00
53	1.841484	0	1.7164e-08	0.0000e+00	3.0314e-09	0.0000e+00
54	1.738474	0	1.3610e-08	0.0000e+00	2.4207e-09	0.0000e+00
55	1.635463	0	1.0800e-08	0.0000e+00	1.9383e-09	0.0000e+00
56	1.532453	0	8.5681e-09	0.0000e+00	1.5514e-09	0.0000e+00
57	1.429443	0	6.7958e-09	0.0000e+00	1.2396e-09	0.0000e+00
58	1.326433	0	5.3839e-09	0.0000e+00	9.8807e-10	0.0000e+00
59	1.223422	0	4.2614e-09	0.0000e+00	7.8556e-10	0.0000e+00
60	1.120412	0	3.3691e-09	0.0000e+00	6.2313e-10	0.0000e+00
61	1.017402	0	2.6625e-09	0.0000e+00	4.9370e-10	0.0000e+00
62	0.914391	0	2.1046e-09	0.0000e+00	3.9116e-10	0.0000e+00
63	0.811381	0	1.6638e-09	0.0000e+00	3.1002e-10	0.0000e+00
64	0.708371	0	1.3148e-09	0.0000e+00	2.4557e-10	0.0000e+00
65	0.605360	0	1.0385e-09	0.0000e+00	1.9418e-10	0.0000e+00
66	0.502350	0	8.1952e-10	0.0000e+00	1.5318e-10	0.0000e+00
67	0.399340	0	6.4555e-10	0.0000e+00	1.2051e-10	0.0000e+00
68	0.296330	0	5.0813e-10	0.0000e+00	9.4565e-11	0.0000e+00
69	0.193319	0	3.9972e-10	0.0000e+00	7.4021e-11	0.0000e+00
70	0.090309	0	3.1407e-10	0.0000e+00	5.7816e-11	0.0000e+00
71	-0.012701	0	2.4667e-10	0.0000e+00	4.5088e-11	0.0000e+00
72	-0.115712	0	1.9366e-10	0.0000e+00	3.5137e-11	0.0000e+00
73	-0.218722	0	1.5201e-10	0.0000e+00	2.7393e-11	0.0000e+00
74	-0.321732	0	1.1943e-10	0.0000e+00	2.1395e-11	0.0000e+00
75	-0.424743	0	9.3955e-11	0.0000e+00	1.6770e-11	0.0000e+00
76	-0.527753	0	7.4064e-11	0.0000e+00	1.3217e-11	0.0000e+00
77	-0.630763	0	5.8531e-11	0.0000e+00	1.0491e-11	0.0000e+00
78	-0.733773	0	4.6429e-11	0.0000e+00	8.3983e-12	0.0000e+00
79	-0.836784	0	3.6967e-11	0.0000e+00	6.7850e-12	0.0000e+00
80	-0.939794	0	2.9523e-11	0.0000e+00	5.5311e-12	0.0000e+00
81	-1.042804	0	2.3661e-11	0.0000e+00	4.5454e-12	0.0000e+00
82	-1.145815	0	1.9015e-11	0.0000e+00	3.7592e-12	0.0000e+00
83	-1.248825	0	1.5309e-11	0.0000e+00	3.1222e-12	0.0000e+00
84	-1.351835	0	1.2330e-11	0.0000e+00	2.5985e-12	0.0000e+00
85	-1.454846	0	9.9408e-12	0.0000e+00	2.1641e-12	0.0000e+00
86	-1.557856	0	8.0107e-12	0.0000e+00	1.8022e-12	0.0000e+00
87	-1.660866	0	6.4552e-12	0.0000e+00	1.5007e-12	0.0000e+00
88	-1.763876	0	5.2036e-12	0.0000e+00	1.2499e-12	0.0000e+00
89	-1.866887	0	4.1945e-12	0.0000e+00	1.0411e-12	0.0000e+00
90	-1.969897	0	3.3803e-12	0.0000e+00	8.6679e-13	0.0000e+00
91	-2.072907	0	2.7247e-12	0.0000e+00	7.2060e-13	0.0000e+00
92	-2.175918	0	2.1911e-12	0.0000e+00	5.9746e-13	0.0000e+00
93	-2.278928	0	1.7607e-12	0.0000e+00	4.9356e-13	0.0000e+00
94	-2.381938	0	1.4126e-12	0.0000e+00	4.0592e-13	0.0000e+00
95	-2.484949	0	1.1308e-12	0.0000e+00	3.3221e-13	0.0000e+00
96	-2.587959	0	9.0350e-13	0.0000e+00	2.7053e-13	0.0000e+00
97	-2.690969	0	7.2040e-13	0.0000e+00	2.1926e-13	0.0000e+00
98	-2.793979	0	5.7369e-13	0.0000e+00	1.7692e-13	0.0000e+00
99	-2.896990	0	4.5588e-13	0.0000e+00	1.4218e-13	0.0000e+00
100	-3.000000	0	3.6222e-13	0.0000e+00	1.1429e-13	0.0000e+00
