Layer	  Height	  log(P)	Temp_bound.	     Rflux	 isequil	dt
0	0.000000	7.301030	2042.860617	 -0.000251	0	1.226646e-04
1	14.241392	7.198020	2044.280975	  0.000128	0	8.066667e-01
2	28.471732	7.095009	2038.746472	  0.000105	0	8.066667e-01
3	42.663520	6.991999	2032.249098	  0.000028	0	8.066667e-01
4	56.807471	6.888989	2024.073427	  0.000036	0	8.066667e-01
5	70.889522	6.785978	2013.590601	  0.000083	0	8.066667e-01
6	84.892216	6.682968	2000.462692	  0.000135	0	8.066667e-01
7	98.797190	6.579958	1984.812980	  0.000166	0	8.066667e-01
8	112.589638	6.476948	1967.535955	  0.000159	0	8.066667e-01
9	126.262690	6.373937	1949.946397	  0.000115	0	8.066667e-01
10	139.817734	6.270927	1933.089689	  0.000050	0	8.066667e-01
11	153.261876	6.167917	1917.561359	 -0.000012	0	8.066667e-01
12	166.606463	6.064906	1903.916339	 -0.000054	0	8.066667e-01
13	179.863739	5.961896	1891.889879	 -0.000067	0	8.066667e-01
14	193.043256	5.858886	1880.968723	 -0.000052	0	8.066667e-01
15	206.150506	5.755875	1870.527038	 -0.000022	0	8.066667e-01
16	219.186323	5.652865	1859.866913	  0.000009	0	8.066667e-01
17	232.147548	5.549855	1848.566423	  0.000035	0	8.066667e-01
18	245.027960	5.446845	1836.195741	  0.000073	0	8.066667e-01
19	257.818626	5.343834	1822.417368	  0.000133	0	8.066667e-01
20	270.508952	5.240824	1807.076177	  0.000203	0	8.066667e-01
21	283.087488	5.137814	1790.112504	  0.000241	0	8.066667e-01
22	295.542943	5.034803	1771.589506	  0.000112	0	8.066667e-01
23	307.864338	4.931793	1751.588963	  0.000181	0	8.066667e-01
24	320.038505	4.828783	1729.387574	  0.000302	0	8.066667e-01
25	332.048526	4.725772	1704.584780	  0.000160	0	8.066667e-01
26	343.874885	4.622762	1676.893399	 -0.000110	0	8.066667e-01
27	355.497728	4.519752	1646.506312	 -0.000422	0	8.066667e-01
28	366.900994	4.416742	1614.279396	 -0.000615	0	8.066667e-01
29	378.075779	4.313731	1581.345753	 -0.000537	0	8.066667e-01
30	389.020482	4.210721	1548.660222	 -0.000011	0	8.066667e-01
31	399.739760	4.107711	1517.072656	  0.000675	0	8.066667e-01
32	410.245384	4.004700	1487.725175	  0.001226	0	8.066667e-01
33	420.556412	3.901690	1461.536138	  0.001637	0	8.066667e-01
34	430.684769	3.798680	1435.599987	  0.001952	0	8.066667e-01
35	440.633752	3.695669	1410.312289	  0.002187	0	8.066667e-01
36	450.407808	3.592659	1385.635997	  0.000621	0	8.066667e-01
37	460.010859	3.489649	1361.507127	  0.002559	0	8.066667e-01
38	469.448091	3.386639	1338.290290	  0.000135	0	8.066667e-01
39	478.727879	3.283628	1316.539271	  0.001812	0	8.066667e-01
40	487.863152	3.180618	1296.994022	  0.010646	0	8.066667e-01
41	496.872352	3.077608	1280.462132	  0.010585	0	8.066667e-01
42	505.774843	2.974597	1266.409168	  0.006704	0	8.066667e-01
43	514.579209	2.871587	1252.325427	  0.005374	0	8.066667e-01
44	523.285213	2.768577	1238.202680	  0.005126	0	8.066667e-01
45	531.894030	2.665566	1224.438745	 -0.000105	0	8.066667e-01
46	540.408152	2.562556	1211.067961	  0.005609	0	8.066667e-01
47	548.830110	2.459546	1198.012584	  0.003581	0	8.066667e-01
48	557.161115	2.356536	1184.998901	 -0.052055	0	8.066667e-01
49	565.401205	2.253525	1171.924732	  0.006845	0	8.066667e-01
50	573.550464	2.150515	1159.003030	  0.031807	0	8.066667e-01
51	581.611733	2.047505	1146.703130	 -0.002963	0	8.066667e-01
52	589.587721	1.944494	1134.557722	 -0.014708	0	8.066667e-01
53	597.475589	1.841484	1121.478133	 -0.005240	0	8.066667e-01
54	605.271811	1.738474	1108.328051	  0.016144	0	8.066667e-01
55	612.976262	1.635463	1095.232391	  0.017039	0	8.066667e-01
