Layer	    Height	  log(P)	      cp	   lapse	nClouds	isconv	Conv_Region	  Pot_Temp	Temp_center
1	 14.241392	7.198020	40.273502	0.206450	0	0	0	0.000000e+00	2043.570796
2	 28.471732	7.095009	40.266791	0.206485	0	0	0	0.000000e+00	2041.513723
3	 42.663520	6.991999	40.253444	0.206553	0	0	0	0.000000e+00	2035.497785
4	 56.807471	6.888989	40.237820	0.206633	0	0	0	0.000000e+00	2028.161263
5	 70.889522	6.785978	40.218984	0.206730	0	0	0	0.000000e+00	2018.832014
6	 84.892216	6.682968	40.195909	0.206849	0	0	0	0.000000e+00	2007.026646
7	 98.797190	6.579958	40.168704	0.206989	0	0	0	0.000000e+00	1992.637836
8	112.589638	6.476948	40.138003	0.207147	0	0	0	0.000000e+00	1976.174467
9	126.262690	6.373937	40.105016	0.207318	0	0	0	0.000000e+00	1958.741176
10	139.817734	6.270927	40.071884	0.207489	0	0	0	0.000000e+00	1941.518043
11	153.261876	6.167917	40.040311	0.207653	0	0	0	0.000000e+00	1925.325524
12	166.606463	6.064906	40.010765	0.207806	0	0	0	0.000000e+00	1910.738849
13	179.863739	5.961896	39.984065	0.207945	0	0	0	0.000000e+00	1897.903109
14	193.043256	5.858886	39.959413	0.208073	0	0	0	0.000000e+00	1886.429301
15	206.150506	5.755875	39.935968	0.208195	0	0	0	0.000000e+00	1875.747881
16	219.186323	5.652865	39.912466	0.208318	0	0	0	0.000000e+00	1865.196976
17	232.147548	5.549855	39.887990	0.208446	0	0	0	0.000000e+00	1854.216668
18	245.027960	5.446845	39.861905	0.208582	0	0	0	0.000000e+00	1842.381082
19	257.818626	5.343834	39.833442	0.208731	0	0	0	0.000000e+00	1829.306555
20	270.508952	5.240824	39.801751	0.208897	0	0	0	0.000000e+00	1814.746773
21	283.087488	5.137814	39.766847	0.209080	0	0	0	0.000000e+00	1798.594341
22	295.542943	5.034803	39.728055	0.209285	0	0	0	0.000000e+00	1780.851005
23	307.864338	4.931793	39.686021	0.209506	0	0	0	0.000000e+00	1761.589234
24	320.038505	4.828783	39.639579	0.209752	0	0	0	0.000000e+00	1740.488268
25	332.048526	4.725772	39.586344	0.210034	0	0	0	0.000000e+00	1716.986177
26	343.874885	4.622762	39.525704	0.210356	0	0	0	0.000000e+00	1690.739090
27	355.497728	4.519752	39.456762	0.210724	0	0	0	0.000000e+00	1661.699855
28	366.900994	4.416742	39.379474	0.211137	0	0	0	0.000000e+00	1630.392854
29	378.075779	4.313731	39.294876	0.211592	0	0	0	0.000000e+00	1597.812575
30	389.020482	4.210721	39.205302	0.212075	0	0	0	0.000000e+00	1565.002987
31	399.739760	4.107711	39.113410	0.212573	0	0	0	0.000000e+00	1532.866439
32	410.245384	4.004700	39.021857	0.213072	0	0	0	0.000000e+00	1502.398915
33	420.556412	3.901690	38.934157	0.213552	0	0	0	0.000000e+00	1474.630656
34	430.684769	3.798680	38.848479	0.214023	0	0	0	0.000000e+00	1448.568062
35	440.633752	3.695669	38.760046	0.214511	0	0	0	0.000000e+00	1422.956138
36	450.407808	3.592659	38.669838	0.215012	0	0	0	0.000000e+00	1397.974143
37	460.010859	3.489649	38.578499	0.215521	0	0	0	0.000000e+00	1373.571562
38	469.448091	3.386639	38.485754	0.216040	0	0	0	0.000000e+00	1349.898708
39	478.727879	3.283628	38.393869	0.216557	0	0	0	0.000000e+00	1327.414781
40	487.863152	3.180618	38.306069	0.217054	0	0	0	0.000000e+00	1306.766647
41	496.872352	3.077608	38.212106	0.217587	0	0	0	0.000000e+00	1288.728077
42	505.774843	2.974597	38.151460	0.217933	0	0	0	0.000000e+00	1273.435650
43	514.579209	2.871587	38.093240	0.218266	0	0	0	0.000000e+00	1259.367297
44	523.285213	2.768577	38.032384	0.218616	0	0	0	0.000000e+00	1245.264053
45	531.894030	2.665566	37.969442	0.218978	0	0	0	0.000000e+00	1231.320712
46	540.408152	2.562556	37.906581	0.219341	0	0	0	0.000000e+00	1217.753353
47	548.830110	2.459546	37.842906	0.219710	0	0	0	0.000000e+00	1204.540272
48	557.161115	2.356536	37.784390	0.220050	0	0	0	0.000000e+00	1191.505742
49	565.401205	2.253525	37.717948	0.220438	0	0	0	0.000000e+00	1178.461817
50	573.550464	2.150515	37.651127	0.220829	0	0	0	0.000000e+00	1165.463881
51	581.611733	2.047505	37.583931	0.221224	0	0	0	0.000000e+00	1152.853080
52	589.587721	1.944494	37.517209	0.221618	0	0	0	0.000000e+00	1140.630426
53	597.475589	1.841484	37.447200	0.222032	0	0	0	0.000000e+00	1128.017927
54	605.271811	1.738474	37.372531	0.222475	0	0	0	0.000000e+00	1114.903092
55	612.976262	1.635463	37.296301	0.222930	0	0	0	0.000000e+00	1101.780221
56	620.589380	1.532453	37.218119	0.223398	0	0	0	0.000000e+00	1088.707594
57	628.112123	1.429443	37.139951	0.223869	0	0	0	0.000000e+00	1075.792565
58	635.546854	1.326433	37.062004	0.224340	0	0	0	0.000000e+00	1063.208890
59	642.896873	1.223422	36.985139	0.224806	0	0	0	0.000000e+00	1051.086988
60	650.166463	1.120412	36.911829	0.225252	0	0	0	0.000000e+00	1039.595864
61	657.361163	1.017402	36.841092	0.225685	0	0	0	0.000000e+00	1028.863017
62	664.485181	0.914391	36.773943	0.226097	0	0	0	0.000000e+00	1018.742872
63	671.541212	0.811381	36.708517	0.226500	0	0	0	0.000000e+00	1009.007751
