Layer	  log(P)	nClouds	Molec.   7	Cloud    7	Molec.   9	Cloud    9
1	7.198020	0	4.6939e-03	0.0000e+00	1.0985e-07	0.0000e+00
2	7.095009	0	4.7048e-03	0.0000e+00	8.8256e-08	0.0000e+00
3	6.991999	0	4.7163e-03	0.0000e+00	7.0980e-08	0.0000e+00
4	6.888989	0	4.7224e-03	0.0000e+00	5.7371e-08	0.0000e+00
5	6.785978	0	4.7241e-03	0.0000e+00	4.6555e-08	0.0000e+00
6	6.682968	0	4.7195e-03	0.0000e+00	3.7964e-08	0.0000e+00
7	6.579958	0	4.7086e-03	0.0000e+00	3.1111e-08	0.0000e+00
8	6.476948	0	4.6922e-03	0.0000e+00	2.5599e-08	0.0000e+00
9	6.373937	0	4.6721e-03	0.0000e+00	2.1116e-08	0.0000e+00
10	6.270927	0	4.6513e-03	0.0000e+00	1.7426e-08	0.0000e+00
11	6.167917	0	4.6325e-03	0.0000e+00	1.4362e-08	0.0000e+00
12	6.064906	0	4.6166e-03	0.0000e+00	1.1808e-08	0.0000e+00
13	5.961896	0	4.6045e-03	0.0000e+00	9.6802e-09	0.0000e+00
14	5.858886	0	4.5952e-03	0.0000e+00	7.9160e-09	0.0000e+00
15	5.755875	0	4.5871e-03	0.0000e+00	6.4641e-09	0.0000e+00
16	5.652865	0	4.5782e-03	0.0000e+00	5.2776e-09	0.0000e+00
17	5.549855	0	4.5668e-03	0.0000e+00	4.3134e-09	0.0000e+00
18	5.446845	0	4.5515e-03	0.0000e+00	3.5328e-09	0.0000e+00
19	5.343834	0	4.5314e-03	0.0000e+00	2.9023e-09	0.0000e+00
20	5.240824	0	4.5052e-03	0.0000e+00	2.3934e-09	0.0000e+00
21	5.137814	0	4.4728e-03	0.0000e+00	1.9822e-09	0.0000e+00
22	5.034803	0	4.4336e-03	0.0000e+00	1.6492e-09	0.0000e+00
23	4.931793	0	4.3875e-03	0.0000e+00	1.3790e-09	0.0000e+00
24	4.828783	0	4.3333e-03	0.0000e+00	1.1601e-09	0.0000e+00
25	4.725772	0	4.2682e-03	0.0000e+00	9.8355e-10	0.0000e+00
26	4.622762	0	4.1913e-03	0.0000e+00	8.4132e-10	0.0000e+00
27	4.519752	0	4.1020e-03	0.0000e+00	7.2633e-10	0.0000e+00
28	4.416742	0	4.0012e-03	0.0000e+00	6.3237e-10	0.0000e+00
29	4.313731	0	3.8908e-03	0.0000e+00	5.5417e-10	0.0000e+00
30	4.210721	0	3.7746e-03	0.0000e+00	4.8757e-10	0.0000e+00
31	4.107711	0	3.6567e-03	0.0000e+00	4.2942e-10	0.0000e+00
32	4.004700	0	3.5415e-03	0.0000e+00	3.7739e-10	0.0000e+00
33	3.901690	0	3.4312e-03	0.0000e+00	3.3047e-10	0.0000e+00
34	3.798680	0	3.3250e-03	0.0000e+00	2.8858e-10	0.0000e+00
35	3.695669	0	3.2194e-03	0.0000e+00	2.5190e-10	0.0000e+00
36	3.592659	0	3.1131e-03	0.0000e+00	2.2007e-10	0.0000e+00
37	3.489649	0	3.0075e-03	0.0000e+00	1.9233e-10	0.0000e+00
38	3.386639	0	2.9033e-03	0.0000e+00	1.6798e-10	0.0000e+00
39	3.283628	0	2.8036e-03	0.0000e+00	1.4633e-10	0.0000e+00
40	3.180618	0	2.7121e-03	0.0000e+00	1.2679e-10	0.0000e+00
41	3.077608	0	2.6320e-03	0.0000e+00	1.0897e-10	0.0000e+00
42	2.974597	0	2.5627e-03	0.0000e+00	9.2931e-11	0.0000e+00
43	2.871587	0	2.4998e-03	0.0000e+00	7.8902e-11	0.0000e+00
44	2.768577	0	2.4384e-03	0.0000e+00	6.6943e-11	0.0000e+00
45	2.665566	0	2.3767e-03	0.0000e+00	5.6823e-11	0.0000e+00
46	2.562556	0	2.3162e-03	0.0000e+00	4.8228e-11	0.0000e+00
47	2.459546	0	2.2563e-03	0.0000e+00	4.0925e-11	0.0000e+00
48	2.356536	0	2.1966e-03	0.0000e+00	3.4743e-11	0.0000e+00
49	2.253525	0	2.1363e-03	0.0000e+00	2.9521e-11	0.0000e+00
50	2.150515	0	2.0769e-03	0.0000e+00	2.5092e-11	0.0000e+00
51	2.047505	0	2.0183e-03	0.0000e+00	2.1323e-11	0.0000e+00
52	1.944494	0	1.9600e-03	0.0000e+00	1.8128e-11	0.0000e+00
53	1.841484	0	1.9006e-03	0.0000e+00	1.5443e-11	0.0000e+00
54	1.738474	0	1.8391e-03	0.0000e+00	1.3193e-11	0.0000e+00
55	1.635463	0	1.7765e-03	0.0000e+00	1.1297e-11	0.0000e+00
56	1.532453	0	1.7138e-03	0.0000e+00	9.6831e-12	0.0000e+00
57	1.429443	0	1.6524e-03	0.0000e+00	8.3033e-12	0.0000e+00
58	1.326433	0	1.5926e-03	0.0000e+00	7.1171e-12	0.0000e+00
59	1.223422	0	1.5355e-03	0.0000e+00	6.0920e-12	0.0000e+00
60	1.120412	0	1.4822e-03	0.0000e+00	5.2016e-12	0.0000e+00
61	1.017402	0	1.4322e-03	0.0000e+00	4.4291e-12	0.0000e+00
62	0.914391	0	1.3858e-03	0.0000e+00	3.7615e-12	0.0000e+00
63	0.811381	0	1.3420e-03	0.0000e+00	3.1887e-12	0.0000e+00
64	0.708371	0	1.3000e-03	0.0000e+00	2.6990e-12	0.0000e+00
65	0.605360	0	1.2605e-03	0.0000e+00	2.2810e-12	0.0000e+00
66	0.502350	0	1.2232e-03	0.0000e+00	1.9242e-12	0.0000e+00
67	0.399340	0	1.1879e-03	0.0000e+00	1.6200e-12	0.0000e+00
68	0.296330	0	1.1551e-03	0.0000e+00	1.3610e-12	0.0000e+00
69	0.193319	0	1.1243e-03	0.0000e+00	1.1413e-12	0.0000e+00
70	0.090309	0	1.0951e-03	0.0000e+00	9.5547e-13	0.0000e+00
71	-0.012701	0	1.0669e-03	0.0000e+00	7.9909e-13	0.0000e+00
72	-0.115712	0	1.0397e-03	0.0000e+00	6.6798e-13	0.0000e+00
73	-0.218722	0	1.0126e-03	0.0000e+00	5.5832e-13	0.0000e+00
74	-0.321732	0	9.8628e-04	0.0000e+00	4.6667e-13	0.0000e+00
75	-0.424743	0	9.6051e-04	0.0000e+00	3.8996e-13	0.0000e+00
