Layer	  log(P)	nClouds	Molec.   7	Cloud    7	Molec.   9	Cloud    9
1	7.198020	0	2.9394e-01	0.0000e+00	2.2207e-03	0.0000e+00
2	7.095009	0	2.9097e-01	0.0000e+00	1.8007e-03	0.0000e+00
3	6.991999	0	2.8687e-01	0.0000e+00	1.4627e-03	0.0000e+00
4	6.888989	0	2.8138e-01	0.0000e+00	1.1921e-03	0.0000e+00
5	6.785978	0	2.7430e-01	0.0000e+00	9.7573e-04	0.0000e+00
6	6.682968	0	2.6556e-01	0.0000e+00	8.0234e-04	0.0000e+00
7	6.579958	0	2.5520e-01	0.0000e+00	6.6250e-04	0.0000e+00
8	6.476948	0	2.4334e-01	0.0000e+00	5.4895e-04	0.0000e+00
9	6.373937	0	2.3016e-01	0.0000e+00	4.5597e-04	0.0000e+00
10	6.270927	0	2.1588e-01	0.0000e+00	3.7923e-04	0.0000e+00
11	6.167917	0	2.0074e-01	0.0000e+00	3.1548e-04	0.0000e+00
12	6.064906	0	1.8499e-01	0.0000e+00	2.6224e-04	0.0000e+00
13	5.961896	0	1.6889e-01	0.0000e+00	2.1762e-04	0.0000e+00
14	5.858886	0	1.5270e-01	0.0000e+00	1.8017e-04	0.0000e+00
15	5.755875	0	1.3668e-01	0.0000e+00	1.4872e-04	0.0000e+00
16	5.652865	0	1.2109e-01	0.0000e+00	1.2234e-04	0.0000e+00
17	5.549855	0	1.0613e-01	0.0000e+00	1.0025e-04	0.0000e+00
18	5.446845	0	9.2035e-02	0.0000e+00	8.1831e-05	0.0000e+00
19	5.343834	0	7.8954e-02	0.0000e+00	6.6529e-05	0.0000e+00
20	5.240824	0	6.7012e-02	0.0000e+00	5.3874e-05	0.0000e+00
21	5.137814	0	5.6292e-02	0.0000e+00	4.3467e-05	0.0000e+00
22	5.034803	0	4.6808e-02	0.0000e+00	3.4949e-05	0.0000e+00
23	4.931793	0	3.8551e-02	0.0000e+00	2.8013e-05	0.0000e+00
24	4.828783	0	3.1461e-02	0.0000e+00	2.2392e-05	0.0000e+00
25	4.725772	0	2.5448e-02	0.0000e+00	1.7857e-05	0.0000e+00
26	4.622762	0	2.0414e-02	0.0000e+00	1.4211e-05	0.0000e+00
27	4.519752	0	1.6238e-02	0.0000e+00	1.1291e-05	0.0000e+00
28	4.416742	0	1.2810e-02	0.0000e+00	8.9581e-06	0.0000e+00
29	4.313731	0	1.0020e-02	0.0000e+00	7.0993e-06	0.0000e+00
30	4.210721	0	7.7608e-03	0.0000e+00	5.6207e-06	0.0000e+00
