Layer	    Height	  log(P)	      cp	   lapse	nClouds	isconv	Conv_Region	  Pot_Temp	Temp_center
1	       inf	7.908333	30.770281	0.270211	0	0	0	0.000000e+00	1401.372493
2	       inf	7.816667	30.660272	0.271181	0	0	0	0.000000e+00	1374.022513
3	       inf	7.725000	30.554036	0.272124	0	0	0	0.000000e+00	1347.714277
4	       inf	7.633333	30.472483	0.272852	0	0	0	0.000000e+00	1327.670558
5	       inf	7.541667	30.397043	0.273529	0	0	0	0.000000e+00	1309.207146
6	       inf	7.450000	30.335102	0.274087	0	0	0	0.000000e+00	1293.785104
7	       inf	7.358333	30.298070	0.274422	0	0	0	0.000000e+00	1284.944872
8	       inf	7.266667	30.278544	0.274599	0	0	0	0.000000e+00	1280.543918
9	       inf	7.175000	30.256059	0.274804	0	0	0	0.000000e+00	1275.407875
10	       inf	7.083333	30.235982	0.274986	0	0	0	0.000000e+00	1270.888975
11	       inf	6.991667	30.221574	0.275117	0	0	0	0.000000e+00	1267.832252
12	       inf	6.900000	30.205236	0.275266	0	0	0	0.000000e+00	1264.333412
13	       inf	6.808333	30.187491	0.275428	0	0	0	0.000000e+00	1260.569493
14	       inf	6.716667	30.169725	0.275590	0	0	0	0.000000e+00	1256.950452
15	       inf	6.625000	30.151015	0.275761	0	0	0	0.000000e+00	1253.300617
16	       inf	6.533333	30.129169	0.275961	0	0	0	0.000000e+00	1249.056600
17	       inf	6.441667	30.102616	0.276204	0	0	0	0.000000e+00	1243.767367
18	       inf	6.350000	30.070202	0.276502	0	0	0	0.000000e+00	1237.040828
19	       inf	6.258333	30.030491	0.276868	0	0	0	0.000000e+00	1228.412089
20	       inf	6.166667	29.982149	0.277314	0	0	0	0.000000e+00	1217.424195
21	       inf	6.075000	29.924633	0.277847	0	0	0	0.000000e+00	1203.737226
22	       inf	5.983333	29.857632	0.278471	0	0	0	0.000000e+00	1187.074152
23	       inf	5.891667	29.780969	0.279187	0	0	0	0.000000e+00	1167.215327
24	       inf	5.800000	29.695017	0.279996	0	0	0	0.000000e+00	1144.116079
25	       inf	5.708333	29.601068	0.280884	0	0	0	0.000000e+00	1117.994684
26	       inf	5.616667	29.500940	0.281838	0	0	0	0.000000e+00	1089.189745
27	       inf	5.525000	29.396074	0.282843	0	0	0	0.000000e+00	1057.925758
28	       inf	5.433333	29.288174	0.283885	0	0	0	0.000000e+00	1024.470119
29	       inf	5.341667	29.176149	0.284975	0	0	0	0.000000e+00	989.162310
30	       inf	5.250000	29.062360	0.286091	0	0	0	0.000000e+00	951.921793
31	       inf	5.158333	28.947556	0.287225	0	0	0	0.000000e+00	912.763802
32	       inf	5.066667	28.834398	0.288353	0	0	0	0.000000e+00	871.937977
33	       inf	4.975000	28.726880	0.289432	0	0	0	0.000000e+00	830.195055
34	       inf	4.883333	28.628011	0.290431	0	0	0	0.000000e+00	788.109929
35	       inf	4.791667	28.537652	0.291351	0	0	0	0.000000e+00	745.135913
36	       inf	4.700000	28.457510	0.292171	0	1	1	7.230764e+02	701.730385
37	       inf	4.608333	28.390290	0.292863	0	1	1	7.230764e+02	659.660992
38	       inf	4.516667	28.335981	0.293425	0	1	1	7.230764e+02	619.879297
39	       inf	4.425000	28.292441	0.293876	0	1	1	7.230764e+02	582.438066
40	       inf	4.333333	28.257197	0.294243	0	1	1	7.230764e+02	547.290154
41	       inf	4.241667	28.227636	0.294551	0	1	1	7.230764e+02	514.386923
42	       inf	4.150000	28.213969	0.294693	0	0	0	0.000000e+00	484.101146
43	       inf	4.058333	28.187868	0.294966	0	0	0	0.000000e+00	456.770496
44	       inf	3.966667	28.161779	0.295240	0	0	0	0.000000e+00	433.507042
45	       inf	3.875000	28.134485	0.295526	0	0	0	0.000000e+00	413.193262
46	       inf	3.783333	28.094018	0.295952	0	0	0	0.000000e+00	393.250937
47	       inf	3.691667	28.054287	0.296371	0	0	0	0.000000e+00	373.353725
48	       inf	3.600000	28.005749	0.296884	0	0	0	0.000000e+00	354.031349
49	       inf	3.508333	27.949842	0.297478	0	0	0	0.000000e+00	336.347581
50	       inf	3.416667	27.890369	0.298113	0	0	0	0.000000e+00	321.167656
51	       inf	3.325000	27.832950	0.298728	0	0	0	0.000000e+00	308.960064
52	       inf	3.233333	27.777969	0.299319	0	0	0	0.000000e+00	299.664048
53	       inf	3.141667	27.300849	0.304550	0	0	0	0.000000e+00	292.625038
54	       inf	3.050000	27.262667	0.304976	0	0	0	0.000000e+00	287.718828
