#wavelengths (mu)	size parameter  	extinction cross section (cm^2)  	scattering cross section (cm^2)  	absorption cross section (cm^2)  	single scattering albedo         	asymmetry parameter              
2.8830000000e-02	1.0922831304e+05	1.5788692055e-02                 	8.2198355989e-03                 	7.5688564566e-03                 	5.2061536003e-01                 	9.9522207116e-01                 
2.9520000000e-02	1.0667521222e+05	1.5788777651e-02                 	8.2834218867e-03                 	7.5053557640e-03                 	5.2463984673e-01                 	9.9424436305e-01                 
3.0240000000e-02	1.0413532622e+05	1.5788914786e-02                 	8.4305994355e-03                 	7.3583153508e-03                 	5.3395686465e-01                 	9.9137030945e-01                 
3.0990000000e-02	1.0161511019e+05	1.5789125478e-02                 	8.7124018463e-03                 	7.0767236322e-03                 	5.5179761907e-01                 	9.8387474281e-01                 
3.1790000000e-02	9.9057951079e+04	1.5789301958e-02                 	8.8827320130e-03                 	6.9065699454e-03                 	5.6257914608e-01                 	9.7779822618e-01                 
3.2630000000e-02	9.6507884303e+04	1.5789495703e-02                 	8.9990827639e-03                 	6.7904129387e-03                 	5.6994111360e-01                 	9.7112029759e-01                 
3.3510000000e-02	9.3973508350e+04	1.5789689009e-02                 	9.0242693665e-03                 	6.7654196423e-03                 	5.7152926581e-01                 	9.6609029966e-01                 
3.3970000000e-02	9.2700979241e+04	1.5789820182e-02                 	9.1291886118e-03                 	6.6606315697e-03                 	5.7816925759e-01                 	9.5777347107e-01                 
3.4440000000e-02	9.1435896191e+04	1.5789872646e-02                 	8.9428694919e-03                 	6.8470031543e-03                 	5.6636742375e-01                 	9.6523660550e-01                 
3.4930000000e-02	9.0153228308e+04	1.5789993769e-02                 	9.1515236562e-03                 	6.6384701128e-03                 	5.7957740770e-01                 	9.5344468780e-01                 
3.5420000000e-02	8.8906049261e+04	1.5790046192e-02                 	8.7829497748e-03                 	7.0070964171e-03                 	5.5623331737e-01                 	9.6889327887e-01                 
3.5940000000e-02	8.7619706867e+04	1.5790121135e-02                 	8.9353130304e-03                 	6.8548081043e-03                 	5.6587995457e-01                 	9.6261435816e-01                 
3.6460000000e-02	8.6370056632e+04	1.5790176364e-02                 	8.6552507288e-03                 	7.1349256355e-03                 	5.4814148551e-01                 	9.7429788342e-01                 
3.7010000000e-02	8.5086524313e+04	1.5790221687e-02                 	9.0034159970e-03                 	6.7868056897e-03                 	5.7018933462e-01                 	9.6264523213e-01                 
3.7460000000e-02	8.4064395751e+04	1.5790321339e-02                 	9.3838139137e-03                 	6.4065074255e-03                 	5.9427631092e-01                 	9.4540998586e-01                 
3.7920000000e-02	8.3044627237e+04	1.5790431654e-02                 	9.4117633291e-03                 	6.3786683248e-03                 	5.9604218145e-01                 	9.3941673130e-01                 
3.8390000000e-02	8.2027930837e+04	1.5790513657e-02                 	9.3438866277e-03                 	6.4466270289e-03                 	5.9174051148e-01                 	9.4031160996e-01                 
3.8870000000e-02	8.1014979800e+04	1.5790588387e-02                 	9.3205892841e-03                 	6.4699991034e-03                 	5.9026231673e-01                 	9.4022647659e-01                 
3.9360000000e-02	8.0006409167e+04	1.5790660755e-02                 	9.2725012388e-03                 	6.5181595165e-03                 	5.8721426433e-01                 	9.4165010628e-01                 
3.9870000000e-02	7.8983001375e+04	1.5790729029e-02                 	9.2491985315e-03                 	6.5415304978e-03                 	5.8573600461e-01                 	9.4260347083e-01                 
4.0390000000e-02	7.7966136787e+04	1.5790800728e-02                 	9.2789568095e-03                 	6.5118439183e-03                 	5.8761787762e-01                 	9.4091339485e-01                 
4.0920000000e-02	7.6956311457e+04	1.5790884211e-02                 	9.4000476318e-03                 	6.3908365788e-03                 	5.9528317138e-01                 	9.3389456171e-01                 
4.1470000000e-02	7.5935670721e+04	1.5790984384e-02                 	9.5388381528e-03                 	6.2521462316e-03                 	6.0406862046e-01                 	9.2406584361e-01                 
4.2030000000e-02	7.4923917792e+04	1.5791090038e-02                 	9.5489720119e-03                 	6.2421180258e-03                 	6.0470632421e-01                 	9.1954659620e-01                 
4.2610000000e-02	7.3904066295e+04	1.5791197355e-02                 	9.5761597124e-03                 	6.2150376430e-03                 	6.0642391434e-01                 	9.1405246516e-01                 
4.2900000000e-02	7.3404481697e+04	1.5791255624e-02                 	9.5511131296e-03                 	6.2401424945e-03                 	6.0483557210e-01                 	9.1279346027e-01                 
4.3200000000e-02	7.2894728352e+04	1.5791312843e-02                 	9.4573709998e-03                 	6.3339418427e-03                 	5.9889707044e-01                 	9.1596804860e-01                 
4.3500000000e-02	7.2392006088e+04	1.5791348001e-02                 	9.2461703701e-03                 	6.5451776308e-03                 	5.8552128479e-01                 	9.2887319032e-01                 
4.3810000000e-02	7.1879759526e+04	1.5791370586e-02                 	9.1433827838e-03                 	6.6479878019e-03                 	5.7901134890e-01                 	9.3652601384e-01                 
4.4120000000e-02	7.1374711351e+04	1.5791391734e-02                 	9.0814760528e-03                 	6.7099156812e-03                 	5.7509029006e-01                 	9.4163102887e-01                 
4.4440000000e-02	7.0860762035e+04	1.5791415275e-02                 	9.0819064125e-03                 	6.7095088620e-03                 	5.7511668553e-01                 	9.4300520208e-01                 
4.5090000000e-02	6.9839260697e+04	1.5791510225e-02                 	9.2107140496e-03                 	6.5807961757e-03                 	5.8326999243e-01                 	9.3499044215e-01                 
4.5750000000e-02	6.8831743493e+04	1.5791610861e-02                 	9.2856869997e-03                 	6.5059238609e-03                 	5.8801391965e-01                 	9.2931237699e-01                 
4.6440000000e-02	6.7809049630e+04	1.5791726062e-02                 	9.3932272165e-03                 	6.3984988450e-03                 	5.9481953903e-01                 	9.2040221585e-01                 
4.7140000000e-02	6.6802126958e+04	1.5791850606e-02                 	9.4554974016e-03                 	6.3363532045e-03                 	5.9875803270e-01                 	9.1284930485e-01                 
4.7500000000e-02	6.6295837154e+04	1.5791921328e-02                 	9.4532947610e-03                 	6.3386265670e-03                 	5.9861587230e-01                 	9.1027044166e-01                 
4.7870000000e-02	6.5783418943e+04	1.5791983216e-02                 	9.3530340950e-03                 	6.4389491215e-03                 	5.9226469322e-01                 	9.1523297569e-01                 
4.8240000000e-02	6.5278861211e+04	1.5792030878e-02                 	9.2561802849e-03                 	6.5358505927e-03                 	5.8612982438e-01                 	9.2153666499e-01                 
4.8620000000e-02	6.4768660321e+04	1.5792075224e-02                 	9.1818841631e-03                 	6.6101910614e-03                 	5.8142353254e-01                 	9.2675330077e-01                 
4.9010000000e-02	6.4253259841e+04	1.5792123802e-02                 	9.1393061848e-03                 	6.6528176171e-03                 	5.7872559128e-01                 	9.2961355167e-01                 
4.9400000000e-02	6.3745997263e+04	1.5792163444e-02                 	9.0723464424e-03                 	6.7198170013e-03                 	5.7448407716e-01                 	9.3470570419e-01                 
