z

94.208626		1.148740e+20		1.126942e+21		4.568645e+16		4.619189e+16		6.142867e+13		8.122676e+10		4.435175e+17		5.113886e+14		6.388293e+17		2.473058e+14		2.905237e+09		1.483891e+11		1.018526e+14		1.052662e+13		4.738703e+13		3.675116e+14		3.456240e+16		1.130791e+16		6.764725e+16		6.489400e+17		4.413064e+15		6.082677e+16		7.433030e+08		1.927128e+12		1.318301e+14		1.117606e+15		3.089816e+12		7.471798e+10		6.361496e+11		3.831667e+12		3.431784e+13		1.450586e+13		1.096660e+14		2.072712e+11		4.190664e+09		1.488341e+12		2.681282e+12		4.725780e+12		1.476610e+21
282.625877		1.005239e+20		8.611327e+20		4.258953e+16		4.231667e+16		4.440363e+13		4.730519e+10		3.596761e+17		3.287061e+14		4.515445e+17		1.361939e+14		3.583236e+09		2.201898e+11		1.157399e+14		1.370741e+13		7.966028e+13		5.078778e+14		3.926229e+16		1.163476e+16		5.705208e+16		4.727755e+17		4.311004e+15		5.341468e+16		6.014584e+08		1.809254e+12		1.083054e+14		8.848408e+14		2.354065e+12		1.338211e+11		1.066796e+12		3.446693e+12		2.512154e+13		1.030380e+13		6.366815e+13		2.377376e+11		6.239610e+09		1.696454e+12		3.064939e+12		4.452599e+12		1.142273e+21
471.043129		8.790573e+19		6.577758e+20		3.952692e+16		3.735061e+16		3.150162e+13		2.649954e+10		2.873917e+17		2.028046e+14		3.205680e+17		7.304752e+13		4.272574e+09		3.187116e+11		1.277679e+14		1.733022e+13		1.279915e+14		6.878299e+14		4.206755e+16		1.141626e+16		4.773379e+16		3.417589e+17		4.097909e+15		4.557030e+16		4.947611e+08		1.638968e+12		8.579609e+13		6.717367e+14		1.718116e+12		2.228795e+11		1.599475e+12		3.029427e+12		1.773647e+13		7.509429e+12		3.820983e+13		2.603165e+11		8.967847e+09		1.788455e+12		3.381481e+12		4.052827e+12		8.847063e+20
659.460381		7.684968e+19		5.024675e+20		3.721363e+16		3.146811e+16		2.207521e+13		1.433808e+10		2.270322e+17		1.204582e+14		2.288370e+17		3.830852e+13		4.967217e+09		4.555136e+11		1.374464e+14		2.140678e+13		1.866383e+14		8.924040e+14		4.298025e+16		1.065950e+16		3.962676e+16		2.453947e+17		3.797270e+15		3.788583e+16		4.154657e+08		1.443850e+12		6.607593e+13		4.915103e+14		1.211981e+12		3.431792e+11		2.185144e+12		2.580674e+12		1.225118e+13		5.666803e+12		2.393287e+13		2.752316e+11		1.266735e+10		1.782026e+12		3.664742e+12		3.577851e+12		6.864493e+20
847.877632		6.715540e+19		3.836463e+20		3.615602e+16		2.510060e+16		1.529358e+13		7.478208e+09		1.771863e+17		6.876641e+13		1.641764e+17		1.964069e+13		5.687030e+09		6.552515e+11		1.445690e+14		2.659693e+13		2.411528e+14		1.080828e+15		4.226888e+16		9.483395e+15		3.263280e+16		1.750439e+17		3.432263e+15		3.077825e+16		3.565201e+08		1.244845e+12		4.978229e+13		3.465610e+14		8.332404e+11		4.941809e+11		2.771782e+12		2.119599e+12		8.389780e+12		4.458289e+12		1.557849e+13		2.833521e+11		1.777986e+10		1.700014e+12		3.940022e+12		3.073471e+12		5.334195e+20
1036.294884		5.867761e+19		2.929286e+20		3.634302e+16		1.890541e+16		1.045953e+13		3.754801e+09		1.362033e+17		3.769594e+13		1.184389e+17		9.856906e+12		6.571563e+09		9.902085e+11		1.492934e+14		3.698791e+13		2.773493e+14		1.207790e+15		4.031206e+16		8.070913e+15		2.668041e+16		1.242199e+17		3.022428e+15		2.453214e+16		3.124790e+08		1.056646e+12		3.692153e+13		2.344552e+14		5.639394e+11		6.787086e+11		3.318189e+12		1.680563e+12		5.764228e+12		3.671870e+12		1.038727e+13		2.856851e+11		2.491399e+10		1.562858e+12		4.221782e+12		2.583131e+12		4.154066e+20
1224.712136		5.126580e+19		2.236607e+20		3.719119e+16		1.347281e+16		7.035755e+12		1.812633e+09		1.026407e+17		1.981522e+13		8.588428e+16		4.843983e+12		9.665021e+09		1.709721e+12		1.524158e+14		6.600745e+13		2.896667e+14		1.253676e+15		3.749879e+16		6.602219e+15		2.168419e+16		8.774244e+16		2.581311e+15		1.925855e+16		2.789393e+08		8.872580e+11		2.708658e+13		1.507913e+14		3.791917e+11		9.101102e+11		3.808609e+12		1.290811e+12		3.996048e+12		3.149719e+12		6.939826e+12		2.832165e+11		3.497016e+10		1.387888e+12		4.521872e+12		2.143468e+12		3.242695e+20
1413.129387		4.477428e+19		1.706718e+20		3.787296e+16		9.128470e+15		4.639910e+12		8.421229e+08		7.550181e+16		9.981068e+12		6.252130e+16		2.332018e+12		3.452836e+10		3.494484e+12		1.553082e+14		1.389561e+14		2.808918e+14		1.228659e+15		3.416467e+16		5.211902e+15		1.756880e+16		6.161206e+16		2.122318e+15		1.492419e+16		2.514268e+08		7.389912e+11		1.970327e+13		9.113598e+13		2.552636e+11		1.191355e+12		4.228093e+12		9.619670e+11		2.792426e+12		2.766915e+12		4.536162e+12		2.767818e+11		4.938145e+10		1.190179e+12		4.857759e+12		1.779244e+12		2.536508e+20
1601.546639		3.907864e+19		1.302735e+20		3.771623e+16		5.927521e+15		3.006973e+12		3.801910e+08		5.417429e+16		4.842366e+12		4.570390e+16		1.106504e+12		1.414960e+11		7.702512e+12		1.592913e+14		2.816673e+14		2.573008e+14		1.156984e+15		3.058257e+16		3.983147e+15		1.429986e+16		4.295029e+16		1.667847e+15		1.143317e+16		2.231151e+08		6.101784e+11		1.419688e+13		5.136212e+13		1.731998e+11		1.467126e+12		4.513334e+12		6.962418e+11		1.958118e+12		2.430162e+12		2.843649e+12		2.672902e+11		7.069069e+10		9.845642e+11		5.276794e+12		1.500688e+12		1.989930e+20
1789.963890		3.405989e+19		9.941962e+19		3.642863e+16		3.716930e+15		1.926663e+12		1.688321e+08		3.790315e+16		2.273498e+12		3.350510e+16		5.198843e+11		3.624326e+11		1.830168e+13		1.645966e+14		5.016292e+14		2.254758e+14		1.063090e+15		2.695083e+16		2.946383e+15		1.182837e+16		2.951917e+16		1.243797e+15		8.629492e+15		1.866131e+08		4.950315e+11		1.003446e+13		2.679882e+13		1.190388e+11		1.632210e+12		4.567247e+12		4.885745e+11		1.362711e+12		2.077113e+12		1.674123e+12		2.554081e+11		1.038502e+11		7.815321e+11		5.861702e+12		1.299350e+12		1.565149e+20
1978.381142		2.947200e+19		7.616739e+19		3.407592e+16		2.257875e+15		1.236104e+12		7.502717e+07		2.592472e+16		1.043212e+12		2.474079e+16		2.447499e+11		6.184336e+11		6.828960e+13		1.718001e+14		7.852090e+14		1.881087e+14		9.620192e+14		2.334717e+16		2.099185e+15		1.007133e+16		1.991645e+16		8.763684e+14		6.430744e+15		1.444600e+08		3.971152e+11		6.951821e+12		1.291581e+13		8.210014e+10		1.587959e+12		4.314089e+12		3.332561e+11		9.291052e+11		1.687276e+12		9.097520e+11		2.431136e+11		1.605379e+11		5.908955e+11		6.848246e+12		1.167640e+12		1.236176e+20
2166.798394		2.527586e+19		5.864770e+19		3.079229e+16		1.338649e+15		8.063406e+11		3.381226e+07		1.733140e+16		4.724070e+11		1.843409e+16		1.165391e+11		7.950601e+11		3.234290e+14		1.807428e+14		1.092127e+15		1.495477e+14		8.648469e+14		1.982253e+16		1.429208e+15		8.828921e+15		1.297954e+16		5.794679e+14		4.687235e+15		1.036274e+08		3.152383e+11		4.714607e+12		5.719329e+12		5.697561e+10		1.335637e+12		3.739098e+12		2.187932e+11		6.066070e+11		1.253841e+12		4.439806e+11		2.293264e+11		2.462427e+11		4.132202e+11		7.971363e+12		1.073961e+12		9.801833e+19
2355.215645		2.126133e+19		4.568748e+19		2.656877e+16		7.708320e+14		5.389311e+11		1.538910e+07		1.130535e+16		2.128194e+11		1.400046e+16		5.684893e+10		8.581865e+11		1.173105e+15		1.934743e+14		1.377982e+15		1.106072e+14		7.698098e+14		1.620950e+16		9.144802e+14		7.780924e+15		8.060767e+15		3.560279e+14		3.314017e+15		7.136877e+07		2.515811e+11		3.139607e+12		2.308046e+12		3.875135e+10		9.546492e+11		2.885912e+12		1.349945e+11		3.682869e+11		8.133150e+11		1.885258e+11		2.111509e+11		3.362067e+11		2.554893e+11		8.380998e+12		9.838278e+11		7.807958e+19
2543.632897		1.747616e+19		3.612420e+19		2.137720e+16		4.332915e+14		3.662692e+11		6.985466e+06		7.205668e+15		9.671758e+10		1.090777e+16		2.877278e+10		8.311989e+11		2.931008e+15		2.067072e+14		1.569893e+15		7.517552e+13		6.682752e+14		1.243966e+16		5.409310e+14		6.572059e+15		4.669113e+15		2.008517e+14		2.210850e+15		4.855850e+07		1.992517e+11		2.017401e+12		8.524874e+11		2.526825e+10		5.844357e+11		1.919739e+12		7.483484e+10		2.005470e+11		4.359437e+11		6.732153e+10		1.808379e+11		3.598643e+11		1.320027e+11		7.023518e+12		8.395013e+11		6.246056e+19
2732.050148		1.401793e+19		2.893323e+19		1.565852e+16		2.394039e+14		2.453753e+11		3.115348e+06		4.526414e+15		4.485104e+10		8.708994e+15		1.517374e+10		7.541784e+11		5.295256e+15		2.119921e+14		1.602160e+15		4.664878e+13		5.514456e+14		8.728264e+15		2.912040e+14		5.077133e+15		2.467869e+15		1.026691e+14		1.341313e+15		3.312362e+07		1.519407e+11		1.212095e+12		2.980778e+11		1.531183e+10		3.164637e+11		1.083592e+12		3.574782e+10		9.476488e+10		1.859048e+11		1.968799e+10		1.361145e+11		2.865926e+11		5.488813e+10		4.389780e+12		6.208016e+11		5.004178e+19
2920.467400		1.086763e+19		2.352310e+19		1.029014e+16		1.282706e+14		1.552569e+11		1.330694e+06		2.831901e+15		2.100776e+10		7.149791e+15		8.293396e+09		6.639104e+11		7.503101e+15		2.061741e+14		1.486691e+15		2.582557e+13		4.223409e+14		5.487684e+15		1.405895e+14		3.512162e+15		1.177352e+15		4.696098e+13		7.171682e+14		2.308847e+07		1.101115e+11		6.647964e+11		1.072308e+11		8.219636e+09		1.557956e+11		5.213967e+11		1.447019e+10		3.820304e+10		6.194823e+10		4.636243e+09		8.714037e+10		1.735429e+11		1.819156e+10		2.020723e+12		3.880581e+11		4.009543e+19
3108.884652		8.144850e+18		1.931738e+19		6.099016e+15		6.630467e+13		9.111590e+10		5.412183e+05		1.787851e+15		9.797125e+09		5.980774e+15		4.620064e+09		5.749543e+11		8.797063e+15		1.843230e+14		1.262890e+15		1.281263e+13		2.973122e+14		3.119619e+15		6.095091e+13		2.163574e+15		5.041207e+14		1.897263e+13		3.242778e+14		1.634345e+07		7.433398e+10		3.266109e+11		4.422966e+10		3.883211e+09		7.240692e+10		2.244290e+11		5.102272e+09		1.327081e+10		1.644284e+10		8.926768e+08		4.742848e+10		8.659423e+10		5.049517e+09		6.927928e+11		1.980939e+11		3.206391e+19
3297.301903		5.792540e+18		1.598920e+19		3.259791e+15		3.139865e+13		4.833949e+10		1.961144e+05		1.114839e+15		4.279431e+09		5.072901e+15		2.517335e+09		4.947297e+11		9.047836e+15		1.458309e+14		1.003336e+15		5.493844e+12		1.898396e+14		1.616058e+15		2.330791e+13		1.179928e+15		1.897755e+14		6.481319e+12		1.154937e+14		1.172395e+07		4.625890e+10		1.393374e+11		2.070951e+10		1.570047e+09		3.152744e+10		8.968379e+10		1.596117e+09		3.976007e+09		3.454548e+09		1.378849e+08		2.227681e+10		3.813378e+10		1.243982e+09		1.737312e+11		7.855950e+10		2.549303e+19
3485.719155		3.858359e+18		1.326059e+19		1.596525e+15		1.303459e+13		2.284250e+10		5.938727e+04		6.660821e+14		1.658591e+09		4.311678e+15		1.284101e+09		4.225072e+11		8.454590e+15		9.585395e+13		7.530107e+14		1.995850e+12		1.090742e+14		7.966514e+14		7.895096e+12		5.654185e+14		6.152736e+13		1.819476e+12		3.041501e+13		8.394226e+06		2.588481e+10		4.966433e+10		9.531231e+09		5.463532e+08		1.293464e+10		3.527103e+10		4.610068e+08		1.045049e+09		5.863328e+08		1.721086e+07		9.450577e+09		1.494769e+10		2.988415e+08		3.116305e+10		2.257916e+10		2.010161e+19
