X3	1.542975e+28	1.229857e-01
X53	9.056672e+28	7.218791e-01
X1	1.015686e+25	8.095713e-05
X56	4.500608e+24	3.587294e-05
X54	3.868123e+21	3.083160e-08
X2	3.465801e+18	2.762482e-11
X4	3.720425e+25	2.965435e-04
X5	2.465702e+22	1.965335e-07
X7	4.263353e+25	3.398186e-04
X6	1.005461e+22	8.014216e-08
X52	1.516929e+20	1.209097e-09
X20	1.356990e+24	1.081614e-05
X22	5.805378e+22	4.627286e-07
X61	2.439915e+23	1.944780e-06
X19	6.932451e+22	5.525641e-07
X58	2.706203e+23	2.157030e-06
X59	8.720580e+24	6.950903e-05
X80	1.635978e+24	1.303987e-05
X60	7.213095e+24	5.749333e-05
X21	4.295922e+25	3.424145e-04
X62	6.195037e+23	4.937871e-06
X24	6.150534e+24	4.902399e-05
X63	8.167297e+16	6.509898e-13
X23	2.532593e+20	2.018651e-09
X71	1.072029e+22	8.544811e-08
X25	7.704530e+22	6.141041e-07
X26	2.059532e+20	1.641589e-09
X64	2.300085e+20	1.833326e-09
X27	8.201980e+20	6.537543e-09
X28	3.946521e+20	3.145649e-09
X29	2.184631e+21	1.741301e-08
X30	1.149322e+21	9.160887e-09
X31	5.258186e+21	4.191136e-08
X32	7.168672e+19	5.713925e-10
X33	3.848560e+19	3.067568e-10
X34	2.983338e+20	2.377926e-09
X35	1.488666e+21	1.186569e-08
X36	6.512975e+20	5.191289e-09
