Std No.	Outgassing	ChemProd	ChemLoss	DryDepo		WetDepo		Escape		Condensation	Net Flux	Global Change
3	0.000000e+00	4.240774e+36	-4.913558e+36	-0.000000e+00	0.000000e+00	-4.197310e+11	0.000000e+00	-6.727846e+35	-4.360309e+07
53	0.000000e+00	4.331593e+36	-4.319306e+36	-0.000000e+00	0.000000e+00	1.824878e+10	0.000000e+00	1.228687e+34	1.356664e+05
1	0.000000e+00	6.546559e+35	-7.350872e+35	-0.000000e+00	0.000000e+00	-0.000000e+00	0.000000e+00	-8.043123e+34	-7.918910e+09
56	0.000000e+00	3.732417e+35	-3.399024e+35	-0.000000e+00	0.000000e+00	-0.000000e+00	0.000000e+00	3.333936e+34	7.407746e+09
54	0.000000e+00	7.498240e+31	-2.834154e+31	-0.000000e+00	0.000000e+00	-0.000000e+00	0.000000e+00	4.664085e+31	1.205775e+10
2	0.000000e+00	1.490726e+29	-4.355047e+28	-0.000000e+00	0.000000e+00	-0.000000e+00	0.000000e+00	1.055222e+29	3.044669e+10
4	0.000000e+00	1.416050e+36	-1.414820e+36	-0.000000e+00	0.000000e+00	-0.000000e+00	0.000000e+00	1.230087e+33	3.306309e+07
5	0.000000e+00	7.464796e+32	-2.314218e+32	-0.000000e+00	0.000000e+00	-0.000000e+00	0.000000e+00	5.150578e+32	2.088889e+10
7	0.000000e+00	1.580429e+35	-8.548065e+33	-0.000000e+00	0.000000e+00	-0.000000e+00	0.000000e+00	1.494948e+35	3.506508e+09
6	0.000000e+00	2.806593e+32	-1.331858e+31	-0.000000e+00	0.000000e+00	-0.000000e+00	0.000000e+00	2.673407e+32	2.658887e+10
52	0.000000e+00	7.867463e+29	-2.320082e+30	-0.000000e+00	0.000000e+00	-0.000000e+00	0.000000e+00	-1.533336e+30	-1.010816e+10
20	0.000000e+00	7.840646e+32	-1.855662e+34	-0.000000e+00	0.000000e+00	-0.000000e+00	0.000000e+00	-1.777256e+34	-1.309705e+10
22	0.000000e+00	1.702116e+35	-1.704243e+35	-0.000000e+00	0.000000e+00	-0.000000e+00	0.000000e+00	-2.127163e+32	-3.664125e+09
61	0.000000e+00	4.273427e+33	-6.522763e+33	-0.000000e+00	0.000000e+00	-0.000000e+00	0.000000e+00	-2.249336e+33	-9.218911e+09
19	0.000000e+00	1.600058e+33	-1.739037e+33	-0.000000e+00	0.000000e+00	-0.000000e+00	0.000000e+00	-1.389790e+32	-2.004760e+09
58	0.000000e+00	8.603580e+33	-1.053021e+34	-0.000000e+00	0.000000e+00	-0.000000e+00	0.000000e+00	-1.926625e+33	-7.119293e+09
59	0.000000e+00	2.919054e+34	-1.070313e+35	-0.000000e+00	0.000000e+00	-0.000000e+00	0.000000e+00	-7.784076e+34	-8.926099e+09
80	0.000000e+00	9.126018e+34	-8.932565e+34	-0.000000e+00	0.000000e+00	-0.000000e+00	0.000000e+00	1.934533e+33	1.182493e+09
60	0.000000e+00	2.866324e+36	-2.864104e+36	-0.000000e+00	0.000000e+00	-0.000000e+00	0.000000e+00	2.219559e+33	3.077124e+08
21	0.000000e+00	2.805053e+36	-2.635173e+36	-0.000000e+00	0.000000e+00	-0.000000e+00	0.000000e+00	1.698804e+35	3.954458e+09
62	0.000000e+00	4.019909e+35	-4.075314e+35	-0.000000e+00	0.000000e+00	-0.000000e+00	0.000000e+00	-5.540511e+33	-8.943467e+09
24	0.000000e+00	2.057707e+35	-2.827795e+35	-0.000000e+00	0.000000e+00	-0.000000e+00	0.000000e+00	-7.700870e+34	-1.252065e+10
63	0.000000e+00	2.361728e+26	-1.866297e+24	-0.000000e+00	0.000000e+00	-0.000000e+00	0.000000e+00	2.343066e+26	2.868838e+09
23	0.000000e+00	1.882077e+35	-1.882118e+35	-0.000000e+00	0.000000e+00	-0.000000e+00	0.000000e+00	-4.140445e+30	-1.634864e+10
71	0.000000e+00	1.882643e+35	-1.884698e+35	-0.000000e+00	0.000000e+00	-0.000000e+00	0.000000e+00	-2.055278e+32	-1.917184e+10
25	0.000000e+00	3.474717e+35	-3.486163e+35	-0.000000e+00	0.000000e+00	-0.000000e+00	0.000000e+00	-1.144669e+33	-1.485708e+10
26	0.000000e+00	3.409205e+28	-3.451932e+29	-0.000000e+00	0.000000e+00	-0.000000e+00	0.000000e+00	-3.111012e+29	-1.510543e+09
64	0.000000e+00	3.101717e+31	-3.317647e+31	-0.000000e+00	0.000000e+00	-0.000000e+00	0.000000e+00	-2.159303e+30	-9.387927e+09
27	0.000000e+00	2.505829e+32	-2.581505e+32	-0.000000e+00	0.000000e+00	-0.000000e+00	0.000000e+00	-7.567556e+30	-9.226499e+09
28	0.000000e+00	1.837443e+31	-2.739580e+31	-0.000000e+00	0.000000e+00	-0.000000e+00	0.000000e+00	-9.021366e+30	-2.285903e+10
29	0.000000e+00	4.771775e+31	-8.195566e+31	-0.000000e+00	0.000000e+00	-0.000000e+00	0.000000e+00	-3.423791e+31	-1.567217e+10
30	0.000000e+00	2.215326e+32	-2.205909e+32	-0.000000e+00	0.000000e+00	-0.000000e+00	0.000000e+00	9.416873e+29	8.193416e+08
31	0.000000e+00	2.135738e+32	-1.444882e+32	-0.000000e+00	0.000000e+00	-0.000000e+00	0.000000e+00	6.908564e+31	1.313868e+10
32	0.000000e+00	2.127095e+29	-5.266805e+29	-0.000000e+00	0.000000e+00	-0.000000e+00	0.000000e+00	-3.139710e+29	-4.379766e+09
33	0.000000e+00	2.403251e+31	-2.463404e+31	-0.000000e+00	0.000000e+00	-0.000000e+00	0.000000e+00	-6.015297e+29	-1.562999e+10
34	0.000000e+00	2.824968e+30	-7.554436e+30	-0.000000e+00	0.000000e+00	-0.000000e+00	0.000000e+00	-4.729468e+30	-1.585294e+10
35	0.000000e+00	5.297806e+31	-1.162049e+32	-0.000000e+00	0.000000e+00	-0.000000e+00	0.000000e+00	-6.322680e+31	-4.247213e+10
36	0.000000e+00	1.945710e+32	-2.047460e+32	-0.000000e+00	0.000000e+00	-0.000000e+00	0.000000e+00	-1.017500e+31	-1.562267e+10
