Layer	  log(P)	nClouds	Molec.   7	Cloud    7	Molec.   9	Cloud    9
1	4.885714	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
2	4.771429	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
3	4.657143	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
4	4.542857	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
5	4.428571	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
6	4.314286	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
7	4.200000	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
8	4.085714	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
9	3.971429	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
10	3.857143	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
11	3.742857	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
12	3.628571	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
13	3.514286	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
14	3.400000	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
15	3.285714	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
16	3.171429	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
17	3.057143	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
18	2.942857	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
19	2.828571	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
20	2.714286	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
21	2.600000	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
22	2.485714	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
23	2.371429	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
24	2.257143	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
25	2.142857	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
26	2.028571	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
27	1.914286	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
28	1.800000	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
29	1.685714	0	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
