Layer	  Height	  log(P)	Temp_bound.	     Rflux	 isequil	dt
0	0.000000	5.000000	1002.164356	 -0.000000	0	1.414547e-04
1	6.131773	4.885714	941.108155	  0.000000	0	1.347022e-01
2	11.879618	4.771429	883.151818	 -0.000000	0	8.163772e-02
3	17.261192	4.657143	828.265959	 -0.000000	0	4.947741e-02
4	22.304451	4.542857	779.246192	 -0.000000	0	2.998631e-02
5	27.038830	4.428571	733.804470	  0.000000	0	4.947741e-02
6	31.479355	4.314286	689.663695	 -0.000000	0	4.947741e-02
7	35.638288	4.200000	648.039764	  0.000000	0	2.998631e-02
8	39.549037	4.085714	614.098019	 -0.000000	0	8.163772e-02
9	43.288080	3.971429	596.653503	  0.000000	0	1.347022e-01
10	46.925601	3.857143	585.127734	  0.000000	0	1.347022e-01
11	50.490704	3.742857	576.792606	  0.000000	0	1.347022e-01
12	54.000677	3.628571	570.859740	 -0.000000	0	2.222587e-01
13	57.465121	3.514286	565.314933	  0.000000	0	8.163772e-02
14	60.878888	3.400000	557.205908	  0.000000	0	3.667269e-01
15	64.217578	3.285714	542.949355	  0.000000	0	3.667269e-01
16	67.434706	3.171429	518.925645	  0.000000	0	2.222587e-01
17	70.508749	3.057143	496.678753	  0.000000	0	2.222587e-01
18	73.499785	2.942857	492.226053	  0.000000	0	2.222587e-01
19	76.443524	2.828571	481.469200	  0.000000	0	2.222587e-01
20	79.316556	2.714286	469.083343	  0.000000	0	2.222587e-01
21	82.110422	2.600000	455.444661	  0.000000	0	2.222587e-01
22	84.817261	2.485714	440.332399	  0.000000	0	3.667269e-01
23	87.428883	2.371429	423.965594	  0.000000	0	3.667269e-01
24	89.941791	2.257143	407.682081	  0.000000	0	2.222587e-01
25	92.369137	2.142857	393.824336	  0.000000	0	2.222587e-01
26	94.734185	2.028571	385.755925	  0.000000	0	2.222587e-01
27	97.065820	1.914286	385.909446	  0.000000	0	2.222587e-01
28	99.391511	1.800000	383.789151	  0.000000	0	2.222587e-01
29	101.704383	1.685714	381.667237	  0.000000	0	2.222587e-01
30	104.004905	1.571429	379.702248	  0.000000	0	2.222587e-01
31	106.294711	1.457143	378.120528	  0.000000	0	2.222587e-01
32	108.578072	1.342857	377.569220	  0.000000	0	2.222587e-01
33	110.865032	1.228571	379.311732	  0.000000	0	2.222587e-01
34	113.175238	1.114286	384.770606	  0.000000	0	2.222587e-01
35	115.527218	1.000000	393.408901	  0.000000	0	2.222587e-01
36	117.932352	0.885714	402.574805	  0.000000	0	3.667269e-01
37	120.394949	0.771429	412.414580	  0.000000	0	3.667269e-01
38	122.922506	0.657143	424.049194	  0.000000	0	3.667269e-01
39	125.525485	0.542857	437.340504	  0.000001	0	3.667269e-01
40	128.212936	0.428571	451.902566	  0.000001	0	2.222587e-01
41	130.991185	0.314286	467.194280	  0.000001	0	3.667269e-01
42	133.863576	0.200000	482.763249	  0.000001	0	3.667269e-01
43	136.832675	0.085714	498.287106	  0.000002	0	3.667269e-01
44	139.898461	-0.028571	513.363885	  0.000002	0	3.667269e-01
45	143.061822	-0.142857	527.860901	  0.000002	0	2.222587e-01
46	146.323964	-0.257143	541.544178	  0.000003	0	2.222587e-01
47	149.682985	-0.371429	553.666468	  0.000004	0	2.222587e-01
48	153.132343	-0.485714	563.382469	  0.000005	0	2.222587e-01
49	156.659466	-0.600000	570.017880	  0.000006	0	3.667269e-01
50	160.252717	-0.714286	573.366850	  0.000007	0	3.667269e-01
51	163.879910	-0.828571	573.807978	  0.000009	0	3.667269e-01
52	167.676748	-0.942857	572.581752	  0.000011	0	3.667269e-01
53	172.069101	-1.057143	570.307880	  0.000013	0	3.667269e-01
54	177.562471	-1.171429	574.936801	  0.000016	0	2.222587e-01
55	185.590411	-1.285714	606.340489	  0.000019	0	3.667269e-01
56	196.773059	-1.400000	704.702156	  0.000023	0	3.667269e-01
57	216.144490	-1.514286	1406.610228	  0.000027	0	3.667269e-01
58	246.119770	-1.628571	1820.153450	  0.000032	0	3.667269e-01
59	280.043665	-1.742857	1823.721187	  0.000037	0	3.667269e-01
60	314.149018	-1.857143	1837.321640	  0.000041	0	3.667269e-01
61	348.445739	-1.971429	1843.230461	  0.000051	0	3.667269e-01
62	382.845723	-2.085714	1848.130127	  0.000102	0	3.667269e-01
63	417.325333	-2.200000	1851.720190	  0.000203	0	3.667269e-01
64	451.863953	-2.314286	1854.449085	  0.000329	0	3.667269e-01
65	486.447316	-2.428571	1856.517042	  0.000472	0	3.667269e-01
66	521.064647	-2.542857	1858.092016	 -0.000088	0	3.667269e-01
67	555.707867	-2.657143	1859.293780	  0.003132	0	3.667269e-01
68	590.370855	-2.771429	1860.212552	  0.006030	0	3.667269e-01
69	625.048961	-2.885714	1860.915654	  0.018072	0	3.667269e-01
70	659.738653	-3.000000	1861.455569	 -2.948562	0	3.667269e-01
