Layer	  log(P)	nClouds	Molec.   7	Cloud    7	Molec.   9	Cloud    9
1	7.198020	0	1.8580e-03	0.0000e+00	1.3008e-11	0.0000e+00
2	7.095009	0	1.9271e-03	0.0000e+00	9.9672e-12	0.0000e+00
3	6.991999	0	1.9893e-03	0.0000e+00	7.6123e-12	0.0000e+00
4	6.888989	0	2.0414e-03	0.0000e+00	5.8595e-12	0.0000e+00
5	6.785978	0	2.0841e-03	0.0000e+00	4.5865e-12	0.0000e+00
6	6.682968	0	2.1181e-03	0.0000e+00	3.6883e-12	0.0000e+00
7	6.579958	0	2.1443e-03	0.0000e+00	3.0748e-12	0.0000e+00
8	6.476948	0	2.1635e-03	0.0000e+00	2.6687e-12	0.0000e+00
9	6.373937	0	2.1768e-03	0.0000e+00	2.4040e-12	0.0000e+00
10	6.270927	0	2.1846e-03	0.0000e+00	2.1917e-12	0.0000e+00
11	6.167917	0	2.1878e-03	0.0000e+00	1.9283e-12	0.0000e+00
12	6.064906	0	2.1875e-03	0.0000e+00	1.5787e-12	0.0000e+00
13	5.961896	0	2.1840e-03	0.0000e+00	1.2130e-12	0.0000e+00
14	5.858886	0	2.1774e-03	0.0000e+00	9.1180e-13	0.0000e+00
15	5.755875	0	2.1673e-03	0.0000e+00	6.8892e-13	0.0000e+00
16	5.652865	0	2.1534e-03	0.0000e+00	5.3414e-13	0.0000e+00
17	5.549855	0	2.1363e-03	0.0000e+00	4.2651e-13	0.0000e+00
18	5.446845	0	2.1167e-03	0.0000e+00	3.4979e-13	0.0000e+00
19	5.343834	0	2.0957e-03	0.0000e+00	2.9188e-13	0.0000e+00
20	5.240824	0	2.0747e-03	0.0000e+00	2.4592e-13	0.0000e+00
21	5.137814	0	2.0547e-03	0.0000e+00	2.0808e-13	0.0000e+00
22	5.034803	0	2.0367e-03	0.0000e+00	1.7584e-13	0.0000e+00
23	4.931793	0	2.0215e-03	0.0000e+00	1.4810e-13	0.0000e+00
24	4.828783	0	2.0097e-03	0.0000e+00	1.2414e-13	0.0000e+00
25	4.725772	0	2.0014e-03	0.0000e+00	1.0349e-13	0.0000e+00
26	4.622762	0	1.9965e-03	0.0000e+00	8.5852e-14	0.0000e+00
27	4.519752	0	1.9945e-03	0.0000e+00	7.0924e-14	0.0000e+00
28	4.416742	0	1.9947e-03	0.0000e+00	5.8391e-14	0.0000e+00
29	4.313731	0	1.9963e-03	0.0000e+00	4.7969e-14	0.0000e+00
30	4.210721	0	1.9985e-03	0.0000e+00	3.9386e-14	0.0000e+00
31	4.107711	0	2.0007e-03	0.0000e+00	3.2321e-14	0.0000e+00
32	4.004700	0	2.0025e-03	0.0000e+00	2.6547e-14	0.0000e+00
33	3.901690	0	2.0039e-03	0.0000e+00	2.1815e-14	0.0000e+00
34	3.798680	0	2.0053e-03	0.0000e+00	1.7922e-14	0.0000e+00
35	3.695669	0	2.0069e-03	0.0000e+00	1.4723e-14	0.0000e+00
36	3.592659	0	2.0090e-03	0.0000e+00	1.2084e-14	0.0000e+00
37	3.489649	0	2.0118e-03	0.0000e+00	9.9064e-15	0.0000e+00
38	3.386639	0	2.0154e-03	0.0000e+00	8.1103e-15	0.0000e+00
39	3.283628	0	2.0199e-03	0.0000e+00	6.6298e-15	0.0000e+00
40	3.180618	0	2.0250e-03	0.0000e+00	5.4150e-15	0.0000e+00
41	3.077608	0	2.0305e-03	0.0000e+00	4.4167e-15	0.0000e+00
42	2.974597	0	2.0361e-03	0.0000e+00	3.6052e-15	0.0000e+00
43	2.871587	0	2.0417e-03	0.0000e+00	2.9419e-15	0.0000e+00
44	2.768577	0	2.0474e-03	0.0000e+00	2.4000e-15	0.0000e+00
45	2.665566	0	2.0530e-03	0.0000e+00	1.9584e-15	0.0000e+00
46	2.562556	0	2.0583e-03	0.0000e+00	1.5986e-15	0.0000e+00
47	2.459546	0	2.0633e-03	0.0000e+00	1.3062e-15	0.0000e+00
48	2.356536	0	2.0682e-03	0.0000e+00	1.0669e-15	0.0000e+00
49	2.253525	0	2.0733e-03	0.0000e+00	8.7215e-16	0.0000e+00
50	2.150515	0	2.0786e-03	0.0000e+00	7.1258e-16	0.0000e+00
