Layer	    Height	  log(P)	      cp	   lapse	nClouds	isconv	Conv_Region	  Pot_Temp	Temp_center
1	  4.426592	7.198020	58.764571	0.141488	0	1	1	2.832269e+03	2785.532819
2	  8.695342	7.095009	59.027536	0.140858	0	1	1	2.832269e+03	2693.800917
3	 12.813747	6.991999	59.251965	0.140324	0	1	1	2.832269e+03	2605.449998
4	 16.789328	6.888989	59.413921	0.139941	0	1	1	2.832269e+03	2520.271339
5	 20.628952	6.785978	59.512952	0.139709	0	1	1	2.832269e+03	2438.056028
6	 24.338882	6.682968	59.549342	0.139623	0	1	1	2.832269e+03	2358.612413
7	 27.924816	6.579958	59.525510	0.139679	0	1	1	2.832269e+03	2281.766064
8	 31.391862	6.476948	59.447720	0.139862	0	1	1	2.832269e+03	2207.361528
9	 34.744560	6.373937	59.326582	0.140147	0	1	1	2.832269e+03	2135.265024
10	 37.986962	6.270927	59.173045	0.140511	0	1	1	2.832269e+03	2065.364618
11	 41.153186	6.167917	59.050442	0.140803	0	0	0	0.000000e+00	2016.966074
12	 44.307867	6.064906	59.028266	0.140856	0	0	0	0.000000e+00	2009.601130
13	 47.491904	5.961896	59.069151	0.140758	0	0	0	0.000000e+00	2028.168438
14	 50.717628	5.858886	59.117255	0.140644	0	0	0	0.000000e+00	2054.419318
15	 53.989398	5.755875	59.154313	0.140556	0	0	0	0.000000e+00	2083.227652
16	 57.306214	5.652865	59.160332	0.140541	0	0	0	0.000000e+00	2111.042970
17	 60.663845	5.549855	59.128840	0.140616	0	0	0	0.000000e+00	2135.772453
18	 64.056429	5.446845	59.061086	0.140777	0	0	0	0.000000e+00	2156.410628
19	 67.477229	5.343834	58.965475	0.141006	0	0	0	0.000000e+00	2172.514186
20	 70.919121	5.240824	58.851858	0.141278	0	0	0	0.000000e+00	2183.968776
21	 74.374778	5.137814	58.729758	0.141572	0	0	0	0.000000e+00	2190.787469
22	 77.836825	5.034803	58.608613	0.141864	0	0	0	0.000000e+00	2193.074923
23	 81.298316	4.931793	58.495360	0.142139	0	0	0	0.000000e+00	2191.202540
24	 84.752667	4.828783	58.395056	0.142383	0	0	0	0.000000e+00	2185.475555
25	 88.193689	4.725772	58.310499	0.142590	0	0	0	0.000000e+00	2176.180626
26	 91.616136	4.622762	58.242067	0.142757	0	0	0	0.000000e+00	2163.905308
27	 95.015967	4.519752	58.187977	0.142890	0	0	0	0.000000e+00	2149.365687
28	 98.390397	4.416742	58.145143	0.142995	0	0	0	0.000000e+00	2133.283916
29	101.737847	4.313731	58.109656	0.143082	0	0	0	0.000000e+00	2116.343332
30	105.057840	4.210721	58.077452	0.143162	0	0	0	0.000000e+00	2099.164644
31	108.350837	4.107711	58.045756	0.143240	0	0	0	0.000000e+00	2082.274367
32	111.617966	4.004700	58.012424	0.143322	0	0	0	0.000000e+00	2066.061273
33	114.860250	3.901690	57.977798	0.143408	0	0	0	0.000000e+00	2050.461945
34	118.077965	3.798680	57.943023	0.143494	0	0	0	0.000000e+00	2035.033489
35	121.270992	3.695669	57.909537	0.143577	0	0	0	0.000000e+00	2019.555985
36	124.439038	3.592659	57.878910	0.143653	0	0	0	0.000000e+00	2003.938967
37	127.581574	3.489649	57.851723	0.143720	0	0	0	0.000000e+00	1988.051103
38	130.697865	3.386639	57.829043	0.143777	0	0	0	0.000000e+00	1971.773409
39	133.786957	3.283628	57.810870	0.143822	0	0	0	0.000000e+00	1954.970346
40	136.848013	3.180618	57.795716	0.143860	0	0	0	0.000000e+00	1937.695619
41	139.880910	3.077608	57.782488	0.143893	0	0	0	0.000000e+00	1920.368860
42	142.886191	2.974597	57.769494	0.143925	0	0	0	0.000000e+00	1903.378370
43	145.863959	2.871587	57.756590	0.143957	0	0	0	0.000000e+00	1886.452722
44	148.814051	2.768577	57.743345	0.143990	0	0	0	0.000000e+00	1869.425410
45	151.736860	2.665566	57.729542	0.144025	0	0	0	0.000000e+00	1852.631711
46	154.633079	2.562556	57.714361	0.144062	0	0	0	0.000000e+00	1836.247114
47	157.503360	2.459546	57.697398	0.144105	0	0	0	0.000000e+00	1820.243220
48	160.348070	2.356536	57.679976	0.144148	0	0	0	0.000000e+00	1804.459475
49	163.167169	2.253525	57.662010	0.144193	0	0	0	0.000000e+00	1788.651270
50	165.960360	2.150515	57.644410	0.144237	0	0	0	0.000000e+00	1772.665062
51	168.727384	2.047505	57.627496	0.144280	0	0	0	0.000000e+00	1756.532667
52	171.467383	1.944494	57.613274	0.144315	0	0	0	0.000000e+00	1739.907446
53	174.178178	1.841484	57.599960	0.144349	0	0	0	0.000000e+00	1721.963183
54	176.857334	1.738474	57.585345	0.144385	0	0	0	0.000000e+00	1702.527250
55	179.503020	1.635463	57.567516	0.144430	0	0	0	0.000000e+00	1681.940331
56	182.113935	1.532453	57.541990	0.144494	0	0	0	0.000000e+00	1660.491123
57	184.689509	1.429443	57.506145	0.144584	0	0	0	0.000000e+00	1638.603143
58	187.229912	1.326433	57.459355	0.144702	0	0	0	0.000000e+00	1616.726153
59	189.735965	1.223422	57.401309	0.144848	0	0	0	0.000000e+00	1595.258930
60	192.208914	1.120412	57.335648	0.145014	0	0	0	0.000000e+00	1574.496270
61	194.650319	1.017402	57.262926	0.145198	0	0	0	0.000000e+00	1554.640170
62	197.061783	0.914391	57.186151	0.145393	0	0	0	0.000000e+00	1535.742721
63	199.444803	0.811381	57.106332	0.145596	0	0	0	0.000000e+00	1517.746370
64	201.800689	0.708371	57.025587	0.145802	0	0	0	0.000000e+00	1500.559135
65	204.130493	0.605360	56.942745	0.146015	0	0	0	0.000000e+00	1484.010758
66	206.435007	0.502350	56.860567	0.146226	0	0	0	0.000000e+00	1467.964108
67	208.714927	0.399340	56.775815	0.146444	0	0	0	0.000000e+00	1452.334443
68	210.970744	0.296330	56.690246	0.146665	0	0	0	0.000000e+00	1437.014530
69	213.202794	0.193319	56.601852	0.146894	0	0	0	0.000000e+00	1421.896295
70	215.411150	0.090309	56.513354	0.147124	0	0	0	0.000000e+00	1406.832900
71	217.595681	-0.012701	56.419662	0.147368	0	0	0	0.000000e+00	1391.668765
72	219.756159	-0.115712	56.322860	0.147622	0	0	0	0.000000e+00	1376.360502
73	221.892453	-0.218722	56.220884	0.147889	0	0	0	0.000000e+00	1360.954471
74	224.004464	-0.321732	56.117218	0.148163	0	0	0	0.000000e+00	1345.496402
75	226.092205	-0.424743	56.010295	0.148445	0	0	0	0.000000e+00	1330.041197
76	228.155842	-0.527753	55.899419	0.148740	0	0	0	0.000000e+00	1314.682367
77	230.195731	-0.630763	55.787899	0.149037	0	0	0	0.000000e+00	1299.559988
78	232.212580	-0.733773	55.676821	0.149335	0	0	0	0.000000e+00	1284.880046
79	234.207447	-0.836784	55.568762	0.149625	0	0	0	0.000000e+00	1270.879913
80	236.181673	-0.939794	55.466003	0.149902	0	0	0	0.000000e+00	1257.740500
81	238.136811	-1.042804	55.365891	0.150173	0	0	0	0.000000e+00	1245.573783
82	240.074470	-1.145815	55.274067	0.150423	0	0	0	0.000000e+00	1234.444023
83	241.996339	-1.248825	55.187516	0.150659	0	0	0	0.000000e+00	1224.379232
84	243.904060	-1.351835	55.111732	0.150866	0	0	0	0.000000e+00	1215.381309
85	245.799302	-1.454846	55.041113	0.151059	0	0	0	0.000000e+00	1207.428935
86	247.683637	-1.557856	54.978930	0.151230	0	0	0	0.000000e+00	1200.479407
87	249.558543	-1.660866	54.958727	0.151286	0	0	0	0.000000e+00	1194.470828
88	251.425383	-1.763876	54.911732	0.151415	0	0	0	0.000000e+00	1189.323592
89	253.285356	-1.866887	54.872725	0.151523	0	0	0	0.000000e+00	1184.949385
90	255.139532	-1.969897	54.840710	0.151611	0	0	0	0.000000e+00	1181.260874
91	256.988860	-2.072907	54.813637	0.151686	0	0	0	0.000000e+00	1178.173769
92	258.834161	-2.175918	54.790591	0.151750	0	0	0	0.000000e+00	1175.608611
93	260.676150	-2.278928	54.770477	0.151806	0	0	0	0.000000e+00	1173.491389
94	262.515420	-2.381938	54.754070	0.151851	0	0	0	0.000000e+00	1171.754203
95	264.352455	-2.484949	54.741803	0.151885	0	0	0	0.000000e+00	1170.335884
96	266.187688	-2.587959	54.730782	0.151916	0	0	0	0.000000e+00	1169.182611
97	268.021457	-2.690969	54.722199	0.151940	0	0	0	0.000000e+00	1168.248265
98	269.854032	-2.793979	54.716475	0.151956	0	0	0	0.000000e+00	1167.494082
99	271.685664	-2.896990	54.709691	0.151974	0	0	0	0.000000e+00	1166.884749
100	273.516535	-3.000000	54.704541	0.151989	0	0	0	0.000000e+00	1166.396257
