0	H	0.920448
1	He	0.078343
2	C	0.000248
3	N	6.22E-05
4	O	0.000451
5	F	0.000334
6	Ne	0.000000
7	Na	1.60E-06
8	Mg	3.66E-05
9	Al	2.59E-06
10	Si	2.98E-05
11	P	2.37E-07
12	S	1.21E-05
13	Cl	1.92E-07
14	Ar	0.000000
15	K	9.86E-08
16	Ca	2.01E-06
17	Ti	8.20E-08
18	V	7.83E-09
19	Cr	0.000000
20	Mn	0.000000
21	Fe	2.91E-05
22	Ni	0.000000
