Layer	  log(P)	nClouds	Molec.   7	Cloud    7	Molec.   9	Cloud    9
1	7.198020	0	2.1964e-03	0.0000e+00	2.1167e-11	0.0000e+00
2	7.095009	0	2.1965e-03	0.0000e+00	1.7711e-11	0.0000e+00
3	6.991999	0	2.1964e-03	0.0000e+00	1.4840e-11	0.0000e+00
4	6.888989	0	2.1964e-03	0.0000e+00	1.2547e-11	0.0000e+00
5	6.785978	0	2.1964e-03	0.0000e+00	1.0654e-11	0.0000e+00
6	6.682968	0	2.1964e-03	0.0000e+00	9.0676e-12	0.0000e+00
7	6.579958	0	2.1963e-03	0.0000e+00	7.7222e-12	0.0000e+00
8	6.476948	0	2.1962e-03	0.0000e+00	6.5658e-12	0.0000e+00
9	6.373937	0	2.1962e-03	0.0000e+00	5.5629e-12	0.0000e+00
10	6.270927	0	2.1961e-03	0.0000e+00	4.7020e-12	0.0000e+00
11	6.167917	0	2.1960e-03	0.0000e+00	3.9664e-12	0.0000e+00
12	6.064906	0	2.1959e-03	0.0000e+00	3.3378e-12	0.0000e+00
13	5.961896	0	2.1958e-03	0.0000e+00	2.8078e-12	0.0000e+00
14	5.858886	0	2.1956e-03	0.0000e+00	2.3607e-12	0.0000e+00
15	5.755875	0	2.1955e-03	0.0000e+00	1.9865e-12	0.0000e+00
16	5.652865	0	2.1953e-03	0.0000e+00	1.6741e-12	0.0000e+00
17	5.549855	0	2.1952e-03	0.0000e+00	1.4108e-12	0.0000e+00
18	5.446845	0	2.1952e-03	0.0000e+00	1.1892e-12	0.0000e+00
19	5.343834	0	2.1953e-03	0.0000e+00	1.0042e-12	0.0000e+00
20	5.240824	0	2.1955e-03	0.0000e+00	8.4762e-13	0.0000e+00
21	5.137814	0	2.1959e-03	0.0000e+00	7.1416e-13	0.0000e+00
22	5.034803	0	2.1966e-03	0.0000e+00	5.9904e-13	0.0000e+00
23	4.931793	0	2.1975e-03	0.0000e+00	4.9988e-13	0.0000e+00
24	4.828783	0	2.1986e-03	0.0000e+00	4.1416e-13	0.0000e+00
25	4.725772	0	2.1999e-03	0.0000e+00	3.4053e-13	0.0000e+00
26	4.622762	0	2.2014e-03	0.0000e+00	2.7787e-13	0.0000e+00
27	4.519752	0	2.2029e-03	0.0000e+00	2.2519e-13	0.0000e+00
28	4.416742	0	2.2044e-03	0.0000e+00	1.8158e-13	0.0000e+00
29	4.313731	0	2.2059e-03	0.0000e+00	1.4602e-13	0.0000e+00
30	4.210721	0	2.2073e-03	0.0000e+00	1.1717e-13	0.0000e+00
31	4.107711	0	2.2086e-03	0.0000e+00	9.3858e-14	0.0000e+00
32	4.004700	0	2.2098e-03	0.0000e+00	7.5160e-14	0.0000e+00
33	3.901690	0	2.2109e-03	0.0000e+00	6.0280e-14	0.0000e+00
34	3.798680	0	2.2119e-03	0.0000e+00	4.8332e-14	0.0000e+00
35	3.695669	0	2.2129e-03	0.0000e+00	3.8689e-14	0.0000e+00
36	3.592659	0	2.2138e-03	0.0000e+00	3.0886e-14	0.0000e+00
37	3.489649	0	2.2148e-03	0.0000e+00	2.4651e-14	0.0000e+00
38	3.386639	0	2.2156e-03	0.0000e+00	1.9669e-14	0.0000e+00
39	3.283628	0	2.2164e-03	0.0000e+00	1.5707e-14	0.0000e+00
40	3.180618	0	2.2171e-03	0.0000e+00	1.2585e-14	0.0000e+00
41	3.077608	0	2.2177e-03	0.0000e+00	1.0107e-14	0.0000e+00
42	2.974597	0	2.2182e-03	0.0000e+00	8.1583e-15	0.0000e+00
43	2.871587	0	2.2188e-03	0.0000e+00	6.5817e-15	0.0000e+00
44	2.768577	0	2.2193e-03	0.0000e+00	5.2904e-15	0.0000e+00
45	2.665566	0	2.2199e-03	0.0000e+00	4.2243e-15	0.0000e+00
46	2.562556	0	2.2205e-03	0.0000e+00	3.3532e-15	0.0000e+00
47	2.459546	0	2.2211e-03	0.0000e+00	2.6480e-15	0.0000e+00
48	2.356536	0	2.2218e-03	0.0000e+00	2.0793e-15	0.0000e+00
49	2.253525	0	2.2223e-03	0.0000e+00	1.6288e-15	0.0000e+00
50	2.150515	0	2.2228e-03	0.0000e+00	1.2818e-15	0.0000e+00
51	2.047505	0	2.2232e-03	0.0000e+00	1.0160e-15	0.0000e+00
52	1.944494	0	2.2237e-03	0.0000e+00	8.1147e-16	0.0000e+00
53	1.841484	0	2.2240e-03	0.0000e+00	6.4919e-16	0.0000e+00
54	1.738474	0	2.2243e-03	0.0000e+00	5.1672e-16	0.0000e+00
55	1.635463	0	2.2248e-03	0.0000e+00	4.1014e-16	0.0000e+00
56	1.532453	0	2.2250e-03	0.0000e+00	3.2462e-16	0.0000e+00
57	1.429443	0	2.2254e-03	0.0000e+00	2.5676e-16	0.0000e+00
58	1.326433	0	2.2257e-03	0.0000e+00	2.0389e-16	0.0000e+00
59	1.223422	0	2.2259e-03	0.0000e+00	1.6273e-16	0.0000e+00
60	1.120412	0	2.2261e-03	0.0000e+00	1.3090e-16	0.0000e+00
61	1.017402	0	2.2263e-03	0.0000e+00	1.0598e-16	0.0000e+00
62	0.914391	0	2.2265e-03	0.0000e+00	8.5878e-17	0.0000e+00
63	0.811381	0	2.2267e-03	0.0000e+00	6.9321e-17	0.0000e+00
64	0.708371	0	2.2269e-03	0.0000e+00	5.5592e-17	0.0000e+00
65	0.605360	0	2.2272e-03	0.0000e+00	4.4411e-17	0.0000e+00
66	0.502350	0	2.2274e-03	0.0000e+00	3.5378e-17	0.0000e+00
67	0.399340	0	2.2275e-03	0.0000e+00	2.8005e-17	0.0000e+00
68	0.296330	0	2.2278e-03	0.0000e+00	2.2093e-17	0.0000e+00
69	0.193319	0	2.2279e-03	0.0000e+00	1.7312e-17	0.0000e+00
70	0.090309	0	2.2281e-03	0.0000e+00	1.3529e-17	0.0000e+00
71	-0.012701	0	2.2283e-03	0.0000e+00	1.0556e-17	0.0000e+00
72	-0.115712	0	2.2284e-03	0.0000e+00	8.1888e-18	0.0000e+00
73	-0.218722	0	2.2286e-03	0.0000e+00	6.3422e-18	0.0000e+00
74	-0.321732	0	2.2288e-03	0.0000e+00	4.9096e-18	0.0000e+00
75	-0.424743	0	2.2289e-03	0.0000e+00	3.7925e-18	0.0000e+00
76	-0.527753	0	2.2289e-03	0.0000e+00	2.9258e-18	0.0000e+00
77	-0.630763	0	2.2290e-03	0.0000e+00	2.2554e-18	0.0000e+00
78	-0.733773	0	2.2291e-03	0.0000e+00	1.7388e-18	0.0000e+00
79	-0.836784	0	2.2291e-03	0.0000e+00	1.3370e-18	0.0000e+00
80	-0.939794	0	2.2293e-03	0.0000e+00	1.0284e-18	0.0000e+00
81	-1.042804	0	2.2293e-03	0.0000e+00	7.9243e-19	0.0000e+00
82	-1.145815	0	2.2294e-03	0.0000e+00	6.1186e-19	0.0000e+00
83	-1.248825	0	2.2294e-03	0.0000e+00	4.7366e-19	0.0000e+00
84	-1.351835	0	2.2295e-03	0.0000e+00	3.7034e-19	0.0000e+00
