Layer	  Height	  log(P)	Temp_bound.	     Rflux	 isequil	dt
0	0.000000	5.000000	1980.215930	 -0.000000	0	1.348915e-04
1	23.599009	4.900000	1873.459385	 -0.000000	0	1.073673e+00
2	46.439112	4.800000	1856.673136	  0.000000	0	1.073673e+00
3	69.002452	4.700000	1828.520122	  0.000000	0	1.073673e+00
4	91.233717	4.600000	1802.441891	  0.000000	0	1.073673e+00
5	113.145877	4.500000	1776.424320	  0.000000	0	1.073673e+00
6	134.735850	4.400000	1749.849061	  0.000001	0	1.073673e+00
7	155.993635	4.300000	1722.229076	  0.000001	0	1.073673e+00
8	176.906633	4.200000	1693.610850	  0.000001	0	1.073673e+00
9	197.470583	4.100000	1665.267287	  0.000001	0	1.073673e+00
10	217.722550	4.000000	1642.666586	  0.000001	0	1.073673e+00
11	237.755205	3.900000	1629.377180	  0.000001	0	1.073673e+00
12	257.606218	3.800000	1612.880966	  0.000000	0	1.073673e+00
13	277.258960	3.700000	1596.880425	  0.000000	0	1.073673e+00
14	296.717541	3.600000	1581.055581	  0.000000	0	1.073673e+00
15	315.983855	3.500000	1565.386154	  0.000001	0	1.073673e+00
16	335.060247	3.400000	1549.930207	  0.000002	0	1.073673e+00
17	353.951212	3.300000	1535.019782	  0.000003	0	1.073673e+00
18	372.669478	3.200000	1521.598012	  0.000002	0	1.073673e+00
19	391.242461	3.100000	1511.203337	  0.000000	0	1.073673e+00
20	409.710021	3.000000	1504.218493	 -0.000004	0	1.073673e+00
21	428.090487	2.900000	1496.830538	 -0.000007	0	1.073673e+00
22	446.368755	2.800000	1487.417701	 -0.000009	0	1.073673e+00
23	464.531892	2.700000	1477.944266	 -0.000012	0	1.073673e+00
24	482.581432	2.600000	1468.776515	 -0.000014	0	1.073673e+00
25	500.523473	2.500000	1460.314272	 -0.000013	0	1.073673e+00
26	518.368248	2.400000	1452.794532	 -0.000011	0	1.073673e+00
27	536.129496	2.300000	1446.600168	 -0.000007	0	1.073673e+00
28	553.828225	2.200000	1442.529122	 -0.000003	0	1.073673e+00
29	571.495235	2.100000	1441.354773	  0.000000	0	1.073673e+00
30	589.157665	2.000000	1441.733288	  0.000003	0	1.073673e+00
31	606.810873	1.900000	1439.807947	  0.000006	0	1.073673e+00
32	624.425470	1.800000	1435.399909	  0.000008	0	1.073673e+00
33	641.984338	1.700000	1430.676541	  0.000009	0	1.073673e+00
34	659.486317	1.600000	1426.096567	  0.000009	0	1.073673e+00
35	676.935801	1.500000	1422.070444	  0.000010	0	1.073673e+00
36	694.340638	1.400000	1418.788958	  0.000011	0	1.073673e+00
37	711.710198	1.300000	1416.279968	  0.000011	0	1.073673e+00
38	729.053692	1.200000	1414.521264	  0.000011	0	1.073673e+00
39	746.379771	1.100000	1413.388026	 -0.000009	0	1.073673e+00
40	763.692390	1.000000	1412.265412	 -0.000034	0	1.073673e+00
41	780.988675	0.900000	1410.666620	 -0.000012	0	1.073673e+00
42	798.265742	0.800000	1409.069905	  0.000020	0	1.073673e+00
43	815.526777	0.700000	1407.986707	  0.000025	0	1.073673e+00
44	832.779147	0.600000	1407.552988	  0.000029	0	1.073673e+00
45	850.031455	0.500000	1407.843307	  0.000035	0	1.073673e+00
46	867.292650	0.400000	1408.874296	  0.000034	0	1.073673e+00
47	884.572006	0.300000	1410.625606	  0.000020	0	1.073673e+00
48	901.878263	0.200000	1413.038047	 -0.000001	0	1.073673e+00
49	919.219329	0.100000	1416.009183	 -0.000277	0	1.073673e+00
50	936.601220	0.000000	1419.358919	 -0.000333	0	1.073673e+00
51	954.027407	-0.100000	1422.824725	  0.000167	0	1.073673e+00
52	971.497626	-0.200000	1426.079390	  0.000355	0	1.073673e+00
53	989.007236	-0.300000	1428.699811	  0.000214	0	1.073673e+00
54	1006.545454	-0.400000	1430.178829	  0.000086	0	1.073673e+00
55	1024.095020	-0.500000	1429.978588	  0.000052	0	1.073673e+00
56	1041.631905	-0.600000	1427.609447	  0.000057	0	1.073673e+00
57	1059.126727	-0.700000	1422.751350	  0.000022	0	1.073673e+00
58	1076.547555	-0.800000	1415.338568	 -0.000035	0	1.073673e+00
59	1093.862778	-0.900000	1405.558902	 -0.000907	0	1.073673e+00
60	1111.044377	-1.000000	1393.735138	 -0.000404	0	1.073673e+00
61	1128.069681	-1.100000	1380.427329	  0.001524	0	1.073673e+00
62	1144.924809	-1.200000	1366.379156	  0.001395	0	1.073673e+00
63	1161.604110	-1.300000	1352.185901	  0.000582	0	1.073673e+00
64	1178.108391	-1.400000	1338.234637	  0.000178	0	1.073673e+00
65	1194.441502	-1.500000	1324.655302	  0.000181	0	1.073673e+00
66	1210.608122	-1.600000	1311.392951	  0.000360	0	1.073673e+00
67	1226.611371	-1.700000	1298.303804	  0.000604	0	1.073673e+00
68	1242.453222	-1.800000	1285.351216	  0.000927	0	1.073673e+00
69	1258.136608	-1.900000	1272.691073	 -0.004930	0	1.073673e+00
70	1273.666755	-2.000000	1260.542370	  0.014228	0	1.073673e+00
71	1289.051371	-2.100000	1249.138426	  0.010661	0	1.073673e+00
72	1304.301118	-2.200000	1238.688613	  0.003683	0	1.073673e+00
73	1319.428920	-2.300000	1229.335755	  0.004803	0	1.073673e+00
74	1334.448565	-2.400000	1221.136046	  0.008319	0	1.073673e+00
75	1349.374663	-2.500000	1214.076131	  0.014391	0	1.073673e+00
76	1364.220628	-2.600000	1208.092267	  0.025025	0	1.073673e+00
77	1378.999404	-2.700000	1203.082580	  0.045685	0	1.073673e+00
78	1393.722268	-2.800000	1198.938688	  0.059259	0	1.073673e+00
79	1408.399508	-2.900000	1195.559859	  0.618548	0	1.073673e+00
80	1423.039605	-3.000000	1192.800363	 -0.946852	0	1.073673e+00
