Layer	  log(P)	nClouds	Molec.   7	Cloud    7	Molec.   9	Cloud    9
1	7.198020	0	2.0775e-03	0.0000e+00	6.9270e-06	0.0000e+00
2	7.095009	0	1.9612e-03	0.0000e+00	5.6714e-06	0.0000e+00
3	6.991999	0	1.8617e-03	0.0000e+00	4.6443e-06	0.0000e+00
4	6.888989	0	1.7786e-03	0.0000e+00	3.8599e-06	0.0000e+00
5	6.785978	0	1.7055e-03	0.0000e+00	3.2592e-06	0.0000e+00
6	6.682968	0	1.6397e-03	0.0000e+00	2.7961e-06	0.0000e+00
7	6.579958	0	1.5770e-03	0.0000e+00	2.4363e-06	0.0000e+00
8	6.476948	0	1.5172e-03	0.0000e+00	2.1547e-06	0.0000e+00
9	6.373937	0	1.4565e-03	0.0000e+00	1.9322e-06	0.0000e+00
10	6.270927	0	1.3964e-03	0.0000e+00	1.7525e-06	0.0000e+00
11	6.167917	0	1.3374e-03	0.0000e+00	1.5999e-06	0.0000e+00
12	6.064906	0	1.2828e-03	0.0000e+00	1.4547e-06	0.0000e+00
13	5.961896	0	1.2355e-03	0.0000e+00	1.2944e-06	0.0000e+00
14	5.858886	0	1.2001e-03	0.0000e+00	1.1063e-06	0.0000e+00
15	5.755875	0	1.1820e-03	0.0000e+00	8.9969e-07	0.0000e+00
16	5.652865	0	1.1772e-03	0.0000e+00	7.0031e-07	0.0000e+00
17	5.549855	0	1.1871e-03	0.0000e+00	5.2995e-07	0.0000e+00
18	5.446845	0	1.2014e-03	0.0000e+00	3.9638e-07	0.0000e+00
19	5.343834	0	1.2144e-03	0.0000e+00	2.9658e-07	0.0000e+00
20	5.240824	0	1.2270e-03	0.0000e+00	2.2351e-07	0.0000e+00
21	5.137814	0	1.2375e-03	0.0000e+00	1.7015e-07	0.0000e+00
22	5.034803	0	1.2443e-03	0.0000e+00	1.3089e-07	0.0000e+00
23	4.931793	0	1.2476e-03	0.0000e+00	1.0164e-07	0.0000e+00
24	4.828783	0	1.2457e-03	0.0000e+00	7.9556e-08	0.0000e+00
25	4.725772	0	1.2472e-03	0.0000e+00	6.2667e-08	0.0000e+00
26	4.622762	0	1.2450e-03	0.0000e+00	4.9630e-08	0.0000e+00
27	4.519752	0	1.2423e-03	0.0000e+00	3.9482e-08	0.0000e+00
28	4.416742	0	1.2362e-03	0.0000e+00	3.1534e-08	0.0000e+00
29	4.313731	0	1.2315e-03	0.0000e+00	2.5278e-08	0.0000e+00
30	4.210721	0	1.2230e-03	0.0000e+00	2.0339e-08	0.0000e+00
31	4.107711	0	1.2159e-03	0.0000e+00	1.6420e-08	0.0000e+00
32	4.004700	0	1.2066e-03	0.0000e+00	1.3287e-08	0.0000e+00
33	3.901690	0	1.1952e-03	0.0000e+00	1.0770e-08	0.0000e+00
34	3.798680	0	1.1879e-03	0.0000e+00	8.7471e-09	0.0000e+00
35	3.695669	0	1.1770e-03	0.0000e+00	7.1252e-09	0.0000e+00
36	3.592659	0	1.1657e-03	0.0000e+00	5.8228e-09	0.0000e+00
37	3.489649	0	1.1560e-03	0.0000e+00	4.7710e-09	0.0000e+00
38	3.386639	0	1.1416e-03	0.0000e+00	3.9174e-09	0.0000e+00
39	3.283628	0	1.1283e-03	0.0000e+00	3.2202e-09	0.0000e+00
40	3.180618	0	1.1176e-03	0.0000e+00	2.6469e-09	0.0000e+00
41	3.077608	0	1.1004e-03	0.0000e+00	2.1729e-09	0.0000e+00
