#wavelengths (mu)	size parameter  	extinction cross section (cm^2)  	scattering cross section (cm^2)  	absorption cross section (cm^2)  	single scattering albedo         	asymmetry parameter              
4.0000000000e-01	9.9110547204e+02	2.5264191213e-04                 	1.4452852007e-04                 	1.0811339206e-04                 	5.7206865977e-01                 	9.1078630986e-01                 
4.0019220000e-01	9.9062947457e+02	2.5263191671e-04                 	1.4452139182e-04                 	1.0811052489e-04                 	5.7206307778e-01                 	9.1077333793e-01                 
4.0038460000e-01	9.9015343950e+02	2.5262259110e-04                 	1.4451490738e-04                 	1.0810768372e-04                 	5.7205852710e-01                 	9.1076031782e-01                 
4.0057710000e-01	9.8967761466e+02	2.5262050236e-04                 	1.4451591485e-04                 	1.0810458751e-04                 	5.7206724515e-01                 	9.1075158550e-01                 
4.0076990000e-01	9.8920150644e+02	2.5262769354e-04                 	1.4452641161e-04                 	1.0810128194e-04                 	5.7209251123e-01                 	9.1074814585e-01                 
4.0096280000e-01	9.8872560949e+02	2.5264025676e-04                 	1.4454213539e-04                 	1.0809812137e-04                 	5.7212630024e-01                 	9.1074796003e-01                 
4.0115590000e-01	9.8824967753e+02	2.5265080378e-04                 	1.4455532188e-04                 	1.0809548189e-04                 	5.7215460914e-01                 	9.1074818739e-01                 
4.0134920000e-01	9.8777371131e+02	2.5265305179e-04                 	1.4456057402e-04                 	1.0809247776e-04                 	5.7217030628e-01                 	9.1074187166e-01                 
4.0154270000e-01	9.8729771159e+02	2.5264585032e-04                 	1.4455638879e-04                 	1.0808946153e-04                 	5.7217004993e-01                 	9.1073041736e-01                 
4.0173640000e-01	9.8682167913e+02	2.5263403701e-04                 	1.4454739976e-04                 	1.0808663725e-04                 	5.7216122367e-01                 	9.1071580787e-01                 
4.0193020000e-01	9.8634586009e+02	2.5262565833e-04                 	1.4454194542e-04                 	1.0808371291e-04                 	5.7215860959e-01                 	9.1070363268e-01                 
4.0212430000e-01	9.8586976419e+02	2.5262671026e-04                 	1.4454580636e-04                 	1.0808090390e-04                 	5.7217151034e-01                 	9.1069739426e-01                 
4.0231850000e-01	9.8539388274e+02	2.5263714496e-04                 	1.4455936178e-04                 	1.0807778318e-04                 	5.7220153357e-01                 	9.1069616967e-01                 
4.0251290000e-01	9.8491797111e+02	2.5265102450e-04                 	1.4457571505e-04                 	1.0807530946e-04                 	5.7223482600e-01                 	9.1069879705e-01                 
4.0270750000e-01	9.8444203005e+02	2.5266009904e-04                 	1.4458748860e-04                 	1.0807261043e-04                 	5.7226087203e-01                 	9.1069733474e-01                 
4.0290230000e-01	9.8396606029e+02	2.5265895822e-04                 	1.4458925815e-04                 	1.0806970006e-04                 	5.7227045965e-01                 	9.1069006516e-01                 
4.0309730000e-01	9.8349006261e+02	2.5264854310e-04                 	1.4458157010e-04                 	1.0806697299e-04                 	5.7226362096e-01                 	9.1067655539e-01                 
4.0329250000e-01	9.8301403774e+02	2.5263593214e-04                 	1.4457150007e-04                 	1.0806443208e-04                 	5.7225232706e-01                 	9.1066275623e-01                 
4.0348790000e-01	9.8253798643e+02	2.5262970297e-04                 	1.4456826985e-04                 	1.0806143312e-04                 	5.7225365089e-01                 	9.1065142907e-01                 
4.0368340000e-01	9.8206215270e+02	2.5263444620e-04                 	1.4457567686e-04                 	1.0805876934e-04                 	5.7227222586e-01                 	9.1064790797e-01                 
4.0387920000e-01	9.8158605052e+02	2.5264777759e-04                 	1.4459156144e-04                 	1.0805621615e-04                 	5.7230490139e-01                 	9.1064996816e-01                 
4.0407510000e-01	9.8111016693e+02	2.5266191014e-04                 	1.4460807002e-04                 	1.0805384011e-04                 	5.7233822837e-01                 	9.1065236068e-01                 
4.0427120000e-01	9.8063425941e+02	2.5266839503e-04                 	1.4461755346e-04                 	1.0805084157e-04                 	5.7236107208e-01                 	9.1064963996e-01                 
4.0446760000e-01	9.8015808637e+02	2.5266340872e-04                 	1.4461543895e-04                 	1.0804796976e-04                 	5.7236399876e-01                 	9.1063900584e-01                 
4.0466410000e-01	9.7968213344e+02	2.5265041276e-04                 	1.4460454463e-04                 	1.0804586813e-04                 	5.7235032016e-01                 	9.1062608982e-01                 
4.0486080000e-01	9.7920615879e+02	2.5263817981e-04                 	1.4459471113e-04                 	1.0804346868e-04                 	5.7233911056e-01                 	9.1061213050e-01                 
4.0505760000e-01	9.7873040480e+02	2.5263505514e-04                 	1.4459436930e-04                 	1.0804068584e-04                 	5.7234483639e-01                 	9.1060371765e-01                 
4.0525470000e-01	9.7825438870e+02	2.5264363891e-04                 	1.4460550512e-04                 	1.0803813380e-04                 	5.7236946768e-01                 	9.1060282637e-01                 
4.0545200000e-01	9.7777835308e+02	2.5265913143e-04                 	1.4462326290e-04                 	1.0803586852e-04                 	5.7240465479e-01                 	9.1060642453e-01                 
