0.5	1.539810e-05
0.6	1.539810e-05
0.7	1.476882e-05
0.8	1.425565e-05
0.9	8.114709e-06
1.0	6.960746e-06
1.1	1.161495e-05
1.2	2.366548e-05
1.3	3.298841e-05
1.4	4.108608e-05
1.5	3.459392e-05
1.6	4.187188e-05
1.7	3.550542e-05
1.8	4.156298e-05
1.9	6.487942e-05
2.0	9.558521e-05
2.1	7.713097e-05
2.2	6.186030e-05
2.3	5.157581e-05
2.4	4.524227e-05
2.5	6.048693e-05
2.6	4.923000e-05
2.7	4.884099e-05
2.8	4.394595e-05
2.9	2.633548e-05
3.0	2.633548e-05
3.1	2.633556e-05
3.2	4.111687e-05
3.3	4.108651e-05
3.4	2.624563e-05
3.5	2.624561e-05
3.6	2.229876e-05
3.7	1.945760e-05
3.8	1.945762e-05
3.9	2.397532e-05
4.0	2.621697e-05
4.1	2.566423e-05
4.2	1.809856e-05
4.3	1.737214e-05
4.4	1.737213e-05
4.5	1.494076e-05
4.6	1.416927e-05
4.7	1.416927e-05
4.8	1.416927e-05
4.9	1.387932e-05
5.0	9.274143e-06
5.1	9.274143e-06
5.2	9.274143e-06
5.3	9.274143e-06
5.4	9.274143e-06
5.5	9.274143e-06
5.6	9.274121e-06
5.7	4.884466e-06
5.8	7.564008e-06
5.9	3.733840e-06
6.0	3.751528e-06
6.1	4.162010e-06
6.2	3.813968e-06
6.3	7.470895e-06
6.4	5.371502e-06
6.5	3.270481e-06
6.6	6.148946e-06
6.7	3.844441e-06
6.8	3.843089e-06
6.9	3.020338e-06
7.0	2.829040e-06
7.1	2.912493e-06
7.2	3.102514e-06
7.3	2.867782e-06
7.4	3.884336e-06
7.5	3.254252e-06
7.6	4.082075e-06
7.7	2.474828e-06
7.8	3.176240e-06
7.9	2.510220e-06
8.0	2.518285e-06
8.1	2.550865e-06
8.2	3.008727e-06
8.3	2.427656e-06
8.4	2.230080e-06
8.5	2.222495e-06
8.6	2.472482e-06
8.7	2.151239e-06
8.8	5.606683e-06
8.9	3.228896e-06
9.0	2.101639e-06
9.1	2.761536e-06
9.2	1.843467e-06
9.3	1.851118e-06
9.4	1.833362e-06
9.5	1.913602e-06
9.6	2.369441e-06
9.7	2.203846e-06
9.8	7.839377e-06
9.9	1.853359e-06
10.0	2.399773e-05
10.1	5.382800e-05
10.2	5.382875e-05
10.3	5.382875e-05
10.4	5.382875e-05
10.5	5.382875e-05
10.6	5.382875e-05
10.7	5.382875e-05
10.8	5.382875e-05
10.9	5.382875e-05
11.0	5.382875e-05
11.1	5.382875e-05
11.2	5.382875e-05
11.3	5.382875e-05
11.4	5.382875e-05
11.5	5.382875e-05
11.6	5.382875e-05
11.7	5.382875e-05
11.8	5.382875e-05
11.9	5.382875e-05
12.0	5.382875e-05
12.1	5.382875e-05
12.2	5.382875e-05
12.3	5.382875e-05
12.4	5.382875e-05
12.5	5.382875e-05
12.6	5.382875e-05
12.7	5.382875e-05
12.8	5.382875e-05
12.9	5.382875e-05
13.0	5.382875e-05
13.1	5.382875e-05
13.2	5.382875e-05
13.3	5.382875e-05
13.4	5.382875e-05
13.5	5.382875e-05
13.6	5.382875e-05
13.7	5.382875e-05
13.8	5.382875e-05
13.9	5.382875e-05
14.0	5.382875e-05
14.1	5.382875e-05
14.2	5.382875e-05
14.3	5.382875e-05
14.4	5.382875e-05
14.5	5.382875e-05
14.6	5.382875e-05
14.7	5.382875e-05
14.8	5.382875e-05
14.9	5.382875e-05
15.0	5.382875e-05
15.1	5.382875e-05
15.2	5.382875e-05
15.3	5.382875e-05
15.4	5.382875e-05
15.5	5.382875e-05
15.6	5.382875e-05
15.7	5.382875e-05
15.8	5.382875e-05
15.9	5.382875e-05
16.0	5.382875e-05
16.1	5.382875e-05
16.2	5.382875e-05
16.3	5.382875e-05
16.4	5.382875e-05
16.5	5.382875e-05
16.6	5.382875e-05
16.7	5.382875e-05
16.8	5.382875e-05
16.9	5.382875e-05
17.0	5.382875e-05
17.1	5.382875e-05
17.2	5.382875e-05
17.3	5.382875e-05
17.4	5.382875e-05
17.5	5.382875e-05
17.6	5.382875e-05
17.7	5.382875e-05
17.8	5.382875e-05
17.9	5.382875e-05
18.0	5.382875e-05
18.1	5.382875e-05
18.2	5.382875e-05
18.3	5.382875e-05
18.4	5.382875e-05
18.5	5.382875e-05
