Layer	  log(P)	nClouds	Molec.   7	Cloud    7	Molec.   9	Cloud    9
1	4.900000	0	1.1172e-06	0.0000e+00	1.5623e-16	0.0000e+00
2	4.800000	0	1.2440e-06	0.0000e+00	1.5291e-16	0.0000e+00
3	4.700000	0	1.3698e-06	0.0000e+00	1.4733e-16	0.0000e+00
4	4.600000	0	1.4297e-06	0.0000e+00	1.3198e-16	0.0000e+00
5	4.500000	0	1.4705e-06	0.0000e+00	1.1590e-16	0.0000e+00
6	4.400000	0	1.5006e-06	0.0000e+00	1.0070e-16	0.0000e+00
7	4.300000	0	1.5231e-06	0.0000e+00	8.6842e-17	0.0000e+00
8	4.200000	0	1.5373e-06	0.0000e+00	7.4322e-17	0.0000e+00
9	4.100000	0	1.5405e-06	0.0000e+00	6.2983e-17	0.0000e+00
10	4.000000	0	1.5313e-06	0.0000e+00	5.2779e-17	0.0000e+00
11	3.900000	0	1.5120e-06	0.0000e+00	4.3812e-17	0.0000e+00
12	3.800000	0	1.4881e-06	0.0000e+00	3.6196e-17	0.0000e+00
13	3.700000	0	1.4652e-06	0.0000e+00	2.9913e-17	0.0000e+00
14	3.600000	0	1.4467e-06	0.0000e+00	2.4809e-17	0.0000e+00
15	3.500000	0	1.4353e-06	0.0000e+00	2.0708e-17	0.0000e+00
16	3.400000	0	1.4329e-06	0.0000e+00	1.7434e-17	0.0000e+00
17	3.300000	0	1.4398e-06	0.0000e+00	1.4810e-17	0.0000e+00
18	3.200000	0	1.4538e-06	0.0000e+00	1.2664e-17	0.0000e+00
19	3.100000	0	1.4703e-06	0.0000e+00	1.0854e-17	0.0000e+00
20	3.000000	0	1.4863e-06	0.0000e+00	9.2967e-18	0.0000e+00
21	2.900000	0	1.5019e-06	0.0000e+00	7.9575e-18	0.0000e+00
22	2.800000	0	1.5184e-06	0.0000e+00	6.8153e-18	0.0000e+00
23	2.700000	0	1.5361e-06	0.0000e+00	5.8425e-18	0.0000e+00
24	2.600000	0	1.5543e-06	0.0000e+00	5.0098e-18	0.0000e+00
25	2.500000	0	1.5732e-06	0.0000e+00	4.2976e-18	0.0000e+00
26	2.400000	0	1.5941e-06	0.0000e+00	3.6922e-18	0.0000e+00
27	2.300000	0	1.6181e-06	0.0000e+00	3.1801e-18	0.0000e+00
28	2.200000	0	1.6456e-06	0.0000e+00	2.7463e-18	0.0000e+00
29	2.100000	0	1.6771e-06	0.0000e+00	2.3786e-18	0.0000e+00
30	2.000000	0	1.7149e-06	0.0000e+00	2.0701e-18	0.0000e+00
31	1.900000	0	1.7642e-06	0.0000e+00	1.8168e-18	0.0000e+00
32	1.800000	0	1.8287e-06	0.0000e+00	1.6119e-18	0.0000e+00
33	1.700000	0	1.9091e-06	0.0000e+00	1.4443e-18	0.0000e+00
34	1.600000	0	2.0028e-06	0.0000e+00	1.3029e-18	0.0000e+00
35	1.500000	0	2.1064e-06	0.0000e+00	1.1792e-18	0.0000e+00
36	1.400000	0	2.2166e-06	0.0000e+00	1.0679e-18	0.0000e+00
37	1.300000	0	2.3292e-06	0.0000e+00	9.6476e-19	0.0000e+00
38	1.200000	0	2.4398e-06	0.0000e+00	8.6758e-19	0.0000e+00
39	1.100000	0	2.5451e-06	0.0000e+00	7.7546e-19	0.0000e+00
40	1.000000	0	2.6432e-06	0.0000e+00	6.8875e-19	0.0000e+00
41	0.900000	0	2.7335e-06	0.0000e+00	6.0810e-19	0.0000e+00
42	0.800000	0	2.8166e-06	0.0000e+00	5.3413e-19	0.0000e+00
43	0.700000	0	2.8929e-06	0.0000e+00	4.6702e-19	0.0000e+00
44	0.600000	0	2.9628e-06	0.0000e+00	4.0672e-19	0.0000e+00
45	0.500000	0	3.0271e-06	0.0000e+00	3.5304e-19	0.0000e+00
46	0.400000	0	3.0869e-06	0.0000e+00	3.0562e-19	0.0000e+00
47	0.300000	0	3.1436e-06	0.0000e+00	2.6404e-19	0.0000e+00
48	0.200000	0	3.1989e-06	0.0000e+00	2.2788e-19	0.0000e+00
49	0.100000	0	3.2552e-06	0.0000e+00	1.9664e-19	0.0000e+00
50	0.000000	0	3.3143e-06	0.0000e+00	1.6978e-19	0.0000e+00
51	-0.100000	0	3.3778e-06	0.0000e+00	1.4674e-19	0.0000e+00
52	-0.200000	0	3.4460e-06	0.0000e+00	1.2697e-19	0.0000e+00
53	-0.300000	0	3.5192e-06	0.0000e+00	1.0999e-19	0.0000e+00
