Layer	  log(P)	nClouds	Molec.   7	Cloud    7	Molec.   9	Cloud    9
1	4.900000	0	2.7050e-03	0.0000e+00	2.0401e-11	0.0000e+00
2	4.800000	0	2.7400e-03	0.0000e+00	1.7454e-11	0.0000e+00
3	4.700000	0	2.7667e-03	0.0000e+00	1.4861e-11	0.0000e+00
4	4.600000	0	2.7653e-03	0.0000e+00	1.2475e-11	0.0000e+00
5	4.500000	0	2.7639e-03	0.0000e+00	1.0473e-11	0.0000e+00
6	4.400000	0	2.7642e-03	0.0000e+00	8.8003e-12	0.0000e+00
7	4.300000	0	2.7660e-03	0.0000e+00	7.4012e-12	0.0000e+00
8	4.200000	0	2.7687e-03	0.0000e+00	6.2276e-12	0.0000e+00
9	4.100000	0	2.7709e-03	0.0000e+00	5.2389e-12	0.0000e+00
10	4.000000	0	2.7710e-03	0.0000e+00	4.4031e-12	0.0000e+00
11	3.900000	0	2.7690e-03	0.0000e+00	3.6967e-12	0.0000e+00
12	3.800000	0	2.7655e-03	0.0000e+00	3.1016e-12	0.0000e+00
13	3.700000	0	2.7618e-03	0.0000e+00	2.6023e-12	0.0000e+00
14	3.600000	0	2.7584e-03	0.0000e+00	2.1836e-12	0.0000e+00
15	3.500000	0	2.7555e-03	0.0000e+00	1.8330e-12	0.0000e+00
16	3.400000	0	2.7535e-03	0.0000e+00	1.5395e-12	0.0000e+00
17	3.300000	0	2.7525e-03	0.0000e+00	1.2936e-12	0.0000e+00
18	3.200000	0	2.7517e-03	0.0000e+00	1.0871e-12	0.0000e+00
19	3.100000	0	2.7500e-03	0.0000e+00	9.1330e-13	0.0000e+00
20	3.000000	0	2.7469e-03	0.0000e+00	7.6677e-13	0.0000e+00
21	2.900000	0	2.7431e-03	0.0000e+00	6.4349e-13	0.0000e+00
22	2.800000	0	2.7390e-03	0.0000e+00	5.4000e-13	0.0000e+00
23	2.700000	0	2.7348e-03	0.0000e+00	4.5315e-13	0.0000e+00
24	2.600000	0	2.7300e-03	0.0000e+00	3.8018e-13	0.0000e+00
25	2.500000	0	2.7248e-03	0.0000e+00	3.1888e-13	0.0000e+00
26	2.400000	0	2.7192e-03	0.0000e+00	2.6742e-13	0.0000e+00
27	2.300000	0	2.7136e-03	0.0000e+00	2.2428e-13	0.0000e+00
