Layer	  log(P)	nClouds	Molec.   7	Cloud    7	Molec.   9	Cloud    9
1	7.198020	0	1.9424e-03	0.0000e+00	1.1908e-11	0.0000e+00
2	7.095009	0	1.9130e-03	0.0000e+00	1.0123e-11	0.0000e+00
3	6.991999	0	1.8826e-03	0.0000e+00	8.6045e-12	0.0000e+00
4	6.888989	0	1.8550e-03	0.0000e+00	7.2835e-12	0.0000e+00
5	6.785978	0	1.8257e-03	0.0000e+00	6.1655e-12	0.0000e+00
6	6.682968	0	1.7952e-03	0.0000e+00	5.2169e-12	0.0000e+00
7	6.579958	0	1.7636e-03	0.0000e+00	4.4101e-12	0.0000e+00
8	6.476948	0	1.7306e-03	0.0000e+00	3.7253e-12	0.0000e+00
9	6.373937	0	1.6965e-03	0.0000e+00	3.1427e-12	0.0000e+00
10	6.270927	0	1.6615e-03	0.0000e+00	2.6472e-12	0.0000e+00
11	6.167917	0	1.6257e-03	0.0000e+00	2.2261e-12	0.0000e+00
12	6.064906	0	1.5892e-03	0.0000e+00	1.8688e-12	0.0000e+00
13	5.961896	0	1.5524e-03	0.0000e+00	1.5655e-12	0.0000e+00
14	5.858886	0	1.5166e-03	0.0000e+00	1.3084e-12	0.0000e+00
15	5.755875	0	1.4843e-03	0.0000e+00	1.0903e-12	0.0000e+00
16	5.652865	0	1.4583e-03	0.0000e+00	9.0588e-13	0.0000e+00
17	5.549855	0	1.4403e-03	0.0000e+00	7.5059e-13	0.0000e+00
18	5.446845	0	1.4297e-03	0.0000e+00	6.2070e-13	0.0000e+00
19	5.343834	0	1.4250e-03	0.0000e+00	5.1253e-13	0.0000e+00
20	5.240824	0	1.4256e-03	0.0000e+00	4.2276e-13	0.0000e+00
21	5.137814	0	1.4314e-03	0.0000e+00	3.4830e-13	0.0000e+00
22	5.034803	0	1.4437e-03	0.0000e+00	2.8647e-13	0.0000e+00
23	4.931793	0	1.4672e-03	0.0000e+00	2.3485e-13	0.0000e+00
24	4.828783	0	1.5080e-03	0.0000e+00	1.9128e-13	0.0000e+00
25	4.725772	0	1.5670e-03	0.0000e+00	1.5416e-13	0.0000e+00
26	4.622762	0	1.6380e-03	0.0000e+00	1.2266e-13	0.0000e+00
27	4.519752	0	1.7113e-03	0.0000e+00	9.6478e-14	0.0000e+00
28	4.416742	0	7.3847e-22	0.0000e+00	6.2572e-22	0.0000e+00
29	4.313731	0	1.8416e-03	0.0000e+00	5.8458e-14	0.0000e+00
30	4.210721	0	1.8939e-03	0.0000e+00	4.5413e-14	0.0000e+00
