#wavelengths (mu)	size parameter  	extinction cross section (cm^2)  	scattering cross section (cm^2)  	absorption cross section (cm^2)  	single scattering albedo         	asymmetry parameter              
4.9590000000e-02	1.5950598877e+00	4.6079866659e-12                 	8.6476380853e-13                 	3.7432228573e-12                 	1.8766630011e-01                 	4.5024803347e-01                 
5.1660000000e-02	1.5311463382e+00	4.9238306828e-12                 	9.8491357700e-13                 	3.9389171058e-12                 	2.0002994425e-01                 	4.1969253443e-01                 
5.3910000000e-02	1.4672420670e+00	5.3465193415e-12                 	1.0983765132e-12                 	4.2481428282e-12                 	2.0543767694e-01                 	3.9191413386e-01                 
5.5100000000e-02	1.4355538989e+00	5.5921064561e-12                 	1.1553557435e-12                 	4.4367507126e-12                 	2.0660474770e-01                 	3.7866370630e-01                 
5.6360000000e-02	1.4034602525e+00	5.7969128614e-12                 	1.1912484533e-12                 	4.6056644082e-12                 	2.0549704330e-01                 	3.6503352314e-01                 
5.7670000000e-02	1.3715800214e+00	6.0079317047e-12                 	1.2303858589e-12                 	4.7775458458e-12                 	2.0479358278e-01                 	3.5122469871e-01                 
5.9040000000e-02	1.3397530459e+00	6.2159728723e-12                 	1.2650656174e-12                 	4.9509072549e-12                 	2.0351852291e-01                 	3.3731922639e-01                 
6.0480000000e-02	1.3078541639e+00	6.4194450528e-12                 	1.2960285468e-12                 	5.1234165060e-12                 	2.0189105695e-01                 	3.2319061687e-01                 
6.1990000000e-02	1.2759964483e+00	6.6203656110e-12                 	1.3241810844e-12                 	5.2961845266e-12                 	2.0001630759e-01                 	3.0892498665e-01                 
6.3580000000e-02	1.2440865025e+00	6.8082997536e-12                 	1.3458083931e-12                 	5.4624913605e-12                 	1.9767173036e-01                 	2.9446450900e-01                 
6.5260000000e-02	1.2120597584e+00	6.9949017505e-12                 	1.3660107717e-12                 	5.6288909788e-12                 	1.9528662738e-01                 	2.7983714697e-01                 
6.7020000000e-02	1.1802300781e+00	7.1742052894e-12                 	1.3821362608e-12                 	5.7920690286e-12                 	1.9265356998e-01                 	2.6528747340e-01                 
6.8880000000e-02	1.1483597537e+00	7.3247563376e-12                 	1.3870811820e-12                 	5.9376751556e-12                 	1.8936891796e-01                 	2.5069562746e-01                 
7.0850000000e-02	1.1164293554e+00	7.4660386284e-12                 	1.3892805149e-12                 	6.0767581135e-12                 	1.8608000629e-01                 	2.3613444671e-01                 
7.2930000000e-02	1.0845882330e+00	7.5985414062e-12                 	1.3883244424e-12                 	6.2102169638e-12                 	1.8270933436e-01                 	2.2184108391e-01                 
7.5140000000e-02	1.0526885791e+00	7.6972782899e-12                 	1.3759369239e-12                 	6.3213413660e-12                 	1.7875629178e-01                 	2.0782011333e-01                 
7.7490000000e-02	1.0207642255e+00	7.7657604103e-12                 	1.3547004214e-12                 	6.4110599889e-12                 	1.7444530217e-01                 	1.9418232424e-01                 
7.9990000000e-02	9.8886135557e-01	7.7870083513e-12                 	1.3201196054e-12                 	6.4668887459e-12                 	1.6952846919e-01                 	1.8105961075e-01                 
8.2660000000e-02	9.5692015282e-01	7.7606407345e-12                 	1.2739168722e-12                 	6.4867238623e-12                 	1.6415099162e-01                 	1.6851666816e-01                 
8.5510000000e-02	9.2502654464e-01	7.6647912541e-12                 	1.2106309940e-12                 	6.4541602602e-12                 	1.5794702737e-01                 	1.5660693264e-01                 
8.8560000000e-02	8.9316869729e-01	7.5065575867e-12                 	1.1341452311e-12                 	6.3724123556e-12                 	1.5108726177e-01                 	1.4531795579e-01                 
9.1840000000e-02	8.6126981524e-01	7.2822659630e-12                 	1.0453832249e-12                 	6.2368827381e-12                 	1.4355191506e-01                 	1.3464212050e-01                 
9.5370000000e-02	8.2939100170e-01	6.9994124967e-12                 	9.4642066622e-13                 	6.0529918305e-12                 	1.3521430072e-01                 	1.2447361033e-01                 
9.9190000000e-02	7.9744953959e-01	6.6793754825e-12                 	8.4379689739e-13                 	5.8355785851e-12                 	1.2632871136e-01                 	1.1473786364e-01                 
1.0330000000e-01	7.6572139237e-01	6.3617132808e-12                 	7.5018245585e-13                 	5.6115308249e-12                 	1.1792145020e-01                 	1.0558423465e-01                 
1.0780000000e-01	7.3375714130e-01	5.9356124887e-12                 	6.2882263038e-13                 	5.3067898583e-12                 	1.0594064750e-01                 	9.6409012681e-02                 
1.1270000000e-01	7.0185465690e-01	5.8640061498e-12                 	5.8151858615e-13                 	5.2824875637e-12                 	9.9167458440e-02                 	8.7253323522e-02                 
