#wavelengths (mu)	size parameter  	extinction cross section (cm^2)  	scattering cross section (cm^2)  	absorption cross section (cm^2)  	single scattering albedo         	asymmetry parameter              
2.0000000000e-01	9.9346584484e-01	3.0472845653e-11                 	1.0491675026e-11                 	1.9981170627e-11                 	3.4429587395e-01                 	2.2443171347e-01                 
2.2000000000e-01	9.0315076804e-01	2.8426315881e-11                 	8.0596406446e-12                 	2.0366675237e-11                 	2.8352744261e-01                 	1.8116569191e-01                 
2.4000000000e-01	8.2788820404e-01	2.5098046394e-11                 	6.4017929678e-12                 	1.8696253426e-11                 	2.5507136561e-01                 	1.5109869573e-01                 
2.6000000000e-01	7.6420449603e-01	2.1323427640e-11                 	5.0195197344e-12                 	1.6303907906e-11                 	2.3539929035e-01                 	1.2849088312e-01                 
2.8000000000e-01	7.0961846060e-01	1.7922861238e-11                 	3.9161965688e-12                 	1.4006664670e-11                 	2.1850286719e-01                 	1.1087365123e-01                 
3.0000000000e-01	6.6231056323e-01	1.5039533097e-11                 	3.0747288992e-12                 	1.1964804198e-11                 	2.0444310867e-01                 	9.6912049200e-02                 
3.2000000000e-01	6.2091615303e-01	1.2551711296e-11                 	2.4286405135e-12                 	1.0123070782e-11                 	1.9349078834e-01                 	8.5579800643e-02                 
3.4000000000e-01	5.8439167344e-01	1.0384481298e-11                 	1.9282730482e-12                 	8.4562082500e-12                 	1.8568795040e-01                 	7.6178750240e-02                 
3.6000000000e-01	5.5192546936e-01	8.5529991462e-12                 	1.5351443350e-12                 	7.0178548113e-12                 	1.7948608537e-01                 	6.8178406520e-02                 
3.8000000000e-01	5.2287676044e-01	7.0542369014e-12                 	1.2293838504e-12                 	5.8248530510e-12                 	1.7427595183e-01                 	6.1316964296e-02                 
4.0000000000e-01	4.9673292242e-01	5.8528006293e-12                 	9.8996786963e-13                 	4.8628327597e-12                 	1.6914430071e-01                 	5.5367059813e-02                 
4.2000000000e-01	4.7307897374e-01	4.9056624417e-12                 	8.0370175133e-13                 	4.1019606903e-12                 	1.6383144191e-01                 	5.0205681494e-02                 
4.5000000000e-01	4.4154037549e-01	3.8362035963e-12                 	5.9658611336e-13                 	3.2396174829e-12                 	1.5551471615e-01                 	4.3668524364e-02                 
5.0000000000e-01	3.9738633794e-01	2.6746066822e-12                 	3.7877304213e-13                 	2.2958336401e-12                 	1.4161822172e-01                 	3.5271478960e-02                 
5.5000000000e-01	3.6126030722e-01	1.9767925767e-12                 	2.5103853041e-13                 	1.7257540463e-12                 	1.2699285366e-01                 	2.9051710426e-02                 
