Layer	  Height	  log(P)	Temp_bound.	     Rflux	 isequil	dt
0	0.000000	8.000000	2285.475236	  0.003756	0	1.517859e-28
1	     inf	7.908333	2222.207841	 -0.000000	1	1.017591e-07
2	     inf	7.816667	2168.830091	 -0.000000	1	3.737710e-08
3	     inf	7.725000	2116.161641	 -0.000000	1	1.679026e-07
4	     inf	7.633333	2075.013833	 -0.000000	1	1.017591e-07
5	     inf	7.541667	2026.432548	 -0.000000	1	1.017591e-07
6	     inf	7.450000	1981.782418	 -0.000000	1	1.017591e-07
7	     inf	7.358333	1933.650018	 -0.000000	1	1.017591e-07
8	     inf	7.266667	1886.424954	 -0.000000	1	1.017591e-07
9	     inf	7.175000	1840.339725	 -0.000000	1	1.017591e-07
10	     inf	7.083333	1795.408310	 -0.000000	1	1.017591e-07
11	     inf	6.991667	1752.345348	 -0.000000	1	1.017591e-07
12	     inf	6.900000	1711.079101	 -0.000000	1	1.017591e-07
13	     inf	6.808333	1673.849417	 -0.000000	1	1.017591e-07
14	     inf	6.716667	1636.069379	 -0.000000	1	1.017591e-07
15	     inf	6.625000	1600.494373	 -0.000000	1	1.017591e-07
16	     inf	6.533333	1563.877959	 -0.000000	1	1.017591e-07
17	     inf	6.441667	1528.478443	 -0.000000	1	1.017591e-07
18	     inf	6.350000	1494.198953	 -0.000000	1	1.017591e-07
19	     inf	6.258333	1459.569034	 -0.000000	1	1.017591e-07
20	     inf	6.166667	1425.373858	 -0.000000	1	1.017591e-07
21	     inf	6.075000	1391.528465	 -0.000000	1	1.017591e-07
22	     inf	5.983333	1357.678663	 -0.000000	1	1.017591e-07
23	     inf	5.891667	1323.496122	 -0.000000	1	1.017591e-07
24	     inf	5.800000	1288.829049	 -0.000000	1	1.017591e-07
25	     inf	5.708333	1253.459233	 -0.000000	1	1.679026e-07
26	     inf	5.616667	1217.423432	 -0.000000	1	4.571148e-07
27	     inf	5.525000	1180.896198	 -0.000000	1	4.571148e-07
28	     inf	5.433333	1143.203049	 -0.000000	1	2.770393e-07
29	     inf	5.341667	1104.230941	  0.000000	1	7.542394e-07
30	     inf	5.250000	1063.786488	 -0.000000	1	7.542394e-07
31	     inf	5.158333	1021.373802	 -0.000001	1	7.542394e-07
32	     inf	5.066667	977.951980	 -0.000002	1	7.542394e-07
33	     inf	4.975000	932.912886	 -0.000003	1	7.542394e-07
34	     inf	4.883333	877.937635	 -0.000004	0	7.542394e-07
35	     inf	4.791667	826.262162	 -0.000006	0	7.542394e-07
36	     inf	4.700000	775.828720	 -0.000009	1	7.542394e-07
37	     inf	4.608333	729.511133	 -0.000012	0	7.542394e-07
38	     inf	4.516667	685.994192	 -0.000017	0	7.542394e-07
39	     inf	4.425000	644.687790	 -0.000022	1	7.542394e-07
40	     inf	4.333333	605.938559	 -0.000029	0	7.542394e-07
41	     inf	4.241667	567.620734	 -0.000038	0	7.542394e-07
42	     inf	4.150000	533.603439	 -0.000050	1	7.542394e-07
43	     inf	4.058333	500.391056	 -0.000065	0	7.542394e-07
44	     inf	3.966667	472.546823	 -0.000084	1	7.542394e-07
45	     inf	3.875000	444.014066	 -0.000111	0	7.542394e-07
46	     inf	3.783333	420.197660	 -0.000143	0	7.542394e-07
47	     inf	3.691667	394.861981	 -0.000185	1	7.542394e-07
48	     inf	3.600000	372.216227	 -0.000239	0	7.542394e-07
49	     inf	3.508333	351.228286	 -0.000308	0	7.542394e-07
50	     inf	3.416667	332.323319	 -0.000399	1	7.542394e-07
51	     inf	3.325000	316.926475	 -0.000513	0	7.542394e-07
52	     inf	3.233333	305.222336	 -0.000663	0	7.542394e-07
53	     inf	3.141667	297.046489	 -0.000856	0	7.542394e-07
54	     inf	3.050000	291.572097	 -0.001102	1	7.542394e-07
55	     inf	2.958333	288.642864	 -0.001557	0	7.542394e-07
56	     inf	2.866667	285.402383	 -0.002382	1	7.542394e-07
57	     inf	2.775000	282.266207	 -0.003636	1	7.542394e-07
58	     inf	2.683333	279.192377	 -0.004284	1	1.244495e-06
59	     inf	2.591667	276.214890	 -0.006606	1	1.244495e-06
60	     inf	2.500000	273.300210	 -0.001682	1	3.388138e-06
61	     inf	2.408333	270.447089	 -0.013598	1	1.244495e-06
62	     inf	2.316667	267.812784	 -0.021998	1	7.542394e-07
63	     inf	2.225000	265.761069	  0.000038	1	2.511290e-05
64	     inf	2.133333	264.978471	 -0.037546	1	1.852260e-09
65	     inf	2.041667	266.569607	 -0.030804	1	3.388138e-06
66	     inf	1.950000	268.650679	 -0.088823	1	7.542394e-07
67	     inf	1.858333	268.635814	  0.000340	1	6.836987e-05
68	     inf	1.766667	268.622174	 -0.201054	1	5.042777e-09
69	     inf	1.675000	268.630187	 -0.368985	1	2.053417e-06
70	     inf	1.583333	268.834377	 -0.720458	1	3.388138e-06
71	     inf	1.491667	269.376134	 -0.003371	1	8.361505e-04
72	     inf	1.400000	270.382581	 -2.227182	1	1.122582e-09
73	     inf	1.308333	271.959054	 -5.837806	1	2.053417e-06
74	     inf	1.216667	274.228984	 -0.004548	1	1.379648e-03
75	     inf	1.125000	277.340119	-15.704656	1	6.167221e-08
76	     inf	1.033333	281.136716	  6.596519	1	1.244495e-06
77	     inf	0.941667	283.659452	  0.046124	1	2.276420e-03
78	     inf	0.850000	284.344304	 24.011716	1	1.244495e-06
79	     inf	0.758333	284.757413	 -0.116883	1	1.022596e-02
80	     inf	0.666667	284.955076	 24.834317	1	1.017591e-07
81	     inf	0.575000	284.993119	  4.355873	1	2.053417e-06
82	     inf	0.483333	284.882920	  0.068524	1	6.197553e-03
83	     inf	0.391667	284.653477	 -5.984527	1	5.042777e-09
84	     inf	0.300000	284.359585	-19.016344	1	1.244495e-06
85	     inf	0.208333	284.116831	  0.297280	1	2.784018e-02
86	     inf	0.116667	284.050080	-23.693006	1	2.498999e-10
87	     inf	0.025000	284.070506	 18.698513	1	6.836987e-05
88	     inf	-0.066667	283.748626	  1.319891	1	1.244495e-06
89	     inf	-0.158333	283.049769	  0.060466	1	6.197553e-03
90	     inf	-0.250000	282.408261	  0.012368	1	1.514545e-10
91	     inf	-0.341667	282.001555	 -0.006993	1	3.737710e-08
92	     inf	-0.433333	281.931930	  0.174509	1	3.737710e-08
93	     inf	-0.525000	282.199600	  0.023970	1	2.276420e-03
94	     inf	-0.616667	282.722827	  0.131962	1	4.123349e-10
95	     inf	-0.708333	283.336041	  0.002315	1	3.071260e-04
96	     inf	-0.800000	283.840313	 -0.000309	1	2.265279e-08
97	     inf	-0.891667	284.065168	  0.093039	1	6.803525e-10
98	     inf	-0.983333	283.876814	  0.007541	1	8.361505e-04
99	     inf	-1.075000	283.179172	  0.013974	1	1.122582e-09
100	     inf	-1.166667	281.950464	 -0.002516	1	3.071260e-04
101	     inf	-1.258333	280.205344	  0.000162	1	5.042777e-09
102	     inf	-1.350000	277.962310	  0.387064	1	2.265279e-08
103	     inf	-1.441667	275.275432	  0.099721	1	1.022596e-02
104	     inf	-1.533333	272.229980	  0.100725	1	2.498999e-10
105	     inf	-1.625000	268.928048	  0.002054	1	1.521994e-05
106	     inf	-1.716667	265.471451	  2.788581	1	1.514545e-10
107	     inf	-1.808333	261.954748	 -0.463650	1	4.593630e-02
108	     inf	-1.900000	258.464681	  2.451579	1	2.498999e-10
109	     inf	-1.991667	255.080180	  0.001764	1	1.128103e-04
110	     inf	-2.083333	251.865632	  0.161992	1	1.122582e-09
111	     inf	-2.175000	248.858896	  0.612217	1	1.521994e-05
112	     inf	-2.266667	246.060588	  0.125940	1	1.687284e-02
113	     inf	-2.358333	243.434388	  1.241217	1	2.498999e-10
114	     inf	-2.450000	240.907008	  0.116986	1	1.687284e-02
115	     inf	-2.541667	238.363085	  0.401531	1	4.123349e-10
116	     inf	-2.633333	235.646509	  0.003713	1	8.361505e-04
117	     inf	-2.725000	232.466098	  0.038798	1	4.123349e-10
118	     inf	-2.816667	228.758284	  0.005830	1	1.379648e-03
119	     inf	-2.908333	220.398047	  0.008697	1	4.123349e-10
120	     inf	-3.000000	217.221842	 -0.001637	1	8.361505e-04
