Layer	  Height	  log(P)	Temp_bound.	     Rflux	 isequil	dt
0	0.000172	7.301030	3051.310057	 -0.008538	0	1.226646e-04
1	0.000172	7.198020	3015.347537	 -0.002662	0	8.066667e-01
2	0.000172	7.095009	3021.521068	  0.002547	0	8.066667e-01
3	0.000172	6.991999	2984.004585	  0.005539	0	8.066667e-01
4	0.000172	6.888989	2895.986234	  0.009743	0	8.066667e-01
5	0.000172	6.785978	2766.440377	  0.014942	0	8.066667e-01
6	0.000172	6.682968	2623.467140	  0.020773	0	8.066667e-01
7	0.000173	6.579958	2484.034547	  0.026351	0	8.066667e-01
8	0.000173	6.476948	2347.010298	  0.030061	0	8.066667e-01
9	0.000173	6.373937	2211.660286	  0.029956	0	8.066667e-01
10	0.000173	6.270927	2077.275285	  0.024394	0	8.066667e-01
11	0.000173	6.167917	1942.454630	  0.014467	0	8.066667e-01
12	0.000173	6.064906	1805.027486	  0.002877	0	8.066667e-01
13	0.000173	5.961896	1660.950183	 -0.002646	0	8.066667e-01
14	0.000173	5.858886	1502.178045	  0.016466	0	8.066667e-01
15	0.000173	5.755875	1311.956702	  0.056318	0	8.066667e-01
16	0.000173	5.652865	1042.200316	  0.090386	0	8.066667e-01
17	0.000173	5.549855	 12.951622	  0.094372	0	8.066667e-01
18	0.000173	5.446845	928.882329	  0.046492	0	8.066667e-01
19	0.000174	5.343834	1242.918794	 -0.056164	0	8.066667e-01
20	0.000174	5.240824	1429.833688	 -0.214304	0	8.066667e-01
21	0.000174	5.137814	1549.186117	 -0.350122	0	8.066667e-01
22	0.000174	5.034803	1610.607819	 -0.445984	0	8.066667e-01
23	0.000174	4.931793	1616.239973	 -0.524093	0	8.066667e-01
24	0.000174	4.828783	1578.515662	 -0.531019	0	8.066667e-01
25	0.000174	4.725772	1521.041354	 -0.459201	0	8.066667e-01
26	0.000174	4.622762	1464.690424	 -0.331987	0	8.066667e-01
27	0.000174	4.519752	1424.304212	 -0.180820	0	8.066667e-01
28	0.000174	4.416742	1401.678279	 -0.036661	0	8.066667e-01
29	0.000174	4.313731	1391.456130	  0.082290	0	8.066667e-01
30	0.000174	4.210721	1389.926698	  0.188731	0	8.066667e-01
31	0.000175	4.107711	1391.739738	  0.297092	0	8.066667e-01
32	0.000175	4.004700	1394.335783	  0.388290	0	8.066667e-01
33	0.000175	3.901690	1397.639118	  0.446073	0	8.066667e-01
34	0.000175	3.798680	1400.371241	  0.473782	0	8.066667e-01
35	0.000175	3.695669	1402.601239	  0.486883	0	8.066667e-01
36	0.000175	3.592659	1403.806212	  0.479272	0	8.066667e-01
37	0.000175	3.489649	1404.027555	  0.427085	0	8.066667e-01
38	0.000175	3.386639	1403.385007	 -0.567358	0	8.066667e-01
39	0.000175	3.283628	1402.192018	 -1.280605	0	8.066667e-01
40	0.000175	3.180618	1401.051166	 -0.243097	0	8.066667e-01
41	0.000175	3.077608	1400.495013	  0.487192	0	8.066667e-01
42	0.000175	2.974597	1400.068358	  0.388780	0	8.066667e-01
43	0.000176	2.871587	1398.603816	  0.250773	0	8.066667e-01
44	0.000176	2.768577	1395.909079	  0.227061	0	8.066667e-01
45	0.000176	2.665566	1392.631056	  0.153432	0	8.066667e-01
46	0.000176	2.562556	1389.295709	  0.169374	0	8.066667e-01
47	0.000176	2.459546	1386.244241	  0.463503	0	8.066667e-01
48	0.000176	2.356536	1383.911036	-13.040914	0	8.066667e-01
49	0.000176	2.253525	1382.990360	 -1.602905	0	8.066667e-01
50	0.000176	2.150515	1384.309774	 14.668358	0	8.066667e-01
51	0.000176	2.047505	1387.317788	  5.120566	0	8.066667e-01
52	0.000176	1.944494	1389.809665	-11.338568	0	8.066667e-01
53	0.000176	1.841484	1390.349007	-32.211328	0	8.066667e-01
54	0.000176	1.738474	1389.407117	-56.637599	0	8.066667e-01
55	0.000177	1.635463	1388.221904	-89.638676	0	8.066667e-01
56	0.000177	1.532453	1387.158627	-134.188217	0	8.066667e-01
57	0.000177	1.429443	1386.481878	-201.419825	0	8.066667e-01
58	0.000177	1.326433	1386.312007	-297.844295	0	8.066667e-01
59	0.000177	1.223422	1386.667190	-395.853090	0	8.066667e-01
60	0.000177	1.120412	1387.389866	-576.805077	0	8.066667e-01
61	0.000177	1.017402	1388.075294	-860.104536	0	8.066667e-01
62	0.000177	0.914391	1388.426077	-1239.335435	0	8.066667e-01
63	0.000177	0.811381	1388.595645	-1768.349779	0	8.066667e-01
64	0.000177	0.708371	1389.018234	-2503.318751	0	8.066667e-01
65	0.000177	0.605360	1390.000057	-3492.394820	0	8.066667e-01
66	0.000177	0.502350	1391.639813	-4812.118336	0	8.066667e-01
67	0.000178	0.399340	1393.971716	-6580.638195	0	8.066667e-01
68	0.000178	0.296330	1396.973872	-9420.612265	0	8.066667e-01
69	0.000178	0.193319	1400.576454	-14531.644059	0	8.066667e-01
70	0.000178	0.090309	1404.650837	-24239.253650	0	8.066667e-01
71	0.000178	-0.012701	1408.994038	-40624.555778	0	8.066667e-01
72	0.000178	-0.115712	1413.318027	-61339.224551	0	8.066667e-01
73	0.000178	-0.218722	1417.242077	-77393.393135	0	8.066667e-01
74	0.000178	-0.321732	1420.292370	-83932.745856	0	8.066667e-01
75	0.000178	-0.424743	1421.923683	-87595.566997	0	8.066667e-01
76	0.000178	-0.527753	1421.586780	-89378.539380	0	8.066667e-01
77	0.000178	-0.630763	1418.833911	-84927.145154	0	8.066667e-01
78	0.000178	-0.733773	1413.426027	-70531.603731	0	8.066667e-01
79	0.000179	-0.836784	1405.368880	-47013.096566	0	8.066667e-01
80	0.000179	-0.939794	1394.915992	-23104.575754	0	8.066667e-01
81	0.000179	-1.042804	1382.567731	-5258.653031	0	8.066667e-01
82	0.000179	-1.145815	1368.996138	8342.539321	0	8.066667e-01
83	0.000179	-1.248825	1354.882650	18548.102232	0	8.066667e-01
84	0.000179	-1.351835	1340.743197	22449.990539	0	8.066667e-01
