Layer	  log(P)	nClouds	Molec.   7	Cloud    7	Molec.   9	Cloud    9
1	7.198020	0	1.7845e-03	0.0000e+00	7.1580e-05	0.0000e+00
2	7.095009	0	1.4147e-03	0.0000e+00	5.6713e-05	0.0000e+00
3	6.991999	0	1.1212e-03	0.0000e+00	4.4974e-05	0.0000e+00
4	6.888989	0	8.9828e-04	0.0000e+00	3.6324e-05	0.0000e+00
5	6.785978	0	7.2475e-04	0.0000e+00	2.9779e-05	0.0000e+00
6	6.682968	0	5.8936e-04	0.0000e+00	2.4817e-05	0.0000e+00
7	6.579958	0	4.8353e-04	0.0000e+00	2.1048e-05	0.0000e+00
8	6.476948	0	4.0114e-04	0.0000e+00	1.8170e-05	0.0000e+00
9	6.373937	0	3.3754e-04	0.0000e+00	1.5955e-05	0.0000e+00
10	6.270927	0	2.8875e-04	0.0000e+00	1.4205e-05	0.0000e+00
11	6.167917	0	2.5063e-04	0.0000e+00	1.2725e-05	0.0000e+00
12	6.064906	0	2.1760e-04	0.0000e+00	1.1311e-05	0.0000e+00
13	5.961896	0	1.8326e-04	0.0000e+00	9.7790e-06	0.0000e+00
14	5.858886	0	1.4440e-04	0.0000e+00	8.0610e-06	0.0000e+00
15	5.755875	0	1.0593e-04	0.0000e+00	6.2730e-06	0.0000e+00
16	5.652865	0	7.5144e-05	0.0000e+00	4.6390e-06	0.0000e+00
17	5.549855	0	5.3772e-05	0.0000e+00	3.3218e-06	0.0000e+00
18	5.446845	0	3.9431e-05	0.0000e+00	2.3500e-06	0.0000e+00
19	5.343834	0	2.9567e-05	0.0000e+00	1.6731e-06	0.0000e+00
20	5.240824	0	2.2735e-05	0.0000e+00	1.2419e-06	0.0000e+00
21	5.137814	0	1.7997e-05	0.0000e+00	9.9502e-07	0.0000e+00
22	5.034803	0	1.4667e-05	0.0000e+00	8.6659e-07	0.0000e+00
23	4.931793	0	1.2228e-05	0.0000e+00	8.0038e-07	0.0000e+00
24	4.828783	0	1.0320e-05	0.0000e+00	7.5406e-07	0.0000e+00
25	4.725772	0	8.7639e-06	0.0000e+00	7.0902e-07	0.0000e+00
26	4.622762	0	7.4584e-06	0.0000e+00	6.5841e-07	0.0000e+00
27	4.519752	0	6.3414e-06	0.0000e+00	6.0147e-07	0.0000e+00
28	4.416742	0	5.3828e-06	0.0000e+00	5.4207e-07	0.0000e+00
29	4.313731	0	4.5564e-06	0.0000e+00	4.8282e-07	0.0000e+00
30	4.210721	0	3.8318e-06	0.0000e+00	4.2470e-07	0.0000e+00
31	4.107711	0	3.1926e-06	0.0000e+00	3.6873e-07	0.0000e+00
32	4.004700	0	2.6172e-06	0.0000e+00	3.1473e-07	0.0000e+00
33	3.901690	0	2.1038e-06	0.0000e+00	2.6358e-07	0.0000e+00
34	3.798680	0	1.6640e-06	0.0000e+00	2.1741e-07	0.0000e+00
35	3.695669	0	1.3086e-06	0.0000e+00	1.7792e-07	0.0000e+00
36	3.592659	0	1.0274e-06	0.0000e+00	1.4517e-07	0.0000e+00
37	3.489649	0	8.0691e-07	0.0000e+00	1.1818e-07	0.0000e+00
38	3.386639	0	6.3398e-07	0.0000e+00	9.6066e-08	0.0000e+00
39	3.283628	0	4.9886e-07	0.0000e+00	7.7971e-08	0.0000e+00
40	3.180618	0	3.9221e-07	0.0000e+00	6.3102e-08	0.0000e+00
41	3.077608	0	3.0788e-07	0.0000e+00	5.0828e-08	0.0000e+00
42	2.974597	0	2.4184e-07	0.0000e+00	4.0776e-08	0.0000e+00
43	2.871587	0	1.9018e-07	0.0000e+00	3.2684e-08	0.0000e+00
44	2.768577	0	1.5003e-07	0.0000e+00	2.6257e-08	0.0000e+00
45	2.665566	0	1.1862e-07	0.0000e+00	2.1142e-08	0.0000e+00
46	2.562556	0	9.3892e-08	0.0000e+00	1.7029e-08	0.0000e+00
47	2.459546	0	7.4359e-08	0.0000e+00	1.3698e-08	0.0000e+00
48	2.356536	0	5.8837e-08	0.0000e+00	1.0991e-08	0.0000e+00
49	2.253525	0	4.6523e-08	0.0000e+00	8.7793e-09	0.0000e+00
50	2.150515	0	3.6708e-08	0.0000e+00	6.9636e-09	0.0000e+00
51	2.047505	0	2.8891e-08	0.0000e+00	5.4834e-09	0.0000e+00
52	1.944494	0	2.2732e-08	0.0000e+00	4.3076e-09	0.0000e+00
53	1.841484	0	1.7930e-08	0.0000e+00	3.3956e-09	0.0000e+00
54	1.738474	0	1.4163e-08	0.0000e+00	2.6910e-09	0.0000e+00
55	1.635463	0	1.1205e-08	0.0000e+00	2.1387e-09	0.0000e+00
56	1.532453	0	8.8677e-09	0.0000e+00	1.6996e-09	0.0000e+00
57	1.429443	0	7.0151e-09	0.0000e+00	1.3490e-09	0.0000e+00
58	1.326433	0	5.5454e-09	0.0000e+00	1.0686e-09	0.0000e+00
59	1.223422	0	4.3803e-09	0.0000e+00	8.4478e-10	0.0000e+00
60	1.120412	0	3.4566e-09	0.0000e+00	6.6660e-10	0.0000e+00
61	1.017402	0	2.7275e-09	0.0000e+00	5.2559e-10	0.0000e+00
62	0.914391	0	2.1527e-09	0.0000e+00	4.1457e-10	0.0000e+00
63	0.811381	0	1.6990e-09	0.0000e+00	3.2721e-10	0.0000e+00
64	0.708371	0	1.3406e-09	0.0000e+00	2.5819e-10	0.0000e+00
65	0.605360	0	1.0569e-09	0.0000e+00	2.0342e-10	0.0000e+00
