#wavelengths (mu)	size parameter  	extinction cross section (cm^2)  	scattering cross section (cm^2)  	absorption cross section (cm^2)  	single scattering albedo         	asymmetry parameter              
9.0006520000e-02	8.7883178495e+01	1.0336725175e-07                 	6.7318837452e-08                 	3.6048414295e-08                 	6.5125884953e-01                 	8.5190320462e-01                 
9.0635180000e-02	8.7273606814e+01	1.0345277453e-07                 	6.6700911358e-08                 	3.6751863173e-08                 	6.4474743824e-01                 	8.5594996014e-01                 
9.1165710000e-02	8.6765726531e+01	1.0353349681e-07                 	6.6191048071e-08                 	3.7342448736e-08                 	6.3932012452e-01                 	8.5923526817e-01                 
9.1702480000e-02	8.6257853254e+01	1.0363753123e-07                 	6.5871731230e-08                 	3.7765800001e-08                 	6.3559726334e-01                 	8.6028176399e-01                 
9.2464930000e-02	8.5546585747e+01	1.0374674660e-07                 	6.5645535151e-08                 	3.8101211445e-08                 	6.3274789142e-01                 	8.6063498011e-01                 
9.3128530000e-02	8.4937011921e+01	1.0385079740e-07                 	6.5482101166e-08                 	3.8368696236e-08                 	6.3054018654e-01                 	8.6054674073e-01                 
9.3801730000e-02	8.4327432584e+01	1.0393200035e-07                 	6.5250953307e-08                 	3.8681047045e-08                 	6.2782351043e-01                 	8.6171930423e-01                 
9.4715070000e-02	8.3514260855e+01	1.0403332267e-07                 	6.5321816095e-08                 	3.8711506570e-08                 	6.2789320212e-01                 	8.5964796154e-01                 
9.5881710000e-02	8.2498101701e+01	1.0414422320e-07                 	6.5088354672e-08                 	3.9055868523e-08                 	6.2498286199e-01                 	8.6075341584e-01                 
9.7564280000e-02	8.1075359372e+01	1.0428644354e-07                 	6.4853701603e-08                 	3.9432741940e-08                 	6.2188046116e-01                 	8.6173585302e-01                 
9.8928300000e-02	7.9957495103e+01	1.0440343901e-07                 	6.4734527327e-08                 	3.9668911678e-08                 	6.2004209770e-01                 	8.6183531455e-01                 
1.0007310000e-01	7.9042810334e+01	1.0448821023e-07                 	6.4628620868e-08                 	3.9859589360e-08                 	6.1852548461e-01                 	8.6223780560e-01                 
1.0177430000e-01	7.7721576693e+01	1.0460536953e-07                 	6.4510668539e-08                 	4.0094700987e-08                 	6.1670513504e-01                 	8.6260414672e-01                 
1.0353460000e-01	7.6400150895e+01	1.0472627825e-07                 	6.4568118790e-08                 	4.0158159457e-08                 	6.1654171113e-01                 	8.6116034788e-01                 
