lambda [um]    flux [erg s^-1 cm^-3]    
8.5302397e+01  2.5325471e+07            
8.5346078e+01  2.5273733e+07            
8.5389804e+01  2.5222073e+07            
8.5433575e+01  2.5170494e+07            
8.5477391e+01  2.5118992e+07            
8.5521252e+01  2.5069710e+07            
8.5557837e+01  2.5022642e+07            
8.5601781e+01  2.4973497e+07            
8.5645769e+01  2.4922296e+07            
8.5689803e+01  2.4871175e+07            
8.5733882e+01  2.4820129e+07            
8.5778007e+01  2.4771288e+07            
8.5814812e+01  2.4724633e+07            
8.5859019e+01  2.4675927e+07            
8.5903273e+01  2.4625182e+07            
8.5947572e+01  2.4574515e+07            
8.5991917e+01  2.4526032e+07            
8.6028906e+01  2.4479723e+07            
8.6073334e+01  2.4431378e+07            
8.6117809e+01  2.4381006e+07            
8.6162330e+01  2.4330714e+07            
8.6206897e+01  2.4280500e+07            
8.6251509e+01  2.4232447e+07            
8.6288722e+01  2.4186554e+07            
8.6333420e+01  2.4138640e+07            
8.6378164e+01  2.4088722e+07            
8.6422954e+01  2.4040953e+07            
8.6460315e+01  2.3995329e+07            
8.6505190e+01  2.3947699e+07            
8.6550113e+01  2.3898071e+07            
8.6595081e+01  2.3848526e+07            
8.6640097e+01  2.3801112e+07            
8.6677646e+01  2.3755828e+07            
8.6722747e+01  2.3708551e+07            
8.6767896e+01  2.3659296e+07            
8.6813091e+01  2.3612166e+07            
8.6850790e+01  2.3567148e+07            
8.6896072e+01  2.3520152e+07            
8.6941401e+01  2.3471188e+07            
8.6986778e+01  2.3424337e+07            
8.7024628e+01  2.3379587e+07            
8.7070091e+01  2.3332869e+07            
8.7115602e+01  2.3284198e+07            
8.7161161e+01  2.3237623e+07            
8.7199163e+01  2.3193142e+07            
8.7244809e+01  2.3146699e+07            
8.7290503e+01  2.3098317e+07            
8.7336245e+01  2.3052021e+07            
8.7374399e+01  2.3007804e+07            
8.7420229e+01  2.2961638e+07            
8.7466107e+01  2.2915549e+07            
8.7504375e+01  2.2871526e+07            
8.7550341e+01  2.2825565e+07            
8.7596356e+01  2.2779678e+07            
8.7634738e+01  2.2735847e+07            
8.7680842e+01  2.2690095e+07            
8.7726994e+01  2.2642423e+07            
8.7773194e+01  2.2596809e+07            
8.7811732e+01  2.2553242e+07            
8.7858021e+01  2.2507761e+07            
8.7904360e+01  2.2462350e+07            
8.7943013e+01  2.2418976e+07            
8.7989441e+01  2.2373697e+07            
8.8035919e+01  2.2328487e+07            
8.8074687e+01  2.2285307e+07            
8.8121255e+01  2.2240229e+07            
8.8167872e+01  2.2195219e+07            
8.8206757e+01  2.2152230e+07            
8.8253464e+01  2.2107355e+07            
8.8300221e+01  2.2062544e+07            
8.8339223e+01  2.2019748e+07            
8.8386070e+01  2.1975071e+07            
8.8432968e+01  2.1930463e+07            
8.8472087e+01  2.1887856e+07            
8.8519076e+01  2.1843378e+07            
8.8566115e+01  2.1798970e+07            
8.8605352e+01  2.1756554e+07            
8.8652482e+01  2.1712274e+07            
8.8699663e+01  2.1668065e+07            
8.8739019e+01  2.1625838e+07            
8.8786291e+01  2.1583673e+07            
8.8825724e+01  2.1541569e+07            
8.8873089e+01  2.1497616e+07            
8.8920505e+01  2.1453735e+07            
8.8960057e+01  2.1411817e+07            
8.9007566e+01  2.1368062e+07            
8.9055125e+01  2.1324377e+07            
8.9094797e+01  2.1282649e+07            
8.9142450e+01  2.1240984e+07            
8.9182199e+01  2.1199380e+07            
8.9229946e+01  2.1155947e+07            
8.9277743e+01  2.1112585e+07            
8.9317613e+01  2.1071166e+07            
8.9365505e+01  2.1029810e+07            
8.9405454e+01  2.0988515e+07            
8.9453439e+01  2.0945404e+07            
8.9501477e+01  2.0902363e+07            
8.9541547e+01  2.0861254e+07            
8.9589679e+01  2.0820203e+07            
8.9629829e+01  2.0779213e+07            
8.9678056e+01  2.0738286e+07            
8.9718285e+01  2.0697416e+07            
8.9766607e+01  2.0654751e+07            
8.9814981e+01  2.0612158e+07            
8.9855333e+01  2.0571472e+07            
8.9903803e+01  2.0530849e+07            
8.9944235e+01  2.0490283e+07            
8.9992801e+01  2.0449780e+07            
9.0033312e+01  2.0409334e+07            
9.0081975e+01  2.0368948e+07            
9.0122567e+01  2.0328623e+07            
9.0171326e+01  2.0286528e+07            
9.0220137e+01  2.0244497e+07            
9.0260854e+01  2.0204356e+07            
9.0309762e+01  2.0164273e+07            
9.0350560e+01  2.0124249e+07            
9.0399566e+01  2.0084283e+07            
9.0440445e+01  2.0044379e+07            
9.0489548e+01  2.0004534e+07            
9.0530509e+01  1.9964744e+07            
9.0579710e+01  1.9925015e+07            
9.0620752e+01  1.9885347e+07            
9.0670052e+01  1.9845735e+07            
9.0711176e+01  1.9806185e+07            
9.0760574e+01  1.9766691e+07            
9.0801780e+01  1.9727256e+07            
9.0851276e+01  1.9687880e+07            
9.0892565e+01  1.9648563e+07            
9.0942161e+01  1.9609302e+07            
9.0983532e+01  1.9570103e+07            
9.1033227e+01  1.9530960e+07            
9.1074681e+01  1.9491878e+07            
9.1124476e+01  1.9452849e+07            
9.1166013e+01  1.9413885e+07            
9.1215908e+01  1.9374973e+07            
9.1257529e+01  1.9336121e+07            
9.1307524e+01  1.9297330e+07            
9.1349228e+01  1.9258593e+07            
9.1399324e+01  1.9219918e+07            
9.1441112e+01  1.9181295e+07            
9.1491308e+01  1.9142736e+07            
9.1533181e+01  1.9104230e+07            
9.1583478e+01  1.9065784e+07            
9.1625435e+01  1.9029141e+07            
9.1667431e+01  1.8992548e+07            
9.1717876e+01  1.8954268e+07            
9.1759956e+01  1.8916046e+07            
9.1810503e+01  1.8877882e+07            
9.1852668e+01  1.8839775e+07            
9.1903318e+01  1.8801728e+07            
9.1945568e+01  1.8763734e+07            
9.1996320e+01  1.8725799e+07            
9.2038656e+01  1.8689642e+07            
9.2081031e+01  1.8653536e+07            
9.2131933e+01  1.8615765e+07            
9.2174394e+01  1.8578054e+07            
9.2225399e+01  1.8540398e+07            
9.2267946e+01  1.8502801e+07            
9.2319055e+01  1.8465260e+07            
9.2361688e+01  1.8429477e+07            
9.2404361e+01  1.8393745e+07            
9.2455621e+01  1.8356369e+07            
9.2498381e+01  1.8319049e+07            
9.2549745e+01  1.8281785e+07            
9.2592593e+01  1.8246269e+07            
9.2635479e+01  1.8210799e+07            
9.2686996e+01  1.8173703e+07            
9.2729970e+01  1.8136658e+07            
9.2781592e+01  1.8099669e+07            
9.2824654e+01  1.8064418e+07            
9.2867756e+01  1.8029214e+07            
9.2919532e+01  1.7992391e+07            
9.2962722e+01  1.7957292e+07            
9.3005952e+01  1.7922246e+07            
9.3057882e+01  1.7885584e+07            
9.3101201e+01  1.7848978e+07            
9.3153237e+01  1.7812427e+07            
9.3196645e+01  1.7777592e+07            
9.3240093e+01  1.7742806e+07            
9.3292285e+01  1.7706420e+07            
9.3335822e+01  1.7671736e+07            
9.3379401e+01  1.7637106e+07            
9.3431748e+01  1.7600878e+07            
9.3475416e+01  1.7566351e+07            
9.3519125e+01  1.7531873e+07            
9.3571629e+01  1.7495807e+07            
9.3615428e+01  1.7461435e+07            
9.3659268e+01  1.7427107e+07            
9.3711930e+01  1.7391205e+07            
9.3755860e+01  1.7356984e+07            
9.3799831e+01  1.7322811e+07            
9.3852651e+01  1.7287065e+07            
9.3896714e+01  1.7252999e+07            
9.3940817e+01  1.7218979e+07            
9.3993796e+01  1.7183392e+07            
9.4037991e+01  1.7149479e+07            
9.4082228e+01  1.7115610e+07            
9.4135367e+01  1.7080184e+07            
9.4179695e+01  1.7046418e+07            
9.4224065e+01  1.7012705e+07            
9.4277364e+01  1.6977436e+07            
9.4321826e+01  1.6943823e+07            
9.4366330e+01  1.6911857e+07            
9.4410876e+01  1.6878336e+07            
9.4464387e+01  1.6843279e+07            
9.4509026e+01  1.6809864e+07            
9.4553707e+01  1.6776496e+07            
9.4607379e+01  1.6741594e+07            
9.4652153e+01  1.6708328e+07            
9.4696970e+01  1.6676694e+07            
9.4741829e+01  1.6643522e+07            
9.4795715e+01  1.6608825e+07            
9.4840668e+01  1.6575757e+07            
9.4885663e+01  1.6542737e+07            
9.4939713e+01  1.6508195e+07            
9.4984802e+01  1.6475278e+07            
9.5029934e+01  1.6443971e+07            
9.5075109e+01  1.6411145e+07            
9.5129376e+01  1.6376811e+07            
9.5174645e+01  1.6344085e+07            
9.5219958e+01  1.6312966e+07            
9.5265314e+01  1.6280334e+07            
9.5319798e+01  1.6246201e+07            
9.5365249e+01  1.6213674e+07            
9.5410743e+01  1.6182737e+07            
9.5456281e+01  1.6150298e+07            
9.5510984e+01  1.6116372e+07            
9.5556617e+01  1.6084035e+07            
9.5602294e+01  1.6053284e+07            
9.5648015e+01  1.6022575e+07            
9.5693780e+01  1.5990378e+07            
9.5748755e+01  1.5956700e+07            
9.5794616e+01  1.5924602e+07            
9.5840521e+01  1.5894077e+07            
9.5886470e+01  1.5862071e+07            
9.5941667e+01  1.5828597e+07            
9.5987714e+01  1.5796689e+07            
9.6033804e+01  1.5766346e+07            
9.6079939e+01  1.5736048e+07            
9.6126117e+01  1.5704280e+07            
9.6181591e+01  1.5671051e+07            
9.6227868e+01  1.5639383e+07            
9.6274189e+01  1.5609263e+07            
9.6320555e+01  1.5579192e+07            
9.6366965e+01  1.5547658e+07            
9.6422717e+01  1.5514675e+07            
9.6469226e+01  1.5483243e+07            
9.6515780e+01  1.5453349e+07            
9.6562379e+01  1.5423498e+07            
9.6609023e+01  1.5393691e+07            
9.6655712e+01  1.5362439e+07            
9.6711799e+01  1.5329749e+07            
9.6758587e+01  1.5298595e+07            
9.6805421e+01  1.5268967e+07            
9.6852300e+01  1.5239382e+07            
9.6899225e+01  1.5209839e+07            
9.6946195e+01  1.5178864e+07            
9.7002619e+01  1.5146465e+07            
9.7049689e+01  1.5115590e+07            
9.7096806e+01  1.5086226e+07            
9.7143967e+01  1.5056905e+07            
9.7191175e+01  1.5027625e+07            
9.7238429e+01  1.4998390e+07            
9.7285728e+01  1.4967734e+07            
9.7342548e+01  1.4935672e+07            
9.7389949e+01  1.4905116e+07            
9.7437396e+01  1.4876056e+07            
9.7484890e+01  1.4847041e+07            
9.7532430e+01  1.4818065e+07            
9.7580016e+01  1.4789131e+07            
9.7627648e+01  1.4760241e+07            
9.7675327e+01  1.4729950e+07            
9.7732604e+01  1.4698268e+07            
9.7780385e+01  1.4668073e+07            
9.7828214e+01  1.4639357e+07            
9.7876089e+01  1.4610685e+07            
9.7924011e+01  1.4582054e+07            
9.7971980e+01  1.4553463e+07            
9.8019996e+01  1.4524917e+07            
9.8068059e+01  1.4496411e+07            
9.8116170e+01  1.4466522e+07            
9.8173964e+01  1.4435262e+07            
9.8222179e+01  1.4405471e+07            
9.8270440e+01  1.4377140e+07            
9.8318749e+01  1.4348848e+07            
9.8367106e+01  1.4320600e+07            
9.8415510e+01  1.4292392e+07            
9.8463962e+01  1.4264228e+07            
9.8512462e+01  1.4236101e+07            
9.8561009e+01  1.4208019e+07            
9.8609605e+01  1.4179975e+07            
9.8658248e+01  1.4151976e+07            
9.8706939e+01  1.4124014e+07            
9.8755678e+01  1.4096097e+07            
9.8804466e+01  1.4066823e+07            
9.8863075e+01  1.4036209e+07            
9.8911968e+01  1.4007033e+07            
9.8960910e+01  1.3979283e+07            
9.9009901e+01  1.3951579e+07            
9.9058940e+01  1.3923914e+07            
9.9108028e+01  1.3896288e+07            
9.9157164e+01  1.3868706e+07            
9.9206349e+01  1.3841164e+07            
9.9255583e+01  1.3813661e+07            
9.9304866e+01  1.3786199e+07            
9.9354198e+01  1.3758778e+07            
9.9403579e+01  1.3731398e+07            
9.9453008e+01  1.3704057e+07            
9.9502488e+01  1.3676760e+07            
9.9552016e+01  1.3649500e+07            
9.9601594e+01  1.3622282e+07            
9.9651221e+01  1.3595104e+07            
9.9700897e+01  1.3567966e+07            
9.9750623e+01  1.3540868e+07            
9.9800399e+01  1.3513811e+07            
9.9850225e+01  1.3486794e+07            
9.9900100e+01  1.3459818e+07            
9.9950025e+01  1.3432878e+07            
1.0000000e+02  1.3405984e+07            
1.0005003e+02  1.3379128e+07            
1.0010010e+02  1.3352310e+07            
1.0015023e+02  1.3325534e+07            
1.0020040e+02  1.3298798e+07            
1.0025063e+02  1.3272100e+07            
1.0030090e+02  1.3245443e+07            
1.0035123e+02  1.3218826e+07            
1.0040161e+02  1.3192249e+07            
1.0045203e+02  1.3165711e+07            
1.0050251e+02  1.3139212e+07            
1.0055304e+02  1.3112755e+07            
1.0060362e+02  1.3086336e+07            
1.0065425e+02  1.3059957e+07            
1.0070493e+02  1.3033616e+07            
1.0075567e+02  1.3007318e+07            
1.0080645e+02  1.2981055e+07            
1.0085729e+02  1.2954837e+07            
1.0090817e+02  1.2928653e+07            
1.0095911e+02  1.2902510e+07            
1.0101010e+02  1.2876407e+07            
1.0106114e+02  1.2850345e+07            
1.0111223e+02  1.2825620e+07            
1.0115315e+02  1.2802229e+07            
1.0120433e+02  1.2777574e+07            
1.0125557e+02  1.2751658e+07            
1.0130686e+02  1.2725782e+07            
1.0135820e+02  1.2699945e+07            
1.0140959e+02  1.2674147e+07            
1.0146104e+02  1.2648390e+07            
1.0151254e+02  1.2622668e+07            
1.0156409e+02  1.2596987e+07            
1.0161569e+02  1.2571344e+07            
1.0166734e+02  1.2545741e+07            
1.0171905e+02  1.2520176e+07            
1.0177081e+02  1.2494650e+07            
1.0182262e+02  1.2470437e+07            
1.0186411e+02  1.2447530e+07            
1.0191602e+02  1.2423383e+07            
1.0196798e+02  1.2398002e+07            
1.0202000e+02  1.2372665e+07            
1.0207206e+02  1.2347359e+07            
1.0212418e+02  1.2322098e+07            
1.0217636e+02  1.2296871e+07            
1.0222858e+02  1.2271685e+07            
1.0228086e+02  1.2247792e+07            
1.0232273e+02  1.2225190e+07            
1.0237510e+02  1.2201364e+07            
1.0242753e+02  1.2176323e+07            
1.0248002e+02  1.2151320e+07            
1.0253255e+02  1.2126355e+07            
1.0258515e+02  1.2101428e+07            
1.0263779e+02  1.2076540e+07            
1.0269049e+02  1.2052931e+07            
1.0273269e+02  1.2030597e+07            
1.0278549e+02  1.2007053e+07            
1.0283834e+02  1.1982307e+07            
1.0289124e+02  1.1957603e+07            
1.0294420e+02  1.1932932e+07            
1.0299722e+02  1.1908302e+07            
1.0305029e+02  1.1884937e+07            
1.0309278e+02  1.1862835e+07            
1.0314595e+02  1.1839537e+07            
1.0319917e+02  1.1815049e+07            
1.0325245e+02  1.1790600e+07            
1.0330579e+02  1.1766187e+07            
1.0335917e+02  1.1741812e+07            
1.0341262e+02  1.1718689e+07            
1.0345541e+02  1.1696818e+07            
1.0350895e+02  1.1673763e+07            
1.0356255e+02  1.1649529e+07            
1.0361621e+02  1.1625336e+07            
1.0366991e+02  1.1601176e+07            
1.0372368e+02  1.1578263e+07            
1.0376673e+02  1.1556586e+07            
1.0382060e+02  1.1533734e+07            
1.0387452e+02  1.1509718e+07            
1.0392850e+02  1.1485739e+07            
1.0398253e+02  1.1462995e+07            
1.0402580e+02  1.1441477e+07            
1.0407993e+02  1.1418797e+07            
1.0413412e+02  1.1394958e+07            
1.0418837e+02  1.1371156e+07            
1.0424268e+02  1.1348581e+07            
1.0428616e+02  1.1327224e+07            
1.0434057e+02  1.1304710e+07            
1.0439503e+02  1.1281052e+07            
1.0444955e+02  1.1257424e+07            
1.0450413e+02  1.1235019e+07            
1.0454783e+02  1.1213818e+07            
1.0460251e+02  1.1191475e+07            
1.0465725e+02  1.1167989e+07            
1.0471204e+02  1.1145715e+07            
1.0475592e+02  1.1124639e+07            
1.0481082e+02  1.1102426e+07            
1.0486577e+02  1.1079083e+07            
1.0492078e+02  1.1056938e+07            
1.0496484e+02  1.1035989e+07            
1.0501995e+02  1.1013908e+07            
1.0507513e+02  1.0990701e+07            
1.0513036e+02  1.0967531e+07            
1.0518565e+02  1.0945551e+07            
1.0522993e+02  1.0924760e+07            
1.0528532e+02  1.0902844e+07            
1.0534078e+02  1.0879811e+07            
1.0539629e+02  1.0857965e+07            
1.0544074e+02  1.0837295e+07            
1.0549636e+02  1.0815511e+07            
1.0555204e+02  1.0793759e+07            
1.0559662e+02  1.0773182e+07            
1.0565240e+02  1.0751492e+07            
1.0570825e+02  1.0728697e+07            
1.0576415e+02  1.0707076e+07            
1.0580891e+02  1.0686621e+07            
1.0586492e+02  1.0665061e+07            
1.0592098e+02  1.0642404e+07            
1.0597711e+02  1.0620910e+07            
1.0602205e+02  1.0600577e+07            
1.0607829e+02  1.0579149e+07            
1.0613458e+02  1.0557750e+07            
1.0617966e+02  1.0537507e+07            
1.0623606e+02  1.0516173e+07            
1.0629252e+02  1.0494868e+07            
1.0633773e+02  1.0474717e+07            
1.0639430e+02  1.0453475e+07            
1.0645093e+02  1.0431151e+07            
1.0650762e+02  1.0409976e+07            
1.0655301e+02  1.0389944e+07            
1.0660981e+02  1.0368832e+07            
1.0666667e+02  1.0347750e+07            
1.0671220e+02  1.0327808e+07            
1.0676917e+02  1.0306788e+07            
1.0682619e+02  1.0285801e+07            
1.0687186e+02  1.0265948e+07            
1.0692900e+02  1.0245020e+07            
1.0698620e+02  1.0224129e+07            
1.0703200e+02  1.0204362e+07            
1.0708931e+02  1.0183529e+07            
1.0714668e+02  1.0162730e+07            
1.0719263e+02  1.0143050e+07            
1.0725011e+02  1.0122313e+07            
1.0730765e+02  1.0101605e+07            
1.0735373e+02  1.0082016e+07            
1.0741139e+02  1.0061369e+07            
1.0746910e+02  1.0040754e+07            
1.0751532e+02  1.0021252e+07            
1.0757315e+02  1.0000697e+07            
1.0763104e+02  9.9801754e+06            
1.0767740e+02  9.9607614e+06            
1.0773540e+02  9.9402985e+06            
1.0779347e+02  9.9198685e+06            
1.0783997e+02  9.9005410e+06            
1.0789814e+02  9.8812431e+06            
1.0794473e+02  9.8619705e+06            
1.0800302e+02  9.8416613e+06            
1.0806138e+02  9.8213800e+06            
1.0810811e+02  9.8021956e+06            
1.0816658e+02  9.7819771e+06            
1.0822511e+02  9.7617877e+06            
1.0827198e+02  9.7426910e+06            
1.0833063e+02  9.7236191e+06            
1.0837759e+02  9.7045794e+06            
1.0843635e+02  9.6845065e+06            
1.0849517e+02  9.6644692e+06            
1.0854228e+02  9.6455125e+06            
1.0860122e+02  9.6265833e+06            
1.0864841e+02  9.6076834e+06            
1.0870747e+02  9.5877616e+06            
1.0876659e+02  9.5678715e+06            
1.0881393e+02  9.5490573e+06            
1.0887316e+02  9.5302682e+06            
1.0892060e+02  9.5115082e+06            
1.0897995e+02  9.4917342e+06            
1.0903936e+02  9.4719944e+06            
1.0908694e+02  9.4533166e+06            
1.0914647e+02  9.4346701e+06            
1.0919415e+02  9.4160506e+06            
1.0925380e+02  9.3964234e+06            
1.0931351e+02  9.3768290e+06            
1.0936133e+02  9.3582924e+06            
1.0942116e+02  9.3397843e+06            
1.0946907e+02  9.3213047e+06            
1.0952903e+02  9.3028482e+06            
1.0957703e+02  9.2844222e+06            
1.0963710e+02  9.2660235e+06            
1.0968520e+02  9.2476489e+06            
1.0974539e+02  9.2282843e+06            
1.0980564e+02  9.2089505e+06            
1.0985389e+02  9.1906622e+06            
1.0991427e+02  9.1723999e+06            
1.0996261e+02  9.1541660e+06            
1.1002310e+02  9.1359567e+06            
1.1007155e+02  9.1177772e+06            
1.1013216e+02  9.0996209e+06            
1.1018070e+02  9.0814945e+06            
1.1024143e+02  9.0633935e+06            
1.1029006e+02  9.0453198e+06            
1.1035092e+02  9.0262709e+06            
1.1041184e+02  9.0072514e+06            
1.1046062e+02  8.9892614e+06            
1.1052166e+02  8.9712971e+06            
1.1057054e+02  8.9533598e+06            
1.1063171e+02  8.9354492e+06            
1.1068069e+02  8.9175644e+06            
1.1074197e+02  8.8997064e+06            
1.1079105e+02  8.8818763e+06            
1.1085246e+02  8.8640718e+06            
1.1090163e+02  8.8462929e+06            
1.1096316e+02  8.8285417e+06            
1.1101243e+02  8.8108185e+06            
1.1107409e+02  8.7931172e+06            
1.1112346e+02  8.7754451e+06            
1.1118523e+02  8.7578002e+06            
1.1123471e+02  8.7401803e+06            
1.1129661e+02  8.7225863e+06            
1.1134618e+02  8.7050203e+06            
1.1140820e+02  8.6874784e+06            
1.1145787e+02  8.6699653e+06            
1.1152002e+02  8.6524751e+06            
1.1156979e+02  8.6350139e+06            
1.1163206e+02  8.6175775e+06            
1.1168193e+02  8.6001690e+06            
1.1174433e+02  8.5827830e+06            
1.1179430e+02  8.5663908e+06            
1.1184431e+02  8.5500199e+06            
1.1190689e+02  8.5327103e+06            
1.1195701e+02  8.5154289e+06            
1.1201972e+02  8.4981717e+06            
1.1206993e+02  8.4809405e+06            
1.1213277e+02  8.4637367e+06            
1.1218308e+02  8.4465579e+06            
1.1224604e+02  8.4294050e+06            
1.1229646e+02  8.4122776e+06            
1.1235955e+02  8.3951767e+06            
1.1241007e+02  8.3790503e+06            
1.1246064e+02  8.3629447e+06            
1.1252391e+02  8.3459173e+06            
1.1257458e+02  8.3289175e+06            
1.1263798e+02  8.3119420e+06            
1.1268875e+02  8.2949920e+06            
1.1275228e+02  8.2780671e+06            
1.1280316e+02  8.2611709e+06            
1.1286682e+02  8.2442957e+06            
1.1291780e+02  8.2283855e+06            
1.1296882e+02  8.2124967e+06            
1.1303267e+02  8.1956974e+06            
1.1308380e+02  8.1789236e+06            
1.1314777e+02  8.1621747e+06            
1.1319900e+02  8.1454533e+06            
1.1326311e+02  8.1287557e+06            
1.1331445e+02  8.1130082e+06            
1.1336583e+02  8.0972852e+06            
1.1343013e+02  8.0806630e+06            
1.1348162e+02  8.0640643e+06            
1.1354604e+02  8.0474898e+06            
1.1359764e+02  8.0318618e+06            
1.1364928e+02  8.0162537e+06            
1.1371390e+02  7.9997553e+06            
1.1376564e+02  7.9832779e+06            
1.1383039e+02  7.9668293e+06            
1.1388225e+02  7.9513159e+06            
1.1393415e+02  7.9358261e+06            
1.1399909e+02  7.9194472e+06            
1.1405109e+02  7.9040054e+06            
1.1410315e+02  7.8885803e+06            
1.1416828e+02  7.8722779e+06            
1.1422045e+02  7.8559964e+06            
1.1428571e+02  7.8397414e+06            
1.1433798e+02  7.8244126e+06            
1.1439030e+02  7.8091067e+06            
1.1445576e+02  7.7929237e+06            
1.1450819e+02  7.7776615e+06            
1.1456066e+02  7.7624224e+06            
1.1462632e+02  7.7463115e+06            
1.1467890e+02  7.7302263e+06            
1.1474469e+02  7.7141633e+06            
1.1479738e+02  7.6990178e+06            
1.1485012e+02  7.6838934e+06            
1.1491611e+02  7.6679018e+06            
1.1496896e+02  7.6528252e+06            
1.1502185e+02  7.6377661e+06            
1.1508804e+02  7.6218479e+06            
1.1514105e+02  7.6068347e+06            
1.1519410e+02  7.5918462e+06            
1.1526049e+02  7.5759981e+06            
1.1531365e+02  7.5610538e+06            
1.1536687e+02  7.5461297e+06            
1.1543345e+02  7.5303526e+06            
1.1548678e+02  7.5154751e+06            
1.1554015e+02  7.5006193e+06            
1.1560694e+02  7.4849109e+06            
1.1566042e+02  7.4701015e+06            
1.1571396e+02  7.4553123e+06            
1.1578094e+02  7.4396734e+06            
1.1583459e+02  7.4249311e+06            
1.1588828e+02  7.4102061e+06            
1.1595547e+02  7.3946415e+06            
1.1600928e+02  7.3799611e+06            
1.1606314e+02  7.3661684e+06            
1.1611705e+02  7.3515297e+06            
1.1618450e+02  7.3360545e+06            
1.1623852e+02  7.3214640e+06            
1.1629259e+02  7.3068907e+06            
1.1636025e+02  7.2914872e+06            
1.1641444e+02  7.2769610e+06            
1.1646867e+02  7.2624553e+06            
1.1653653e+02  7.2471207e+06            
1.1659088e+02  7.2326596e+06            
1.1664528e+02  7.2190683e+06            
1.1669973e+02  7.2046491e+06            
1.1676787e+02  7.1894038e+06            
1.1682243e+02  7.1750289e+06            
1.1687705e+02  7.1606745e+06            
1.1694539e+02  7.1454983e+06            
1.1700012e+02  7.1311900e+06            
1.1705490e+02  7.1177375e+06            
1.1710973e+02  7.1034702e+06            
1.1717835e+02  7.0883849e+06            
1.1723329e+02  7.0741588e+06            
1.1728829e+02  7.0607895e+06            
1.1734335e+02  7.0466042e+06            
1.1741223e+02  7.0316085e+06            
1.1746740e+02  7.0174689e+06            
1.1752262e+02  7.0041792e+06            
1.1757790e+02  6.9900764e+06            
1.1764706e+02  6.9751707e+06            
1.1770245e+02  6.9611157e+06            
1.1775789e+02  6.9479045e+06            
1.1781338e+02  6.9338862e+06            
1.1788282e+02  6.9190702e+06            
1.1793844e+02  6.9050981e+06            
1.1799410e+02  6.8919647e+06            
1.1804982e+02  6.8780324e+06            
1.1811954e+02  6.8633039e+06            
1.1817537e+02  6.8494145e+06            
1.1823126e+02  6.8363610e+06            
1.1828720e+02  6.8233267e+06            
1.1834320e+02  6.8094964e+06            
1.1841326e+02  6.7948763e+06            
1.1846938e+02  6.7810909e+06            
1.1852554e+02  6.7681339e+06            
1.1858176e+02  6.7543858e+06            
1.1865211e+02  6.7398553e+06            
1.1870845e+02  6.7261509e+06            
1.1876485e+02  6.7132731e+06            
1.1882129e+02  6.7004112e+06            
1.1887779e+02  6.6867669e+06            
1.1894850e+02  6.6723439e+06            
1.1900512e+02  6.6587409e+06            
1.1906179e+02  6.6459578e+06            
1.1911852e+02  6.6331946e+06            
1.1917531e+02  6.6196499e+06            
1.1924636e+02  6.6053332e+06            
1.1930327e+02  6.5918343e+06            
1.1936023e+02  6.5791445e+06            
1.1941724e+02  6.5664765e+06            
1.1947431e+02  6.5530351e+06            
1.1954573e+02  6.5388240e+06            
1.1960292e+02  6.5254237e+06            
1.1966017e+02  6.5128328e+06            
1.1971747e+02  6.5002575e+06            
1.1977482e+02  6.4877013e+06            
1.1983223e+02  6.4743777e+06            
1.1990408e+02  6.4602946e+06            
1.1996161e+02  6.4470141e+06            
1.2001920e+02  6.4345353e+06            
1.2007685e+02  6.4220710e+06            
1.2013455e+02  6.4096285e+06            
1.2019231e+02  6.3964235e+06            
1.2026458e+02  6.3824655e+06            
1.2032246e+02  6.3693062e+06            
1.2038040e+02  6.3569367e+06            
1.2043840e+02  6.3445848e+06            
1.2049645e+02  6.3322526e+06            
1.2055455e+02  6.3199358e+06            
1.2061271e+02  6.3068696e+06            
1.2068549e+02  6.2930586e+06            
1.2074378e+02  6.2800340e+06            
1.2080213e+02  6.2677928e+06            
1.2086053e+02  6.2555712e+06            
1.2091898e+02  6.2433659e+06            
1.2097750e+02  6.2311792e+06            
1.2103607e+02  6.2182494e+06            
1.2110936e+02  6.2045798e+06            
1.2116806e+02  6.1916919e+06            
1.2122682e+02  6.1795812e+06            
1.2128563e+02  6.1674848e+06            
1.2134450e+02  6.1554087e+06            
1.2140342e+02  6.1433480e+06            
1.2146241e+02  6.1313055e+06            
1.2152145e+02  6.1185307e+06            
1.2159533e+02  6.1050237e+06            
1.2165450e+02  6.0922895e+06            
1.2171373e+02  6.0803215e+06            
1.2177302e+02  6.0683716e+06            
1.2183236e+02  6.0564371e+06            
1.2189176e+02  6.0445228e+06            
1.2195122e+02  6.0326226e+06            
1.2201074e+02  6.0207427e+06            
1.2207031e+02  6.0088788e+06            
1.2212995e+02  5.9962921e+06            
1.2220457e+02  5.9829885e+06            
1.2226434e+02  5.9704402e+06            
1.2232416e+02  5.9586511e+06            
1.2238404e+02  5.9468790e+06            
1.2244398e+02  5.9351219e+06            
1.2250398e+02  5.9233849e+06            
1.2256404e+02  5.9116620e+06            
1.2262416e+02  5.8999598e+06            
1.2268433e+02  5.8882719e+06            
1.2274457e+02  5.8766008e+06            
1.2280486e+02  5.8649507e+06            
1.2286522e+02  5.8533135e+06            
1.2292563e+02  5.8409692e+06            
1.2300123e+02  5.8279206e+06            
1.2306178e+02  5.8156168e+06            
1.2312238e+02  5.8040534e+06            
