lambda [um]    flux [erg s^-1 cm^-3]    
2.0417793e-01  2.9638449e+12            
2.0427999e-01  4.2872268e+12            
2.0438216e-01  3.9607347e+12            
2.0448434e-01  3.8492529e+12            
2.0458659e-01  4.0085559e+12            
2.0468889e-01  4.0832692e+12            
2.0479121e-01  3.3343983e+12            
2.0489360e-01  3.7968755e+12            
2.0499604e-01  3.9215405e+12            
2.0509854e-01  3.3041960e+12            
2.0520111e-01  3.5713829e+12            
2.0530369e-01  3.6010826e+12            
2.0540634e-01  3.9402333e+12            
2.0550904e-01  3.7356000e+12            
2.0561180e-01  2.9690807e+12            
2.0571463e-01  4.2146598e+12            
2.0581747e-01  3.6412907e+12            
2.0592038e-01  3.4665100e+12            
2.0602334e-01  4.0670550e+12            
2.0612636e-01  3.4804270e+12            
2.0622941e-01  2.9850414e+12            
2.0633255e-01  3.8839746e+12            
2.0643572e-01  3.4472325e+12            
2.0653894e-01  4.1634680e+12            
2.0664218e-01  3.2270907e+12            
2.0674553e-01  4.0195709e+12            
2.0684889e-01  3.4960056e+12            
2.0695231e-01  3.9467054e+12            
2.0705580e-01  4.1756051e+12            
2.0715930e-01  2.3018435e+13            
2.0726291e-01  1.0401355e+13            
2.0736653e-01  1.0318488e+13            
2.0747021e-01  1.3209705e+13            
2.0757396e-01  1.4477153e+13            
2.0767772e-01  8.7051561e+12            
2.0778159e-01  3.3979265e+12            
2.0788547e-01  6.2159408e+12            
2.0798941e-01  8.2137858e+12            
2.0809338e-01  7.9673601e+12            
2.0819744e-01  1.1971809e+13            
2.0830152e-01  1.0955765e+13            
2.0840571e-01  6.6268455e+12            
2.0850992e-01  3.7382453e+12            
2.0861414e-01  5.5824642e+12            
2.0871846e-01  1.0671235e+13            
2.0882281e-01  4.9007001e+12            
2.0892721e-01  9.2523509e+12            
2.0903167e-01  1.2129994e+13            
2.0913620e-01  7.2512566e+12            
2.0924078e-01  1.1772041e+13            
2.0934539e-01  1.6995976e+13            
2.0945005e-01  4.7956751e+12            
2.0955478e-01  1.0369851e+13            
2.0965956e-01  1.0308491e+13            
2.0976441e-01  8.0607975e+12            
2.0986927e-01  1.4754307e+13            
2.0997424e-01  6.5933808e+12            
2.1007922e-01  5.3834396e+12            
2.1018422e-01  1.0458547e+13            
2.1028933e-01  6.2509081e+12            
2.1039450e-01  7.2501865e+12            
2.1049968e-01  1.8032558e+13            
2.1060493e-01  2.1880436e+13            
2.1071023e-01  7.7484960e+12            
2.1081560e-01  1.6069384e+13            
2.1092098e-01  4.5714073e+12            
2.1102647e-01  1.2056689e+13            
2.1113198e-01  9.6687633e+12            
2.1123754e-01  1.6312779e+13            
2.1134317e-01  1.2435996e+13            
2.1144881e-01  1.6554586e+13            
2.1155456e-01  4.9324143e+12            
2.1166032e-01  2.5973082e+13            
2.1176615e-01  1.9944154e+13            
2.1187204e-01  1.3084694e+13            
2.1197799e-01  2.1245043e+13            
2.1208395e-01  1.7450855e+13            
2.1219002e-01  8.6761110e+12            
2.1229611e-01  9.0551216e+12            
2.1240225e-01  3.0997154e+12            
2.1250846e-01  2.5714046e+12            
2.1261468e-01  5.1648413e+12            
2.1272101e-01  1.0165629e+13            
2.1282736e-01  9.8243410e+12            
2.1293377e-01  1.3887199e+13            
2.1304024e-01  1.4427552e+13            
2.1314676e-01  1.4034063e+13            
2.1325335e-01  1.3759636e+13            
2.1335996e-01  1.0591068e+13            
2.1346667e-01  1.4601092e+13            
2.1357340e-01  6.2065520e+12            
2.1368019e-01  1.7037528e+13            
2.1378700e-01  1.8790881e+13            
2.1389391e-01  7.6298115e+12            
2.1400083e-01  4.8547733e+12            
2.1410787e-01  1.1338709e+13            
2.1421492e-01  2.0334938e+13            
2.1432203e-01  1.2208410e+13            
2.1442920e-01  1.2732904e+13            
2.1453638e-01  1.3486303e+13            
2.1464368e-01  9.3758422e+12            
2.1475099e-01  1.0295187e+13            
2.1485836e-01  1.0412741e+13            
2.1496579e-01  1.4151697e+13            
2.1507328e-01  1.6086852e+13            
2.1518079e-01  7.7334843e+12            
2.1528840e-01  1.3298157e+13            
2.1539603e-01  1.4990340e+13            
2.1550373e-01  9.5097255e+12            
2.1561148e-01  9.8235402e+12            
2.1571929e-01  1.6515547e+13            
2.1582717e-01  1.5723521e+13            
2.1593506e-01  3.9765635e+12            
2.1604305e-01  6.6114506e+12            
2.1615107e-01  1.5474057e+13            
2.1625914e-01  8.4932893e+12            
2.1636728e-01  1.6377862e+13            
2.1647543e-01  8.7309056e+12            
2.1658368e-01  1.0065061e+13            
2.1669195e-01  4.5647516e+12            
2.1680033e-01  5.5632819e+12            
2.1690873e-01  1.0459266e+13            
2.1701719e-01  9.4905740e+12            
2.1712570e-01  1.5940393e+13            
2.1723423e-01  8.7539812e+12            
2.1734287e-01  1.1184249e+13            
2.1745153e-01  1.0641550e+13            
2.1756024e-01  7.7599002e+12            
2.1766902e-01  1.0417728e+13            
2.1777786e-01  7.8117893e+12            
2.1788676e-01  8.9136133e+12            
2.1799572e-01  2.0543491e+13            
2.1810470e-01  2.3178377e+13            
2.1821378e-01  2.0751502e+13            
2.1832288e-01  2.1267141e+13            
2.1843204e-01  1.3954113e+13            
2.1854126e-01  1.1816430e+13            
2.1865049e-01  1.3598456e+13            
2.1875984e-01  5.2419955e+12            
2.1886919e-01  1.5473982e+13            
2.1897866e-01  2.1603617e+13            
2.1908814e-01  2.3529570e+13            
2.1919768e-01  1.3866242e+13            
2.1930729e-01  1.4023073e+13            
2.1941695e-01  1.6783583e+13            
2.1952663e-01  2.7325305e+13            
2.1963642e-01  1.8237592e+13            
2.1974622e-01  1.6985907e+13            
2.1985608e-01  2.3515558e+13            
2.1996601e-01  1.9215811e+13            
2.2007599e-01  1.0399697e+13            
2.2018604e-01  9.2118940e+12            
2.2029615e-01  2.8128049e+13            
2.2040627e-01  2.2615661e+13            
2.2051650e-01  1.9774815e+13            
2.2062675e-01  1.7213033e+13            
2.2073705e-01  1.2959593e+13            
2.2084742e-01  6.4435073e+12            
2.2095785e-01  9.4071759e+12            
2.2106834e-01  7.5730475e+12            
2.2117890e-01  2.6923978e+12            
2.2128946e-01  1.0225515e+13            
2.2140009e-01  1.4115737e+13            
2.2151083e-01  9.3268414e+12            
2.2162158e-01  1.1259095e+13            
2.2173239e-01  3.0932215e+12            
2.2184322e-01  5.8366597e+12            
2.2195415e-01  1.0586321e+13            
2.2206515e-01  9.9400043e+12            
2.2217616e-01  2.1760992e+13            
2.2228728e-01  1.4795834e+13            
2.2239841e-01  1.3320412e+13            
2.2250961e-01  1.5938653e+13            
2.2262086e-01  1.7879650e+13            
2.2273218e-01  1.7365508e+13            
2.2284351e-01  1.3782719e+13            
2.2295495e-01  1.8989103e+13            
2.2306645e-01  1.8778730e+13            
2.2317797e-01  1.8190609e+13            
2.2328955e-01  2.1087901e+13            
2.2340118e-01  2.8214368e+13            
2.2351288e-01  2.5389737e+13            
2.2362465e-01  3.1846245e+13            
2.2373647e-01  2.2224037e+13            
2.2384836e-01  2.4352063e+13            
2.2396025e-01  2.7959520e+13            
2.2407226e-01  3.4684617e+13            
2.2418428e-01  2.8551074e+13            
2.2429637e-01  2.2265168e+13            
2.2440851e-01  2.2115197e+13            
2.2452072e-01  1.3877674e+13            
2.2463298e-01  2.4632131e+13            
2.2474531e-01  2.6610680e+13            
2.2485765e-01  1.8456319e+13            
2.2497011e-01  1.5221489e+13            
2.2508257e-01  1.4801915e+13            
2.2519515e-01  8.9334096e+12            
2.2530774e-01  2.5959845e+13            
2.2542039e-01  8.1012802e+12            
2.2553310e-01  2.3550374e+13            
2.2564587e-01  2.0744363e+13            
2.2575866e-01  2.9039385e+13            
2.2587155e-01  1.2282548e+13            
2.2598451e-01  1.0516429e+13            
2.2609748e-01  1.0095782e+13            
2.2621051e-01  1.9800763e+13            
2.2632366e-01  1.8968344e+13            
2.2643682e-01  2.3112405e+13            
2.2655003e-01  6.0447864e+12            
2.2666331e-01  2.1385878e+13            
2.2677660e-01  8.9067187e+12            
2.2689001e-01  2.0620894e+13            
2.2700347e-01  2.1802488e+13            
2.2711695e-01  1.4445340e+13            
2.2723053e-01  2.2007706e+13            
2.2734413e-01  2.6228613e+13            
2.2745780e-01  2.4034317e+13            
2.2757152e-01  1.6240935e+13            
2.2768530e-01  1.3717064e+13            
2.2779915e-01  3.9265795e+13            
2.2791306e-01  2.7805540e+13            
2.2802703e-01  1.9426972e+13            
2.2814101e-01  4.4053311e+13            
2.2825511e-01  2.9839863e+13            
2.2836921e-01  1.7316429e+13            
2.2848343e-01  2.5699324e+13            
2.2859766e-01  2.7955005e+13            
2.2871195e-01  2.3111310e+13            
2.2882630e-01  1.5977887e+13            
2.2894072e-01  2.9204971e+13            
2.2905519e-01  1.5869127e+13            
2.2916973e-01  1.8136872e+13            
2.2928433e-01  2.3902293e+13            
2.2939894e-01  3.0348985e+13            
2.2951367e-01  2.5329997e+13            
2.2962840e-01  4.6056515e+13            
2.2974320e-01  1.3891845e+13            
2.2985811e-01  6.6862665e+12            
2.2997303e-01  2.4082659e+13            
2.3008801e-01  2.3897902e+13            
2.3020306e-01  2.0012671e+13            
2.3031816e-01  2.7347931e+13            
2.3043333e-01  2.1998439e+13            
2.3054851e-01  3.8112098e+13            
2.3066380e-01  4.6942853e+13            
2.3077915e-01  3.6455084e+13            
2.3089452e-01  4.4932252e+13            
2.3101000e-01  4.4057410e+13            
2.3112548e-01  2.1723636e+13            
2.3124103e-01  1.6767980e+13            
2.3135665e-01  1.2030397e+13            
2.3147232e-01  1.6262474e+13            
2.3158805e-01  2.2737753e+13            
2.3170385e-01  2.2705150e+13            
2.3181971e-01  3.0098785e+13            
2.3193564e-01  1.6697956e+13            
2.3205162e-01  1.0428771e+13            
2.3216761e-01  1.6538982e+13            
2.3228372e-01  2.8820530e+13            
2.3239984e-01  4.6294790e+13            
2.3251607e-01  4.0805685e+13            
2.3263231e-01  1.3751272e+13            
2.3274861e-01  1.5789330e+13            
2.3286498e-01  2.1322730e+13            
2.3298141e-01  3.4951967e+13            
2.3309790e-01  2.1316639e+13            
2.3321445e-01  1.1839195e+13            
2.3333106e-01  7.2814533e+12            
2.3344774e-01  1.8954248e+13            
2.3356448e-01  2.0555998e+13            
2.3368128e-01  3.7115554e+13            
2.3379808e-01  1.2014010e+13            
2.3391501e-01  1.1551513e+13            
2.3403194e-01  2.3201483e+13            
2.3414894e-01  2.8505130e+13            
2.3426605e-01  1.8936799e+13            
2.3438317e-01  7.1342642e+12            
2.3450035e-01  4.5036305e+12            
2.3461759e-01  1.1857887e+13            
2.3473490e-01  1.4489983e+13            
2.3485226e-01  5.2147794e+12            
2.3496969e-01  1.3093755e+13            
2.3508719e-01  2.3142451e+13            
2.3520474e-01  3.2149801e+13            
2.3532236e-01  3.5249250e+13            
2.3543998e-01  2.4224546e+13            
2.3555772e-01  9.9516036e+12            
2.3567552e-01  2.2953660e+13            
2.3579333e-01  1.8887414e+13            
2.3591126e-01  1.3603019e+13            
2.3602920e-01  5.9566564e+12            
2.3614719e-01  1.2060602e+13            
2.3626531e-01  1.3867953e+13            
2.3638343e-01  2.6622766e+13            
2.3650161e-01  9.3891650e+12            
2.3661986e-01  1.2046102e+13            
2.3673816e-01  9.0562217e+12            
2.3685653e-01  1.4521682e+13            
2.3697497e-01  1.6181626e+13            
2.3709346e-01  1.4095250e+13            
2.3721202e-01  2.6556220e+13            
2.3733058e-01  2.0001194e+13            
2.3744926e-01  7.7699713e+12            
2.3756801e-01  1.1646575e+13            
2.3768676e-01  2.2156091e+13            
2.3780562e-01  2.6337289e+13            
2.3792450e-01  1.7213261e+13            
2.3804349e-01  1.3173558e+13            
2.3816249e-01  7.1894948e+12            
2.3828161e-01  3.3354628e+12            
2.3840073e-01  7.1028457e+12            
2.3851992e-01  1.1256829e+13            
2.3863916e-01  2.1977927e+13            
2.3875853e-01  1.7777728e+13            
2.3887790e-01  8.0975487e+12            
2.3899734e-01  1.1571761e+13            
2.3911684e-01  2.0039485e+13            
2.3923640e-01  1.4070334e+13            
2.3935602e-01  1.4900677e+13            
2.3947570e-01  1.7296278e+13            
2.3959545e-01  4.1625684e+12            
2.3971520e-01  1.0048811e+13            
2.3983507e-01  1.7046886e+13            
2.3995500e-01  9.4070904e+12            
2.4007500e-01  1.3760095e+13            
2.4019500e-01  2.6889937e+13            
2.4031512e-01  1.6323728e+13            
2.4043525e-01  2.0177750e+13            
2.4055549e-01  4.3857578e+12            
2.4067574e-01  9.9980198e+12            
2.4079611e-01  1.0667735e+13            
2.4091648e-01  2.1131389e+13            
2.4103698e-01  1.5865574e+13            
2.4115748e-01  5.1208186e+12            
2.4127804e-01  1.5096150e+13            
2.4139866e-01  8.8188653e+12            
2.4151941e-01  2.8253094e+13            
2.4164016e-01  2.4104358e+13            
2.4176097e-01  4.8119896e+13            
2.4188184e-01  2.6656485e+13            
2.4200278e-01  3.1797130e+13            
2.4212377e-01  3.8180784e+13            
2.4224483e-01  7.3407945e+13            
2.4236596e-01  5.1250743e+13            
2.4248714e-01  2.7894357e+13            
2.4260839e-01  3.6249237e+13            
2.4272970e-01  7.5078321e+13            
2.4285107e-01  5.6411793e+13            
2.4297251e-01  2.7111939e+13            
2.4309400e-01  4.4902469e+13            
2.4321550e-01  3.5520960e+13            
2.4333713e-01  3.4174029e+13            
2.4345881e-01  4.1586878e+13            
2.4358056e-01  1.7274791e+13            
2.4370231e-01  4.6781013e+13            
2.4382418e-01  4.1392430e+13            
2.4394611e-01  2.3383067e+13            
2.4406805e-01  1.7493726e+13            
2.4419011e-01  4.2475559e+13            
2.4431217e-01  2.6911471e+13            
2.4443435e-01  3.4808725e+13            
2.4455654e-01  4.2756609e+13            
2.4467885e-01  2.7017866e+13            
2.4480116e-01  4.5287238e+13            
2.4492359e-01  4.4492479e+13            
2.4504603e-01  3.3152995e+13            
2.4516859e-01  1.7787623e+13            
2.4529115e-01  3.6967067e+13            
2.4541377e-01  4.6632791e+13            
2.4553651e-01  6.8127435e+13            
2.4565926e-01  6.4517445e+13            
2.4578213e-01  4.5252994e+13            
2.4590501e-01  4.8603864e+13            
2.4602794e-01  5.8535891e+13            
2.4615094e-01  2.3812071e+13            
2.4627406e-01  1.6784636e+13            
2.4639718e-01  2.6345017e+13            
2.4652037e-01  3.1115327e+13            
2.4664361e-01  3.7527139e+13            
2.4676698e-01  4.4083158e+13            
2.4689035e-01  2.4783665e+13            
2.4701379e-01  3.1398120e+13            
2.4713729e-01  3.3351567e+13            
2.4726084e-01  4.2405393e+13            
2.4738447e-01  1.3653085e+13            
2.4750821e-01  3.1104300e+13            
2.4763196e-01  4.7063038e+13            
2.4775577e-01  3.2562285e+13            
2.4787964e-01  4.5127154e+13            
2.4800357e-01  1.9636160e+13            
2.4812757e-01  2.5705944e+13            
2.4825163e-01  2.8299334e+13            
2.4837575e-01  8.0671531e+12            
2.4849993e-01  1.3085026e+13            
2.4862418e-01  2.8565039e+13            
2.4874848e-01  1.4387329e+13            
2.4887285e-01  9.6565588e+12            
2.4899735e-01  1.3045478e+13            
2.4912185e-01  9.4317788e+12            
2.4924640e-01  1.3902345e+13            
2.4937102e-01  1.8801762e+13            
2.4949571e-01  3.1498029e+13            
2.4962045e-01  2.9127203e+13            
2.4974526e-01  4.3703566e+13            
2.4987013e-01  2.8996893e+13            
2.4999506e-01  3.5392860e+13            
2.5012006e-01  4.6284769e+13            
2.5024512e-01  2.8091187e+13            
2.5037023e-01  4.7788474e+13            
2.5049542e-01  5.6072736e+13            
2.5062066e-01  2.4135762e+13            
2.5074597e-01  1.1185098e+13            
2.5087134e-01  2.8608775e+13            
2.5099677e-01  4.4312467e+13            
2.5112227e-01  2.5863815e+13            
2.5124782e-01  2.0766941e+13            
2.5137344e-01  2.8182681e+13            
2.5149919e-01  1.2030575e+13            
2.5162493e-01  1.1973159e+13            
2.5175074e-01  1.0215818e+13            
2.5187661e-01  1.4313720e+13            
2.5200254e-01  1.0662545e+13            
2.5212853e-01  2.3928704e+13            
2.5225459e-01  1.7952387e+13            
2.5238071e-01  9.4562476e+12            
2.5250689e-01  1.0351615e+13            
2.5263320e-01  2.2174112e+13            
2.5275950e-01  1.3261708e+13            
2.5288587e-01  9.8388705e+12            
2.5301230e-01  9.2591368e+12            
2.5313879e-01  2.3890162e+13            
2.5326541e-01  2.8766315e+13            
2.5339203e-01  4.1595027e+13            
2.5351871e-01  2.4716008e+13            
2.5364546e-01  2.6368704e+13            
2.5377233e-01  1.9347267e+13            
2.5389919e-01  3.6660254e+13            
2.5402612e-01  3.4338697e+13            
2.5415312e-01  3.4765024e+13            
2.5428024e-01  2.5839864e+13            
2.5440735e-01  1.9835341e+13            
2.5453453e-01  2.6751418e+13            
2.5466184e-01  1.9030774e+13            
2.5478914e-01  3.3108365e+13            
2.5491658e-01  3.6327079e+13            
2.5504401e-01  1.7432785e+13            
2.5517156e-01  3.3528724e+13            
2.5529912e-01  1.1845623e+14            
2.5542680e-01  7.4558711e+13            
2.5555448e-01  1.1389545e+14            
2.5568228e-01  5.1918389e+13            
2.5581009e-01  3.0374244e+13            
2.5593802e-01  5.8784564e+13            
2.5606595e-01  6.2632913e+13            
2.5619400e-01  5.5160403e+13            
2.5632212e-01  2.1712183e+13            
2.5645030e-01  4.1413085e+13            
2.5657848e-01  7.8105359e+13            
2.5670679e-01  4.8533361e+13            
2.5683515e-01  7.5242443e+13            
2.5696358e-01  2.7234581e+13            
2.5709201e-01  1.0527228e+14            
2.5722057e-01  1.0147619e+14            
2.5734919e-01  6.9921278e+13            
2.5747787e-01  7.6611334e+13            
2.5760661e-01  3.8127456e+13            
2.5773541e-01  2.4265605e+13            
2.5786428e-01  4.8120562e+13            
2.5799321e-01  1.0473276e+14            
2.5812220e-01  5.3898791e+13            
2.5825126e-01  5.5416506e+13            
2.5838037e-01  3.6228824e+13            
2.5850955e-01  3.6373981e+13            
2.5863886e-01  1.5968724e+13            
2.5876817e-01  3.8889755e+13            
2.5889753e-01  5.6216393e+13            
2.5902696e-01  9.3562684e+13            
2.5915652e-01  8.7574207e+13            
2.5928607e-01  5.3624793e+13            
2.5941575e-01  2.7160903e+13            
2.5954543e-01  3.9120983e+13            
2.5967517e-01  5.6624269e+13            
2.5980504e-01  3.1054835e+13            
2.5993497e-01  8.9218817e+12            
2.6006490e-01  1.0885649e+13            
2.6019496e-01  3.3879486e+13            
2.6032501e-01  5.6378650e+13            
2.6045519e-01  5.7280942e+13            
2.6058544e-01  4.0931573e+13            
2.6071574e-01  1.7368025e+13            
2.6084611e-01  2.4566444e+13            
2.6097647e-01  4.9333318e+13            
2.6110697e-01  4.5837104e+13            
2.6123752e-01  1.5223696e+13            
2.6136814e-01  2.3707123e+13            
2.6149882e-01  2.0536143e+13            
2.6162963e-01  4.9686482e+13            
2.6176044e-01  5.7582286e+13            
2.6189131e-01  2.9584025e+13            
2.6202224e-01  8.3493587e+13            
2.6215323e-01  4.6970443e+13            
2.6228435e-01  5.2362365e+13            
2.6241547e-01  6.2420282e+13            
2.6254664e-01  4.6789866e+13            
2.6267795e-01  1.9433130e+13            
2.6280926e-01  3.3255401e+13            
2.6294069e-01  2.7361603e+13            
2.6307219e-01  3.6879908e+13            
2.6320368e-01  1.2402351e+13            
2.6333530e-01  3.0768439e+13            
2.6346698e-01  1.0007796e+14            
2.6359873e-01  7.1237835e+13            
2.6373054e-01  8.7234355e+13            
2.6386234e-01  1.8280827e+14            
2.6399427e-01  1.0585373e+14            
2.6412627e-01  2.0536388e+14            
2.6425839e-01  9.9201109e+13            
2.6439051e-01  1.4531529e+14            
2.6452269e-01  1.3494161e+14            
2.6465494e-01  1.4836481e+14            
2.6478724e-01  7.5363585e+13            
2.6491968e-01  1.2212950e+14            
2.6505211e-01  2.0974403e+14            
2.6518467e-01  1.3888330e+14            
2.6531723e-01  1.3322772e+14            
2.6544992e-01  1.7708452e+14            
2.6558266e-01  1.5291224e+14            
2.6571541e-01  1.3427547e+14            
2.6584828e-01  1.5233371e+14            
2.6598122e-01  1.0965206e+14            
2.6611421e-01  1.6201737e+14            
2.6624727e-01  7.0448466e+13            
2.6638040e-01  1.0957021e+14            
2.6651358e-01  1.7009836e+14            
2.6664683e-01  1.3851945e+14            
2.6678014e-01  5.9914113e+13            
2.6691351e-01  1.0994943e+14            
2.6704701e-01  1.1827993e+14            
2.6718051e-01  2.1636635e+14            
2.6731414e-01  5.5607188e+13            
2.6744776e-01  1.9773530e+14            
2.6758151e-01  1.6784677e+14            
2.6771525e-01  1.6037276e+14            
2.6784913e-01  1.2122355e+14            
2.6798307e-01  8.9505534e+13            
2.6811707e-01  1.1219052e+14            
2.6825114e-01  1.8473268e+14            
2.6838526e-01  1.7433982e+14            
2.6851945e-01  2.2624362e+14            
2.6865370e-01  1.9300956e+14            
2.6878801e-01  2.1260167e+14            
2.6892239e-01  1.4555879e+14            
2.6905690e-01  9.9813107e+13            
2.6919139e-01  1.6578716e+14            
2.6932603e-01  1.5956664e+14            
2.6946065e-01  1.4386891e+14            
2.6959541e-01  1.1626154e+14            
2.6973015e-01  1.5212520e+14            
2.6986504e-01  1.0690239e+14            
2.6999998e-01  1.5390612e+14            
2.7013498e-01  2.3244924e+14            
2.7027005e-01  1.2915863e+14            
2.7040518e-01  1.7272607e+14            
2.7054037e-01  2.2022064e+14            
2.7067563e-01  1.0091843e+14            
2.7081101e-01  1.2835164e+14            
2.7094639e-01  1.3169368e+14            
2.7108190e-01  1.1184000e+14            
2.7121741e-01  1.0450467e+14            
2.7135304e-01  2.0386077e+14            
2.7148867e-01  5.9466210e+13            
2.7162443e-01  1.0974726e+14            
2.7176025e-01  5.9656116e+13            
2.7189614e-01  4.9464886e+13            
2.7203208e-01  3.3367661e+13            
2.7216809e-01  4.5835249e+13            
2.7230416e-01  1.0943129e+14            
2.7244037e-01  6.9075888e+13            
2.7257656e-01  5.3999876e+13            
2.7271282e-01  6.6666833e+13            
2.7284921e-01  7.1748109e+13            
2.7298559e-01  1.4564604e+14            
2.7312211e-01  9.4709706e+13            
2.7325869e-01  1.1625871e+14            
2.7339533e-01  6.3529968e+13            
2.7353203e-01  5.1384688e+13            
2.7366879e-01  7.8954759e+13            
2.7380562e-01  3.9113873e+13            
2.7394251e-01  7.2801542e+13            
2.7407946e-01  3.5244987e+13            
2.7421654e-01  7.8583451e+13            
2.7435362e-01  3.1552319e+13            
2.7449083e-01  4.7275483e+13            
2.7462802e-01  6.2508308e+13            
2.7476536e-01  2.9562555e+13            
2.7490275e-01  6.7462521e+13            
2.7504021e-01  1.8710951e+13            
2.7517773e-01  8.9862605e+13            
2.7531531e-01  1.0237756e+14            
2.7545295e-01  5.3968276e+13            
2.7559066e-01  4.2717202e+13            
2.7572850e-01  4.9303782e+13            
2.7586633e-01  1.1938210e+14            
2.7600430e-01  1.2406206e+14            
2.7614232e-01  1.7205061e+14            
2.7628034e-01  4.7787417e+13            
2.7641849e-01  1.1598989e+14            
2.7655670e-01  1.5491417e+14            
2.7669498e-01  1.1052948e+14            
2.7683331e-01  1.2605426e+14            
2.7697171e-01  7.6947276e+13            
2.7711025e-01  1.1058285e+14            
2.7724877e-01  1.0637780e+14            
2.7738743e-01  1.1972499e+14            
2.7752608e-01  1.0051599e+14            
2.7766486e-01  1.3310474e+14            
2.7780371e-01  7.0632832e+13            
2.7794261e-01  4.3905782e+13            
2.7808158e-01  4.8354313e+13            
2.7822061e-01  5.7207575e+13            
2.7835970e-01  6.8141779e+13            
2.7849894e-01  7.2164555e+13            
2.7863815e-01  6.9098766e+13            
2.7877750e-01  7.1849095e+13            
2.7891684e-01  4.2848698e+13            
2.7905632e-01  4.1512916e+13            
2.7919586e-01  3.6179796e+13            
2.7933546e-01  3.0012255e+13            
2.7947512e-01  1.8055620e+13            
2.7961485e-01  4.5492462e+12            
2.7975463e-01  1.4145710e+13            
2.7989456e-01  2.0032906e+13            
2.8003447e-01  2.8876324e+13            
2.8017452e-01  2.3089361e+13            
2.8031463e-01  8.0723624e+12            
2.8045472e-01  1.6780438e+13            
2.8059495e-01  2.9486534e+13            
2.8073525e-01  3.6449927e+13            
2.8087568e-01  5.5148613e+13            
2.8101610e-01  7.4447203e+13            
2.8115658e-01  7.4362998e+13            
2.8129720e-01  8.9391556e+13            
2.8143780e-01  6.9686695e+13            
2.8157854e-01  1.0580011e+14            
2.8171934e-01  1.4408146e+14            
2.8186021e-01  1.1277647e+14            
2.8200114e-01  1.5245119e+14            
2.8214212e-01  2.0906276e+14            
2.8228317e-01  1.5192765e+14            
2.8242436e-01  1.7793317e+14            
2.8256554e-01  1.5070231e+14            
2.8270685e-01  1.9133990e+14            
2.8284815e-01  1.7824338e+14            
2.8298958e-01  1.5794216e+14            
2.8313108e-01  1.8702753e+14            
2.8327264e-01  1.3460695e+14            
2.8341426e-01  1.9869265e+14            
2.8355602e-01  1.5529967e+14            
2.8369776e-01  1.3075668e+14            
2.8383965e-01  1.9268115e+14            
2.8398151e-01  2.3127380e+14            
2.8412352e-01  1.0570330e+14            
2.8426559e-01  1.8939498e+14            
2.8440772e-01  7.0935822e+13            
2.8454991e-01  1.3296519e+14            
2.8469224e-01  1.0035659e+14            
2.8483455e-01  9.3386952e+13            
2.8497701e-01  6.1189490e+13            
2.8511945e-01  4.0110620e+13            
2.8526202e-01  1.2483483e+13            
2.8540466e-01  2.7781175e+13            
2.8554736e-01  5.2185090e+13            
2.8569012e-01  7.5359550e+13            
2.8583295e-01  1.2688787e+14            
2.8597591e-01  1.4205632e+14            
2.8611886e-01  1.6003247e+14            
2.8626195e-01  2.1247030e+14            
2.8640509e-01  1.4058840e+14            
2.8654831e-01  2.2342090e+14            
2.8669158e-01  1.6383968e+14            
2.8683491e-01  1.6715136e+14            
2.8697830e-01  1.7900297e+14            
2.8712184e-01  2.8678286e+14            
2.8726535e-01  2.7404527e+14            
2.8740901e-01  2.5133168e+14            
2.8755273e-01  1.8065914e+14            
2.8769651e-01  2.1025501e+14            
2.8784036e-01  2.5601258e+14            
2.8798426e-01  1.4540058e+14            
2.8812822e-01  8.8037617e+13            
2.8827233e-01  5.3403876e+13            
2.8841642e-01  2.0345778e+14            
2.8856065e-01  3.1279699e+14            
2.8870494e-01  3.0306235e+14            
2.8884929e-01  2.2617291e+14            
2.8899370e-01  2.3855010e+14            
2.8913818e-01  2.4681812e+14            
2.8928280e-01  2.5207289e+14            
2.8942739e-01  1.8947594e+14            
2.8957213e-01  2.2767682e+14            
2.8971693e-01  3.8977813e+14            
2.8986179e-01  3.1914540e+14            
2.9000672e-01  2.2511483e+14            
2.9015170e-01  4.3781617e+14            
2.9029674e-01  3.6460159e+14            
2.9044193e-01  3.4085057e+14            
2.9058718e-01  3.2537691e+14            
2.9073241e-01  3.7040984e+14            
2.9087778e-01  3.3371300e+14            
2.9102321e-01  3.6688929e+14            
2.9116879e-01  2.2017105e+14            
2.9131435e-01  2.8183804e+14            
2.9145996e-01  3.7913174e+14            
2.9160572e-01  3.8220232e+14            
2.9175154e-01  3.6447778e+14            
2.9189742e-01  1.9031857e+14            
2.9204337e-01  3.8912625e+14            
2.9218937e-01  2.9424126e+14            
2.9233543e-01  3.0254756e+14            
2.9248164e-01  1.7455416e+14            
2.9262791e-01  3.4014182e+14            
2.9277416e-01  2.6552322e+14            
2.9292055e-01  2.1695409e+14            
2.9306700e-01  3.4170779e+14            
2.9321360e-01  3.5515266e+14            
2.9336017e-01  2.7925128e+14            
2.9350689e-01  3.3281141e+14            
2.9365359e-01  3.9988608e+14            
2.9380043e-01  1.6487541e+14            
2.9394733e-01  2.2004341e+14            
2.9409429e-01  2.6764134e+14            
2.9424140e-01  2.3228910e+14            
2.9438848e-01  3.4651339e+14            
2.9453571e-01  2.4244264e+14            
2.9468292e-01  3.6804915e+14            
