lambda [um]    flux [erg s^-1 cm^-3]    
4.4406945e+01  3.1106430e+08            
4.4428648e+01  3.1046211e+08            
4.4450371e+01  3.0984713e+08            
4.4474094e+01  3.0921944e+08            
4.4495862e+01  3.0860631e+08            
4.4517651e+01  3.0800767e+08            
4.4539462e+01  3.0739633e+08            
4.4563280e+01  3.0677234e+08            
4.4585135e+01  3.0616283e+08            
4.4607012e+01  3.0556774e+08            
4.4628911e+01  3.0497351e+08            
4.4650831e+01  3.0436666e+08            
4.4674768e+01  3.0374726e+08            
4.4696733e+01  3.0314224e+08            
4.4718719e+01  3.0255153e+08            
4.4740727e+01  3.0196168e+08            
4.4762757e+01  3.0137269e+08            
4.4784809e+01  3.0077119e+08            
4.4808890e+01  3.0015726e+08            
4.4830987e+01  2.9955759e+08            
4.4853106e+01  2.9897209e+08            
4.4875247e+01  2.9838746e+08            
4.4897409e+01  2.9780367e+08            
4.4919594e+01  2.9722074e+08            
4.4941800e+01  2.9662543e+08            
4.4966051e+01  2.9601782e+08            
4.4988303e+01  2.9542433e+08            
4.5010577e+01  2.9484487e+08            
4.5032874e+01  2.9426627e+08            
4.5055193e+01  2.9368850e+08            
4.5077533e+01  2.9311159e+08            
4.5099896e+01  2.9253552e+08            
4.5122281e+01  2.9196030e+08            
4.5144689e+01  2.9138592e+08            
4.5167118e+01  2.9081238e+08            
4.5189570e+01  2.9022668e+08            
4.5214089e+01  2.8962887e+08            
4.5236587e+01  2.8904496e+08            
4.5259108e+01  2.8847486e+08            
4.5281652e+01  2.8790560e+08            
4.5304218e+01  2.8733719e+08            
4.5326806e+01  2.8676961e+08            
4.5349417e+01  2.8620286e+08            
4.5372051e+01  2.8563695e+08            
4.5394707e+01  2.8507188e+08            
4.5417386e+01  2.8450764e+08            
4.5440087e+01  2.8394423e+08            
4.5462811e+01  2.8338166e+08            
4.5485558e+01  2.8281991e+08            
4.5508328e+01  2.8225900e+08            
4.5531121e+01  2.8169892e+08            
4.5553936e+01  2.8113967e+08            
4.5576774e+01  2.8058124e+08            
4.5599635e+01  2.8002365e+08            
4.5622519e+01  2.7946688e+08            
4.5645426e+01  2.7891093e+08            
4.5668356e+01  2.7836843e+08            
4.5689222e+01  2.7783929e+08            
4.5712196e+01  2.7729833e+08            
4.5735193e+01  2.7674561e+08            
4.5758214e+01  2.7619371e+08            
4.5781257e+01  2.7564263e+08            
4.5804324e+01  2.7509237e+08            
4.5827414e+01  2.7454293e+08            
4.5850527e+01  2.7399431e+08            
4.5873664e+01  2.7344651e+08            
4.5896824e+01  2.7289952e+08            
4.5920007e+01  2.7236576e+08            
4.5941104e+01  2.7184516e+08            
4.5964332e+01  2.7131293e+08            
4.5987583e+01  2.7076913e+08            
4.6010859e+01  2.7022615e+08            
4.6034157e+01  2.6968397e+08            
4.6057480e+01  2.6914261e+08            
4.6080826e+01  2.6860206e+08            
4.6104195e+01  2.6807459e+08            
4.6125461e+01  2.6756012e+08            
4.6148876e+01  2.6703416e+08            
4.6172315e+01  2.6649677e+08            
4.6195778e+01  2.6596019e+08            
4.6219264e+01  2.6543659e+08            
4.6240636e+01  2.6492590e+08            
4.6264168e+01  2.6440381e+08            
4.6287724e+01  2.6387037e+08            
4.6311305e+01  2.6333774e+08            
4.6334909e+01  2.6281800e+08            
4.6356388e+01  2.6231108e+08            
4.6380038e+01  2.6179283e+08            
4.6403712e+01  2.6126333e+08            
4.6427411e+01  2.6073463e+08            
4.6451133e+01  2.6021873e+08            
4.6472721e+01  2.5971554e+08            
4.6496490e+01  2.5920113e+08            
4.6520283e+01  2.5867555e+08            
4.6544101e+01  2.5816268e+08            
4.6565774e+01  2.5766247e+08            
4.6589638e+01  2.5715110e+08            
4.6613527e+01  2.5664049e+08            
4.6635266e+01  2.5614248e+08            
4.6659201e+01  2.5563336e+08            
4.6683161e+01  2.5511318e+08            
4.6707146e+01  2.5460559e+08            
4.6728972e+01  2.5411053e+08            
4.6753004e+01  2.5360442e+08            
4.6777061e+01  2.5309908e+08            
4.6798952e+01  2.5260621e+08            
4.6823056e+01  2.5210234e+08            
4.6847184e+01  2.5159923e+08            
4.6869141e+01  2.5110853e+08            
4.6893318e+01  2.5060689e+08            
4.6917519e+01  2.5010601e+08            
4.6939542e+01  2.4961750e+08            
4.6963791e+01  2.4911808e+08            
4.6988065e+01  2.4861942e+08            
4.7010154e+01  2.4813307e+08            
4.7034476e+01  2.4763587e+08            
4.7058824e+01  2.4713943e+08            
4.7080979e+01  2.4665524e+08            
4.7105375e+01  2.4617176e+08            
4.7127574e+01  2.4568898e+08            
4.7152018e+01  2.4519544e+08            
4.7176487e+01  2.4470265e+08            
4.7198754e+01  2.4422203e+08            
4.7223272e+01  2.4374211e+08            
4.7245583e+01  2.4326290e+08            
4.7270149e+01  2.4278439e+08            
4.7292504e+01  2.4230658e+08            
4.7317119e+01  2.4181812e+08            
4.7341760e+01  2.4133040e+08            
4.7364183e+01  2.4085473e+08            
4.7388873e+01  2.4037976e+08            
4.7411341e+01  2.3990549e+08            
4.7436080e+01  2.3943192e+08            
4.7458592e+01  2.3895904e+08            
4.7483381e+01  2.3848686e+08            
4.7505938e+01  2.3801538e+08            
4.7530776e+01  2.3754459e+08            
4.7553379e+01  2.3707449e+08            
4.7578266e+01  2.3660510e+08            
4.7600914e+01  2.3613639e+08            
4.7625851e+01  2.3566838e+08            
4.7648544e+01  2.3520106e+08            
4.7673532e+01  2.3473443e+08            
4.7696270e+01  2.3426849e+08            
4.7721308e+01  2.3380325e+08            
4.7744092e+01  2.3333869e+08            
4.7769179e+01  2.3287482e+08            
4.7792009e+01  2.3241164e+08            
4.7817147e+01  2.3194915e+08            
4.7840023e+01  2.3148734e+08            
4.7865212e+01  2.3102622e+08            
4.7888133e+01  2.3056579e+08            
4.7913373e+01  2.3010604e+08            
4.7936341e+01  2.2965790e+08            
4.7959330e+01  2.2921041e+08            
4.7984645e+01  2.2875268e+08            
4.8007681e+01  2.2829563e+08            
4.8033047e+01  2.2783926e+08            
4.8056130e+01  2.2739442e+08            
4.8079235e+01  2.2695022e+08            
4.8104676e+01  2.2649586e+08            
4.8127828e+01  2.2604218e+08            
4.8153320e+01  2.2558918e+08            
4.8176519e+01  2.2514762e+08            
4.8199740e+01  2.2470670e+08            
4.8225309e+01  2.2425570e+08            
4.8248577e+01  2.2381609e+08            
4.8271867e+01  2.2337711e+08            
4.8297513e+01  2.2292810e+08            
4.8320850e+01  2.2249044e+08            
4.8344211e+01  2.2205340e+08            
4.8369933e+01  2.2160638e+08            
4.8393341e+01  2.2117065e+08            
4.8416772e+01  2.2073555e+08            
4.8442571e+01  2.2029051e+08            
4.8466050e+01  2.1985672e+08            
4.8489551e+01  2.1942355e+08            
4.8515428e+01  2.1898048e+08            
4.8538977e+01  2.1854862e+08            
4.8562549e+01  2.1811737e+08            
4.8588504e+01  2.1767627e+08            
4.8612124e+01  2.1724633e+08            
4.8635767e+01  2.1682747e+08            
4.8659433e+01  2.1639876e+08            
4.8685492e+01  2.1596026e+08            
4.8709206e+01  2.1553285e+08            
4.8732943e+01  2.1510605e+08            
4.8759081e+01  2.1466950e+08            
4.8782867e+01  2.1424400e+08            
4.8806677e+01  2.1382947e+08            
4.8830509e+01  2.1341554e+08            
4.8854365e+01  2.1299188e+08            
4.8880633e+01  2.1255854e+08            
4.8904538e+01  2.1213616e+08            
4.8928467e+01  2.1172468e+08            
4.8952418e+01  2.1130352e+08            
4.8978792e+01  2.1087275e+08            
4.9002793e+01  2.1045287e+08            
4.9026818e+01  2.1004382e+08            
4.9050866e+01  2.0963537e+08            
4.9074937e+01  2.0921732e+08            
4.9101444e+01  2.0878973e+08            
4.9125565e+01  2.0837295e+08            
4.9149710e+01  2.0796693e+08            
4.9173879e+01  2.0756150e+08            
4.9198071e+01  2.0715665e+08            
4.9222288e+01  2.0674230e+08            
4.9248953e+01  2.0631848e+08            
4.9273220e+01  2.0590539e+08            
4.9297510e+01  2.0550296e+08            
4.9321825e+01  2.0510112e+08            
4.9346163e+01  2.0469986e+08            
4.9370526e+01  2.0429919e+08            
4.9394912e+01  2.0389911e+08            
4.9419323e+01  2.0348963e+08            
4.9446203e+01  2.0307080e+08            
4.9470664e+01  2.0266257e+08            
4.9495149e+01  2.0226488e+08            
4.9519659e+01  2.0186777e+08            
4.9544193e+01  2.0147125e+08            
4.9568752e+01  2.0107530e+08            
4.9593335e+01  2.0067994e+08            
4.9617942e+01  2.0028516e+08            
4.9642573e+01  1.9989096e+08            
4.9667230e+01  1.9949733e+08            
4.9691910e+01  1.9910429e+08            
4.9716615e+01  1.9870201e+08            
4.9743819e+01  1.9829056e+08            
4.9768576e+01  1.9788952e+08            
4.9793358e+01  1.9749884e+08            
4.9818164e+01  1.9710874e+08            
4.9842995e+01  1.9671921e+08            
4.9867850e+01  1.9633026e+08            
4.9892731e+01  1.9594188e+08            
4.9917636e+01  1.9555407e+08            
4.9942566e+01  1.9516684e+08            
4.9967521e+01  1.9478018e+08            
4.9992501e+01  1.9439410e+08            
5.0017506e+01  1.9400858e+08            
5.0042536e+01  1.9362363e+08            
5.0067591e+01  1.9323926e+08            
5.0092671e+01  1.9285545e+08            
5.0117777e+01  1.9247221e+08            
5.0142907e+01  1.9208954e+08            
5.0168063e+01  1.9170744e+08            
5.0193244e+01  1.9132591e+08            
5.0218450e+01  1.9094494e+08            
5.0243682e+01  1.9057405e+08            
5.0266412e+01  1.9021318e+08            
5.0291692e+01  1.8984334e+08            
5.0316997e+01  1.8946458e+08            
5.0342328e+01  1.8908638e+08            
5.0367684e+01  1.8870875e+08            
5.0393066e+01  1.8833168e+08            
5.0418473e+01  1.8795517e+08            
5.0443906e+01  1.8757922e+08            
5.0469365e+01  1.8720384e+08            
5.0494850e+01  1.8682902e+08            
5.0520360e+01  1.8645475e+08            
5.0545896e+01  1.8609039e+08            
5.0568900e+01  1.8573588e+08            
5.0594485e+01  1.8537255e+08            
5.0620096e+01  1.8500047e+08            
5.0645733e+01  1.8462894e+08            
5.0671396e+01  1.8425797e+08            
5.0697085e+01  1.8388756e+08            
5.0722800e+01  1.8351770e+08            
5.0748541e+01  1.8315763e+08            
5.0771730e+01  1.8280730e+08            
5.0797521e+01  1.8244826e+08            
5.0823338e+01  1.8208056e+08            
5.0849181e+01  1.8171342e+08            
5.0875051e+01  1.8134683e+08            
5.0900947e+01  1.8098995e+08            
5.0924276e+01  1.8064271e+08            
5.0950222e+01  1.8028684e+08            
5.0976194e+01  1.7992241e+08            
5.1002193e+01  1.7955852e+08            
5.1028219e+01  1.7920426e+08            
5.1051664e+01  1.7885958e+08            
5.1077740e+01  1.7850635e+08            
5.1103843e+01  1.7814460e+08            
5.1129972e+01  1.7779243e+08            
5.1153512e+01  1.7744978e+08            
5.1179692e+01  1.7709862e+08            
5.1205899e+01  1.7673900e+08            
5.1232133e+01  1.7637993e+08            
5.1258394e+01  1.7603037e+08            
5.1282051e+01  1.7569026e+08            
5.1308363e+01  1.7534170e+08            
5.1334702e+01  1.7499367e+08            
5.1358430e+01  1.7465506e+08            
5.1384821e+01  1.7430804e+08            
5.1411238e+01  1.7395266e+08            
5.1437683e+01  1.7360669e+08            
5.1461507e+01  1.7327008e+08            
5.1488003e+01  1.7292512e+08            
5.1514527e+01  1.7257185e+08            
5.1541078e+01  1.7222793e+08            
5.1564998e+01  1.7189332e+08            
5.1591601e+01  1.7155040e+08            
5.1618232e+01  1.7120800e+08            
5.1642223e+01  1.7087487e+08            
5.1668906e+01  1.7053347e+08            
5.1695616e+01  1.7019259e+08            
5.1719679e+01  1.6986093e+08            
5.1746442e+01  1.6952105e+08            
5.1773233e+01  1.6918168e+08            
5.1797369e+01  1.6885150e+08            
5.1824212e+01  1.6851312e+08            
5.1851084e+01  1.6817526e+08            
5.1875292e+01  1.6784654e+08            
5.1902216e+01  1.6751831e+08            
5.1926472e+01  1.6719055e+08            
5.1953450e+01  1.6685466e+08            
5.1980455e+01  1.6651928e+08            
5.2004784e+01  1.6619299e+08            
5.2031843e+01  1.6585859e+08            
5.2058931e+01  1.6552471e+08            
5.2083333e+01  1.6519987e+08            
5.2110474e+01  1.6487551e+08            
5.2134925e+01  1.6455161e+08            
5.2162120e+01  1.6422820e+08            
5.2186619e+01  1.6390526e+08            
5.2213868e+01  1.6357431e+08            
5.2241145e+01  1.6324386e+08            
5.2265719e+01  1.6292237e+08            
5.2293050e+01  1.6260135e+08            
5.2317673e+01  1.6228080e+08            
5.2345059e+01  1.6196072e+08            
5.2369730e+01  1.6164112e+08            
5.2397171e+01  1.6132198e+08            
5.2421891e+01  1.6100331e+08            
5.2449386e+01  1.6067675e+08            
5.2476910e+01  1.6035068e+08            
5.2501706e+01  1.6003345e+08            
5.2529285e+01  1.5971669e+08            
5.2554131e+01  1.5940039e+08            
5.2581765e+01  1.5908457e+08            
5.2606660e+01  1.5876921e+08            
5.2634349e+01  1.5845431e+08            
5.2659294e+01  1.5813989e+08            
5.2687039e+01  1.5782592e+08            
5.2712034e+01  1.5751243e+08            
5.2739834e+01  1.5719940e+08            
5.2764880e+01  1.5688683e+08            
5.2792736e+01  1.5657473e+08            
5.2817831e+01  1.5627129e+08            
5.2842951e+01  1.5596828e+08            
5.2870889e+01  1.5565754e+08            
5.2896059e+01  1.5534727e+08            
5.2924054e+01  1.5503745e+08            
5.2949275e+01  1.5472811e+08            
5.2977326e+01  1.5441921e+08            
5.3002597e+01  1.5411078e+08            
5.3030705e+01  1.5380281e+08            
5.3056027e+01  1.5350339e+08            
5.3081374e+01  1.5320440e+08            
5.3109565e+01  1.5289778e+08            
5.3134963e+01  1.5259162e+08            
5.3163211e+01  1.5228592e+08            
5.3188660e+01  1.5198871e+08            
5.3214134e+01  1.5169192e+08            
5.3242466e+01  1.5138756e+08            
5.3267991e+01  1.5108366e+08            
5.3296381e+01  1.5078022e+08            
5.3321958e+01  1.5048520e+08            
5.3347559e+01  1.5019061e+08            
5.3376034e+01  1.4988851e+08            
5.3401687e+01  1.4959480e+08            
5.3427365e+01  1.4930150e+08            
5.3455926e+01  1.4900073e+08            
5.3481656e+01  1.4870832e+08            
5.3507411e+01  1.4841633e+08            
5.3536057e+01  1.4811689e+08            
5.3561864e+01  1.4782577e+08            
5.3587696e+01  1.4753507e+08            
5.3616428e+01  1.4723697e+08            
5.3642313e+01  1.4694714e+08            
5.3668223e+01  1.4665773e+08            
5.3697041e+01  1.4636095e+08            
5.3723004e+01  1.4607242e+08            
5.3748992e+01  1.4578429e+08            
5.3777897e+01  1.4548883e+08            
5.3803938e+01  1.4520158e+08            
5.3830005e+01  1.4491474e+08            
5.3858997e+01  1.4462060e+08            
5.3885117e+01  1.4433462e+08            
5.3911262e+01  1.4405678e+08            
5.3937433e+01  1.4377163e+08            
5.3966541e+01  1.4347922e+08            
5.3992765e+01  1.4319494e+08            
5.4019015e+01  1.4291873e+08            
5.4045290e+01  1.4263527e+08            
5.4074515e+01  1.4234458e+08            
5.4100844e+01  1.4206198e+08            
5.4127199e+01  1.4178741e+08            
5.4153580e+01  1.4150562e+08            
5.4182922e+01  1.4121666e+08            
5.4209357e+01  1.4093573e+08            
5.4235817e+01  1.4066278e+08            
5.4262304e+01  1.4039024e+08            
5.4288817e+01  1.4011052e+08            
5.4318305e+01  1.3982369e+08            
5.4344873e+01  1.3954483e+08            
5.4371466e+01  1.3927390e+08            
5.4398085e+01  1.3900336e+08            
5.4424731e+01  1.3872571e+08            
5.4454367e+01  1.3844100e+08            
5.4481068e+01  1.3816420e+08            
5.4507795e+01  1.3789528e+08            
5.4534548e+01  1.3762674e+08            
5.4561327e+01  1.3735860e+08            
5.4588133e+01  1.3708341e+08            
5.4617947e+01  1.3680121e+08            
5.4644809e+01  1.3652687e+08            
5.4671696e+01  1.3626032e+08            
5.4698611e+01  1.3599417e+08            
5.4725551e+01  1.3572840e+08            
5.4752519e+01  1.3546302e+08            
5.4779512e+01  1.3519067e+08            
5.4809537e+01  1.3491139e+08            
5.4836587e+01  1.3463988e+08            
5.4863664e+01  1.3437609e+08            
5.4890767e+01  1.3411269e+08            
5.4917898e+01  1.3384967e+08            
5.4945055e+01  1.3358704e+08            
5.4972239e+01  1.3332480e+08            
5.4999450e+01  1.3306293e+08            
5.5026688e+01  1.3280146e+08            
5.5053953e+01  1.3253311e+08            
5.5084279e+01  1.3225794e+08            
5.5111601e+01  1.3199043e+08            
5.5138950e+01  1.3173052e+08            
5.5166326e+01  1.3147100e+08            
5.5193730e+01  1.3121186e+08            
5.5221161e+01  1.3095311e+08            
5.5248619e+01  1.3069473e+08            
5.5276104e+01  1.3043674e+08            
5.5303617e+01  1.3017912e+08            
5.5331157e+01  1.2992188e+08            
5.5358725e+01  1.2966503e+08            
5.5386320e+01  1.2940855e+08            
5.5413942e+01  1.2915246e+08            
5.5441592e+01  1.2889674e+08            
5.5469270e+01  1.2864140e+08            
5.5496975e+01  1.2838643e+08            
5.5524708e+01  1.2813185e+08            
5.5552469e+01  1.2787764e+08            
5.5580258e+01  1.2762381e+08            
5.5608074e+01  1.2737035e+08            
5.5635919e+01  1.2711727e+08            
5.5663791e+01  1.2686457e+08            
5.5691691e+01  1.2661224e+08            
5.5719619e+01  1.2636029e+08            
5.5747575e+01  1.2610870e+08            
5.5775559e+01  1.2585750e+08            
5.5803571e+01  1.2560667e+08            
5.5831612e+01  1.2535621e+08            
5.5859680e+01  1.2510612e+08            
5.5887777e+01  1.2485641e+08            
5.5915902e+01  1.2460707e+08            
5.5944056e+01  1.2435810e+08            
5.5972238e+01  1.2410950e+08            
5.6000448e+01  1.2386817e+08            
5.6025548e+01  1.2363406e+08            
5.6053812e+01  1.2339342e+08            
5.6082104e+01  1.2314626e+08            
5.6110425e+01  1.2289947e+08            
5.6138775e+01  1.2265305e+08            
5.6167153e+01  1.2240701e+08            
5.6195561e+01  1.2216133e+08            
5.6223996e+01  1.2191602e+08            
5.6252461e+01  1.2167107e+08            
5.6280955e+01  1.2143329e+08            
5.6306306e+01  1.2120263e+08            
5.6334854e+01  1.2096552e+08            
5.6363431e+01  1.2072201e+08            
5.6392037e+01  1.2047886e+08            
5.6420673e+01  1.2023607e+08            
5.6449337e+01  1.1999365e+08            
5.6478030e+01  1.1975832e+08            
5.6503560e+01  1.1953004e+08            
5.6532308e+01  1.1929538e+08            
5.6561086e+01  1.1905438e+08            
5.6589893e+01  1.1881374e+08            
5.6618729e+01  1.1857347e+08            
5.6647595e+01  1.1834022e+08            
5.6673279e+01  1.1811396e+08            
5.6702200e+01  1.1788138e+08            
5.6731151e+01  1.1764251e+08            
5.6760132e+01  1.1740401e+08            
5.6789142e+01  1.1716587e+08            
5.6818182e+01  1.1693469e+08            
5.6844020e+01  1.1671044e+08            
5.6873116e+01  1.1647992e+08            
5.6902242e+01  1.1624318e+08            
5.6931398e+01  1.1601337e+08            
5.6957339e+01  1.1579044e+08            
5.6986551e+01  1.1556128e+08            
5.7015793e+01  1.1532593e+08            
5.7045066e+01  1.1509094e+08            
5.7074368e+01  1.1486283e+08            
5.7100440e+01  1.1464155e+08            
5.7129799e+01  1.1441410e+08            
5.7159188e+01  1.1418050e+08            
5.7188608e+01  1.1395374e+08            
5.7214784e+01  1.1373377e+08            
5.7244261e+01  1.1350766e+08            
5.7273769e+01  1.1328189e+08            
5.7300023e+01  1.1306289e+08            
5.7329588e+01  1.1283778e+08            
5.7359183e+01  1.1260658e+08            
5.7388809e+01  1.1238216e+08            
5.7415169e+01  1.1216446e+08            
5.7444853e+01  1.1194068e+08            
5.7474568e+01  1.1171725e+08            
5.7501006e+01  1.1150051e+08            
5.7530779e+01  1.1127772e+08            
5.7560583e+01  1.1105528e+08            
5.7587100e+01  1.1083950e+08            
5.7616962e+01  1.1061770e+08            
5.7646855e+01  1.1039624e+08            
5.7673453e+01  1.1018142e+08            
5.7703405e+01  1.0996060e+08            
5.7733387e+01  1.0974013e+08            
5.7760065e+01  1.0952626e+08            
5.7790106e+01  1.0930643e+08            
5.7820179e+01  1.0908693e+08            
5.7846937e+01  1.0887402e+08            
5.7877069e+01  1.0865516e+08            
5.7907233e+01  1.0843664e+08            
5.7934071e+01  1.0822467e+08            
5.7964294e+01  1.0800679e+08            
5.7994549e+01  1.0778924e+08            
5.8021468e+01  1.0757823e+08            
5.8051782e+01  1.0736751e+08            
5.8078755e+01  1.0715711e+08            
5.8109129e+01  1.0694084e+08            
5.8139535e+01  1.0672489e+08            
5.8166589e+01  1.0651543e+08            
5.8197055e+01  1.0630628e+08            
5.8224163e+01  1.0609743e+08            
5.8254690e+01  1.0588275e+08            
5.8285248e+01  1.0566841e+08            
5.8312438e+01  1.0546050e+08            
5.8343057e+01  1.0525289e+08            
5.8370301e+01  1.0504559e+08            
5.8400981e+01  1.0483859e+08            
5.8428279e+01  1.0463190e+08            
5.8459020e+01  1.0442551e+08            
5.8486373e+01  1.0421943e+08            
5.8517175e+01  1.0400760e+08            
5.8548009e+01  1.0379610e+08            
5.8575445e+01  1.0359094e+08            
5.8606341e+01  1.0338609e+08            
5.8633832e+01  1.0318154e+08            
5.8664789e+01  1.0297729e+08            
5.8692335e+01  1.0277335e+08            
5.8723354e+01  1.0256970e+08            
5.8750955e+01  1.0236636e+08            
5.8782036e+01  1.0216332e+08            
5.8809692e+01  1.0196058e+08            
5.8840836e+01  1.0175814e+08            
5.8868547e+01  1.0155600e+08            
5.8899753e+01  1.0135416e+08            
5.8927519e+01  1.0115262e+08            
5.8958788e+01  1.0095138e+08            
5.8986610e+01  1.0075044e+08            
5.9017941e+01  1.0054979e+08            
5.9045820e+01  1.0034945e+08            
5.9077214e+01  1.0014940e+08            
5.9105148e+01  9.9955529e+07            
5.9133109e+01  9.9761924e+07            
5.9164596e+01  9.9562755e+07            
5.9192613e+01  9.9363881e+07            
5.9224163e+01  9.9165303e+07            
5.9252237e+01  9.8967022e+07            
5.9283851e+01  9.8769038e+07            
5.9311981e+01  9.8571348e+07            
5.9343659e+01  9.8373953e+07            
5.9371846e+01  9.8182652e+07            
5.9400059e+01  9.7991621e+07            
5.9431832e+01  9.7795095e+07            
5.9460102e+01  9.7598863e+07            
5.9491939e+01  9.7402925e+07            
5.9520267e+01  9.7213035e+07            
5.9548621e+01  9.7023415e+07            
5.9580553e+01  9.6828340e+07            
5.9608965e+01  9.6633560e+07            
5.9640961e+01  9.6439070e+07            
5.9669431e+01  9.6250586e+07            
5.9697928e+01  9.6062368e+07            
5.9730020e+01  9.5868741e+07            
5.9758575e+01  9.5681087e+07            
5.9787158e+01  9.5493701e+07            
5.9819346e+01  9.5300930e+07            
5.9847986e+01  9.5114107e+07            
5.9876654e+01  9.4927552e+07            
5.9908938e+01  9.4735633e+07            
5.9937665e+01  9.4544007e+07            
5.9970015e+01  9.4352665e+07            
5.9998800e+01  9.4167233e+07            
6.0027613e+01  9.3982069e+07            
6.0060060e+01  9.3791578e+07            
6.0088932e+01  9.3606970e+07            
6.0117831e+01  9.3428213e+07            
6.0146758e+01  9.3244133e+07            
6.0179334e+01  9.3054762e+07            
6.0208321e+01  9.2871238e+07            
6.0237335e+01  9.2687977e+07            
6.0270010e+01  9.2499450e+07            
6.0299083e+01  9.2316746e+07            
6.0328185e+01  9.2134304e+07            
6.0360959e+01  9.1946616e+07            
6.0390120e+01  9.1764729e+07            
6.0419310e+01  9.1588604e+07            
6.0448528e+01  9.1407238e+07            
6.0481432e+01  9.1220658e+07            
6.0510710e+01  9.1039845e+07            
6.0540017e+01  9.0864761e+07            
6.0569352e+01  9.0684465e+07            
6.0602388e+01  9.0498989e+07            
6.0631783e+01  9.0319243e+07            
6.0661207e+01  9.0145195e+07            
6.0690660e+01  8.9965967e+07            
6.0723828e+01  8.9781589e+07            
6.0753341e+01  8.9602910e+07            
6.0782884e+01  8.9429894e+07            
6.0812454e+01  8.9251728e+07            
6.0845756e+01  8.9068446e+07            
6.0875388e+01  8.8890825e+07            
6.0905049e+01  8.8718838e+07            
6.0934739e+01  8.8547095e+07            
6.0964458e+01  8.8370249e+07            
6.0997926e+01  8.8188318e+07            
6.1027707e+01  8.8012010e+07            
6.1057516e+01  8.7841293e+07            
6.1087355e+01  8.7670825e+07            
6.1117223e+01  8.7500601e+07            
6.1147120e+01  8.7325314e+07            
6.1180789e+01  8.7144996e+07            
6.1210749e+01  8.6970246e+07            
6.1240737e+01  8.6801043e+07            
6.1270755e+01  8.6632080e+07            
6.1300803e+01  8.6463370e+07            
6.1330880e+01  8.6289634e+07            
6.1364752e+01  8.6110915e+07            
6.1394892e+01  8.5937717e+07            
6.1425061e+01  8.5770016e+07            
6.1455261e+01  8.5602555e+07            
6.1485489e+01  8.5435340e+07            
6.1515748e+01  8.5268373e+07            
6.1546036e+01  8.5096433e+07            
6.1580147e+01  8.4919563e+07            
6.1610498e+01  8.4748159e+07            
6.1640880e+01  8.4582193e+07            
6.1671292e+01  8.4416468e+07            
6.1701734e+01  8.4250986e+07            
6.1732206e+01  8.4085750e+07            
6.1762708e+01  8.3920752e+07            
6.1793240e+01  8.3755996e+07            
6.1823802e+01  8.3591484e+07            
6.1854395e+01  8.3427211e+07            
6.1885018e+01  8.3258056e+07            
6.1919505e+01  8.3084046e+07            
6.1950192e+01  8.2915413e+07            
6.1980910e+01  8.2752138e+07            
6.2011658e+01  8.2589096e+07            
6.2042437e+01  8.2426300e+07            
6.2073246e+01  8.2263740e+07            
6.2104086e+01  8.2101421e+07            
6.2134957e+01  8.1939340e+07            
6.2165859e+01  8.1777499e+07            
6.2196791e+01  8.1615897e+07            
6.2227754e+01  8.1454533e+07            
6.2258747e+01  8.1293410e+07            
6.2289772e+01  8.1132520e+07            
6.2320828e+01  8.0971870e+07            
6.2351914e+01  8.0811459e+07            
6.2383032e+01  8.0651285e+07            
6.2414181e+01  8.0491347e+07            
6.2445360e+01  8.0331647e+07            
6.2476571e+01  8.0172182e+07            
6.2507813e+01  8.0012956e+07            
6.2539087e+01  7.9853965e+07            
6.2570392e+01  7.9695208e+07            
6.2601728e+01  7.9536690e+07            
6.2633095e+01  7.9378407e+07            
6.2664494e+01  7.9220356e+07            
6.2695925e+01  7.9062544e+07            
6.2727387e+01  7.8904965e+07            
6.2758880e+01  7.8747621e+07            
6.2790406e+01  7.8590511e+07            
6.2821963e+01  7.8433636e+07            
6.2853551e+01  7.8276995e+07            
6.2885172e+01  7.8120586e+07            
6.2916824e+01  7.7964413e+07            
6.2948508e+01  7.7808471e+07            
6.2980224e+01  7.7652762e+07            
6.3011972e+01  7.7497287e+07            
6.3043752e+01  7.7342046e+07            
6.3075565e+01  7.7191875e+07            
6.3103427e+01  7.7046758e+07            
6.3135299e+01  7.6897014e+07            
6.3167204e+01  7.6742670e+07            
6.3199140e+01  7.6588557e+07            
6.3231110e+01  7.6434677e+07            
6.3263111e+01  7.6281025e+07            
6.3295145e+01  7.6127605e+07            
6.3327212e+01  7.5974418e+07            
6.3359311e+01  7.5821457e+07            
6.3391442e+01  7.5673501e+07            
6.3419584e+01  7.5530520e+07            
6.3451777e+01  7.5382979e+07            
6.3484002e+01  7.5230912e+07            
6.3516260e+01  7.5079073e+07            
6.3548551e+01  7.4927461e+07            
6.3580875e+01  7.4776080e+07            
6.3613232e+01  7.4624926e+07            
6.3645621e+01  7.4478717e+07            
6.3673989e+01  7.4337424e+07            
6.3706441e+01  7.4191629e+07            
6.3738925e+01  7.4041360e+07            
6.3771443e+01  7.3891318e+07            
6.3803994e+01  7.3741501e+07            
6.3836578e+01  7.3596585e+07            
6.3865117e+01  7.3456545e+07            
6.3897764e+01  7.3312044e+07            
6.3930444e+01  7.3163105e+07            
6.3963157e+01  7.3014392e+07            
6.3995904e+01  7.2865907e+07            
6.4028685e+01  7.2722281e+07            
6.4057395e+01  7.2583482e+07            
6.4090239e+01  7.2440265e+07            
