Layer	    Height	  log(P)	      cp	   lapse	nClouds	isconv	Conv_Region	  Pot_Temp	Temp_center
1	  5.816171	4.900000	36.527010	0.227625	0	0	0	0.000000e+00	1908.901814
2	 11.445559	4.800000	36.423371	0.228273	0	0	0	0.000000e+00	1847.606712
3	 17.017679	4.700000	36.390019	0.228482	0	0	0	0.000000e+00	1828.809090
4	 22.556622	4.600000	36.370440	0.228605	0	0	0	0.000000e+00	1817.918541
5	 28.077949	4.500000	36.359871	0.228672	0	0	0	0.000000e+00	1812.131302
6	 33.586263	4.400000	36.352058	0.228721	0	0	0	0.000000e+00	1807.855668
7	 39.080474	4.300000	36.343457	0.228775	0	0	0	0.000000e+00	1803.219231
8	 44.556290	4.200000	36.332311	0.228845	0	0	0	0.000000e+00	1797.178912
9	 50.008917	4.100000	36.318088	0.228935	0	0	0	0.000000e+00	1789.562886
10	 55.437077	4.000000	36.302976	0.229030	0	0	0	0.000000e+00	1781.529190
11	 60.844071	3.900000	36.289708	0.229114	0	0	0	0.000000e+00	1774.575796
12	 66.230061	3.800000	36.276490	0.229197	0	0	0	0.000000e+00	1767.677598
13	 71.592275	3.700000	36.261359	0.229293	0	0	0	0.000000e+00	1759.868771
14	 76.929564	3.600000	36.245404	0.229394	0	0	0	0.000000e+00	1751.685528
15	 82.240629	3.500000	36.228357	0.229502	0	0	0	0.000000e+00	1743.072522
16	 87.523930	3.400000	36.210180	0.229617	0	0	0	0.000000e+00	1733.956850
17	 92.777911	3.300000	36.190853	0.229740	0	0	0	0.000000e+00	1724.334738
18	 98.001429	3.200000	36.170262	0.229870	0	0	0	0.000000e+00	1714.327550
19	103.194430	3.100000	36.149595	0.230002	0	0	0	0.000000e+00	1704.311308
20	108.357823	3.000000	36.129241	0.230131	0	0	0	0.000000e+00	1694.591583
21	113.490143	2.900000	36.107507	0.230270	0	0	0	0.000000e+00	1684.387818
22	118.586394	2.800000	36.082174	0.230432	0	0	0	0.000000e+00	1672.553923
23	123.641613	2.700000	36.052624	0.230620	0	0	0	0.000000e+00	1659.083309
24	128.652316	2.600000	36.020114	0.230829	0	0	0	0.000000e+00	1644.475096
25	133.616101	2.500000	35.985128	0.231053	0	0	0	0.000000e+00	1629.078429
26	138.531675	2.400000	35.948381	0.231289	0	0	0	0.000000e+00	1613.256521
27	143.398845	2.300000	35.910491	0.231533	0	0	0	0.000000e+00	1597.365172
28	148.218543	2.200000	35.872731	0.231777	0	0	0	0.000000e+00	1581.787763
29	152.993328	2.100000	35.836169	0.232013	0	0	0	0.000000e+00	1567.047990
30	157.726820	2.000000	35.801923	0.232235	0	0	0	0.000000e+00	1553.498297
31	162.421428	1.900000	35.768907	0.232450	0	0	0	0.000000e+00	1540.733939
32	167.077857	1.800000	35.735887	0.232664	0	0	0	0.000000e+00	1528.201716
33	171.696960	1.700000	35.703040	0.232879	0	0	0	0.000000e+00	1515.950564
34	176.279922	1.600000	35.670956	0.233088	0	0	0	0.000000e+00	1504.098039
35	180.827704	1.500000	35.638711	0.233299	0	0	0	0.000000e+00	1492.546775
36	185.340911	1.400000	35.606783	0.233508	0	0	0	0.000000e+00	1481.204120
37	189.820100	1.300000	35.574326	0.233721	0	0	0	0.000000e+00	1470.028768
38	194.265664	1.200000	35.542120	0.233933	0	0	0	0.000000e+00	1458.997108
39	198.677843	1.100000	35.509575	0.234147	0	0	0	0.000000e+00	1448.043971
40	203.056452	1.000000	35.476303	0.234367	0	0	0	0.000000e+00	1437.031257
41	207.400829	0.900000	35.441350	0.234598	0	0	0	0.000000e+00	1425.789090
42	211.710141	0.800000	35.405065	0.234838	0	0	0	0.000000e+00	1414.279861
43	215.983859	0.700000	35.367665	0.235087	0	0	0	0.000000e+00	1402.601006
44	220.221856	0.600000	35.329298	0.235342	0	0	0	0.000000e+00	1390.878919
45	224.424543	0.500000	35.290435	0.235601	0	0	0	0.000000e+00	1379.285623
46	228.592857	0.400000	35.252330	0.235856	0	0	0	0.000000e+00	1368.014575
47	232.728350	0.300000	35.214823	0.236107	0	0	0	0.000000e+00	1357.240710
48	236.833034	0.200000	35.178961	0.236348	0	0	0	0.000000e+00	1347.126606
49	240.909321	0.100000	35.145576	0.236572	0	0	0	0.000000e+00	1337.811989
50	244.960014	0.000000	35.114766	0.236780	0	0	0	0.000000e+00	1329.409533
51	248.988056	-0.100000	35.087428	0.236964	0	0	0	0.000000e+00	1321.982984
52	252.996482	-0.200000	35.062844	0.237131	0	0	0	0.000000e+00	1315.533325
53	256.988000	-0.300000	35.041768	0.237273	0	0	0	0.000000e+00	1309.984213
54	260.964899	-0.400000	35.023312	0.237398	0	0	0	0.000000e+00	1305.184726
55	264.928830	-0.500000	35.006686	0.237511	0	0	0	0.000000e+00	1300.923588
56	268.880635	-0.600000	34.968192	0.237772	0	0	0	0.000000e+00	1296.953372
57	272.820548	-0.700000	34.955664	0.237858	0	0	0	0.000000e+00	1293.040507
58	276.748095	-0.800000	34.942906	0.237944	0	0	0	0.000000e+00	1288.986047
59	280.662445	-0.900000	34.928810	0.238041	0	0	0	0.000000e+00	1284.651252
60	284.562523	-1.000000	34.913500	0.238145	0	0	0	0.000000e+00	1279.969439
61	288.447289	-1.100000	34.896655	0.238260	0	0	0	0.000000e+00	1274.942352
62	292.315893	-1.200000	34.878622	0.238383	0	0	0	0.000000e+00	1269.639343
63	296.167858	-1.300000	34.859688	0.238513	0	0	0	0.000000e+00	1264.178483
64	300.003102	-1.400000	34.840161	0.238646	0	0	0	0.000000e+00	1258.687578
65	303.821780	-1.500000	34.820770	0.238779	0	0	0	0.000000e+00	1253.255416
66	307.624156	-1.600000	34.801112	0.238914	0	0	0	0.000000e+00	1247.903441
67	311.410311	-1.700000	34.781200	0.239051	0	0	0	0.000000e+00	1242.577766
68	315.180032	-1.800000	34.760616	0.239192	0	0	0	0.000000e+00	1237.179475
69	318.932815	-1.900000	34.739333	0.239339	0	0	0	0.000000e+00	1231.623734
70	322.668145	-2.000000	34.716726	0.239495	0	0	0	0.000000e+00	1225.890535
71	326.385656	-2.100000	34.693536	0.239655	0	0	0	0.000000e+00	1220.044629
72	330.085402	-2.200000	34.670179	0.239816	0	0	0	0.000000e+00	1214.220928
73	333.767961	-2.300000	34.647158	0.239976	0	0	0	0.000000e+00	1208.584095
74	337.434405	-2.400000	34.624793	0.240131	0	0	0	0.000000e+00	1203.286465
75	341.086119	-2.500000	34.604889	0.240269	0	0	0	0.000000e+00	1198.447920
76	344.724700	-2.600000	34.586712	0.240395	0	0	0	0.000000e+00	1194.143008
77	348.351872	-2.700000	34.570458	0.240508	0	0	0	0.000000e+00	1190.395103
78	351.969286	-2.800000	34.556538	0.240605	0	0	0	0.000000e+00	1187.191657
79	355.578477	-2.900000	34.544827	0.240686	0	0	0	0.000000e+00	1184.495110
80	359.180844	-3.000000	34.534618	0.240758	0	0	0	0.000000e+00	1182.245172
