Layer	  log(P)	nClouds	Molec.   7	Cloud    7	Molec.   9	Cloud    9
1	4.900000	0	6.3612e-06	0.0000e+00	1.3507e-12	0.0000e+00
2	4.800000	0	6.2120e-06	0.0000e+00	1.1590e-12	0.0000e+00
3	4.700000	0	6.0680e-06	0.0000e+00	9.8627e-13	0.0000e+00
4	4.600000	0	5.9966e-06	0.0000e+00	8.0210e-13	0.0000e+00
5	4.500000	0	5.9434e-06	0.0000e+00	6.4444e-13	0.0000e+00
6	4.400000	0	5.8984e-06	0.0000e+00	5.1493e-13	0.0000e+00
7	4.300000	0	5.8513e-06	0.0000e+00	4.1145e-13	0.0000e+00
8	4.200000	0	5.8008e-06	0.0000e+00	3.2967e-13	0.0000e+00
9	4.100000	0	5.7453e-06	0.0000e+00	2.6495e-13	0.0000e+00
10	4.000000	0	5.6888e-06	0.0000e+00	2.1312e-13	0.0000e+00
11	3.900000	0	5.6318e-06	0.0000e+00	1.7133e-13	0.0000e+00
12	3.800000	0	5.5753e-06	0.0000e+00	1.3771e-13	0.0000e+00
13	3.700000	0	5.5168e-06	0.0000e+00	1.1082e-13	0.0000e+00
14	3.600000	0	5.4570e-06	0.0000e+00	8.9340e-14	0.0000e+00
15	3.500000	0	5.3950e-06	0.0000e+00	7.2124e-14	0.0000e+00
16	3.400000	0	5.3325e-06	0.0000e+00	5.8318e-14	0.0000e+00
17	3.300000	0	5.2698e-06	0.0000e+00	4.7230e-14	0.0000e+00
18	3.200000	0	5.2039e-06	0.0000e+00	3.8295e-14	0.0000e+00
19	3.100000	0	5.1404e-06	0.0000e+00	3.1059e-14	0.0000e+00
20	3.000000	0	5.0765e-06	0.0000e+00	2.5202e-14	0.0000e+00
21	2.900000	0	5.0104e-06	0.0000e+00	2.0497e-14	0.0000e+00
22	2.800000	0	4.9441e-06	0.0000e+00	1.6752e-14	0.0000e+00
23	2.700000	0	4.8720e-06	0.0000e+00	1.3774e-14	0.0000e+00
24	2.600000	0	4.7982e-06	0.0000e+00	1.1385e-14	0.0000e+00
25	2.500000	0	4.7217e-06	0.0000e+00	9.4472e-15	0.0000e+00
26	2.400000	0	4.6432e-06	0.0000e+00	7.8599e-15	0.0000e+00
27	2.300000	0	4.5620e-06	0.0000e+00	6.5476e-15	0.0000e+00
28	2.200000	0	4.4833e-06	0.0000e+00	5.4522e-15	0.0000e+00
29	2.100000	0	4.4060e-06	0.0000e+00	4.5313e-15	0.0000e+00
30	2.000000	0	4.3319e-06	0.0000e+00	3.7561e-15	0.0000e+00
31	1.900000	0	4.2590e-06	0.0000e+00	3.1074e-15	0.0000e+00
32	1.800000	0	4.1877e-06	0.0000e+00	2.5683e-15	0.0000e+00
33	1.700000	0	4.1179e-06	0.0000e+00	2.1215e-15	0.0000e+00
34	1.600000	0	4.0519e-06	0.0000e+00	1.7512e-15	0.0000e+00
35	1.500000	0	3.9835e-06	0.0000e+00	1.4448e-15	0.0000e+00
